implementation,batch1_us,batch4_us,fixed_us,steady_us_per_transform,fixed_share_batch1_pct,fixed_share_batch4_pct,global_load_sector_ratio_b1,global_store_sector_ratio_b1,warp_instruction_ratio_b1,integer_instruction_ratio_b1,dram_peak_pct_b1,active_warps_pct_b1,barrier_stall_pct_b1,wait_stall_pct_b1,long_scoreboard_stall_pct_b1,registers_per_thread,shared_mem_bytes,waves_per_sm
barrier,157.952,541.248,30.186666666666653,127.76533333333334,19.111291193949207,5.577233849670881,1.0,1.0,1.0,1.0,34.56,22.94,15.45,14.42,38.05,48.0,32800.0,1.0
resident-10+10,230.272,614.912,102.05866666666665,128.21333333333334,44.32091902909023,16.597280044407434,1.003884366173783,1.0000057220458984,1.2632321388483623,1.0355224604953421,24.07,23.34,2.77,15.17,21.55,48.0,32816.0,1.0
APPT Us8 role1,2158.272,8053.024,193.3546666666664,1964.9173333333335,8.95877195583626,2.401019376903215,3.6488489782355873,4.001222610473633,13.557737224924379,5.266303182632328,10.91,25.0,39.44,17.28,8.97,125.0,28728.0,1.0
APPT Us8 role2,2990.272,11310.656,216.81066666666584,2773.461333333334,7.25053328482044,1.9168708399111938,3.665416514371158,4.000448226928711,9.28683508456409,3.6648659057630777,4.86,12.5,39.75,17.53,13.65,142.0,12312.0,0.67
APPT Us7 role2 rep2 group2,654.24,2252.928,121.34400000000005,532.896,18.54732208363904,5.38605761036305,3.5409955142050173,4.005596160888672,3.8817200110413377,2.063046482841664,24.43,25.0,23.31,18.23,30.88,116.0,24600.0,1.0
APPT online folds,674.048,2023.904,224.096,449.952,33.246296999620206,11.072461934953436,3.1431460375477656,4.500049591064453,1.7284325171097699,0.912527356893127,11.93,18.34,30.43,10.08,33.94,80.0,33024.0,1.0
