trial,variant,a_group,roles,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,segment_cores,segment_threads,segment_units,segment_data_space,segment_data_time,segment_role_stages,segment_token_interleave,segment_cta_weights,boundary_storage,boundary_buffers,ready_window,inverse,warmup,repeat,h2d_ms,kernel_ms,timed_region_wall_ms,host_timing_overhead_ms,appt_producer_weight,appt_tail_weight,appt_writer_weight,appt_fragment_width,appt_writer_tiles,input_order,output_order,appt_layout_id,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,correct
2,grouped,16,6-14-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,2.820672,0.636211,0.636675,0.000464,6,14,2,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",2.592064,6287.220182,661.272102,6592628189.433001,fused,shoup,-1
2,grouped,16,6-16-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,2.812672,0.662784,0.663197,0.000413,6,16,2,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",2.591584,6035.148885,659.300104,6328312277.042754,fused,shoup,-1
2,grouped,16,7-13-3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,2.823040,0.659354,0.659795,0.000442,7,13,3,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",2.589664,6066.547473,658.755279,6361236083.150080,fused,shoup,-1
2,grouped,32,4-16-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,2.814400,0.668467,0.668908,0.000441,4,16,2,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",2.590624,5983.839170,658.599784,6274510141.460673,fused,shoup,-1
2,grouped,32,5-15-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,2.820352,0.678042,0.678481,0.000439,5,15,2,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",2.593824,5899.343246,656.575370,6185909743.853230,fused,shoup,-1
2,grouped,32,5-16-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,2.819584,0.685107,0.685524,0.000417,5,16,2,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",2.593728,5838.502597,655.907689,6122113698.794808,fused,shoup,-1
2,grouped,32,6-14-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,2.821664,0.602522,0.602983,0.000461,6,14,2,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",2.590624,6638.766164,665.025186,6961250868.951545,fused,shoup,-1
2,grouped,32,6-16-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,2.820416,0.638413,0.638857,0.000444,6,16,2,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",2.589728,6265.538210,661.314765,6569892993.669374,fused,shoup,-1
2,grouped,32,7-13-3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,2.818496,0.620237,0.620769,0.000532,7,13,3,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",2.604736,6449.150218,661.871536,6762424139.052606,fused,shoup,-1
1,v06,0,9-11,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,3,20,10.906080,1.115392,1.115888,0.000496,0,0,0,0,0,natural,natural,"",10.136480,14344.733004,722.088377,15041542754.518370,fused,shoup,-1
1,radix4-matched,1,6-16-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.911808,3.286374,3.286885,0.000511,6,16,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.137568,4868.587200,657.468928,5105083691.833164,fused,shoup,-1
1,grouped,8,4-16-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","8+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.906976,2.633523,2.634077,0.000554,4,16,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.136768,6075.511256,675.753658,6370635290.297658,fused,shoup,-1
1,grouped,8,5-15-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","8+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.909312,2.712730,2.713241,0.000512,5,15,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.147744,5898.118063,673.123432,6184625046.364774,fused,shoup,-1
1,grouped,8,5-16-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","8+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.884672,2.582477,2.582992,0.000515,5,16,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.134144,6195.602479,677.928964,6496560064.771408,fused,shoup,-1
1,grouped,8,6-14-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","8+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.885696,2.500762,2.501230,0.000468,6,14,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.110752,6398.051131,680.931906,6708842862.468842,fused,shoup,-1
1,grouped,8,6-16-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","8+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.876960,2.374554,2.375026,0.000473,6,16,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.111584,6738.108358,684.840707,7065418709.352182,fused,shoup,-1
1,grouped,8,7-13-3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","8+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.880832,2.853478,2.853945,0.000467,7,13,3,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.112672,5607.191497,670.944441,5879566431.485160,fused,shoup,-1
1,grouped,16,4-16-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.883616,2.276147,2.276597,0.000450,4,16,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.113824,7029.421839,687.474583,7370883034.103591,fused,shoup,-1
1,grouped,16,5-15-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.879328,2.332211,2.332671,0.000460,5,15,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.117856,6860.442678,685.830049,7193695541.839390,fused,shoup,-1
1,grouped,16,5-16-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.891008,2.306509,2.306925,0.000417,5,16,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.114144,6936.891003,686.351765,7273857419.892230,fused,shoup,-1
1,grouped,16,6-14-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.888480,2.206054,2.206592,0.000538,6,14,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.129728,7252.768279,688.934680,7605078750.516760,fused,shoup,-1
1,grouped,16,6-16-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.890208,2.130483,2.131072,0.000589,6,16,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.150688,7510.033579,690.507009,7874840970.323059,fused,shoup,-1
1,grouped,16,7-13-3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.886656,2.445722,2.446317,0.000595,7,13,3,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.130880,6542.036439,681.917240,6859822401.581579,fused,shoup,-1
1,grouped,32,4-16-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.898688,2.165709,2.166239,0.000530,4,16,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.131520,7387.881577,689.776556,7746755312.948190,fused,shoup,-1
1,grouped,32,5-15-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.893664,2.199399,2.199961,0.000563,5,15,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.127040,7274.716188,689.058104,7628092801.590816,fused,shoup,-1
1,grouped,32,5-16-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.896256,2.193715,2.194280,0.000564,5,16,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.131008,7293.562548,689.032076,7647854642.050648,fused,shoup,-1
1,grouped,32,6-14-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.885312,2.054810,2.055278,0.000469,6,14,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.124544,7786.609636,693.701792,8164851985.504664,fused,shoup,-1
1,grouped,32,6-16-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.894656,2.027622,2.028209,0.000587,6,16,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.129472,7891.015367,694.090458,8274329329.083488,fused,shoup,-1
1,grouped,32,7-13-3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.885600,2.256793,2.257300,0.000507,7,13,3,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.132960,7089.704932,687.422415,7434094438.630176,fused,shoup,-1
2,v06,0,9-11,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,3,20,10.882336,1.021389,1.021984,0.000596,0,0,0,0,0,natural,natural,"",10.126912,15664.946084,726.261357,16425886505.454344,fused,shoup,-1
2,radix4-matched,1,6-16-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail+appt-online-register-tail+appt-online-register-tail","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.887808,3.101286,3.101813,0.000526,6,16,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.127136,5159.149423,663.453603,5409760265.594525,fused,shoup,-1
2,grouped,8,4-16-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","8+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.887008,2.485760,2.486258,0.000498,4,16,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.130016,6436.663302,680.770414,6749330658.905837,fused,shoup,-1
2,grouped,8,5-15-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","8+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.900640,2.564147,2.564669,0.000522,5,15,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.125440,6239.891293,678.246988,6543000252.785799,fused,shoup,-1
2,grouped,8,5-16-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,3,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","8+16+16","4+4+4","2+2+2","1+1+1","7+7+6","ring+ring","2+2",8,0,3,20,10.895040,2.556672,2.557196,0.000524,5,16,2,32,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw32-v1",10.131936,6258.135924,678.436192,6562131134.894440,fused,shoup,-1
