trial,variant,producer_dt,consumer_dt,producer_blocks,consumer_blocks,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,segment_cores,segment_threads,segment_units,segment_data_space,segment_data_time,segment_role_stages,segment_token_interleave,segment_coefficient_reuse_stages,segment_cta_weights,boundary_storage,boundary_buffers,ready_window,inverse,warmup,repeat,h2d_ms,kernel_ms,timed_region_wall_ms,host_timing_overhead_ms,appt_producer_weight,appt_tail_weight,appt_writer_weight,appt_fragment_width,appt_writer_tiles,appt_data_time_roles,input_order,output_order,appt_layout_id,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,correct
1,lane32,2,1,84,76,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","2+1","0+0","0+0","6+6","84+76","full-scratch","1",8,0,5,30,10.872864,1.236378,1.236597,0.000220,0,0,0,0,0,7,natural,natural,"",10.112064,12941.030346,720.029696,13569653836.072687,fused,shoup,-1
1,lane32,2,1,85,75,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","2+1","0+0","0+0","6+6","85+75","full-scratch","1",8,0,5,30,10.868288,1.238596,1.238804,0.000207,0,0,0,0,0,7,natural,natural,"",10.118016,12917.850053,719.913235,13545347537.177031,fused,shoup,-1
1,lane32,2,1,86,74,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","2+1","0+0","0+0","6+6","86+74","full-scratch","1",8,0,5,30,10.879968,1.228902,1.229122,0.000219,0,0,0,0,0,7,natural,natural,"",10.111040,13019.747728,720.074915,13652194993.309877,fused,shoup,-1
1,lane32,2,1,88,72,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","2+1","0+0","0+0","6+6","88+72","full-scratch","1",8,0,5,30,10.865792,1.271125,1.271355,0.000230,0,0,0,0,0,7,natural,natural,"",10.112256,12587.271916,719.127832,13198711236.916687,fused,shoup,-1
1,lane32,2,1,90,70,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","2+1","0+0","0+0","6+6","90+70","full-scratch","1",8,0,5,30,10.882048,1.299695,1.299976,0.000281,0,0,0,0,0,7,natural,natural,"",10.127552,12310.581547,717.189866,12908580356.001043,fused,shoup,-1
1,lane32,2,2,72,88,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","2+2","0+0","0+0","6+6","72+88","full-scratch","1",8,0,5,30,10.877696,1.333180,1.333449,0.000269,0,0,0,0,0,7,natural,natural,"",10.119264,12001.382749,716.520381,12584361917.053322,fused,shoup,-1
1,lane32,2,2,74,86,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","2+2","0+0","0+0","6+6","74+86","full-scratch","1",8,0,5,30,10.876992,1.297920,1.298174,0.000254,0,0,0,0,0,7,natural,natural,"",10.125792,12327.416282,717.466147,12926232854.831425,fused,shoup,-1
1,lane32,2,2,76,84,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","2+2","0+0","0+0","6+6","76+84","full-scratch","1",8,0,5,30,10.881728,1.276757,1.277016,0.000258,0,0,0,0,0,7,natural,natural,"",10.112704,12531.746836,718.416939,13140488970.048693,fused,shoup,-1
1,lane32,2,2,78,82,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","2+2","0+0","0+0","6+6","78+82","full-scratch","1",8,0,5,30,10.871360,1.289830,1.290057,0.000227,0,0,0,0,0,7,natural,natural,"",10.118208,12404.731216,718.152252,13007303439.661173,fused,shoup,-1
1,lane32,2,2,80,80,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","2+2","0+0","0+0","6+6","80+80","full-scratch","1",8,0,5,30,10.871616,1.291196,1.291435,0.000239,0,0,0,0,0,7,natural,natural,"",10.109824,12391.615659,718.370285,12993550781.032881,fused,shoup,-1
1,lane32,2,2,82,78,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","2+2","0+0","0+0","6+6","82+78","full-scratch","1",8,0,5,30,10.873728,1.255526,1.255792,0.000266,0,0,0,0,0,7,natural,natural,"",10.107648,12743.659727,719.524689,13362695742.236082,fused,shoup,-1
1,lane32,2,2,84,76,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","2+2","0+0","0+0","6+6","84+76","full-scratch","1",8,0,5,30,10.873568,1.265425,1.265670,0.000245,0,0,0,0,0,7,natural,natural,"",10.115328,12643.972509,718.961516,13258166117.718300,fused,shoup,-1
1,lane32,2,2,85,75,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","2+2","0+0","0+0","6+6","85+75","full-scratch","1",8,0,5,30,10.871168,1.274129,1.274356,0.000227,0,0,0,0,0,7,natural,natural,"",10.114624,12557.596670,718.780618,13167594485.803276,fused,shoup,-1
1,lane32,2,2,86,74,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","2+2","0+0","0+0","6+6","86+74","full-scratch","1",8,0,5,30,10.876032,1.252113,1.252350,0.000237,0,0,0,0,0,7,natural,natural,"",10.124544,12778.398334,719.014224,13399121811.113756,fused,shoup,-1
1,lane32,2,2,88,72,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","2+2","0+0","0+0","6+6","88+72","full-scratch","1",8,0,5,30,10.888000,1.285769,1.286010,0.000242,0,0,0,0,0,7,natural,natural,"",10.120512,12443.919640,717.672872,13048395479.998159,fused,shoup,-1
1,lane32,2,2,90,70,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","2+2","0+0","0+0","6+6","90+70","full-scratch","1",8,0,5,30,10.882176,1.308945,1.309199,0.000253,0,0,0,0,0,7,natural,natural,"",10.122816,12223.584084,717.040637,12817356904.855246,fused,shoup,-1
1,v06,1,1,91,69,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","1+1","0+0","0+0","0+0","17+13","full-scratch","1",8,0,5,30,10.868352,1.415066,1.415279,0.000213,0,0,0,0,0,7,natural,natural,"",10.115168,11306.895933,714.330832,11856139710.119034,fused,shoup,-1
2,v06,1,1,91,69,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","1+1","0+0","0+0","0+0","17+13","full-scratch","1",8,0,5,30,10.865152,1.447014,1.447247,0.000233,0,0,0,0,0,7,natural,natural,"",10.110432,11057.250539,713.565830,11594367540.870010,fused,shoup,-1
2,d7,1,1,85,75,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-static-io-10x10","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-static-io+homogeneous-warp128-vector-radix4-static-io","256+256","8+8","4+4","1+1","0+0","0+0","7+7","85+75","full-scratch","1",8,0,5,30,10.873664,1.196851,1.197103,0.000252,0,0,0,0,0,7,natural,natural,"",10.112960,13368.411449,721.257602,14017795403.400587,fused,shoup,-1
2,lane32,1,1,72,88,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","1+1","0+0","0+0","6+6","72+88","full-scratch","1",8,0,5,30,10.867648,1.274607,1.274850,0.000243,0,0,0,0,0,7,natural,natural,"",10.110944,12552.889411,718.997754,13162658567.349703,fused,shoup,-1
2,lane32,1,1,74,86,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","1+1","0+0","0+0","6+6","74+86","full-scratch","1",8,0,5,30,10.867520,1.261841,1.262098,0.000257,0,0,0,0,0,7,natural,natural,"",10.122336,12679.885386,719.046257,13295823498.461327,fused,shoup,-1
2,lane32,1,1,76,84,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","1+1","0+0","0+0","6+6","76+84","full-scratch","1",8,0,5,30,10.873664,1.257882,1.258122,0.000241,0,0,0,0,0,7,natural,natural,"",10.116224,12719.798898,719.173212,13337675849.583889,fused,shoup,-1
2,lane32,1,1,78,82,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","1+1","0+0","0+0","6+6","78+82","full-scratch","1",8,0,5,30,10.871936,1.237231,1.237461,0.000230,0,0,0,0,0,7,natural,natural,"",10.117728,12932.105106,719.848635,13560295043.845125,fused,shoup,-1
2,lane32,1,1,80,80,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","1+1","0+0","0+0","6+6","80+80","full-scratch","1",8,0,5,30,10.876128,1.196544,1.196759,0.000215,0,0,0,0,0,7,natural,natural,"",10.108352,13371.843673,721.337303,14021394351.164986,fused,shoup,-1
2,lane32,1,1,82,78,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","1+1","0+0","0+0","6+6","82+78","full-scratch","1",8,0,5,30,10.889952,1.194359,1.194619,0.000259,0,0,0,0,0,7,natural,natural,"",10.124192,13396.302410,720.444766,14047041196.106642,fused,shoup,-1
2,lane32,1,1,84,76,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","1+1","0+0","0+0","6+6","84+76","full-scratch","1",8,0,5,30,10.878016,1.180604,1.180895,0.000291,0,0,0,0,0,7,natural,natural,"",10.124704,13552.388005,721.262494,14210708804.852205,fused,shoup,-1
2,lane32,1,1,85,75,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","1+1","0+0","0+0","6+6","85+75","full-scratch","1",8,0,5,30,10.877600,1.191731,1.191980,0.000249,0,0,0,0,0,7,natural,natural,"",10.122016,13425.846202,721.001753,14078020106.833212,fused,shoup,-1
2,lane32,1,1,86,74,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","1+1","0+0","0+0","6+6","86+74","full-scratch","1",8,0,5,30,10.877120,1.176098,1.176363,0.000265,0,0,0,0,0,7,natural,natural,"",10.129792,13604.307232,721.272711,14265150059.947136,fused,shoup,-1
2,lane32,1,1,88,72,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","1+1","0+0","0+0","6+6","88+72","full-scratch","1",8,0,5,30,10.873248,1.205419,1.205676,0.000257,0,0,0,0,0,7,natural,natural,"",10.121760,13273.396141,720.706853,13918164632.191843,fused,shoup,-1
2,lane32,1,1,90,70,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","1+1","0+0","0+0","6+6","90+70","full-scratch","1",8,0,5,30,10.869536,1.261329,1.261564,0.000235,0,0,0,0,0,7,natural,natural,"",10.113792,12685.032457,719.273818,13301220594.041185,fused,shoup,-1
2,lane32,1,2,72,88,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","1+2","0+0","0+0","6+6","72+88","full-scratch","1",8,0,5,30,10.865440,1.304644,1.304863,0.000218,0,0,0,0,0,7,natural,natural,"",10.112224,12263.879814,718.058463,12859610039.604542,fused,shoup,-1
2,lane32,1,2,74,86,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","1+2","0+0","0+0","6+6","74+86","full-scratch","1",8,0,5,30,10.870432,1.280273,1.280503,0.000230,0,0,0,0,0,7,natural,natural,"",10.119328,12497.333773,718.454272,13104404258.563057,fused,shoup,-1
2,lane32,1,2,76,84,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io-10x10","experimental",0.000000,"all 32 lanes issue aligned stage-6 coefficient pairs from a prepacked side table",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10","homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io+homogeneous-warp128-vector-radix4-packed-stage6-distributed-static-io","256+256","8+8","4+4","1+2","0+0","0+0","6+6","76+84","full-scratch","1",8,0,5,30,10.866272,1.260783,1.261011,0.000228,0,0,0,0,0,7,natural,natural,"",10.109376,12690.528075,719.539937,13306983166.406349,fused,shoup,-1
