label,kernel_id,kernel_name,grid_size,block_size,time_us,dram_read_mib,dram_write_mib,global_load_sectors,global_store_sectors,dram_peak_pct,l2_hit_pct,l1_hit_pct,shared_load_bank_conflicts,shared_store_bank_conflicts,warp_instructions,instructions_per_active_cycle,integer_thread_instructions,fp32_thread_instructions,fp64_thread_instructions,tensor_warp_instructions,tensor_active_pct,active_warps_pct,barrier_stall_pct,long_scoreboard_stall_pct,registers_per_thread,shared_mem_bytes,waves_per_sm,occupancy_register_block_limit,occupancy_shared_block_limit,occupancy_warp_block_limit
w32_dataflow-radix4,0,"void cuntt::detail::hierarchical_dataflow_kernel<unsigned int,",400,256,269.248,59.2943115234375,33.306732177734375,,,,,,,,44218198.0,,1027573399.0,,,,,56.76,15.54,35.29,38.0,16400.0,1.0,6.0,5.0,8.0
w32_hybrid2d-radix4,0,"void cuntt::detail::hierarchical_dataflow_kernel<unsigned int,",400,256,308.928,55.15509033203125,34.8726806640625,,,,,,,,41696069.0,,942025795.0,,,,,56.76,12.57,47.74,32.0,16400.0,1.0,8.0,5.0,8.0
w64_dataflow-radix4,0,"void cuntt::detail::hierarchical_dataflow_kernel<unsigned long,",160,512,506.72,128.308349609375,66.76837158203125,,,,,,,,83016435.0,,2060179973.0,,,,,49.58,12.71,24.27,48.0,16400.0,1.0,2.0,3.0,4.0
w64_hybrid2d-radix4,0,"void cuntt::detail::hierarchical_dataflow_kernel<unsigned long,",160,512,521.312,128.3460693359375,68.3212890625,,,,,,,,79178100.0,,1937480226.0,,,,,49.63,11.95,27.7,44.0,16400.0,1.0,2.0,3.0,4.0
