word_bits,native_time_us,mature_time_us,mature_over_native_time_us,native_dram_read_mib,mature_dram_read_mib,mature_over_native_dram_read_mib,native_dram_write_mib,mature_dram_write_mib,mature_over_native_dram_write_mib,native_warp_instructions,mature_warp_instructions,mature_over_native_warp_instructions,native_integer_thread_instructions,mature_integer_thread_instructions,mature_over_native_integer_thread_instructions,native_active_warps_pct,mature_active_warps_pct,mature_over_native_active_warps_pct,native_barrier_stall_pct,mature_barrier_stall_pct,mature_over_native_barrier_stall_pct,native_long_scoreboard_stall_pct,mature_long_scoreboard_stall_pct,mature_over_native_long_scoreboard_stall_pct,native_registers_per_thread,mature_registers_per_thread,mature_over_native_registers_per_thread,native_shared_mem_bytes,mature_shared_mem_bytes,mature_over_native_shared_mem_bytes,native_occupancy_register_block_limit,mature_occupancy_register_block_limit,mature_over_native_occupancy_register_block_limit,native_occupancy_shared_block_limit,mature_occupancy_shared_block_limit,mature_over_native_occupancy_shared_block_limit,native_occupancy_warp_block_limit,mature_occupancy_warp_block_limit,mature_over_native_occupancy_warp_block_limit,native_effective_block_limit,mature_effective_block_limit
32,269.248,308.928,1.1473734252436416,59.2943115234375,55.15509033203125,0.9301919343515757,33.306732177734375,34.8726806640625,1.0470159749678165,44218198.0,41696069.0,0.9429617416792968,1027573399.0,942025795.0,0.9167479383144289,56.76,56.76,1.0,15.54,12.57,0.8088803088803089,35.29,47.74,1.3527911589685464,38.0,32.0,0.8421052631578947,16400.0,16400.0,1.0,6.0,8.0,1.3333333333333333,5.0,5.0,1.0,8.0,8.0,1.0,5.0,5.0
64,506.72,521.312,1.0287969687401326,128.308349609375,128.3460693359375,1.0002939771782378,66.76837158203125,68.3212890625,1.0232582799860686,83016435.0,79178100.0,0.953764155254318,2060179973.0,1937480226.0,0.9404422193167296,49.58,49.63,1.001008471157725,12.71,11.95,0.9402045633359558,24.27,27.7,1.1413267408323033,48.0,44.0,0.9166666666666666,16400.0,16400.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0
