label,kernel_id,kernel_name,grid_size,block_size,time_us,dram_read_mib,dram_write_mib,global_load_sectors,global_store_sectors,local_load_sectors,local_store_sectors,dram_peak_pct,l2_hit_pct,l1_hit_pct,shared_load_bank_conflicts,shared_store_bank_conflicts,warp_instructions,instructions_per_active_cycle,integer_thread_instructions,fp32_thread_instructions,fp64_thread_instructions,tensor_warp_instructions,tensor_active_pct,active_warps_pct,barrier_stall_pct,wait_stall_pct,long_scoreboard_stall_pct,mio_throttle_stall_pct,registers_per_thread,shared_mem_bytes,waves_per_sm,occupancy_register_block_limit,occupancy_shared_block_limit,occupancy_warp_block_limit
v06,0,"void cuntt::<unnamed>::hierarchical_streaming_10x10_kernel<unsigned int,",320,256,1261.2160000000001,269.4461975097656,162.85812377929688,29792190.0,8388611.0,0.0,16384.0,39.32,,,12032436.0,27292286.0,181685699.0,,4142780704.0,,,,,47.85,5.97,10.54,42.86,5.68,40.0,16416.0,0.8,6.0,5.0,8.0
warp256_static_io_half,0,"void cuntt::<unnamed>::hierarchical_homogeneous_warp256_10x10_kernel<unsigned int,",240,128,1479.712,269.38720703125,151.68023681640625,40077771.0,8388611.0,0.0,8194.0,33.12,,,2452205.0,0.0,211339121.0,,3075919706.0,,,,,18.42,7.98,18.17,26.08,1.36,164.0,20592.0,1.0,3.0,3.0,16.0
warp128_static_io_half,0,"void cuntt::<unnamed>::hierarchical_homogeneous_warp_small_occupancy4_10x10_kernel<unsigned int,",320,128,1684.384,339.4511413574219,204.14599609375,39773844.0,8388611.0,80735.0,16384.0,38.23,,,2657791.0,83168.0,237491140.0,,3395436914.0,,,,,24.32,5.52,18.77,35.63,1.68,101.0,20592.0,1.0,4.0,4.0,16.0
warp64_static_io_half,0,"void cuntt::<unnamed>::hierarchical_homogeneous_warp_small_occupancy4_10x10_kernel<unsigned int,",320,128,1680.704,288.9359130859375,176.8470458984375,40482396.0,8388611.0,82351.0,16384.0,32.2,,,2691320.0,119721.0,238236766.0,,3416644076.0,,,,,24.26,5.69,19.42,36.7,1.99,113.0,20592.0,1.0,4.0,4.0,16.0
