label,kernel_id,kernel_name,grid_size,block_size,time_us,dram_read_mib,dram_write_mib,dram_peak_pct,l2_hit_pct,l1_hit_pct,shared_load_bank_conflicts,shared_store_bank_conflicts,warp_instructions,integer_thread_instructions,fp32_thread_instructions,tensor_warp_instructions,tensor_active_pct,active_warps_pct,barrier_stall_pct,long_scoreboard_stall_pct,registers_per_thread,shared_mem_bytes,waves_per_sm,occupancy_register_block_limit,occupancy_shared_block_limit,occupancy_warp_block_limit
post_vector_cufft_b16,0,void regular_fft<,2048,512,396.896,128.011962890625,128.6556396484375,75.48,50.07,1.86,0.0,1048576.0,38141952.0,,882900992.0,,,23.92,4.9,17.51,64.0,65536.0,25.6,2.0,1.0,4.0
post_vector_cufft_b16,1,void regular_fft<,2048,512,376.672,128.00250244140625,128.61810302734375,79.51,75.13,1.5,0.0,1048576.0,31326208.0,,725614592.0,,,24.3,4.49,25.39,64.0,65536.0,25.6,2.0,1.0,4.0
post_vector_fixed_b16,0,"void cuntt::detail::<unnamed>::cufftdx_online_first_kernel<cufftdx::detail::fft_block_execution<cufftdx::Block, cufftdx::Size<",4096,512,480.096,140.84649658203125,128.3350830078125,65.43,77.92,6.54,4394474.0,7340032.0,59899904.0,,832569344.0,,,48.43,12.29,33.14,51.0,32768.0,25.6,2.0,2.0,4.0
post_vector_fixed_b16,1,"void cuntt::detail::<unnamed>::cufftdx_online_second_kernel<cufftdx::detail::fft_block_execution<cufftdx::Block, cufftdx::Size<",4096,512,352.25600000000003,128.00286865234375,128.32513427734375,84.92,50.21,6.86,798943.0,7340032.0,51707904.0,,740294656.0,,,47.92,14.77,20.67,50.0,32768.0,25.6,2.0,2.0,4.0
post_vector_selected_b16,0,"void cuntt::detail::<unnamed>::cufftdx_online_first_kernel<cufftdx::detail::fft_block_execution<cufftdx::Block, cufftdx::Size<",4096,256,450.91200000000003,135.10064697265625,128.30636596679688,68.17,76.67,5.19,4199215.0,7656010.0,53673984.0,,778043392.0,,,36.4,8.01,41.89,80.0,32768.0,17.07,3.0,3.0,8.0
post_vector_selected_b16,1,"void cuntt::detail::<unnamed>::cufftdx_online_second_kernel<cufftdx::detail::fft_block_execution<cufftdx::Block, cufftdx::Size<",8192,128,404.64,128.00115966796875,131.43051147460938,74.82,67.12,3.15,862581.0,5393417.0,41254912.0,,681574400.0,,,35.93,13.44,8.1,64.0,16384.0,17.07,8.0,6.0,16.0
