label,kernel_id,kernel_name,grid_size,block_size,time_us,dram_read_mib,dram_write_mib,global_load_sectors,global_store_sectors,dram_peak_pct,l2_hit_pct,l1_hit_pct,shared_load_bank_conflicts,shared_store_bank_conflicts,warp_instructions,integer_thread_instructions,fp32_thread_instructions,fp64_thread_instructions,tensor_warp_instructions,tensor_active_pct,active_warps_pct,barrier_stall_pct,long_scoreboard_stall_pct,registers_per_thread,shared_mem_bytes,waves_per_sm,occupancy_register_block_limit,occupancy_shared_block_limit,occupancy_warp_block_limit
primary_n8_b256,0,"void cuntt::detail::hybrid_dataflow_kernel<unsigned long,",256,256,90.688,0.010498046875,0.0,176128.0,16384.0,,104.01,,16384.0,16384.0,2299648.0,28292096.0,,,,,12.49,81.63,1.57,60.0,59448.0,3.2,4.0,1.0,8.0
balanced_n10_td4_b16,0,"void cuntt::detail::hybrid_dataflow_kernel<unsigned long,",16,160,58.432,0.017822265625,0.0,60384.0,4096.0,,117.76,,8853.0,8192.0,843040.0,11127808.0,,,,,7.81,35.02,3.06,63.0,16416.0,0.04,6.0,5.0,12.0
balanced_n12_td1_b16,0,"void cuntt::detail::hybrid_dataflow_kernel<unsigned long,",16,192,187.552,0.009033203125,0.0,321168.0,16384.0,,101.62,,34871.0,32768.0,4394640.0,54416000.0,,,,,9.37,13.26,4.07,50.0,37928.0,0.1,6.0,2.0,10.0
balanced_n12_td4_b16,0,"void cuntt::detail::hybrid_dataflow_kernel<unsigned long,",16,192,150.272,0.017822265625,0.0,327434.0,16384.0,,104.27,,35287.0,32768.0,3290256.0,39390848.0,,,,,9.37,25.55,3.5,63.0,53288.0,0.2,5.0,1.0,10.0
unbalanced_n12_td1_b16,0,"void cuntt::detail::hybrid_dataflow_kernel<unsigned long,",16,256,331.232,0.009033203125,0.0,298972.0,16384.0,,102.32,,19754.0,16384.0,6065584.0,68667264.0,,,,,12.5,50.55,2.14,50.0,61496.0,0.2,4.0,1.0,8.0
balanced_n13_td2_b1,0,"void cuntt::detail::hybrid_dataflow_kernel<unsigned long,",1,224,276.35200000000003,0.01220703125,0.0,43533.0,2048.0,,99.8,,4469.0,4205.0,461366.0,5595952.0,,,,,10.94,20.95,4.99,60.0,90160.0,0.01,4.0,1.0,9.0
us2_n12_td1_b16,0,"void cuntt::detail::hybrid_dataflow_kernel<unsigned long,",16,64,5392.4800000000005,0.00927734375,9.1552734375e-05,607946.0,16384.0,,101.34,,65536.0,65536.0,46756880.0,472568960.0,,,,,3.12,10.94,0.93,52.0,32840.0,0.1,18.0,2.0,32.0
linear_n12_b16,0,"void cuntt::detail::hybrid_dataflow_kernel<unsigned long,",16,256,321.184,0.009765625,0.0,299003.0,16384.0,,102.4,,77568.0,73728.0,5540272.0,68962176.0,,,,,12.5,51.07,2.45,50.0,61496.0,0.2,4.0,1.0,8.0
atomic_n12_b16,0,"void cuntt::detail::hybrid_dataflow_kernel<unsigned long,",16,256,327.744,0.009033203125,0.0,299019.0,16384.0,,102.23,,19831.0,16384.0,6726944.0,84157792.0,,,,,12.5,41.56,2.15,50.0,61496.0,0.2,4.0,1.0,8.0
