word_bits,batch,physical_core,weights,kernel_ms,min_ms,trials,v06_ms,speedup_vs_v06
64,4,appt-online,7-7-6,2.00704,2.00704,1,0.611328,0.30459183673469387
64,4,appt-online,7-8-5,2.178663,2.178663,1,0.611328,0.28059777946382713
64,4,appt-online,7-9-4,2.333901,2.333901,1,0.611328,0.26193398948798596
64,4,appt-online,8-3-9,2.587034,2.587034,1,0.611328,0.2363045866424639
64,4,appt-online,8-4-8,2.126234,2.126234,1,0.611328,0.28751680200768115
64,4,appt-online,8-5-7,2.156134,2.156134,1,0.611328,0.2835296878579902
64,4,appt-online,8-6-6,2.127462,2.127462,1,0.611328,0.28735084339931805
64,4,appt-online,8-7-5,2.22679,2.22679,1,0.611328,0.2745332968084103
64,4,appt-online,8-8-4,2.179072,2.179072,1,0.611328,0.2805451127819549
64,4,appt-online,8-9-3,2.716877,2.716877,1,0.611328,0.22501129053689214
64,4,appt-online,9-3-8,2.635366,2.635366,1,0.611328,0.23197081543891818
64,4,appt-online,9-4-7,2.232729,2.232729,1,0.611328,0.27380304551067325
64,4,appt-online,9-5-6,2.143642,2.143642,1,0.611328,0.2851819473587474
64,4,appt-online,9-6-5,2.260787,2.260787,1,0.611328,0.2704049519039166
64,4,appt-online,9-7-4,2.428314,2.428314,1,0.611328,0.2517499796154863
64,4,appt-online,9-8-3,2.690253,2.690253,1,0.611328,0.22723810734529432
64,4,appt-online-radix4,10-3-7,1.814323,1.814323,1,0.611328,0.33694551631655445
64,4,appt-online-radix4,10-4-6,1.43913,1.43913,1,0.611328,0.4247899772779387
64,4,appt-online-radix4,10-5-5,1.552384,1.552384,1,0.611328,0.3937994722955145
64,4,appt-online-radix4,10-6-4,1.71479,1.71479,1,0.611328,0.35650312866298495
64,4,appt-online-radix4,10-7-3,2.132787,2.132787,1,0.611328,0.28663340502356777
64,4,appt-online-radix4,3-10-7,1.582694,1.582694,1,0.611328,0.3862578615954821
64,4,appt-online-radix4,3-7-10,1.569382,1.569382,1,0.611328,0.3895342242997562
64,4,appt-online-radix4,3-8-9,1.603994,1.603994,1,0.611328,0.38112860771299645
64,4,appt-online-radix4,3-9-8,1.601741,1.601741,1,0.611328,0.38166470109711864
64,4,appt-online-radix4,4-10-6,1.463501,1.463501,1,0.611328,0.4177161477853449
64,4,appt-online-radix4,4-6-10,1.407386,1.407386,1,0.611328,0.4343712385941028
64,4,appt-online-radix4,4-7-9,1.385267,1.385267,1,0.611328,0.4413069826971984
64,4,appt-online-radix4,4-8-8,1.37687,1.37687,1,0.611328,0.44399834407024624
64,4,appt-online-radix4,4-9-7,1.50487,1.50487,1,0.611328,0.40623309654654555
64,4,appt-online-radix4,5-10-5,1.651917,1.651917,1,0.611328,0.37007186196400904
64,4,appt-online-radix4,5-5-10,1.467392,1.467392,1,0.611328,0.41660851360781576
64,4,appt-online-radix4,5-6-9,1.385677,1.385677,1,0.611328,0.4411764069115674
64,4,appt-online-radix4,5-7-8,1.374413,1.374413,1,0.611328,0.4447920675954025
64,4,appt-online-radix4,5-8-7,1.435238,1.435238,1,0.611328,0.42594189953164563
64,4,appt-online-radix4,5-9-6,1.536614,1.536614,1,0.611328,0.39784096721753154
64,4,appt-online-radix4,6-10-4,1.821696,1.821696,1,0.611328,0.33558178752107926
64,4,appt-online-radix4,6-4-10,1.514291,1.514291,1,0.611328,0.40370576064970337
64,4,appt-online-radix4,6-5-9,1.444045,1.444045,1,0.611328,0.4233441478624281
64,4,appt-online-radix4,6-6-8,1.446912,1.446912,1,0.611328,0.42250530785562634
64,4,appt-online-radix4,6-7-7,1.445274,1.445274,1,0.611328,0.4229841538697853
64,4,appt-online-radix4,6-8-6,1.450189,1.450189,1,0.611328,0.42155057030497406
64,4,appt-online-radix4,6-9-5,1.775616,1.775616,1,0.611328,0.34429065743944637
64,4,appt-online-radix4,7-10-3,2.346394,2.346394,1,0.611328,0.26053936380676046
64,4,appt-online-radix4,7-3-10,1.83296,1.83296,1,0.611328,0.3335195530726257
64,4,appt-online-radix4,7-4-9,1.57655,1.57655,1,0.611328,0.3877631537217342
64,4,appt-online-radix4,7-5-8,1.458995,1.458995,1,0.611328,0.41900623374309026
64,4,appt-online-radix4,7-6-7,1.532518,1.532518,1,0.611328,0.3989042869317032
64,4,appt-online-radix4,7-7-6,1.519616,1.519616,1,0.611328,0.4022911051212938
64,4,appt-online-radix4,7-8-5,1.670554,1.670554,1,0.611328,0.36594327390793707
64,4,appt-online-radix4,7-9-4,1.842176,1.842176,1,0.611328,0.3318510283490828
64,4,appt-online-radix4,8-3-9,1.880064,1.880064,1,0.611328,0.32516339869281047
64,4,appt-online-radix4,8-4-8,1.545216,1.545216,1,0.611328,0.3956262425447316
64,4,appt-online-radix4,8-5-7,1.571635,1.571635,1,0.611328,0.38897581181381174
64,4,appt-online-radix4,8-6-6,1.527603,1.527603,1,0.611328,0.4001877451144047
64,4,appt-online-radix4,8-7-5,1.65888,1.65888,1,0.611328,0.3685185185185185
64,4,appt-online-radix4,8-8-4,1.702707,1.702707,1,0.611328,0.35903299863100346
64,4,appt-online-radix4,8-9-3,2.143027,2.143027,1,0.611328,0.2852637880903974
64,4,appt-online-radix4,9-3-8,1.913242,1.913242,1,0.611328,0.31952466023639453
64,4,appt-online-radix4,9-4-7,1.667277,1.667277,1,0.611328,0.3666625281821797
64,4,appt-online-radix4,9-5-6,1.636966,1.636966,1,0.611328,0.3734518615536303
64,4,appt-online-radix4,9-6-5,1.625088,1.625088,1,0.611328,0.3761814744801512
64,4,appt-online-radix4,9-7-4,1.813709,1.813709,1,0.611328,0.3370595834282126
64,4,appt-online-radix4,9-8-3,2.096128,2.096128,1,0.611328,0.2916463116756228
