implementation,category,address,file,line,theoretical_sectors,theoretical_ideal,theoretical_excessive,l1_tag_requests,instructions,stall_long_scoreboard,source,sass
v07-d6,stage 2-6 coefficients,0x71b3e32652f0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3900,557056.0,131072.0,425984.0,188416.0,65536.0,0.0,coefficient =,"@!P0 LDG.E.SYS R34, [R32]"
v07-d6,stage 2-6 coefficients,0x71b3e3265380,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3900,557056.0,131072.0,425984.0,188416.0,65536.0,0.0,coefficient =,"@!P0 LDG.E.SYS R93, [R32+0x8]"
v07-d6,stage 2-6 coefficients,0x71b3e3265420,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3900,557056.0,131072.0,425984.0,188416.0,65536.0,0.0,coefficient =,"@!P0 LDG.E.SYS R95, [R32+0x8]"
v07-d6,stage 2-6 coefficients,0x71b3e3266950,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3900,557056.0,131072.0,425984.0,3203072.0,65536.0,0.0,coefficient =,"@!P0 LDG.E.SYS R56, [R56]"
v07-d6,stage 2-6 coefficients,0x71b3e32669a0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3900,557056.0,131072.0,425984.0,1695744.0,65536.0,0.0,coefficient =,"@!P0 LDG.E.SYS R66, [R66+0x8]"
v07-d6,stage 2-6 coefficients,0x71b3e32669d0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3900,557056.0,131072.0,425984.0,188416.0,65536.0,0.0,coefficient =,"@!P0 LDG.E.SYS R74, [R74+0x8]"
v07-d6,stage 2-6 coefficients,0x71b3e32669e0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3900,557056.0,131072.0,425984.0,188416.0,65536.0,0.0,coefficient =,"@!P0 LDG.E.SYS R34, [R34]"
v07-d6,stage 2-6 coefficients,0x71b3e325ec70,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3902,589824.0,131072.0,458752.0,196608.0,65536.0,0.0,coefficient_shoup = coefficients_shoup[,"LDG.E.SYS R33, [R32]"
v07-d6,stage 2-6 coefficients,0x71b3e325ee40,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3902,524288.0,131072.0,393216.0,131072.0,65536.0,0.0,coefficient_shoup = coefficients_shoup[,"LDG.E.SYS R34, [R34]"
v07-d6,stage 2-6 coefficients,0x71b3e325f010,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3902,524288.0,131072.0,393216.0,131072.0,65536.0,0.0,coefficient_shoup = coefficients_shoup[,"LDG.E.SYS R35, [R34+0x8]"
v07-d6,stage 2-6 coefficients,0x71b3e325f1c0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3902,524288.0,131072.0,393216.0,131072.0,65536.0,0.0,coefficient_shoup = coefficients_shoup[,"LDG.E.SYS R60, [R60+0x8]"
v07-d6,stage 2-6 coefficients,0x71b3e32614a0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3902,589824.0,131072.0,458752.0,196608.0,65536.0,0.0,coefficient_shoup = coefficients_shoup[,"LDG.E.SYS R32, [R32]"
v07-d6,stage 2-6 coefficients,0x71b3e3261670,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3902,524288.0,131072.0,393216.0,131072.0,65536.0,0.0,coefficient_shoup = coefficients_shoup[,"LDG.E.SYS R34, [R34]"
v07-d6,stage 2-6 coefficients,0x71b3e3261820,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3902,524288.0,131072.0,393216.0,131072.0,65536.0,0.0,coefficient_shoup = coefficients_shoup[,"LDG.E.SYS R34, [R34+0x8]"
v07-d6,stage 2-6 coefficients,0x71b3e32619a0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3902,524288.0,131072.0,393216.0,131072.0,65536.0,0.0,coefficient_shoup = coefficients_shoup[,"@!P4 LDG.E.SYS R44, [R44+0x8]"
v07-d6,stage 2-6 coefficients,0x71b3e3263540,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3902,557056.0,131072.0,425984.0,191488.0,65536.0,0.0,coefficient_shoup = coefficients_shoup[,"@!P0 LDG.E.SYS R34, [R66]"
v07-d6,stage 2-6 coefficients,0x71b3e32652a0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3902,557056.0,131072.0,425984.0,188416.0,65536.0,0.0,coefficient_shoup = coefficients_shoup[,"@!P0 LDG.E.SYS R85, [R32]"
v07-d6,stage 2-6 coefficients,0x71b3e3265360,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3902,557056.0,131072.0,425984.0,188416.0,65536.0,0.0,coefficient_shoup = coefficients_shoup[,"@!P0 LDG.E.SYS R85, [R32+0x8]"
v07-d6,stage 2-6 coefficients,0x71b3e3265400,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3902,557056.0,131072.0,425984.0,188416.0,65536.0,0.0,coefficient_shoup = coefficients_shoup[,"@!P0 LDG.E.SYS R93, [R32+0x8]"
v07-d6,stage 2-6 coefficients,0x71b3e3266930,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3902,557056.0,131072.0,425984.0,942212.0,65536.0,0.0,coefficient_shoup = coefficients_shoup[,"@!P0 LDG.E.SYS R54, [R54]"
v07-d6,stage 2-6 coefficients,0x71b3e3266970,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3902,557056.0,131072.0,425984.0,1695744.0,65536.0,0.0,coefficient_shoup = coefficients_shoup[,"@!P0 LDG.E.SYS R60, [R60+0x8]"
v07-d6,stage 2-6 coefficients,0x71b3e32669c0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3902,557056.0,131072.0,425984.0,188416.0,65536.0,0.0,coefficient_shoup = coefficients_shoup[,"@!P0 LDG.E.SYS R72, [R72+0x8]"
v07-d6,stage 2-6 coefficients,0x71b3e3266a50,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3902,557056.0,131072.0,425984.0,188416.0,65536.0,0.0,coefficient_shoup = coefficients_shoup[,"@!P0 LDG.E.SYS R87, [R32]"
v07-d6,unclassified global load,0x71b3e3267af0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3950,319488.0,262144.0,57344.0,129024.0,65536.0,0.0,values[tile] = exchange[tile * 128U + offset];,"LDG.E.SYS R75, [R70]"
v07-d6,stage 7-9 coefficients,0x71b3e3261ba0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3969,327680.0,262144.0,65536.0,131072.0,65536.0,0.0,"op.apply_coefficient(coefficients[511U + tile * 128U + offset],","LDG.E.SYS R70, [R54+0x600]"
v07-d6,stage 7-9 coefficients,0x71b3e3261bb0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3969,327680.0,262144.0,65536.0,131072.0,65536.0,0.0,"op.apply_coefficient(coefficients[511U + tile * 128U + offset],","LDG.E.SYS R69, [R54+0x800]"
v07-d6,stage 7-9 coefficients,0x71b3e3261bc0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3969,327680.0,262144.0,65536.0,131072.0,65536.0,0.0,"op.apply_coefficient(coefficients[511U + tile * 128U + offset],","LDG.E.SYS R67, [R44+0x600]"
v07-d6,stage 7-9 coefficients,0x71b3e3261bd0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3969,327680.0,262144.0,65536.0,131072.0,65536.0,0.0,"op.apply_coefficient(coefficients[511U + tile * 128U + offset],","LDG.E.SYS R60, [R54+0xa00]"
v07-d6,stage 7-9 coefficients,0x71b3e3261be0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3969,327680.0,262144.0,65536.0,131072.0,65536.0,0.0,"op.apply_coefficient(coefficients[511U + tile * 128U + offset],","LDG.E.SYS R58, [R44+0x800]"
v07-d6,stage 7-9 coefficients,0x71b3e3261bf0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3969,327680.0,262144.0,65536.0,131072.0,65536.0,0.0,"op.apply_coefficient(coefficients[511U + tile * 128U + offset],","LDG.E.SYS R66, [R54+0xc00]"
v07-d6,stage 7-9 coefficients,0x71b3e3261c00,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3969,327680.0,262144.0,65536.0,131072.0,65536.0,0.0,"op.apply_coefficient(coefficients[511U + tile * 128U + offset],","LDG.E.SYS R56, [R44+0xa00]"
v07-d6,stage 7-9 coefficients,0x71b3e3261c10,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3969,327680.0,262144.0,65536.0,131072.0,65536.0,0.0,"op.apply_coefficient(coefficients[511U + tile * 128U + offset],","LDG.E.SYS R61, [R44+0xc00]"
v07-d6,stage 7-9 coefficients,0x71b3e3267b50,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3969,319488.0,262144.0,57344.0,129024.0,65536.0,0.0,"op.apply_coefficient(coefficients[511U + tile * 128U + offset],","LDG.E.SYS R67, [R70+0x600]"
v07-d6,stage 7-9 coefficients,0x71b3e3267b60,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3969,319488.0,262144.0,57344.0,129024.0,65536.0,0.0,"op.apply_coefficient(coefficients[511U + tile * 128U + offset],","LDG.E.SYS R66, [R70+0x800]"
v07-d6,stage 7-9 coefficients,0x71b3e3267b70,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3969,319488.0,262144.0,57344.0,129024.0,65536.0,0.0,"op.apply_coefficient(coefficients[511U + tile * 128U + offset],","LDG.E.SYS R60, [R68+0x600]"
v07-d6,stage 7-9 coefficients,0x71b3e3267b80,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3969,319488.0,262144.0,57344.0,129024.0,65536.0,0.0,"op.apply_coefficient(coefficients[511U + tile * 128U + offset],","LDG.E.SYS R57, [R70+0xa00]"
v07-d6,stage 7-9 coefficients,0x71b3e3267b90,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3969,319488.0,262144.0,57344.0,129024.0,65536.0,0.0,"op.apply_coefficient(coefficients[511U + tile * 128U + offset],","LDG.E.SYS R56, [R68+0x800]"
v07-d6,stage 7-9 coefficients,0x71b3e3267ba0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3969,319488.0,262144.0,57344.0,129024.0,65536.0,0.0,"op.apply_coefficient(coefficients[511U + tile * 128U + offset],","LDG.E.SYS R55, [R68+0xa00]"
v07-d6,stage 7-9 coefficients,0x71b3e3267bb0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3969,319488.0,262144.0,57344.0,129024.0,65536.0,0.0,"op.apply_coefficient(coefficients[511U + tile * 128U + offset],","LDG.E.SYS R59, [R70+0xc00]"
v07-d6,stage 7-9 coefficients,0x71b3e3267bc0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,3969,319488.0,262144.0,57344.0,129024.0,65536.0,0.0,"op.apply_coefficient(coefficients[511U + tile * 128U + offset],","LDG.E.SYS R58, [R68+0xc00]"
v07-d6,ready/trace,0x71b3e3262b10,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,4559,4096.0,4096.0,0.0,4096.0,4096.0,0.0,published = readiness.load(cuda::memory_order_acquire);,"LD.E.STRONG.GPU R32, [R34]"
v07-d6,ready/trace,0x71b3e3262da0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,4566,150.0,150.0,0.0,150.0,150.0,0.0,"atomicMin(trace + 2, streaming_globaltimer());","ATOMG.E.MIN.64.STRONG.GPU PT, RZ, [R34], R32"
v07-d6,external data,0x71b3e3263050,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,4577,524288.0,524288.0,0.0,131072.0,131072.0,0.0,const Word value = boundary[,"LDG.E.SYS R44, [R44]"
v07-d6,external data,0x71b3e3263080,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,4577,524288.0,524288.0,0.0,131072.0,131072.0,0.0,const Word value = boundary[,"LDG.E.SYS R54, [R54]"
v07-d6,external data,0x71b3e3263090,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,4577,524288.0,524288.0,0.0,131072.0,131072.0,0.0,const Word value = boundary[,"LDG.E.SYS R58, [R58]"
v07-d6,external data,0x71b3e32630a0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,4577,524288.0,524288.0,0.0,131072.0,131072.0,0.0,const Word value = boundary[,"LDG.E.SYS R60, [R60]"
v07-d6,ready/trace,0x71b3e325c500,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,4633,170.0,170.0,0.0,170.0,170.0,0.0,"atomicMin(trace, streaming_globaltimer());","ATOMG.E.MIN.64.STRONG.GPU PT, RZ, [R32], R34"
v07-d6,external data,0x71b3e325c690,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,4645,1048576.0,524288.0,524288.0,1048576.0,131072.0,0.0,const Word value = input[,"LDG.E.SYS R56, [R56]"
v07-d6,external data,0x71b3e325c6c0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,4645,1048576.0,524288.0,524288.0,1048576.0,131072.0,0.0,const Word value = input[,"LDG.E.SYS R54, [R54]"
v07-d6,external data,0x71b3e325c6d0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,4645,1048576.0,524288.0,524288.0,1048576.0,131072.0,0.0,const Word value = input[,"LDG.E.SYS R34, [R34]"
v07-d6,external data,0x71b3e325c6e0,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,4645,1048576.0,524288.0,524288.0,1048576.0,131072.0,0.0,const Word value = input[,"LDG.E.SYS R44, [R44]"
v07-d6,ready/trace,0x71b3e3269280,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,4735,4096.0,4096.0,0.0,4096.0,4096.0,0.0,"readiness.fetch_add(kWriterRows, cuda::memory_order_release);","ATOM.E.ADD.STRONG.GPU PT, RZ, [R32], R35"
v07-d6,ready/trace,0x71b3e3269520,/home/wt/git/Hermes/cuNTT-v05/src/ntt.cu,4740,320.0,320.0,0.0,320.0,320.0,0.0,"atomicMax(trace + (consumer_role ? 3 : 1), streaming_globaltimer());","ATOMG.E.MAX.64.STRONG.GPU PT, RZ, [R4], R2"
v07-d6,ready/trace,0x71b3e325ba20,/usr/local/cuda-11.8/targets/x86_64-linux/include/cooperative_groups/details/sync.h,81,160.0,160.0,0.0,160.0,160.0,0.0,asm volatile(atom.add.release.gpu.u32 %0,"@P0  ATOM.E.ADD.STRONG.GPU PT, R3, [R2+0x4], R5"
v07-d6,ready/trace,0x71b3e325baa0,/usr/local/cuda-11.8/targets/x86_64-linux/include/cooperative_groups/details/sync.h,103,330.0,330.0,0.0,330.0,330.0,0.0,"while (!bar_has_flipped(oldArrive, *arrived));","LD.E.STRONG.SYS R3, [R2+0x4]"
v07-d6,ready/trace,0x71b3e3262b80,/usr/local/cuda-11.8/targets/x86_64-linux/include/cuda/std/detail/libcxx/include/support/atomic/atomic_cuda_generated.h,918,797524.0,797524.0,0.0,797524.0,797524.0,33.0,"template<class _CUDA_A, class _CUDA_B> static inline __device__ void __cuda_load_acquire_32_device(_CUDA_A __ptr, _CUDA_B& __dst) {asm volatile(ld.acquire.gpu.b32 %0","LD.E.STRONG.GPU R32, [R32]"
