device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,data_time,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,inverse,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,output_order,correct
"Tesla V100-SXM2-16GB",7.0,0,"","","",0.000000,"",stage-pipeline,8,named-barrier,0,0,0,0,hermes-xor,inplace,radix2,64,8,256,1,1152921504606584833,60,0,0,256,0,5,20,0.007168,0.009882,0.018592,101198.188513,28057.101883,25906736.259255,fused,shoup,natural,1
