trial,variant,fragment_width,writer_tiles,roles,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,segment_cores,segment_threads,segment_units,segment_data_space,segment_data_time,segment_role_stages,segment_token_interleave,segment_cta_weights,boundary_storage,boundary_buffers,ready_window,inverse,warmup,repeat,h2d_ms,kernel_ms,timed_region_wall_ms,host_timing_overhead_ms,appt_producer_weight,appt_tail_weight,appt_writer_weight,appt_fragment_width,appt_writer_tiles,input_order,output_order,appt_layout_id,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,correct
2,v06,0,0,9-11,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,5,30,1.413504,0.203435,0.203689,0.000254,0,0,0,0,0,natural,natural,"",1.339680,4915.582830,338.224209,5154362181.356214,fused,shoup,-1
2,grouped,8,2,10-9-3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,5,30,1.413856,0.285423,0.285682,0.000259,10,9,3,8,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",1.341504,3503.572859,328.862672,3673762414.252845,fused,shoup,-1
2,writer-final,8,2,8-8-4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final+appt-online-register-tail-grouped-writer-final+appt-online-register-tail-grouped-writer-final","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,5,30,1.416224,0.287130,0.287421,0.000292,8,8,4,8,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",1.341792,3482.748091,328.391526,3651926062.236117,fused,shoup,-1
3,v06,0,0,9-11,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,5,30,1.424800,0.203366,0.203667,0.000300,0,0,0,0,0,natural,natural,"",1.354048,4917.232800,335.321289,5156092300.877020,fused,shoup,-1
3,grouped,8,2,10-9-3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,5,30,1.415808,0.285594,0.285892,0.000298,10,9,3,8,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",1.342336,3501.479036,328.543431,3671566881.659901,fused,shoup,-1
3,writer-final,8,2,8-8-4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final+appt-online-register-tail-grouped-writer-final+appt-online-register-tail-grouped-writer-final","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,5,30,1.417568,0.286583,0.286867,0.000284,8,8,4,8,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",1.341056,3489.384987,328.384857,3658885352.584846,fused,shoup,-1
1,v06,0,0,9-11,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,5,30,5.457920,0.555349,0.555639,0.000290,0,0,0,0,0,natural,natural,"",5.117824,7202.673417,359.353733,7552550480.493744,fused,shoup,-1
1,grouped,16,2,8-10-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,5,30,5.474784,0.963618,0.963976,0.000358,8,10,2,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",5.121216,4151.021814,346.032200,4352661850.075989,fused,shoup,-1
1,writer-final,8,2,8-8-4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final+appt-online-register-tail-grouped-writer-final+appt-online-register-tail-grouped-writer-final","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,5,30,5.473024,0.936687,0.936955,0.000268,8,8,4,8,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",5.111328,4270.370237,347.190910,4477807741.359958,fused,shoup,-1
2,v06,0,0,9-11,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,5,30,5.456064,0.610236,0.610505,0.000269,0,0,0,0,0,natural,natural,"",5.109376,6554.843756,357.920185,6873251846.289193,fused,shoup,-1
2,grouped,16,2,8-10-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,5,30,5.469664,0.962833,0.963087,0.000254,8,10,2,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",5.117152,4154.406379,346.330859,4356210823.669362,fused,shoup,-1
2,writer-final,8,2,8-8-4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final+appt-online-register-tail-grouped-writer-final+appt-online-register-tail-grouped-writer-final","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,5,30,5.473120,0.937404,0.937680,0.000276,8,8,4,8,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",5.108640,4267.104808,347.247417,4474383691.617709,fused,shoup,-1
3,v06,0,0,9-11,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,5,30,5.459104,0.611123,0.611379,0.000255,0,0,0,0,0,natural,natural,"",5.109376,6545.325022,357.794451,6863270729.960345,fused,shoup,-1
3,grouped,16,2,8-10-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,5,30,5.482624,0.962594,0.962874,0.000280,8,10,2,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",5.116992,4155.437672,345.954617,4357292212.380083,fused,shoup,-1
3,writer-final,8,2,8-8-4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final+appt-online-register-tail-grouped-writer-final+appt-online-register-tail-grouped-writer-final","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,5,30,5.472832,0.936653,0.936895,0.000242,8,8,4,8,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw8-v1",5.110208,4270.525677,347.231473,4477970732.096309,fused,shoup,-1
1,v06,0,0,9-11,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,5,30,21.622305,2.027657,2.027903,0.000247,0,0,0,0,0,natural,natural,"",20.175232,7890.882684,365.086809,8274190201.084400,fused,shoup,-1
1,grouped,16,2,8-10-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,5,30,21.644129,3.125726,3.125924,0.000198,8,10,2,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",20.163233,5118.811214,356.085035,5367462587.093268,fused,shoup,-1
1,writer-final,16,2,8-8-4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final+appt-online-register-tail-grouped-writer-final+appt-online-register-tail-grouped-writer-final","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,5,30,21.637793,3.067631,3.067867,0.000236,8,8,4,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",20.169088,5215.751167,356.549839,5469111495.440007,fused,shoup,-1
2,v06,0,0,9-11,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,5,30,21.587616,1.836851,1.837111,0.000259,0,0,0,0,0,natural,natural,"",20.161312,8710.558405,367.092209,9133682489.860580,fused,shoup,-1
2,grouped,16,2,8-10-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,5,30,21.636768,3.046673,3.046943,0.000270,8,10,2,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",20.155840,5251.630118,356.829983,5506733303.032639,fused,shoup,-1
2,writer-final,16,2,8-8-4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final+appt-online-register-tail-grouped-writer-final+appt-online-register-tail-grouped-writer-final","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,5,30,21.631201,3.065139,3.065366,0.000227,8,8,4,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",20.158176,5219.991154,356.708783,5473557444.728217,fused,shoup,-1
3,v06,0,0,9-11,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","0+0","0+0","0+0","0+0","9+11","full-scratch","1",8,0,5,30,21.584831,1.843610,1.843866,0.000256,0,0,0,0,0,natural,natural,"",20.160128,8678.627106,367.068719,9100200096.456343,fused,shoup,-1
3,grouped,16,2,8-10-2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped+appt-online-register-tail-grouped+appt-online-register-tail-grouped","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,5,30,21.629536,3.048414,3.048603,0.000190,8,10,2,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",20.159649,5248.631352,356.843377,5503588868.369668,fused,shoup,-1
3,writer-final,16,2,8-8-4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online-register-tail-grouped-writer-final","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-register-tail-grouped-writer-final+appt-online-register-tail-grouped-writer-final+appt-online-register-tail-grouped-writer-final","256+256+256","8+8+8","32+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,5,30,21.625088,3.077666,3.077898,0.000231,8,8,4,16,2,natural,natural,"appt-ntt-log20-7x7x6-xor-fw16-v1",20.159296,5198.744286,356.648882,5451278488.041059,fused,shoup,-1
