trial,device,compute_capability,operator,precision,direction,normalization,placement,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,compute_unit,complex_multiply,cross_twiddle,direct_boundary,decomposition_count,stages_per_decomposition,segment_threads,segment_ept,boundary_twiddles,boundary_layouts,boundary_residencies,execution_group_count,group_threads,group_ept,local_exchange,shared_layout,fft_core,stage_space,stage_handoff,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
4,"Tesla V100-SXM2-16GB",7.0,superset-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,2,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.784032,0.227727,2.591072,71945683.041361,73.672379,18418094858.588543,0.000000,-1
5,"Tesla V100-SXM2-16GB",7.0,superset-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,2,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.788800,0.227779,2.599840,71929506.282006,73.655814,18413953608.193558,0.000000,-1
1,"Tesla V100-SXM2-16GB",7.0,superset-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,4,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.781664,0.193290,2.601984,84763723.928666,86.798053,21699513325.738422,0.000000,-1
2,"Tesla V100-SXM2-16GB",7.0,superset-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,4,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.771552,0.193311,2.592608,84754739.780725,86.788854,21697213383.865692,0.000000,-1
3,"Tesla V100-SXM2-16GB",7.0,superset-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,4,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.787008,0.193341,2.620544,84741270.394704,86.775061,21693765221.044132,0.000000,-1
4,"Tesla V100-SXM2-16GB",7.0,superset-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,4,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.800736,0.193321,2.601568,84750251.687164,86.784258,21696064431.913857,0.000000,-1
5,"Tesla V100-SXM2-16GB",7.0,superset-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,4,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.781888,0.193280,2.592000,84768213.449270,86.802651,21700662643.013027,0.000000,-1
1,"Tesla V100-SXM2-16GB",7.0,superset-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,8,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.773696,0.206418,2.591840,79372954.356161,81.277905,20319476315.177250,0.000000,-1
2,"Tesla V100-SXM2-16GB",7.0,superset-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,8,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.780544,0.206377,2.604672,79388708.913240,81.294038,20323509481.789349,0.000000,-1
3,"Tesla V100-SXM2-16GB",7.0,superset-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,8,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.796064,0.206397,2.602496,79380827.987500,81.285968,20321491964.799904,0.000000,-1
4,"Tesla V100-SXM2-16GB",7.0,superset-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,8,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.781696,0.206438,2.589568,79365076.557869,81.269838,20317459598.814396,0.000000,-1
5,"Tesla V100-SXM2-16GB",7.0,superset-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,8,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.783808,0.206408,2.602848,79376890.976578,81.281936,20320484090.003998,0.000000,-1
1,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",temporal-tile,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,20,100,2.782528,0.052429,2.597248,312500018.552556,320.000019,80000004749.454376,0.000000,-1
2,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",temporal-tile,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,20,100,2.779744,0.052470,2.602400,312256048.892617,319.750194,79937548516.510056,0.000000,-1
3,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",temporal-tile,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,20,100,2.785728,0.052419,2.601952,312561048.333736,320.062513,80015628373.436432,0.000000,-1
4,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",temporal-tile,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,20,100,2.781472,0.052398,2.602848,312683201.667512,320.187599,80046899626.883163,0.000000,-1
5,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",temporal-tile,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,20,100,2.795136,0.052439,2.604384,312438968.208144,319.937503,79984375861.284821,0.000000,-1
1,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,1,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.785632,0.355410,2.601824,46098882.074143,47.205255,11801313810.980734,0.000000,-1
2,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,1,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.780704,0.355287,2.591744,46114825.236349,47.221581,11805395260.505365,0.000000,-1
3,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,1,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.796608,0.355236,2.601728,46121475.667582,47.228391,11807097770.900965,0.000000,-1
4,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,1,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.769920,0.355348,2.594208,46106854.210453,47.213419,11803354677.875889,0.000000,-1
5,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,1,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.773792,0.355441,2.592192,46094897.039720,47.201175,11800293642.168364,0.000000,-1
1,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,2,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.789280,0.228209,2.603808,71793954.103809,73.517009,18379252250.575031,0.000000,-1
2,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,2,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.777344,0.228403,2.589088,71732791.995762,73.454379,18363594750.915066,0.000000,-1
3,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,2,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.778624,0.228270,2.591936,71774631.201822,73.497222,18374305587.666515,0.000000,-1
4,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,2,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.785568,0.228188,2.592160,71800395.820458,73.523605,18380901330.037231,0.000000,-1
5,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,2,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.772800,0.228291,2.596832,71768189.422675,73.490626,18372656492.204865,0.000000,-1
1,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,4,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.768800,0.194222,2.592960,84357035.691817,86.381605,21595401137.105164,0.000000,-1
2,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,4,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.778368,0.194130,2.589696,84397084.411006,86.422614,21605653609.217613,0.000000,-1
3,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,4,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.789568,0.194243,2.599968,84348150.484101,86.372506,21593126523.929878,0.000000,-1
4,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,4,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.773408,0.194171,2.591872,84379286.042601,86.404389,21601097226.905895,0.000000,-1
5,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,4,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.779680,0.194253,2.600928,84343705.347097,86.367954,21591988568.856720,0.000000,-1
1,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,8,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.825920,0.207319,2.604544,79027957.616163,80.924629,20231157149.737602,0.000000,-1
2,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,8,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.779840,0.207360,2.599616,79012345.900679,80.908642,20227160550.573765,0.000000,-1
3,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,8,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.783744,0.207350,2.601216,79016246.831640,80.912637,20228159188.899868,0.000000,-1
4,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,8,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.789600,0.207309,2.607296,79031854.408116,80.928619,20232154728.477669,0.000000,-1
5,"Tesla V100-SXM2-16GB",7.0,xor-zeta,uint32,forward,none,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,8,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,2.810976,0.207370,2.598624,79008445.354866,80.904648,20226162010.845779,0.000000,-1
1,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",temporal-tile,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,20,100,5.471936,0.130191,5.108992,125845514.135695,128.865806,32216451618.738018,0.000000,-1
2,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",temporal-tile,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,20,100,5.477760,0.130181,5.111040,125855424.697873,128.875955,32218988722.655464,0.000000,-1
3,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",temporal-tile,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,20,100,5.468192,0.130161,5.100768,125875236.095255,128.896242,32224060440.385338,0.000000,-1
4,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",temporal-tile,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,20,100,5.466336,0.130161,5.111744,125875236.095255,128.896242,32224060440.385338,0.000000,-1
5,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",temporal-tile,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,20,100,5.465280,0.130171,5.111328,125865322.412834,128.886090,32221522537.685474,0.000000,-1
1,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,1,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,5.472000,0.746189,5.111616,21956908.993878,22.483875,5620968702.432812,0.000000,-1
2,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,1,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,5.469664,0.743434,5.108160,22038265.395715,22.567184,5641795941.303109,0.000000,-1
3,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,1,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,5.462656,0.740936,5.106272,22112580.579362,22.643283,5660820628.316772,0.000000,-1
4,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,1,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,5.454144,0.741837,5.096352,22085720.610293,22.615778,5653944476.235011,0.000000,-1
5,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,1,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,5.479264,0.741274,5.107808,22102500.882603,22.632961,5658240225.946402,0.000000,-1
1,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,2,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,5.465152,0.404408,5.096512,40513510.137261,41.485834,10371458595.138828,0.000000,-1
2,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,2,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,5.468224,0.404337,5.105184,40520691.749846,41.493188,10373297087.960554,0.000000,-1
3,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,2,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,5.458720,0.403999,5.097184,40554582.673820,41.527893,10381973164.497828,0.000000,-1
4,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,2,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,5.380064,0.404419,5.097472,40512483.120935,41.484783,10371195678.959414,0.000000,-1
5,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,2,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,5.473568,0.404132,5.092480,40541223.398251,41.514213,10378553189.952372,0.000000,-1
1,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,4,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,5.454752,0.339712,5.098528,48229089.030176,49.386587,12346646791.725090,0.000000,-1
2,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,4,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,5.452192,0.339354,5.099008,48280025.391468,49.438746,12359686500.215820,0.000000,-1
3,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,4,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,5.460128,0.336599,5.100640,48675122.241042,49.843325,12460831293.706699,0.000000,-1
4,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,4,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,5.451808,0.336794,5.098272,48647004.950217,49.814533,12453633267.255634,0.000000,-1
5,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,4,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,5.457280,0.336517,5.100640,48686976.726853,49.855464,12463866042.074314,0.000000,-1
1,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,8,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,5.451968,0.355574,5.095296,46077639.090389,47.183502,11795875607.139542,0.000000,-1
2,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,8,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,5.455936,0.365210,5.100480,44861908.296293,45.938594,11484648523.850983,0.000000,-1
3,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,8,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,5.460672,0.364974,5.095584,44890855.246712,45.968236,11492058943.158203,0.000000,-1
4,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,8,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,5.458720,0.365322,5.096224,44848078.090549,45.924432,11481107991.180420,0.000000,-1
5,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",stage-pipeline,radix2,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,8,named-barrier,0,0,0,8,8,0,0,0,0,0,8,8,256,16384,1,256,20,100,5.467456,0.365292,5.109696,44851850.449725,45.928295,11482073715.129677,0.000000,-1
1,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",cufft,auto,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,20,100,5.468288,0.083794,5.107904,195527322.502769,200.219978,50054994560.708984,0.000000,-1
2,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",cufft,auto,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,20,100,5.464160,0.083763,5.107680,195599028.859936,200.293406,50073351388.143539,0.000000,-1
3,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",cufft,auto,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,20,100,5.450848,0.083845,5.102208,195407922.881244,200.097713,50024428257.598412,0.000000,-1
4,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",cufft,auto,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,20,100,5.452704,0.083794,5.100384,195527322.502769,200.219978,50054994560.708984,0.000000,-1
5,"Tesla V100-SXM2-16GB",7.0,fft,fp32,forward,inverse,out-of-place,0,"","","",0.000000,"",cufft,auto,four-mul,table,direct-strided,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,20,100,5.469728,0.083855,5.108672,195384050.037690,200.073267,50018316809.648727,0.000000,-1
