trial,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,stage_space,stage_handoff,tile_threads,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,12,4096,1024,1,4096,50,100,2.769696,0.144445,2.600672,7089197.550371,174.224119,29037353166.318047,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,12,4096,1024,1,4096,50,100,2.779712,0.144374,2.611008,7092701.628351,174.310235,29051705869.725525,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,12,4096,1024,1,4096,50,100,2.763808,0.144353,2.595360,7093708.346443,174.334976,29055829387.031216,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,12,4096,1024,1,4096,50,100,2.769184,0.144374,2.607328,7092701.628351,174.310235,29051705869.725525,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,12,4096,1024,1,4096,50,100,2.762208,0.144394,2.597984,7091695.927806,174.285519,29047586520.293995,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,64,0,0,12,4096,1024,1,4096,50,100,2.773408,0.119921,2.603008,8538980.361438,209.853981,34975663560.450897,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,64,0,0,12,4096,1024,1,4096,50,100,2.769216,0.119910,2.598560,8539709.358869,209.871897,34978649533.929382,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,64,0,0,12,4096,1024,1,4096,50,100,2.769344,0.120003,2.603424,8533151.799991,209.710739,34951789772.762871,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,64,0,0,12,4096,1024,1,4096,50,100,2.773632,0.119921,2.602752,8538980.361438,209.853981,34975663560.450897,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,64,0,0,12,4096,1024,1,4096,50,100,2.766720,0.119982,2.599200,8534607.929273,209.746524,34957754078.300163,0.000000,-1
