suite_case_id,suite_group,suite_tier,suite_runner,implementation,reference,trial,performance_batch,preflight_correct,preflight_max_error,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,fft_core,stage_space,stage_handoff,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct,output_order,library,library_version,plan_ms,max_abs_error,relative_l2_error,word_bits,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,inverse,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,mod_multiply
fft12_inverse_cufft,fft-fp32-inverse-log12,full,butterfly,cuFFT,1,3,1024,1,0.000000,Tesla V100-SXM2-16GB,7.0,fft,fp32,inverse,inverse,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,12,4096,1024,1,4096,1000,100,5.471488,0.172892,5.105888,5922767.347583,145.557930,24259655055.700985,0.000000,-1,,,,,,,,,,,,,,,,,
ntt12_30_hybrid,ntt-u30-natural-log12,quick,ntt,cuNTT-Hybrid2D-radix4,0,2,1024,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,1024,1,4096,1000,100,2.812800,0.139776,2.599808,,,,,-1,natural,,,,,,32,1073692673,30,6,4,256,0,7326006.993661,184425.287543,30007324646.034645,shoup
fwht12_fp64,fwht-fp64-fwd-log12,full,butterfly,cuButterfly-online-radix4,0,5,1024,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp64,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,6,1,0,0,12,4096,1024,1,4096,1000,100,5.497568,0.372603,5.115872,2748234.259480,67.540605,11256767526.831722,0.000000,-1,,,,,,,,,,,,,,,,,
fwht8_warp,fwht-fp32-fwd-log8,quick,butterfly,cuButterfly-warp-register,0,3,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.769152,0.042813,2.624352,382683578.158379,391.867984,97966996008.544937,0.000000,-1,,,,,,,,,,,,,,,,,
fft8_cub,fft-fp32-fwd-log8,quick,butterfly,cuButterfly-cuFFTDx,0,3,16384,1,0.000008,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,5.456768,0.084183,5.099552,194623514.179532,199.294479,49823619629.960091,0.000000,-1,,,,,,,,,,,,,,,,,
fft8_vkfft,fft-fp32-fwd-log8,quick,fft-library,VkFFT,0,2,16384,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,8,256,16384,1,256,1000,100,,0.083517440,,196174596.180514753,200.882786489,50220696622.211776733,,-1,,vkfft,10304,202.411442000,0.000000000,0.000000000,,,,,,,,,,,
fft8_stride_cub,fft-fp32-stride2-log8,full,butterfly,cuButterfly-scalar,0,3,16384,1,0.000005,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,2,518,1000,100,10.966016,0.172646,10.221408,94899167.811371,97.176748,24294186959.711048,0.000000,-1,,,,,,,,,,,,,,,,,
fft20_cufft,fft-fp32-fwd-log20,quick,fft-library,cuFFT,1,5,4,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,20,1048576,4,1,1048576,1000,100,,0.210554883,,18997.422169512,199.202409488,19920240948.818264008,,-1,,cufft,10900,1.950727000,0.000000000,0.000000000,,,,,,,,,,,
fft8_stride_cub,fft-fp32-stride2-log8,full,butterfly,cuButterfly-scalar,0,4,16384,1,0.000005,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,2,518,1000,100,10.978624,0.172564,10.220128,94944213.872036,97.222875,24305718751.241280,0.000000,-1,,,,,,,,,,,,,,,,,
fft8_cufft,fft-fp32-fwd-log8,quick,fft-library,cuFFT,1,2,16384,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,8,256,16384,1,256,1000,100,,0.083834879,,195431784.190846741,200.122147011,50030536752.856765747,,-1,,cufft,10900,1.765640000,0.000000000,0.000000000,,,,,,,,,,,
fft18_vkfft,fft-fp32-fwd-log18,quick,fft-library,VkFFT,0,4,16,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,16,1,262144,1000,100,,0.201011196,,79597.556434634,187.794196506,20866021834.000671387,,-1,,vkfft,10304,332.756321000,0.000000000,0.000000000,,,,,,,,,,,
fft3_mixed,fft-mixed-fwd-log3,full,butterfly,cuButterfly-WMMA,0,1,524288,1,0.000790,Tesla V100-SXM2-16GB,7.0,fft,fp16-fp32,forward,none,out-of-place,temporal-tile,radix8,four-mul,table,shared,wmma-dft8,0,named-barrier,256,0,0,8,8,0,0,0,0,0,0,3,8,524288,1,8,1000,100,5.498016,0.086968,5.118208,6028494218.356180,72.341931,48227953746.849442,0.000000,-1,,,,,,,,,,,,,,,,,
fwht20_hier,fwht-fp32-fwd-log20,quick,butterfly,cuButterfly-hierarchical-radix4,0,2,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,0,0,0,20,1048576,4,1,1048576,1000,100,2.767648,0.488202,2.621792,8193.325715,85.913247,8591324704.414026,0.000000,-1,,,,,,,,,,,,,,,,,
fft14_cub,fft-fp32-fwd-log14,quick,butterfly,cuButterfly-cuFFTDx-direct,0,2,256,1,0.000095,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,8,8,0,0,0,0,0,0,14,16384,256,1,16384,1000,100,5.531936,0.121129,5.101632,2113449.970580,242.387350,34626764317.982903,0.000000,-1,,,,,,,,,,,,,,,,,
fwht20_hier,fwht-fp32-fwd-log20,quick,butterfly,cuButterfly-hierarchical-radix4,0,1,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,0,0,0,20,1048576,4,1,1048576,1000,100,2.782592,0.488008,2.608288,8196.592073,85.947497,8594749729.192642,0.000000,-1,,,,,,,,,,,,,,,,,
fft20_cub,fft-fp32-fwd-log20,quick,butterfly,cuButterfly-cuFFTDx-online,0,5,4,1,0.001242,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,128,512,512,8,8,4,4,10,1,0,0,20,1048576,4,1,1048576,1000,100,5.467040,0.235479,5.113856,16986.650788,178.117943,17811794336.210011,0.000000,-1,,,,,,,,,,,,,,,,,
fwht15_online,fwht-fp32-fwd-log15,quick,butterfly,cuButterfly-online-radix4,0,5,128,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,8,1,0,0,15,32768,128,1,32768,1000,100,2.779008,0.316006,2.602752,405055.097438,99.546341,13272845432.846682,0.000000,-1,,,,,,,,,,,,,,,,,
fft18_vkfft,fft-fp32-fwd-log18,quick,fft-library,VkFFT,0,1,16,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,16,1,262144,1000,100,,0.201205775,,79520.580305067,187.612587031,20845843003.491378784,,-1,,vkfft,10304,436.763764000,0.000000000,0.000000000,,,,,,,,,,,
fft16_fp64_cufft,fft-fp64-fwd-log16,full,butterfly,cuFFT,1,2,64,1,0.000000,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,16,65536,64,1,65536,1000,100,10.955168,0.342804,10.123392,186695.336797,97.882125,12235265592.359299,0.000000,-1,,,,,,,,,,,,,,,,,
xor20_online,xor-u32-fwd-log20,quick,butterfly,cuButterfly-online-radix4,0,3,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,1,0,0,20,1048576,4,1,1048576,1000,100,2.774592,0.319345,2.600416,12525.652545,131.340986,13134098643.127274,0.000000,-1,,,,,,,,,,,,,,,,,
fft16_fp64_cub,fft-fp64-fwd-log16,full,butterfly,cuButterfly-scalar-online,0,1,64,1,0.000000,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,8,1,0,0,16,65536,64,1,65536,1000,100,10.941472,0.533668,10.120544,119924.791533,62.875129,7859391137.913611,0.000000,-1,,,,,,,,,,,,,,,,,
fft14_cufft,fft-fp32-fwd-log14,quick,fft-library,cuFFT,1,5,256,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,256,1,16384,1000,100,,0.121292800,,2110595.192867854,242.059941480,34579991639.946914673,,-1,,cufft,10900,1.826137000,0.000000000,0.000000000,,,,,,,,,,,
fwht20_online,fwht-fp32-fwd-log20,quick,butterfly,cuButterfly-online-radix4,0,3,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,1,0,0,20,1048576,4,1,1048576,1000,100,2.775200,0.319560,2.600576,12517.223177,131.252598,13125259810.484056,0.000000,-1,,,,,,,,,,,,,,,,,
fwht15_online,fwht-fp32-fwd-log15,quick,butterfly,cuButterfly-online-radix4,0,2,128,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,8,1,0,0,15,32768,128,1,32768,1000,100,2.762208,0.316273,2.594080,404714.102033,99.462538,13261671695.430296,0.000000,-1,,,,,,,,,,,,,,,,,
fft14_cufft,fft-fp32-fwd-log14,quick,fft-library,cuFFT,1,1,256,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,256,1,16384,1000,100,,0.120698884,,2120980.668928816,243.251030958,34750147279.729728699,,-1,,cufft,10900,1.837426000,0.000000000,0.000000000,,,,,,,,,,,
fft8_cufft,fft-fp32-fwd-log8,quick,fft-library,cuFFT,1,3,16384,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,8,256,16384,1,256,1000,100,,0.083742723,,195646850.719739705,200.342375137,50085593784.253364563,,-1,,cufft,10900,1.866854000,0.000000000,0.000000000,,,,,,,,,,,
fft20_cub,fft-fp32-fwd-log20,quick,butterfly,cuButterfly-cuFFTDx-online,0,4,4,1,0.001242,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,128,512,512,8,8,4,4,10,1,0,0,20,1048576,4,1,1048576,1000,100,5.458368,0.235397,5.103776,16992.560596,178.179912,17817991219.896851,0.000000,-1,,,,,,,,,,,,,,,,,
xor8_r4,xor-u32-fwd-log8,quick,butterfly,cuButterfly-radix4,0,3,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.772160,0.047718,2.599680,343347625.106768,351.587968,87896992027.332626,0.000000,-1,,,,,,,,,,,,,,,,,
fft20_vkfft,fft-fp32-fwd-log20,quick,fft-library,VkFFT,0,4,4,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,20,1048576,4,1,1048576,1000,100,,0.206274569,,19391.629412783,203.335972031,20333597203.138195038,,-1,,vkfft,10304,797.613769000,0.000000000,0.000000000,,,,,,,,,,,
fft14_cufft,fft-fp32-fwd-log14,quick,fft-library,cuFFT,1,2,256,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,256,1,16384,1000,100,,0.121640958,,2104554.291880996,241.367122627,34481017518.178230286,,-1,,cufft,10900,1.906798000,0.000000000,0.000000000,,,,,,,,,,,
ntt12_30_r2,ntt-u30-natural-log12,quick,ntt,cuNTT-Hybrid2D-radix2,1,2,1024,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,1024,1,4096,1000,100,2.821152,0.163359,2.599744,,,,,-1,natural,,,,,,32,1073692673,30,6,4,256,0,6268412.963491,183372.721907,25675419498.457104,shoup
xor12_inverse,xor-u32-inverse-log12,full,butterfly,cuButterfly-online-radix4,0,1,1024,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,inverse,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,6,1,0,0,12,4096,1024,1,4096,1000,100,2.812928,0.354304,2.607168,2890173.282853,71.028899,11838149766.566093,0.000000,-1,,,,,,,,,,,,,,,,,
fft8_stride_cufft,fft-fp32-stride2-log8,full,butterfly,cuFFT,1,4,16384,1,0.000007,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,8,256,16384,2,518,1000,100,11.018656,0.171039,10.219360,95791176.900518,98.090165,24522541286.532555,0.000000,-1,,,,,,,,,,,,,,,,,
xor20_online,xor-u32-fwd-log20,quick,butterfly,cuButterfly-online-radix4,0,1,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,1,0,0,20,1048576,4,1,1048576,1000,100,2.791648,0.319304,2.601408,12527.258870,131.357830,13135782996.364214,0.000000,-1,,,,,,,,,,,,,,,,,
fft20_cub,fft-fp32-fwd-log20,quick,butterfly,cuButterfly-cuFFTDx-online,0,1,4,1,0.001242,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,128,512,512,8,8,4,4,10,1,0,0,20,1048576,4,1,1048576,1000,100,5.455968,0.235438,5.109568,16989.605178,178.148922,17814892239.159260,0.000000,-1,,,,,,,,,,,,,,,,,
fwht15_warp,fwht-fp32-fwd-log15,quick,butterfly,cuButterfly-warp-register,0,3,128,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,256,0,0,8,8,0,0,0,0,0,0,15,32768,128,1,32768,1000,100,2.766368,0.064696,2.605184,1978474.219006,486.229824,64830643208.399300,0.000000,-1,,,,,,,,,,,,,,,,,
fft12_inverse_cub,fft-fp32-inverse-log12,full,butterfly,cuButterfly-cuFFTDx-direct,0,4,1024,1,0.000000,Tesla V100-SXM2-16GB,7.0,fft,fp32,inverse,inverse,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,512,0,0,8,8,0,0,0,0,0,0,12,4096,1024,1,4096,1000,100,5.462144,0.088064,5.107360,11627906.975359,285.767442,47627906971.070625,0.000000,-1,,,,,,,,,,,,,,,,,
fwht8_shared,fwht-fp32-fwd-log8,quick,butterfly,cuButterfly-shared-radix4,0,1,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.792192,0.048404,2.609824,338481083.440785,346.604629,86651157360.840881,0.000000,-1,,,,,,,,,,,,,,,,,
fft20_cub,fft-fp32-fwd-log20,quick,butterfly,cuButterfly-cuFFTDx-online,0,3,4,1,0.001242,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,128,512,512,8,8,4,4,10,1,0,0,20,1048576,4,1,1048576,1000,100,5.455744,0.235459,5.114464,16988.126779,178.133420,17813342025.666275,0.000000,-1,,,,,,,,,,,,,,,,,
fft18_cub,fft-fp32-fwd-log18,quick,butterfly,cuButterfly-cuFFTDx-online,0,4,16,1,0.000512,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,128,256,256,8,8,4,4,9,1,0,0,18,262144,16,1,262144,1000,100,5.464512,0.205087,5.098432,78015.776781,184.062310,20451367788.510426,0.000000,-1,,,,,,,,,,,,,,,,,
xor12_inverse,xor-u32-inverse-log12,full,butterfly,cuButterfly-online-radix4,0,2,1024,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,inverse,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,6,1,0,0,12,4096,1024,1,4096,1000,100,2.766272,0.355000,2.625792,2884504.465727,70.889582,11814930291.618235,0.000000,-1,,,,,,,,,,,,,,,,,
fft12_inverse_cufft,fft-fp32-inverse-log12,full,butterfly,cuFFT,1,5,1024,1,0.000000,Tesla V100-SXM2-16GB,7.0,fft,fp32,inverse,inverse,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,12,4096,1024,1,4096,1000,100,5.455456,0.172913,5.102432,5922065.535669,145.540683,24256780434.099327,0.000000,-1,,,,,,,,,,,,,,,,,
fft8_stride_cufft,fft-fp32-stride2-log8,full,butterfly,cuFFT,1,5,16384,1,0.000007,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,8,256,16384,2,518,1000,100,10.975904,0.171315,10.225216,95636584.801572,97.931863,24482965709.202446,0.000000,-1,,,,,,,,,,,,,,,,,
fwht12_fp64,fwht-fp64-fwd-log12,full,butterfly,cuButterfly-online-radix4,0,2,1024,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp64,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,6,1,0,0,12,4096,1024,1,4096,1000,100,5.461024,0.374241,5.123584,2736202.606675,67.244915,11207485876.940342,0.000000,-1,,,,,,,,,,,,,,,,,
fwht20_hier,fwht-fp32-fwd-log20,quick,butterfly,cuButterfly-hierarchical-radix4,0,5,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,0,0,0,20,1048576,4,1,1048576,1000,100,2.782080,0.488110,2.606240,8194.872507,85.929466,8592946633.779652,0.000000,-1,,,,,,,,,,,,,,,,,
fft12_inverse_cufft,fft-fp32-inverse-log12,full,butterfly,cuFFT,1,2,1024,1,0.000000,Tesla V100-SXM2-16GB,7.0,fft,fp32,inverse,inverse,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,12,4096,1024,1,4096,1000,100,5.489664,0.172872,5.110592,5923468.815268,145.575170,24262528267.337357,0.000000,-1,,,,,,,,,,,,,,,,,
xor8_r2,xor-u32-fwd-log8,quick,butterfly,cuButterfly-radix2,0,1,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.780256,0.049766,2.598432,329218089.190211,337.119323,84279830832.693939,0.000000,-1,,,,,,,,,,,,,,,,,
xor20_hier,xor-u32-fwd-log20,quick,butterfly,cuButterfly-hierarchical-radix4,0,1,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,hierarchical,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,0,0,0,20,1048576,4,1,1048576,1000,100,2.768384,0.486994,2.595424,8213.655093,86.126416,8612641602.905708,0.000000,-1,,,,,,,,,,,,,,,,,
fft18_cub,fft-fp32-fwd-log18,quick,butterfly,cuButterfly-cuFFTDx-online,0,5,16,1,0.000512,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,128,256,256,8,8,4,4,9,1,0,0,18,262144,16,1,262144,1000,100,5.458912,0.204933,5.105024,78074.251050,184.200268,20466696467.370895,0.000000,-1,,,,,,,,,,,,,,,,,
fwht15_warp,fwht-fp32-fwd-log15,quick,butterfly,cuButterfly-warp-register,0,4,128,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,256,0,0,8,8,0,0,0,0,0,0,15,32768,128,1,32768,1000,100,2.765440,0.064707,2.625824,1978161.208470,486.152899,64820386479.143539,0.000000,-1,,,,,,,,,,,,,,,,,
xor20_online,xor-u32-fwd-log20,quick,butterfly,cuButterfly-online-radix4,0,2,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,1,0,0,20,1048576,4,1,1048576,1000,100,2.766144,0.319293,2.595392,12527.661100,131.362048,13136204765.233334,0.000000,-1,,,,,,,,,,,,,,,,,
ntt16_60_r2,ntt-u60-natural-log16,quick,ntt,cuNTT-Hybrid2D-radix2,0,3,64,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,64,1,65536,1000,100,5.462432,0.304835,5.093920,,,,,-1,natural,,,,,,64,1152921504606584833,60,8,4,256,0,209949.958499,5892.542120,13759280480.158772,shoup
fft14_vkfft,fft-fp32-fwd-log14,quick,fft-library,VkFFT,0,3,256,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,256,1,16384,1000,100,,0.172011524,,1488272.374976805,170.686982141,24383854591.619976044,,-1,,vkfft,10304,373.873853000,0.000000000,0.000000000,,,,,,,,,,,
fft8_stride_cufft,fft-fp32-stride2-log8,full,butterfly,cuFFT,1,1,16384,1,0.000007,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,8,256,16384,2,518,1000,100,10.962944,0.171428,10.225152,95573737.794680,97.867508,24466876875.438183,0.000000,-1,,,,,,,,,,,,,,,,,
fft20_cufft,fft-fp32-fwd-log20,quick,fft-library,cuFFT,1,4,4,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,20,1048576,4,1,1048576,1000,100,,0.210063368,,19041.873109631,199.668511378,19966851137.804233551,,-1,,cufft,10900,1.901245000,0.000000000,0.000000000,,,,,,,,,,,
ntt20_60_compact,ntt-u60-bitrev-log20,quick,ntt,cuNTT-compact-stage,0,3,4,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,compact-stage,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,20,1048576,4,1,1048576,1000,100,5.449984,0.342088,5.115456,,,,,-1,bit-reversed,,,,,,64,1152921504577486849,60,0,0,256,0,11692.909483,366.719211,12260904254.369951,shoup
fft3_mixed,fft-mixed-fwd-log3,full,butterfly,cuButterfly-WMMA,0,2,524288,1,0.000790,Tesla V100-SXM2-16GB,7.0,fft,fp16-fp32,forward,none,out-of-place,temporal-tile,radix8,four-mul,table,shared,wmma-dft8,0,named-barrier,256,0,0,8,8,0,0,0,0,0,0,3,8,524288,1,8,1000,100,5.476288,0.087593,5.136224,5985503389.449726,71.826041,47884027115.597809,0.000000,-1,,,,,,,,,,,,,,,,,
fft16_fp64_cufft,fft-fp64-fwd-log16,full,butterfly,cuFFT,1,3,64,1,0.000000,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,16,65536,64,1,65536,1000,100,10.927360,0.342784,10.121856,186706.487950,97.887971,12235996394.283634,0.000000,-1,,,,,,,,,,,,,,,,,
fft16_fp64_cub,fft-fp64-fwd-log16,full,butterfly,cuButterfly-scalar-online,0,4,64,1,0.000000,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,8,1,0,0,16,65536,64,1,65536,1000,100,10.902336,0.535828,10.125696,119441.208226,62.621592,7827699022.289263,0.000000,-1,,,,,,,,,,,,,,,,,
fft12_inverse_cub,fft-fp32-inverse-log12,full,butterfly,cuButterfly-cuFFTDx-direct,0,2,1024,1,0.000000,Tesla V100-SXM2-16GB,7.0,fft,fp32,inverse,inverse,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,512,0,0,8,8,0,0,0,0,0,0,12,4096,1024,1,4096,1000,100,5.465792,0.088044,5.112384,11630611.986239,285.833920,47638986695.635551,0.000000,-1,,,,,,,,,,,,,,,,,
fft20_cub,fft-fp32-fwd-log20,quick,butterfly,cuButterfly-cuFFTDx-online,0,2,4,1,0.001242,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,128,512,512,8,8,4,4,10,1,0,0,20,1048576,4,1,1048576,1000,100,5.454720,0.235407,5.098432,16991.822721,178.172175,17817217501.459431,0.000000,-1,,,,,,,,,,,,,,,,,
