suite_case_id,suite_group,suite_tier,suite_runner,implementation,reference,trial,performance_batch,preflight_correct,preflight_max_error,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,fft_core,stage_space,stage_handoff,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct,output_order,library,library_version,plan_ms,max_abs_error,relative_l2_error,word_bits,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,inverse,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,mod_multiply
ntt16_60_inverse,ntt-u60-inverse-log16,full,ntt,cuNTT-Hybrid2D-radix2,0,4,64,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,inverse,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,64,1,65536,1000,100,5.482464,0.306493,5.107072,,,,,-1,natural,,,,,,64,1152921504606584833,60,8,4,256,1,208813.610531,5873.699414,13684808779.760592,shoup
ntt12_30_hybrid,ntt-u30-natural-log12,quick,ntt,cuNTT-Hybrid2D-radix4,0,1,1024,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,1024,1,4096,1000,100,2.806432,0.140995,2.628704,,,,,-1,natural,,,,,,32,1073692673,30,6,4,256,0,7262691.362965,183639.886773,29747983822.702740,shoup
ntt12_30_r2,ntt-u30-natural-log12,quick,ntt,cuNTT-Hybrid2D-radix2,1,4,1024,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,1024,1,4096,1000,100,2.806304,0.164291,2.623776,,,,,-1,natural,,,,,,32,1073692673,30,6,4,256,0,6232859.549803,183041.148264,25529792715.993404,shoup
fft8_stride_cub,fft-fp32-stride2-log8,full,butterfly,cuButterfly-scalar,0,1,16384,1,0.000005,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,2,518,1000,100,10.982112,0.172636,10.219776,94904795.207285,97.182510,24295627573.065002,0.000000,-1,,,,,,,,,,,,,,,,,
fft20_vkfft,fft-fp32-fwd-log20,quick,fft-library,VkFFT,0,2,4,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,20,1048576,4,1,1048576,1000,100,,0.206028804,,19414.761037233,203.578524694,20357852469.377944946,,-1,,vkfft,10304,860.384777000,0.000000000,0.000000000,,,,,,,,,,,
ntt16_60_r4,ntt-u60-natural-log16,quick,ntt,cuNTT-Hybrid2D-radix4,0,4,64,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,64,1,65536,1000,100,5.460704,0.277586,5.111072,,,,,-1,natural,,,,,,64,1152921504606584833,60,8,4,256,0,230559.241454,5898.964470,15109930447.915117,shoup
fwht20_online,fwht-fp32-fwd-log20,quick,butterfly,cuButterfly-online-radix4,0,4,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,1,0,0,20,1048576,4,1,1048576,1000,100,2.767616,0.319508,2.598016,12519.230197,131.273643,13127364323.071751,0.000000,-1,,,,,,,,,,,,,,,,,
fft14_cufft,fft-fp32-fwd-log14,quick,fft-library,cuFFT,1,4,256,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,256,1,16384,1000,100,,0.121610239,,2105085.902249996,241.428091957,34489727422.463935852,,-1,,cufft,10900,1.797128000,0.000000000,0.000000000,,,,,,,,,,,
fwht8_shared,fwht-fp32-fwd-log8,quick,butterfly,cuButterfly-shared-radix4,0,4,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.760928,0.048476,2.627296,337980543.124224,346.092076,86523019039.801437,0.000000,-1,,,,,,,,,,,,,,,,,
ntt16_60_r4,ntt-u60-natural-log16,quick,ntt,cuNTT-Hybrid2D-radix4,0,1,64,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,64,1,65536,1000,100,5.451840,0.276982,5.108576,,,,,-1,natural,,,,,,64,1152921504606584833,60,8,4,256,0,231062.162167,5905.476853,15142889859.745329,shoup
fft16_fp64_cufft,fft-fp64-fwd-log16,full,butterfly,cuFFT,1,1,64,1,0.000000,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,16,65536,64,1,65536,1000,100,10.933280,0.342712,10.125984,186745.551835,97.908452,12238556485.053068,0.000000,-1,,,,,,,,,,,,,,,,,
fft12_inverse_cufft,fft-fp32-inverse-log12,full,butterfly,cuFFT,1,1,1024,1,0.000000,Tesla V100-SXM2-16GB,7.0,fft,fp32,inverse,inverse,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,12,4096,1024,1,4096,1000,100,5.464992,0.172861,5.106944,5923819.611423,145.583791,24263965128.388992,0.000000,-1,,,,,,,,,,,,,,,,,
fft20_vkfft,fft-fp32-fwd-log20,quick,fft-library,VkFFT,0,1,4,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,20,1048576,4,1,1048576,1000,100,,0.206807047,,19341.700660283,202.812431116,20281243111.557331085,,-1,,vkfft,10304,787.599872000,0.000000000,0.000000000,,,,,,,,,,,
fft14_cub,fft-fp32-fwd-log14,quick,butterfly,cuButterfly-cuFFTDx-direct,0,4,256,1,0.000095,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,8,8,0,0,0,0,0,0,14,16384,256,1,16384,1000,100,5.523616,0.120934,5.117056,2116850.179835,242.777313,34682473346.417648,0.000000,-1,,,,,,,,,,,,,,,,,
fft12_inverse_cub,fft-fp32-inverse-log12,full,butterfly,cuButterfly-cuFFTDx-direct,0,1,1024,1,0.000000,Tesla V100-SXM2-16GB,7.0,fft,fp32,inverse,inverse,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,512,0,0,8,8,0,0,0,0,0,0,12,4096,1024,1,4096,1000,100,5.459872,0.088125,5.107296,11619800.469327,285.568216,47594702722.364128,0.000000,-1,,,,,,,,,,,,,,,,,
xor20_online,xor-u32-fwd-log20,quick,butterfly,cuButterfly-online-radix4,0,4,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,1,0,0,20,1048576,4,1,1048576,1000,100,2.781344,0.318884,2.593248,12543.752756,131.530781,13153078089.718042,0.000000,-1,,,,,,,,,,,,,,,,,
fft8_stride_cufft,fft-fp32-stride2-log8,full,butterfly,cuFFT,1,2,16384,1,0.000007,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,8,256,16384,2,518,1000,100,10.995104,0.171500,10.229600,95533794.779070,97.826606,24456651463.442005,0.000000,-1,,,,,,,,,,,,,,,,,
fwht15_warp,fwht-fp32-fwd-log15,quick,butterfly,cuButterfly-warp-register,0,2,128,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,256,0,0,8,8,0,0,0,0,0,0,15,32768,128,1,32768,1000,100,2.779392,0.064748,2.603680,1976909.701143,485.845328,64779377087.040733,0.000000,-1,,,,,,,,,,,,,,,,,
fwht15_online,fwht-fp32-fwd-log15,quick,butterfly,cuButterfly-online-radix4,0,3,128,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,8,1,0,0,15,32768,128,1,32768,1000,100,2.764064,0.318188,2.606368,402278.486732,98.863961,13181861453.234652,0.000000,-1,,,,,,,,,,,,,,,,,
fft20_vkfft,fft-fp32-fwd-log20,quick,fft-library,VkFFT,0,5,4,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,20,1048576,4,1,1048576,1000,100,,0.205854714,,19431.180000168,203.750689999,20375068999.856094360,,-1,,vkfft,10304,793.155887000,0.000000000,0.000000000,,,,,,,,,,,
xor12_inverse,xor-u32-inverse-log12,full,butterfly,cuButterfly-online-radix4,0,4,1024,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,inverse,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,6,1,0,0,12,4096,1024,1,4096,1000,100,2.764704,0.354191,2.611776,2891092.520545,71.051490,11841914964.153713,0.000000,-1,,,,,,,,,,,,,,,,,
fft12_inverse_cub,fft-fp32-inverse-log12,full,butterfly,cuButterfly-cuFFTDx-direct,0,3,1024,1,0.000000,Tesla V100-SXM2-16GB,7.0,fft,fp32,inverse,inverse,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,512,0,0,8,8,0,0,0,0,0,0,12,4096,1024,1,4096,1000,100,5.457984,0.088125,5.107584,11619800.469327,285.568216,47594702722.364128,0.000000,-1,,,,,,,,,,,,,,,,,
xor8_r4,xor-u32-fwd-log8,quick,butterfly,cuButterfly-radix4,0,2,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.771296,0.047749,2.620352,343126763.877919,351.361806,87840451552.747177,0.000000,-1,,,,,,,,,,,,,,,,,
fft18_vkfft,fft-fp32-fwd-log18,quick,fft-library,VkFFT,0,3,16,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,16,1,262144,1000,100,,0.201082885,,79569.178544889,187.727244664,20858582740.471263885,,-1,,vkfft,10304,329.703367000,0.000000000,0.000000000,,,,,,,,,,,
fft12_inverse_cub,fft-fp32-inverse-log12,full,butterfly,cuButterfly-cuFFTDx-direct,0,5,1024,1,0.000000,Tesla V100-SXM2-16GB,7.0,fft,fp32,inverse,inverse,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,512,0,0,8,8,0,0,0,0,0,0,12,4096,1024,1,4096,1000,100,5.459296,0.087818,5.106016,11660447.414706,286.567156,47761192610.636765,0.000000,-1,,,,,,,,,,,,,,,,,
ntt20_60_compact,ntt-u60-bitrev-log20,quick,ntt,cuNTT-compact-stage,0,1,4,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,compact-stage,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,20,1048576,4,1,1048576,1000,100,5.456288,0.341801,5.103008,,,,,-1,bit-reversed,,,,,,64,1152921504577486849,60,0,0,256,0,11702.717349,366.935561,12271188546.534697,shoup
fft8_cub,fft-fp32-fwd-log8,quick,butterfly,cuButterfly-cuFFTDx,0,4,16384,1,0.000008,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,5.472736,0.084306,5.118528,194339869.666580,199.004027,49751006634.644554,0.000000,-1,,,,,,,,,,,,,,,,,
xor8_r4,xor-u32-fwd-log8,quick,butterfly,cuButterfly-radix4,0,1,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.771872,0.047770,2.625536,342979645.184681,351.211157,87802789167.278244,0.000000,-1,,,,,,,,,,,,,,,,,
ntt12_30_hybrid,ntt-u30-natural-log12,quick,ntt,cuNTT-Hybrid2D-radix4,0,4,1024,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,1024,1,4096,1000,100,2.815488,0.140012,2.619520,,,,,-1,natural,,,,,,32,1073692673,30,6,4,256,0,7313683.944703,183676.485342,29956849437.501480,shoup
fwht8_shared,fwht-fp32-fwd-log8,quick,butterfly,cuButterfly-shared-radix4,0,2,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.767616,0.048466,2.630624,338051984.213032,346.165232,86541307958.536118,0.000000,-1,,,,,,,,,,,,,,,,,
fwht8_warp,fwht-fp32-fwd-log8,quick,butterfly,cuButterfly-warp-register,0,1,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.765664,0.042732,2.600960,383417207.744806,392.619221,98154805182.670380,0.000000,-1,,,,,,,,,,,,,,,,,
fft14_vkfft,fft-fp32-fwd-log14,quick,fft-library,VkFFT,0,4,256,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,256,1,16384,1000,100,,0.171765760,,1490401.815909683,170.931203463,24418743351.864253998,,-1,,vkfft,10304,483.242424000,0.000000000,0.000000000,,,,,,,,,,,
fft18_cufft,fft-fp32-fwd-log18,quick,fft-library,cuFFT,1,4,16,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,16,1,262144,1000,100,,0.211384311,,75691.520814428,178.578702291,19842078032.377395630,,-1,,cufft,10900,2.201971000,0.000000000,0.000000000,,,,,,,,,,,
fft16_fp64_cufft,fft-fp64-fwd-log16,full,butterfly,cuFFT,1,4,64,1,0.000000,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,16,65536,64,1,65536,1000,100,10.913536,0.342938,10.118752,186622.878653,97.844136,12230516975.409567,0.000000,-1,,,,,,,,,,,,,,,,,
fft20_cufft,fft-fp32-fwd-log20,quick,fft-library,cuFFT,1,3,4,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,20,1048576,4,1,1048576,1000,100,,0.209950715,,19052.090364251,199.775647058,19977564705.785293579,,-1,,cufft,10900,2.330321000,0.000000000,0.000000000,,,,,,,,,,,
xor8_r4,xor-u32-fwd-log8,quick,butterfly,cuButterfly-radix4,0,4,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.776896,0.047759,2.614592,343053161.999721,351.286438,87821609471.928665,0.000000,-1,,,,,,,,,,,,,,,,,
xor20_hier,xor-u32-fwd-log20,quick,butterfly,cuButterfly-hierarchical-radix4,0,4,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,hierarchical,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,0,0,0,20,1048576,4,1,1048576,1000,100,2.766656,0.486830,2.597952,8216.419576,86.155404,8615540373.429674,0.000000,-1,,,,,,,,,,,,,,,,,
fwht15_warp,fwht-fp32-fwd-log15,quick,butterfly,cuButterfly-warp-register,0,1,128,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,256,0,0,8,8,0,0,0,0,0,0,15,32768,128,1,32768,1000,100,2.764096,0.064666,2.600384,1979414.073303,486.460803,64861440354.005806,0.000000,-1,,,,,,,,,,,,,,,,,
fft14_cub,fft-fp32-fwd-log14,quick,butterfly,cuButterfly-cuFFTDx-direct,0,5,256,1,0.000095,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,8,8,0,0,0,0,0,0,14,16384,256,1,16384,1000,100,5.553888,0.121119,5.109344,2113628.731889,242.407852,34629693143.265564,0.000000,-1,,,,,,,,,,,,,,,,,
fft18_cufft,fft-fp32-fwd-log18,quick,fft-library,cuFFT,1,2,16,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,16,1,262144,1000,100,,0.211343363,,75706.186266628,178.613302434,19845922492.678810120,,-1,,cufft,10900,2.267361000,0.000000000,0.000000000,,,,,,,,,,,
fwht8_warp,fwht-fp32-fwd-log8,quick,butterfly,cuButterfly-warp-register,0,2,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.775936,0.042742,2.622752,383325341.904111,392.525150,98131287527.452530,0.000000,-1,,,,,,,,,,,,,,,,,
ntt12_30_r2,ntt-u30-natural-log12,quick,ntt,cuNTT-Hybrid2D-radix2,1,1,1024,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,1024,1,4096,1000,100,2.834400,0.164229,2.627712,,,,,-1,natural,,,,,,32,1073692673,30,6,4,256,0,6235191.238727,182001.052976,25539343313.827587,shoup
fwht20_hier,fwht-fp32-fwd-log20,quick,butterfly,cuButterfly-hierarchical-radix4,0,3,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,0,0,0,20,1048576,4,1,1048576,1000,100,2.770752,0.488079,2.598400,8195.388401,85.934876,8593487587.905790,0.000000,-1,,,,,,,,,,,,,,,,,
fft18_cufft,fft-fp32-fwd-log18,quick,fft-library,cuFFT,1,1,16,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,16,1,262144,1000,100,,0.211046398,,75812.713106835,178.864630782,19873847864.678058624,,-1,,cufft,10900,1.903791000,0.000000000,0.000000000,,,,,,,,,,,
fft12_inverse_cufft,fft-fp32-inverse-log12,full,butterfly,cuFFT,1,4,1024,1,0.000000,Tesla V100-SXM2-16GB,7.0,fft,fp32,inverse,inverse,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,12,4096,1024,1,4096,1000,100,5.465024,0.172933,5.101504,5921364.400283,145.523452,24253908583.558353,0.000000,-1,,,,,,,,,,,,,,,,,
fft18_cub,fft-fp32-fwd-log18,quick,butterfly,cuButterfly-cuFFTDx-online,0,1,16,1,0.000512,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,128,256,256,8,8,4,4,9,1,0,0,18,262144,16,1,262144,1000,100,5.454144,0.205015,5.100288,78043.051601,184.126659,20458517718.808109,0.000000,-1,,,,,,,,,,,,,,,,,
fwht8_warp,fwht-fp32-fwd-log8,quick,butterfly,cuButterfly-warp-register,0,4,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.766656,0.042732,2.627680,383417207.744806,392.619221,98154805182.670380,0.000000,-1,,,,,,,,,,,,,,,,,
fft14_cufft,fft-fp32-fwd-log14,quick,fft-library,cuFFT,1,3,256,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,256,1,16384,1000,100,,0.125224963,,2044320.830395641,234.459067396,33494152485.202182770,,-1,,cufft,10900,1.753801000,0.000000000,0.000000000,,,,,,,,,,,
fwht20_online,fwht-fp32-fwd-log20,quick,butterfly,cuButterfly-online-radix4,0,2,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,1,0,0,20,1048576,4,1,1048576,1000,100,2.763584,0.319160,2.629568,12532.885421,131.416829,13141682863.452171,0.000000,-1,,,,,,,,,,,,,,,,,
ntt16_60_r2,ntt-u60-natural-log16,quick,ntt,cuNTT-Hybrid2D-radix2,0,4,64,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,64,1,65536,1000,100,5.450912,0.305428,5.111040,,,,,-1,natural,,,,,,64,1152921504606584833,60,8,4,256,0,209541.693748,5889.183642,13732524441.463753,shoup
xor12_inverse,xor-u32-inverse-log12,full,butterfly,cuButterfly-online-radix4,0,5,1024,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,inverse,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,6,1,0,0,12,4096,1024,1,4096,1000,100,2.772448,0.354130,2.610880,2891594.213671,71.063819,11843969899.194689,0.000000,-1,,,,,,,,,,,,,,,,,
fft8_vkfft,fft-fp32-fwd-log8,quick,fft-library,VkFFT,0,4,16384,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,8,256,16384,1,256,1000,100,,0.083537921,,196126498.519211531,200.833534484,50208383620.918151855,,-1,,vkfft,10304,204.136992000,0.000000000,0.000000000,,,,,,,,,,,
fft18_cufft,fft-fp32-fwd-log18,quick,fft-library,cuFFT,1,5,16,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,16,1,262144,1000,100,,0.211292148,,75724.536756247,178.656596671,19850732963.429656982,,-1,,cufft,10900,1.897423000,0.000000000,0.000000000,,,,,,,,,,,
xor8_r4,xor-u32-fwd-log8,quick,butterfly,cuButterfly-radix4,0,5,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.763872,0.047780,2.621952,342906106.401127,351.135853,87783963238.688507,0.000000,-1,,,,,,,,,,,,,,,,,
fft14_vkfft,fft-fp32-fwd-log14,quick,fft-library,VkFFT,0,2,256,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,256,1,16384,1000,100,,0.171509758,,1492626.446014601,171.186341841,24455191691.503215790,,-1,,vkfft,10304,366.086846000,0.000000000,0.000000000,,,,,,,,,,,
fft14_cub,fft-fp32-fwd-log14,quick,butterfly,cuButterfly-cuFFTDx-direct,0,1,256,1,0.000095,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,8,8,0,0,0,0,0,0,14,16384,256,1,16384,1000,100,5.521344,0.121252,5.105184,2111308.099159,242.141703,34591671896.616882,0.000000,-1,,,,,,,,,,,,,,,,,
fwht20_hier,fwht-fp32-fwd-log20,quick,butterfly,cuButterfly-hierarchical-radix4,0,4,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,0,0,0,20,1048576,4,1,1048576,1000,100,2.770528,0.488038,2.591040,8196.076027,85.942086,8594208616.157986,0.000000,-1,,,,,,,,,,,,,,,,,
fft8_cufft,fft-fp32-fwd-log8,quick,fft-library,cuFFT,1,5,16384,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,8,256,16384,1,256,1000,100,,0.083824642,,195455651.328582168,200.146586960,50036646740.117034912,,-1,,cufft,10900,1.811125000,0.000000000,0.000000000,,,,,,,,,,,
fft20_cufft,fft-fp32-fwd-log20,quick,fft-library,cuFFT,1,2,4,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,20,1048576,4,1,1048576,1000,100,,0.209879041,,19058.596734169,199.843871291,19984387129.127513885,,-1,,cufft,10900,1.818608000,0.000000000,0.000000000,,,,,,,,,,,
fft8_cub,fft-fp32-fwd-log8,quick,butterfly,cuButterfly-cuFFTDx,0,5,16384,1,0.000008,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,5.456288,0.084296,5.106560,194363453.653734,199.028177,49757044135.355789,0.000000,-1,,,,,,,,,,,,,,,,,
ntt16_60_r2,ntt-u60-natural-log16,quick,ntt,cuNTT-Hybrid2D-radix2,0,1,64,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,64,1,65536,1000,100,5.451296,0.305193,5.102496,,,,,-1,natural,,,,,,64,1152921504606584833,60,8,4,256,0,209703.383706,5893.736858,13743120954.544653,shoup
fft18_cufft,fft-fp32-fwd-log18,quick,fft-library,cuFFT,1,3,16,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,16,1,262144,1000,100,,0.211353600,,75702.519370827,178.604651142,19844961237.946090698,,-1,,cufft,10900,1.906940000,0.000000000,0.000000000,,,,,,,,,,,
