case_id,group,implementation,reference,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,relative_range,central_relative_range,stability_class,correct,operator,precision,direction,normalization,placement,logN,N,performance_batch,element_stride,batch_stride,word_bits,modulus_bits,inverse,output_order,comparison_basis,basis_implementation,basis_kernel_ms,throughput_vs_basis,performance_class
fft14_cufft,fft-fp32-fwd-log14,cuFFT,1,5,0.121221125,0.121077754,0.127754241,0.055077,0.004224,stable-with-outlier,1,fft,fp32,forward,none,in-place,14,16384,256,1,16384,,,,,declared-reference,cuFFT,0.121221125,1.000000,parity
