rank,operator,precision,direction,normalization,placement,logN,N,batch,element_stride,batch_stride,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,shared_layout,fft_core,stage_space,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
37,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,8,4,8,16,8,1,0,0,named-barrier,1,0.355226,0.355226,0.355226,88.555774,1.032904
38,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,4,8,8,8,8,1,0,0,named-barrier,1,0.355430,0.355430,0.355430,88.504755,1.033497
39,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,8,8,16,8,1,0,0,named-barrier,1,0.355738,0.355738,0.355738,88.428326,1.034393
40,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,4,4,4,7,1,0,0,named-barrier,1,0.355789,0.355789,0.355789,88.415600,1.034541
41,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,8,4,16,8,7,1,0,0,named-barrier,1,0.356301,0.356301,0.356301,88.288547,1.036030
42,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,4,4,8,8,1,0,0,named-barrier,1,0.356301,0.356301,0.356301,88.288547,1.036030
43,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,8,4,16,2,7,1,0,0,named-barrier,1,0.356762,0.356762,0.356762,88.174511,1.037370
44,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,4,4,4,8,1,0,0,named-barrier,1,0.357222,0.357222,0.357222,88.060776,1.038708
45,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,8,16,8,7,1,0,0,named-barrier,1,0.357939,0.357939,0.357939,87.884427,1.040793
46,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,4,4,8,8,8,1,0,0,named-barrier,1,0.358195,0.358195,0.358195,87.821609,1.041537
47,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,8,4,16,8,1,0,0,named-barrier,1,0.358707,0.358707,0.358707,87.696263,1.043026
48,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,8,4,4,16,8,1,0,0,named-barrier,1,0.358912,0.358912,0.358912,87.646222,1.043622
49,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,4,4,16,8,7,1,0,0,named-barrier,1,0.358963,0.358963,0.358963,87.633721,1.043770
50,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,4,4,16,2,7,1,0,0,named-barrier,1,0.359219,0.359219,0.359219,87.571267,1.044515
51,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,8,4,8,8,1,0,0,named-barrier,1,0.359322,0.359322,0.359322,87.546311,1.044814
52,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,4,8,8,16,8,1,0,0,named-barrier,1,0.359936,0.359936,0.359936,87.396871,1.046599
53,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,4,8,16,8,7,1,0,0,named-barrier,1,0.360397,0.360397,0.360397,87.285125,1.047940
54,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,4,4,8,16,8,1,0,0,named-barrier,1,0.360448,0.360448,0.360448,87.272727,1.048088
55,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,4,4,4,8,7,1,0,0,named-barrier,1,0.361062,0.361062,0.361062,87.124218,1.049874
56,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,4,4,4,8,8,1,0,0,named-barrier,1,0.361830,0.361830,0.361830,86.939292,1.052107
57,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,4,4,4,2,7,1,0,0,named-barrier,1,0.362445,0.362445,0.362445,86.791915,1.053895
58,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,8,4,8,7,1,0,0,named-barrier,1,0.362445,0.362445,0.362445,86.791915,1.053895
59,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,4,8,4,16,8,1,0,0,named-barrier,1,0.364032,0.364032,0.364032,86.413502,1.058509
60,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,4,4,4,16,8,1,0,0,named-barrier,1,0.364288,0.364288,0.364288,86.352775,1.059254
61,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,4,4,2,4,8,1,0,0,named-barrier,1,0.369715,0.369715,0.369715,85.085172,1.075034
62,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,4,4,2,4,8,1,0,0,named-barrier,1,0.369766,0.369766,0.369766,85.073384,1.075182
63,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,4,8,2,8,8,1,0,0,named-barrier,1,0.372378,0.372378,0.372378,84.476831,1.082777
64,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,4,8,2,8,8,1,0,0,named-barrier,1,0.372378,0.372378,0.372378,84.476831,1.082777
65,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,8,8,4,7,1,0,0,named-barrier,1,0.373146,0.373146,0.373146,84.302961,1.085011
66,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,4,2,8,8,1,0,0,named-barrier,1,0.374426,0.374426,0.374426,84.014770,1.088733
67,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,4,4,2,8,8,1,0,0,named-barrier,1,0.374886,0.374886,0.374886,83.911501,1.090070
68,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,4,8,4,7,1,0,0,named-barrier,1,0.374938,0.374938,0.374938,83.900042,1.090221
69,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,8,8,16,4,7,1,0,0,named-barrier,1,0.375296,0.375296,0.375296,83.819919,1.091262
70,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,8,4,16,4,7,1,0,0,named-barrier,1,0.375706,0.375706,0.375706,83.728536,1.092454
71,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,4,4,2,16,8,1,0,0,named-barrier,1,0.376525,0.376525,0.376525,83.546368,1.094836
72,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,8,4,8,4,8,1,0,0,named-barrier,1,0.376525,0.376525,0.376525,83.546368,1.094836
73,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,8,8,4,7,1,0,0,named-barrier,1,0.376576,0.376576,0.376576,83.535009,1.094984
74,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,4,4,2,16,8,1,0,0,named-barrier,1,0.376627,0.376627,0.376627,83.523653,1.095132
75,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,8,2,16,8,1,0,0,named-barrier,1,0.377088,0.377088,0.377088,83.421586,1.096473
76,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,4,8,2,16,8,1,0,0,named-barrier,1,0.377344,0.377344,0.377344,83.364997,1.097217
77,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,4,4,8,4,7,1,0,0,named-barrier,1,0.377651,0.377651,0.377651,83.297183,1.098110
78,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,8,8,4,32,8,1,0,0,named-barrier,1,0.378061,0.378061,0.378061,83.206937,1.099302
79,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,4,8,4,16,7,1,0,0,named-barrier,1,0.378675,0.378675,0.378675,83.071932,1.101087
80,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,8,8,8,16,7,1,0,0,named-barrier,1,0.379290,0.379290,0.379290,82.937366,1.102876
81,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,4,8,8,16,7,1,0,0,named-barrier,1,0.379699,0.379699,0.379699,82.847896,1.104065
82,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,8,4,8,8,7,1,0,0,named-barrier,1,0.380416,0.380416,0.380416,82.691789,1.106150
83,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,4,8,4,32,8,1,0,0,named-barrier,1,0.381184,0.381184,0.381184,82.525182,1.108383
84,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,8,8,8,8,8,1,0,0,named-barrier,1,0.381440,0.381440,0.381440,82.469802,1.109127
85,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,8,8,8,7,1,0,0,named-barrier,1,0.381491,0.381491,0.381491,82.458727,1.109276
86,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,8,4,16,8,7,1,0,0,named-barrier,1,0.382208,0.382208,0.382208,82.304088,1.111361
87,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,8,8,8,32,8,1,0,0,named-barrier,1,0.382413,0.382413,0.382413,82.260010,1.111957
88,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,8,8,16,8,7,1,0,0,named-barrier,1,0.382515,0.382515,0.382515,82.237989,1.112253
89,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,4,8,8,8,7,1,0,0,named-barrier,1,0.383642,0.383642,0.383642,81.996530,1.115530
90,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,4,8,2,7,1,0,0,named-barrier,1,0.384358,0.384358,0.384358,81.843611,1.117612
91,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,8,8,16,16,7,1,0,0,named-barrier,1,0.384768,0.384768,0.384768,81.756485,1.118804
92,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,4,4,8,8,7,1,0,0,named-barrier,1,0.384870,0.384870,0.384870,81.734732,1.119101
93,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,8,4,16,2,7,1,0,0,named-barrier,1,0.384973,0.384973,0.384973,81.712991,1.119400
94,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,8,4,8,16,8,1,0,0,named-barrier,1,0.385178,0.385178,0.385178,81.669550,1.119997
95,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,4,8,2,7,1,0,0,named-barrier,1,0.385382,0.385382,0.385382,81.626149,1.120590
96,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,8,8,4,32,8,1,0,0,named-barrier,1,0.385638,0.385638,0.385638,81.571956,1.121334
97,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,8,4,8,8,8,1,0,0,named-barrier,1,0.385638,0.385638,0.385638,81.571956,1.121334
98,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,4,8,8,32,8,1,0,0,named-barrier,1,0.385843,0.385843,0.385843,81.528659,1.121930
99,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,4,8,16,16,7,1,0,0,named-barrier,1,0.386816,0.386816,0.386816,81.323628,1.124759
100,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,8,8,8,16,8,1,0,0,named-barrier,1,0.387072,0.387072,0.387072,81.269842,1.125504
101,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,4,8,4,16,7,1,0,0,named-barrier,1,0.389837,0.389837,0.389837,80.693462,1.133544
102,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,4,8,4,32,8,1,0,0,named-barrier,1,0.390554,0.390554,0.390554,80.545361,1.135629
103,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,8,8,32,4,7,1,0,0,named-barrier,1,0.393933,0.393933,0.393933,79.854434,1.145454
104,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,8,4,32,4,7,1,0,0,named-barrier,1,0.394394,0.394394,0.394394,79.761127,1.146794
105,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,4,8,16,4,7,1,0,0,named-barrier,1,0.398029,0.398029,0.398029,79.032675,1.157364
106,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,4,4,8,4,8,1,0,0,named-barrier,1,0.398950,0.398950,0.398950,78.850103,1.160042
107,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,4,8,8,8,8,1,0,0,named-barrier,1,0.398950,0.398950,0.398950,78.850103,1.160042
108,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,8,4,16,4,8,1,0,0,named-barrier,1,0.399206,0.399206,0.399206,78.799538,1.160786
109,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,4,4,16,4,7,1,0,0,named-barrier,1,0.400077,0.400077,0.400077,78.628102,1.163319
110,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,8,8,16,8,8,1,0,0,named-barrier,1,0.400077,0.400077,0.400077,78.628102,1.163319
111,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,8,4,32,8,7,1,0,0,named-barrier,1,0.400947,0.400947,0.400947,78.457416,1.165849
112,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,8,4,32,2,7,1,0,0,named-barrier,1,0.401306,0.401306,0.401306,78.387346,1.166893
113,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,8,8,32,8,7,1,0,0,named-barrier,1,0.401459,0.401459,0.401459,78.357349,1.167337
114,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,4,4,8,8,8,1,0,0,named-barrier,1,0.402227,0.402227,0.402227,78.207735,1.169571
115,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,4,8,2,32,8,1,0,0,named-barrier,1,0.402842,0.402842,0.402842,78.088454,1.171359
116,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,4,8,2,32,8,1,0,0,named-barrier,1,0.402944,0.402944,0.402944,78.068615,1.171655
117,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,4,4,16,8,7,1,0,0,named-barrier,1,0.403610,0.403610,0.403610,77.939870,1.173592
118,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,8,4,16,8,8,1,0,0,named-barrier,1,0.403814,0.403814,0.403814,77.900341,1.174185
119,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,8,8,16,16,8,1,0,0,named-barrier,1,0.403968,0.403968,0.403968,77.870721,1.174633
120,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,4,8,8,16,8,1,0,0,named-barrier,1,0.404429,0.404429,0.404429,77.781996,1.175973
121,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,4,4,8,16,8,1,0,0,named-barrier,1,0.405146,0.405146,0.405146,77.644385,1.178058
122,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,4,4,16,2,7,1,0,0,named-barrier,1,0.405350,0.405350,0.405350,77.605156,1.178651
123,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,4,8,16,8,7,1,0,0,named-barrier,1,0.405606,0.405606,0.405606,77.556169,1.179396
124,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,8,4,16,16,8,1,0,0,named-barrier,1,0.405658,0.405658,0.405658,77.546386,1.179547
125,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,8,8,16,16,7,1,0,0,named-barrier,1,0.408371,0.408371,0.408371,77.031091,1.187436
126,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,8,8,8,16,7,1,0,0,named-barrier,1,0.408474,0.408474,0.408474,77.011786,1.187735
127,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,8,8,8,32,8,1,0,0,named-barrier,1,0.410675,0.410675,0.410675,76.598928,1.194135
128,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,4,8,8,16,7,1,0,0,named-barrier,1,0.411392,0.411392,0.411392,76.465457,1.196220
129,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,8,8,32,16,7,1,0,0,named-barrier,1,0.428544,0.428544,0.428544,73.405021,1.246093
130,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,4,8,8,32,8,1,0,0,named-barrier,1,0.431309,0.431309,0.431309,72.934472,1.254133
131,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,8,8,16,32,8,1,0,0,named-barrier,1,0.431872,0.431872,0.431872,72.839363,1.255770
132,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,4,8,16,16,7,1,0,0,named-barrier,1,0.432896,0.432896,0.432896,72.667063,1.258748
133,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,8,8,32,4,7,1,0,0,named-barrier,1,0.441549,0.441549,0.441549,71.243048,1.283909
134,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,8,4,32,4,7,1,0,0,named-barrier,1,0.442778,0.442778,0.442778,71.045333,1.287482
135,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,8,4,16,4,8,1,0,0,named-barrier,1,0.444928,0.444928,0.444928,70.701958,1.293734
136,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,8,4,32,8,7,1,0,0,named-barrier,1,0.445184,0.445184,0.445184,70.661301,1.294478
137,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,8,8,16,8,8,1,0,0,named-barrier,1,0.445338,0.445338,0.445338,70.636929,1.294926
138,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,8,4,16,8,8,1,0,0,named-barrier,1,0.447181,0.447181,0.447181,70.345774,1.300285
139,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,8,8,32,8,7,1,0,0,named-barrier,1,0.448358,0.448358,0.448358,70.161016,1.303707
140,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,8,4,16,16,8,1,0,0,named-barrier,1,0.450202,0.450202,0.450202,69.873763,1.309069
141,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,8,4,32,2,7,1,0,0,named-barrier,1,0.450253,0.450253,0.450253,69.865813,1.309218
142,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,8,8,16,16,8,1,0,0,named-barrier,1,0.451584,0.451584,0.451584,69.659862,1.313088
143,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,8,8,32,16,7,1,0,0,named-barrier,1,0.474368,0.474368,0.474368,66.314084,1.379338
144,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,8,8,16,32,8,1,0,0,named-barrier,1,0.477594,0.477594,0.477594,65.866209,1.388718
1,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,8,8,4,4,8,1,0,0,named-barrier,1,0.342528,0.342528,0.342528,97.961132,1.000000
2,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,4,4,4,8,1,0,0,named-barrier,1,0.344013,0.344013,0.344013,97.538325,1.004335
3,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,4,8,4,4,8,1,0,0,named-barrier,1,0.345958,0.345958,0.345958,96.989785,1.010014
