rank,operator,precision,direction,normalization,placement,logN,N,batch,element_stride,batch_stride,backend,compute_unit,stage_space,tile_threads,local_stages,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
5,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,hierarchical,radix4,0,256,8,0,0,named-barrier,1,0.482765,0.482765,0.482765,78.192808,1.201913
6,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,hierarchical,radix4,0,128,8,0,0,named-barrier,1,0.483226,0.483226,0.483226,78.118248,1.203060
7,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,hierarchical,radix2,0,128,8,0,0,named-barrier,1,0.486195,0.486195,0.486195,77.641116,1.210452
8,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,hierarchical,radix2,0,256,8,0,0,named-barrier,1,0.494029,0.494029,0.494029,76.409990,1.229956
9,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,hierarchical,radix4,0,128,6,0,0,named-barrier,1,0.621056,0.621056,0.621056,60.781537,1.546208
10,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,hierarchical,radix2,0,128,6,0,0,named-barrier,1,0.622029,0.622029,0.622029,60.686479,1.548630
11,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,hierarchical,radix4,0,256,6,0,0,named-barrier,1,0.647424,0.647424,0.647424,58.306051,1.611855
12,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,hierarchical,radix2,0,256,6,0,0,named-barrier,1,0.676250,0.676250,0.676250,55.820713,1.683621
1,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,hierarchical,radix4,0,256,10,0,0,named-barrier,1,0.489165,0.489165,0.489165,85.744196,1.000000
2,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,hierarchical,radix4,0,128,10,0,0,named-barrier,1,0.489421,0.489421,0.489421,85.699341,1.000523
3,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,hierarchical,radix2,0,256,10,0,0,named-barrier,1,0.492186,0.492186,0.492186,85.217935,1.006176
4,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,hierarchical,radix2,0,128,10,0,0,named-barrier,1,0.493517,0.493517,0.493517,84.988074,1.008897
5,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,hierarchical,radix4,0,256,8,0,0,named-barrier,1,0.570317,0.570317,0.570317,73.543407,1.165899
6,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,hierarchical,radix4,0,128,8,0,0,named-barrier,1,0.570931,0.570931,0.570931,73.464264,1.167154
7,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,hierarchical,radix2,0,128,8,0,0,named-barrier,1,0.573850,0.573850,0.573850,73.090655,1.173122
8,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,hierarchical,radix2,0,256,8,0,0,named-barrier,1,0.581222,0.581222,0.581222,72.163494,1.188192
9,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,hierarchical,radix4,0,128,6,0,0,named-barrier,1,0.709018,0.709018,0.709018,59.156554,1.449445
10,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,hierarchical,radix2,0,128,6,0,0,named-barrier,1,0.709069,0.709069,0.709069,59.152282,1.449550
11,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,hierarchical,radix4,0,256,6,0,0,named-barrier,1,0.734925,0.734925,0.734925,57.071200,1.502407
12,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,hierarchical,radix2,0,256,6,0,0,named-barrier,1,0.762880,0.762880,0.762880,54.979868,1.559556
