suite_case_id,suite_group,suite_tier,suite_runner,implementation,reference,trial,performance_batch,preflight_correct,preflight_max_error,device,compute_capability,library,library_version,precision,direction,placement,logN,N,batch,warmup,repeat,plan_ms,kernel_ms,transforms_s,Gbutterfly_s,points_s,max_abs_error,relative_l2_error,correct,operator,normalization,element_stride,output_order,batch_stride
fft14_cufft,fft-fp32-fwd-log14,quick,fft-library,cuFFT,1,4,256,1,,Tesla V100-SXM2-16GB,7.0,cufft,10900,fp32,forward,in-place,14,16384,256,1000,100,2.112261000,0.127754241,2003847.367719990,229.817246909,32831035272.724308014,0.000000000,0.000000000,-1,fft,none,1,,16384
fft14_cufft,fft-fp32-fwd-log14,quick,fft-library,cuFFT,1,5,256,1,,Tesla V100-SXM2-16GB,7.0,cufft,10900,fp32,forward,in-place,14,16384,256,1000,100,2.009443000,0.121159680,2112914.127896355,242.325895500,34617985071.453872681,0.000000000,0.000000000,-1,fft,none,1,,16384
fft14_cufft,fft-fp32-fwd-log14,quick,fft-library,cuFFT,1,3,256,1,,Tesla V100-SXM2-16GB,7.0,cufft,10900,fp32,forward,in-place,14,16384,256,1000,100,2.160821000,0.121671677,2104022.949945917,241.306184083,34472312011.913909912,0.000000000,0.000000000,-1,fft,none,1,,16384
fft14_cufft,fft-fp32-fwd-log14,quick,fft-library,cuFFT,1,2,256,1,,Tesla V100-SXM2-16GB,7.0,cufft,10900,fp32,forward,in-place,14,16384,256,1000,100,2.022924000,0.121221125,2111843.127459431,242.203064602,34600437800.295318604,0.000000000,0.000000000,-1,fft,none,1,,16384
fft14_cufft,fft-fp32-fwd-log14,quick,fft-library,cuFFT,1,1,256,1,,Tesla V100-SXM2-16GB,7.0,cufft,10900,fp32,forward,in-place,14,16384,256,1000,100,1.804239000,0.121077754,2114343.819413972,242.489863961,34641409137.278511047,0.000000000,0.000000000,-1,fft,none,1,,16384
