trial,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,stage_space,stage_handoff,tile_threads,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
5,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,8,named-barrier,0,0,8,8,256,16384,1,256,20,100,2.775200,0.200991,2.594080,81516200.702848,83.472590,20868147379.929165,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix2,0,named-barrier,32,0,0,8,256,16384,1,256,20,100,5.480576,0.140370,5.112896,116720161.809482,119.521446,29880361423.227394,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix2,0,named-barrier,32,0,0,8,256,16384,1,256,20,100,5.465440,0.140288,5.102976,116788325.048584,119.591245,29897811212.437576,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix2,0,named-barrier,32,0,0,8,256,16384,1,256,20,100,5.468576,0.140227,5.099168,116839493.538935,119.643641,29910910345.967274,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix2,0,named-barrier,32,0,0,8,256,16384,1,256,20,100,5.481728,0.140227,5.105440,116839493.538935,119.643641,29910910345.967274,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix2,0,named-barrier,32,0,0,8,256,16384,1,256,20,100,5.501216,0.140390,5.105088,116703139.623667,119.504015,29876003743.658718,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix2,0,named-barrier,64,0,0,8,256,16384,1,256,20,100,5.507488,0.130263,5.119680,125776270.206897,128.794901,32198725172.965538,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix2,0,named-barrier,64,0,0,8,256,16384,1,256,20,100,5.480096,0.130212,5.110976,125825726.491523,128.845544,32211385981.829788,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix2,0,named-barrier,64,0,0,8,256,16384,1,256,20,100,5.468800,0.130294,5.103520,125746623.721818,128.764543,32191135672.785469,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix2,0,named-barrier,64,0,0,8,256,16384,1,256,20,100,5.471872,0.130355,5.099040,125687358.291831,128.703855,32175963722.708843,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix2,0,named-barrier,64,0,0,8,256,16384,1,256,20,100,5.472320,0.130345,5.101184,125697229.588735,128.713963,32178490774.716137,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix2,0,named-barrier,128,0,0,8,256,16384,1,256,20,100,5.491680,0.130150,5.110304,125885122.513838,128.906365,32226591363.542545,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix2,0,named-barrier,128,0,0,8,256,16384,1,256,20,100,5.469248,0.130181,5.101088,125855424.697873,128.875955,32218988722.655464,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix2,0,named-barrier,128,0,0,8,256,16384,1,256,20,100,5.510784,0.130161,5.108256,125875236.095255,128.896242,32224060440.385338,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix2,0,named-barrier,128,0,0,8,256,16384,1,256,20,100,5.477504,0.130181,5.103168,125855424.697873,128.875955,32218988722.655464,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix2,0,named-barrier,128,0,0,8,256,16384,1,256,20,100,5.504512,0.130171,5.110432,125865322.412834,128.886090,32221522537.685474,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix2,0,named-barrier,256,0,0,8,256,16384,1,256,20,100,5.511456,0.132260,5.099904,123877369.998694,126.850427,31712606719.665714,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix2,0,named-barrier,256,0,0,8,256,16384,1,256,20,100,5.494624,0.132342,5.100032,123800683.320300,126.771900,31692974929.996887,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix2,0,named-barrier,256,0,0,8,256,16384,1,256,20,100,5.480928,0.132342,5.105920,123800683.320300,126.771900,31692974929.996887,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix2,0,named-barrier,256,0,0,8,256,16384,1,256,20,100,5.486752,0.132413,5.105888,123733656.839051,126.703265,31675816150.797043,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix2,0,named-barrier,256,0,0,8,256,16384,1,256,20,100,5.485024,0.132311,5.105664,123829419.236142,126.801325,31700331324.452396,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix4,0,named-barrier,32,0,0,8,256,16384,1,256,20,100,5.544672,0.161608,5.112320,101381318.794819,103.814470,25953617611.473640,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix4,0,named-barrier,32,0,0,8,256,16384,1,256,20,100,5.558080,0.161075,5.168000,101716471.851016,104.157667,26039416793.860035,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix4,0,named-barrier,32,0,0,8,256,16384,1,256,20,100,5.510240,0.159273,5.113536,102867433.560550,105.336252,26334062991.500778,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix4,0,named-barrier,32,0,0,8,256,16384,1,256,20,100,5.491968,0.161249,5.108960,101606655.251109,104.045215,26011303744.284031,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix4,0,named-barrier,32,0,0,8,256,16384,1,256,20,100,5.538336,0.161608,5.110240,101381318.794819,103.814470,25953617611.473640,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix4,0,named-barrier,64,0,0,8,256,16384,1,256,20,100,5.473344,0.111872,5.103616,146453095.748743,149.967970,37491992511.678131,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix4,0,named-barrier,64,0,0,8,256,16384,1,256,20,100,5.511712,0.111821,5.097216,146520143.778250,150.036627,37509156807.232033,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix4,0,named-barrier,64,0,0,8,256,16384,1,256,20,100,5.492288,0.111718,5.132320,146654453.520000,150.174160,37543540101.119942,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix4,0,named-barrier,64,0,0,8,256,16384,1,256,20,100,5.500096,0.111821,5.100160,146520143.778250,150.036627,37509156807.232033,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix4,0,named-barrier,64,0,0,8,256,16384,1,256,20,100,5.493888,0.111852,5.113440,146479903.692780,149.995421,37498855345.351662,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix4,0,named-barrier,128,0,0,8,256,16384,1,256,20,100,5.511552,0.110234,5.101952,148629812.239884,152.196928,38049231933.410225,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix4,0,named-barrier,128,0,0,8,256,16384,1,256,20,100,5.518944,0.110469,5.102592,148312933.307569,151.872444,37968110926.737755,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix4,0,named-barrier,128,0,0,8,256,16384,1,256,20,100,5.544640,0.110510,5.108896,148257967.453439,151.816159,37954039668.080414,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix4,0,named-barrier,128,0,0,8,256,16384,1,256,20,100,5.522432,0.110254,5.105760,148602211.666238,152.168665,38042166186.556992,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix4,0,named-barrier,128,0,0,8,256,16384,1,256,20,100,5.557760,0.110346,5.110912,148478095.732316,152.041570,38010392507.472916,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix4,0,named-barrier,256,0,0,8,256,16384,1,256,20,100,5.533056,0.112118,5.103296,146132067.007390,149.639237,37409809153.891785,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix4,0,named-barrier,256,0,0,8,256,16384,1,256,20,100,5.548096,0.112271,5.110528,145932149.869870,149.434521,37358630366.686783,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix4,0,named-barrier,256,0,0,8,256,16384,1,256,20,100,5.545984,0.112343,5.103360,145839026.160552,149.339163,37334790697.101318,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix4,0,named-barrier,256,0,0,8,256,16384,1,256,20,100,5.553376,0.112128,5.116416,146118725.395186,149.625575,37406393701.167572,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix4,0,named-barrier,256,0,0,8,256,16384,1,256,20,100,5.541472,0.112241,5.103072,145972079.835993,149.475410,37368852438.014099,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,0,0,8,256,16384,1,256,20,100,5.558144,0.146289,5.104256,111997753.730392,114.685700,28671424954.980438,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,0,0,8,256,16384,1,256,20,100,5.554400,0.146473,5.108992,111856822.723613,114.541386,28635346617.244957,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,0,0,8,256,16384,1,256,20,100,5.517952,0.146391,5.101632,111919422.509623,114.605489,28651372162.463547,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,0,0,8,256,16384,1,256,20,100,5.498944,0.146350,5.100448,111950737.286420,114.637555,28659388745.323570,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,0,0,8,256,16384,1,256,20,100,5.486432,0.146504,5.116544,111833374.385190,114.517375,28629343842.608624,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,1,0,8,256,16384,1,256,20,100,5.485344,0.138793,5.112480,118046331.624337,120.879444,30219860895.830235,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,1,0,8,256,16384,1,256,20,100,5.528672,0.138793,5.114976,118046331.624337,120.879444,30219860895.830235,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,1,0,8,256,16384,1,256,20,100,5.532096,0.138721,5.108224,118107336.549929,120.941913,30235478156.781937,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,1,0,8,256,16384,1,256,20,100,5.506208,0.138762,5.098400,118072470.685262,120.906210,30226552495.427063,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,1,0,8,256,16384,1,256,20,100,5.557408,0.138721,5.117248,118107336.549929,120.941913,30235478156.781937,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,2,0,8,256,16384,1,256,20,100,5.472864,0.132311,5.101984,123829419.236142,126.801325,31700331324.452396,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,2,0,8,256,16384,1,256,20,100,5.539392,0.132280,5.215968,123858182.447538,126.830779,31707694706.569717,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,2,0,8,256,16384,1,256,20,100,5.520320,0.132321,5.190304,123819839.115417,126.791515,31697878813.546635,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,2,0,8,256,16384,1,256,20,100,5.471648,0.132311,6.620608,123829419.236142,126.801325,31700331324.452396,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,2,0,8,256,16384,1,256,20,100,5.527936,0.132250,5.196160,123886945.065425,126.860232,31715057936.748810,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,3,0,8,256,16384,1,256,20,100,5.462752,0.126505,5.173856,129512710.813838,132.621016,33155253968.342461,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,3,0,8,256,16384,1,256,20,100,5.468864,0.126546,5.850592,129470787.162992,132.578086,33144521513.726059,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,3,0,8,256,16384,1,256,20,100,5.472640,0.126454,5.169728,129565149.756168,132.674713,33168678337.578987,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,3,0,8,256,16384,1,256,20,100,5.557568,0.126515,5.148416,129502231.169226,132.610285,33152571179.321888,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,3,0,8,256,16384,1,256,20,100,5.540512,0.126546,5.179552,129470787.162992,132.578086,33144521513.726059,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,4,0,8,256,16384,1,256,20,100,5.561376,0.119020,5.185472,137658096.558089,140.961891,35240472718.870895,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,4,0,8,256,16384,1,256,20,100,5.492320,0.118856,5.204832,137847853.282289,141.156202,35289050440.266090,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,4,0,8,256,16384,1,256,20,100,5.515136,0.119009,5.172832,137669937.814539,140.974016,35243504080.522102,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,4,0,8,256,16384,1,256,20,100,5.528288,0.118876,5.185920,137824102.927631,141.131881,35282970349.473602,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,4,0,8,256,16384,1,256,20,100,5.458080,0.118979,5.171200,137705482.433250,141.010414,35252603502.911888,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,5,0,8,256,16384,1,256,20,100,5.502304,0.117371,5.161184,139591692.938087,142.941894,35735473392.150307,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,5,0,8,256,16384,1,256,20,100,5.521312,0.117105,5.180640,139909065.512252,143.266883,35816720771.136513,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,5,0,8,256,16384,1,256,20,100,5.508896,0.117330,8.051168,139640419.597052,142.991790,35747947416.845421,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,5,0,8,256,16384,1,256,20,100,5.512672,0.117176,5.212896,139823467.938354,143.179231,35794807792.218552,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,warp-hybrid,radix2,0,named-barrier,0,5,0,8,256,16384,1,256,20,100,5.512416,0.117135,5.199136,139872365.466152,143.229302,35807325559.334831,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,1,named-barrier,0,0,4,8,256,16384,1,256,20,100,5.484384,0.751882,5.181408,21790645.928084,22.313621,5578405357.589458,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,1,named-barrier,0,0,4,8,256,16384,1,256,20,100,5.584096,0.749005,5.378528,21874357.956604,22.399343,5599835636.890532,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,1,named-barrier,0,0,4,8,256,16384,1,256,20,100,5.552544,0.746988,5.190400,21933431.985376,22.459834,5614958588.256285,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,1,named-barrier,0,0,4,8,256,16384,1,256,20,100,5.544160,0.748503,5.173920,21889022.966688,22.414360,5603589879.472013,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,1,named-barrier,0,0,4,8,256,16384,1,256,20,100,5.515424,0.747151,5.158112,21928623.648806,22.454911,5613727654.094388,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,2,named-barrier,0,0,4,8,256,16384,1,256,20,100,5.537088,0.398950,5.228128,41067762.016125,42.053388,10513347076.127882,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,2,named-barrier,0,0,4,8,256,16384,1,256,20,100,5.526080,0.398930,5.167232,41069872.796276,42.055550,10513887435.846735,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,2,named-barrier,0,0,4,8,256,16384,1,256,20,100,5.500160,0.399155,5.165824,41046690.659134,42.031811,10507952808.738258,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,2,named-barrier,0,0,4,8,256,16384,1,256,20,100,5.508352,0.398909,5.142976,41071977.656483,42.057705,10514426280.059587,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,2,named-barrier,0,0,4,8,256,16384,1,256,20,100,5.460768,0.398725,5.228864,41090964.895943,42.077148,10519287013.361465,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,4,named-barrier,0,0,4,8,256,16384,1,256,20,100,5.505056,0.315351,5.163360,51954799.461131,53.201715,13300428662.049583,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,4,named-barrier,0,0,4,8,256,16384,1,256,20,100,5.488608,0.315341,8.095392,51956483.645812,53.203439,13300859813.327974,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,4,named-barrier,0,0,4,8,256,16384,1,256,20,100,5.465568,0.316867,5.472640,51706305.449124,52.947257,13236814194.975714,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,4,named-barrier,0,0,4,8,256,16384,1,256,20,100,5.471968,0.315126,6.395616,51991940.685460,53.239747,13309936815.477707,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,4,named-barrier,0,0,4,8,256,16384,1,256,20,100,5.487872,0.315249,5.135840,51971675.702064,53.218996,13304748979.728378,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,1,named-barrier,0,0,8,8,256,16384,1,256,20,100,5.492384,0.741673,5.151776,22090598.095282,22.620772,5655193112.392239,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,1,named-barrier,0,0,8,8,256,16384,1,256,20,100,5.482336,0.741612,5.152256,22092428.595414,22.622647,5655661720.425935,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,1,named-barrier,0,0,8,8,256,16384,1,256,20,100,5.488128,0.742236,5.285024,22073835.884502,22.603608,5650901986.432614,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,1,named-barrier,0,0,8,8,256,16384,1,256,20,100,5.495072,0.740977,5.150976,22111358.577809,22.642031,5660507795.919166,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,1,named-barrier,0,0,8,8,256,16384,1,256,20,100,5.497536,0.742257,5.149344,22073227.892395,22.602985,5650746340.453224,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,2,named-barrier,0,0,8,8,256,16384,1,256,20,100,5.496064,0.403538,5.168256,40600895.306778,41.575317,10393829198.535208,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,2,named-barrier,0,0,8,8,256,16384,1,256,20,100,5.479872,0.403098,5.143392,40645243.262110,41.620729,10405182275.100216,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,2,named-barrier,0,0,8,8,256,16384,1,256,20,100,5.500960,0.403507,5.160800,40603983.977789,41.578480,10394619898.314075,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,2,named-barrier,0,0,8,8,256,16384,1,256,20,100,5.509728,0.403456,5.154112,40609136.806839,41.583756,10395939022.550667,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,2,named-barrier,0,0,8,8,256,16384,1,256,20,100,5.499072,0.403446,5.231968,40610165.729682,41.584810,10396202426.798540,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,4,named-barrier,0,0,8,8,256,16384,1,256,20,100,5.494976,0.332073,6.234624,49338557.456173,50.522683,12630670708.780304,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,4,named-barrier,0,0,8,8,256,16384,1,256,20,100,5.497440,0.332022,6.214688,49346165.853604,50.530474,12632618458.522686,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,4,named-barrier,0,0,8,8,256,16384,1,256,20,100,5.471104,0.329482,5.172256,49726506.103655,50.919942,12729985562.535656,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,4,named-barrier,0,0,8,8,256,16384,1,256,20,100,5.474496,0.332073,5.164480,49338557.456173,50.522683,12630670708.780304,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,4,named-barrier,0,0,8,8,256,16384,1,256,20,100,5.493120,0.332001,5.151552,49349208.983678,50.533590,12633397499.821636,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,8,named-barrier,0,0,8,8,256,16384,1,256,20,100,5.417600,0.347412,5.154272,47160076.711884,48.291919,12072979638.242331,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,8,named-barrier,0,0,8,8,256,16384,1,256,20,100,5.485792,0.347361,5.167552,47167028.016875,48.299037,12074759172.320114,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,8,named-barrier,0,0,8,8,256,16384,1,256,20,100,5.481664,0.337162,5.167328,48593814.096132,49.760066,12440016408.609768,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,8,named-barrier,0,0,8,8,256,16384,1,256,20,100,5.498016,0.337326,5.214624,48570214.372656,49.735900,12433974879.399864,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,stage-pipeline,radix2,8,named-barrier,0,0,8,8,256,16384,1,256,20,100,5.484224,0.347464,5.148640,47153127.455507,48.284803,12071200628.609770,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,cufft,auto,0,named-barrier,0,0,0,8,256,16384,1,256,20,100,5.478816,0.083773,5.159584,195575109.301850,200.268912,50067227981.273727,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,cufft,auto,0,named-barrier,0,0,0,8,256,16384,1,256,20,100,5.453632,0.083825,5.138464,195455651.328582,200.146587,50036646740.117035,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,cufft,auto,0,named-barrier,0,0,0,8,256,16384,1,256,20,100,5.491200,0.083845,5.228928,195407922.881244,200.097713,50024428257.598412,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,cufft,auto,0,named-barrier,0,0,0,8,256,16384,1,256,20,100,5.530368,0.083743,5.141536,195646850.719740,200.342375,50085593784.253365,0.000000,-1
