search_stage,trial,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,fft_core,stage_space,stage_handoff,tile_threads,prefix_threads,suffix_threads,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,512,128,10,1,0,0,20,1048576,4,1,1048576,10,30,5.454848,0.341060,5.107104,11728.133045,122.978388,12297838835.608583,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,512,256,10,1,0,0,20,1048576,4,1,1048576,10,30,5.448800,0.257058,5.103744,15560.683694,163.165595,16316559465.011345,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,512,512,10,1,0,0,20,1048576,4,1,1048576,10,30,5.449536,0.248183,5.102400,16117.108591,169.000133,16900013257.672340,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,512,1024,10,1,0,0,20,1048576,4,1,1048576,10,30,5.448960,0.283238,5.101856,14122.378341,148.083870,14808386990.791153,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,1024,128,10,1,0,0,20,1048576,4,1,1048576,10,30,5.450432,0.389359,5.101440,10273.296982,107.723327,10772332656.191124,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,1024,256,10,1,0,0,20,1048576,4,1,1048576,10,30,5.453440,0.306586,5.108672,13046.926766,136.806943,13680694280.439213,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,1024,512,10,1,0,0,20,1048576,4,1,1048576,10,30,5.455776,0.293410,5.100832,13632.793446,142.950200,14295020020.934849,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,1024,1024,10,1,0,0,20,1048576,4,1,1048576,10,30,5.456128,0.330820,5.112608,12091.157811,126.784979,12678497892.374081,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,128,128,10,1,0,0,20,1048576,4,1,1048576,10,30,5.448544,0.559616,5.101280,7147.758089,74.949676,7494967586.127255,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,128,256,10,1,0,0,20,1048576,4,1,1048576,10,30,5.456544,0.477969,5.104672,8368.742175,87.752622,8775262195.118450,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,128,512,10,1,0,0,20,1048576,4,1,1048576,10,30,5.455488,0.464657,5.102592,8608.499751,90.266662,9026666235.357494,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,128,1024,10,1,0,0,20,1048576,4,1,1048576,10,30,5.462336,0.500087,5.109088,7998.601204,83.871413,8387141256.504143,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,256,128,10,1,0,0,20,1048576,4,1,1048576,10,30,5.477024,0.475238,5.126016,8416.828574,88.256844,8825684438.921148,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,256,256,10,1,0,0,20,1048576,4,1,1048576,10,30,5.493152,0.391987,5.110656,10204.414720,107.001044,10700104368.959929,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,256,512,10,1,0,0,20,1048576,4,1,1048576,10,30,5.468128,0.378607,5.114528,10565.047379,110.782551,11078255120.484510,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,256,1024,10,1,0,0,20,1048576,4,1,1048576,10,30,5.452416,0.429295,5.104032,9317.603335,97.702152,9770215234.263592,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,512,128,10,1,0,0,20,1048576,4,1,1048576,10,30,5.491712,0.410078,5.126976,9754.244971,102.280672,10228067174.420799,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,512,256,10,1,0,0,20,1048576,4,1,1048576,10,30,5.460288,0.328090,5.118560,12191.791702,127.840202,12784020176.051653,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,512,512,10,1,0,0,20,1048576,4,1,1048576,10,30,5.475744,0.313890,5.120032,12743.312472,133.623316,13362331618.972874,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,512,1024,10,1,0,0,20,1048576,4,1,1048576,10,30,5.483712,0.349525,5.109952,11444.091826,120.000000,12000000030.297089,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,1024,128,10,1,0,0,20,1048576,4,1,1048576,10,30,5.494880,0.435746,5.113088,9179.656901,96.255679,9625567914.902826,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,1024,256,10,1,0,0,20,1048576,4,1,1048576,10,30,5.497376,0.352905,5.113664,11334.510266,118.850954,11885095437.172503,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,1024,512,10,1,0,0,20,1048576,4,1,1048576,10,30,5.483936,0.339627,5.129472,11777.638079,123.497486,12349748626.737499,0.000000,-1
fine,1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,1024,1024,10,1,0,0,20,1048576,4,1,1048576,10,30,5.465600,0.376013,5.113632,10637.935670,111.546840,11154684032.849918,0.000000,-1
