candidate_id,group,implementation,reference,static_score,mapping_id,decomposition_count,stages_per_decomposition,segment_threads,segment_ept,boundary_twiddles,boundary_layouts,boundary_residencies,execution_group_count,execution_group_stages,group_threads,group_ept,processing_unit,prefix_log_n,suffix_log_n,prefix_threads,suffix_threads,prefix_ept,suffix_ept,cross_twiddle,direct_boundary,operator,precision,direction,normalization,placement,backend,fft_core,logN,N,batch,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,correct,rank,cufft_median_ms,throughput_vs_cufft,slowdown_vs_internal_best
fft18-fp32_b64_d3_4x4x10_t512x512x512_e16x16x16_tt_gg,fft18-fp32-batch64,fft18-fp32_b64_d3_4x4x10_t512x512x512_e16x16x16_tt_gg,0,3517580.9740579985,fft18-fp32,3,4x4x10,512x512x512,16x16x16,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,4,10,512,512,16,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,3,2.613678,2.613187,2.620580,1,41,0.717599,0.274555,3.123831
fft18-fp32_b64_d3_3x12x3_t128x512x128_e8x8x8_tt_gg,fft18-fp32-batch64,fft18-fp32_b64_d3_3x12x3_t128x512x128_e8x8x8_tt_gg,0,7035161.948115997,fft18-fp32,3,3x12x3,128x512x128,8x8x8,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,3,3,128,128,8,8,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,3,2.917622,2.914796,2.921759,1,42,0.717599,0.245953,3.487100
fft18-fp32_b64_d3_4x11x3_t128x512x128_e16x4x8_tt_gg,fft18-fp32-batch64,fft18-fp32_b64_d3_4x11x3_t128x512x128_e16x4x8_tt_gg,0,8877875.796332158,fft18-fp32,3,4x11x3,128x512x128,16x4x8,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,4,3,128,128,16,8,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,3,3.031327,3.029975,3.031450,1,43,0.717599,0.236728,3.622999
fft18-fp32_b64_d3_3x12x3_t256x1024x256_e8x4x8_tt_gg,fft18-fp32-batch64,fft18-fp32_b64_d3_3x12x3_t256x1024x256_e8x4x8_tt_gg,0,9804185.600000001,fft18-fp32,3,3x12x3,256x1024x256,8x4x8,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,3,3,256,256,8,8,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,3,3.045417,3.044209,3.046195,1,44,0.717599,0.235632,3.639839
fft18-fp32_b64_d4_4x4x4x6_t512x512x512x512_e16x16x16x16_ttt_ggg,fft18-fp32-batch64,fft18-fp32_b64_d4_4x4x4x6_t512x512x512x512_e16x16x16x16_ttt_ggg,0,4599913.58146046,fft18-fp32,4,4x4x4x6,512x512x512x512,16x16x16x16,tablextablextable,direct-stridedxdirect-stridedxdirect-strided,global-scratchxglobal-scratchxglobal-scratch,4,,,,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,4,6,512,512,16,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,3,3.176305,3.169403,3.177062,1,45,0.717599,0.225923,3.796275
fft18-fp32_b64_d3_4x11x3_t256x1024x256_e16x2x8_tt_gg,fft18-fp32-batch64,fft18-fp32_b64_d3_4x11x3_t256x1024x256_e16x2x8_tt_gg,0,14955662.166722313,fft18-fp32,3,4x11x3,256x1024x256,16x2x8,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,4,3,256,256,16,8,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,3,3.289702,3.287286,3.290296,1,46,0.717599,0.218135,3.931805
fft18-fp32_b64_d3_3x11x4_t128x512x128_e8x4x16_tt_gg,fft18-fp32-batch64,fft18-fp32_b64_d3_3x11x4_t128x512x128_e8x4x16_tt_gg,0,9437184.0,fft18-fp32,3,3x11x4,128x512x128,8x4x16,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,3,4,128,128,8,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,3,3.342684,3.340534,3.343729,1,47,0.717599,0.214677,3.995128
fft18-fp32_b64_d3_3x11x4_t256x1024x256_e8x2x16_tt_gg,fft18-fp32-batch64,fft18-fp32_b64_d3_3x11x4_t256x1024x256_e8x2x16_tt_gg,0,15676211.200000001,fft18-fp32,3,3x11x4,256x1024x256,8x2x16,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,3,4,256,256,8,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,3,3.579085,3.578819,3.581522,1,48,0.717599,0.200498,4.277672
fft20-fp32_b2_d4_10x3x3x4_t512x512x512x512_e16x8x8x16_rrr_gff_gt512x512_ge8x8,fft20-fp32-batch2,fft20-fp32_b2_d4_10x3x3x4_t512x512x512x512_e16x8x8x16_rrr_gff_gt512x512_ge8x8,0,608812.0916638843,fft20-fp32,4,10x3x3x4,512x512x512x512,16x8x8x16,recurrencexrecurrencexrecurrence,direct-stridedxdirect-stridedxdirect-strided,global-scratchxfusedxfused,2,10x10,512x512,8x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,10,4,512,512,16,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.128573,0.128553,0.129536,1,1,0.123556,0.960979,1.000000
fft20-fp32_b2_d3_3x7x10_t512x512x512_e8x16x16_rr_fg_gt512x512_ge8x8,fft20-fp32-batch2,fft20-fp32_b2_d3_3x7x10_t512x512x512_e8x16x16_rr_fg_gt512x512_ge8x8,0,608812.0916638843,fft20-fp32,3,3x7x10,512x512x512,8x16x16,recurrencexrecurrence,direct-stridedxdirect-strided,fusedxglobal-scratch,2,10x10,512x512,8x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,10,512,512,8,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.128655,0.128553,0.130273,1,2,0.123556,0.960367,1.000638
fft20-fp32_b2_d4_3x3x4x10_t512x512x512x512_e8x8x16x16_rrr_ffg_gt512x512_ge8x8,fft20-fp32-batch2,fft20-fp32_b2_d4_3x3x4x10_t512x512x512x512_e8x8x16x16_rrr_ffg_gt512x512_ge8x8,0,608812.0916638843,fft20-fp32,4,3x3x4x10,512x512x512x512,8x8x16x16,recurrencexrecurrencexrecurrence,direct-stridedxdirect-stridedxdirect-strided,fusedxfusedxglobal-scratch,2,10x10,512x512,8x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,10,512,512,8,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.128655,0.128635,0.128655,1,3,0.123556,0.960367,1.000638
fft20-fp32_b2_d4_3x7x3x7_t512x512x512x512_e8x16x8x16_rrr_fgf_gt512x512_ge8x8,fft20-fp32-batch2,fft20-fp32_b2_d4_3x7x3x7_t512x512x512x512_e8x16x8x16_rrr_fgf_gt512x512_ge8x8,0,608812.0916638843,fft20-fp32,4,3x7x3x7,512x512x512x512,8x16x8x16,recurrencexrecurrencexrecurrence,direct-stridedxdirect-stridedxdirect-strided,fusedxglobal-scratchxfused,2,10x10,512x512,8x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,7,512,512,8,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.128655,0.128635,0.128758,1,4,0.123556,0.960367,1.000638
fft20-fp32_b2_d3_10x3x7_t512x512x512_e16x8x16_rr_gf_gt512x512_ge8x8,fft20-fp32-batch2,fft20-fp32_b2_d3_10x3x7_t512x512x512_e16x8x16_rr_gf_gt512x512_ge8x8,0,608812.0916638843,fft20-fp32,3,10x3x7,512x512x512,16x8x16,recurrencexrecurrence,direct-stridedxdirect-strided,global-scratchxfused,2,10x10,512x512,8x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,10,7,512,512,16,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.128696,0.128696,0.128881,1,5,0.123556,0.960061,1.000957
fft20-fp32_b2_p10s10_t512x512_e8x8_rec,fft20-fp32-batch2,fft20-fp32_b2_p10s10_t512x512_e8x8_rec,0,596635.8498306066,fft20-fp32,2,10x10,512x512,8x8,recurrence,direct-strided,global-scratch,2,,,,cufftdx-online-shared+cufftdx-online-shared,10,10,512,512,8,8,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.128799,0.128369,0.128942,1,6,0.123556,0.959293,1.001758
fft20-fp32_b2_d4_3x3x4x10_t512x512x512x512_e8x8x16x16_rrr_ffg_gt256x128_ge16x16,fft20-fp32-batch2,fft20-fp32_b2_d4_3x3x4x10_t512x512x512x512_e8x8x16x16_rrr_ffg_gt256x128_ge16x16,0,304406.0458319422,fft20-fp32,4,3x3x4x10,512x512x512x512,8x8x16x16,recurrencexrecurrencexrecurrence,direct-stridedxdirect-stridedxdirect-strided,fusedxfusedxglobal-scratch,2,10x10,256x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,10,512,512,8,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.133898,0.133673,0.134103,1,7,0.123556,0.922762,1.041416
fft20-fp32_b2_d3_3x7x10_t512x512x512_e8x16x16_rr_fg_gt256x128_ge16x16,fft20-fp32-batch2,fft20-fp32_b2_d3_3x7x10_t512x512x512_e8x16x16_rr_fg_gt256x128_ge16x16,0,304406.0458319422,fft20-fp32,3,3x7x10,512x512x512,8x16x16,recurrencexrecurrence,direct-stridedxdirect-strided,fusedxglobal-scratch,2,10x10,256x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,10,512,512,8,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.133960,0.133366,0.134267,1,8,0.123556,0.922335,1.041898
fft20-fp32_b2_d4_10x3x3x4_t512x512x512x512_e16x8x8x16_rrr_gff_gt256x128_ge16x16,fft20-fp32-batch2,fft20-fp32_b2_d4_10x3x3x4_t512x512x512x512_e16x8x8x16_rrr_gff_gt256x128_ge16x16,0,304406.0458319422,fft20-fp32,4,10x3x3x4,512x512x512x512,16x8x8x16,recurrencexrecurrencexrecurrence,direct-stridedxdirect-stridedxdirect-strided,global-scratchxfusedxfused,2,10x10,256x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,10,4,512,512,16,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.134021,0.133407,0.134144,1,9,0.123556,0.921915,1.042373
fft20-fp32_b2_d3_10x3x7_t512x512x512_e16x8x16_rr_gf_gt256x128_ge16x16,fft20-fp32-batch2,fft20-fp32_b2_d3_10x3x7_t512x512x512_e16x8x16_rr_gf_gt256x128_ge16x16,0,304406.0458319422,fft20-fp32,3,10x3x7,512x512x512,16x8x16,recurrencexrecurrence,direct-stridedxdirect-strided,global-scratchxfused,2,10x10,256x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,10,7,512,512,16,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.134062,0.134001,0.134124,1,10,0.123556,0.921633,1.042692
fft20-fp32_b2_d4_3x7x3x7_t512x512x512x512_e8x16x8x16_rrr_fgf_gt256x128_ge16x16,fft20-fp32-batch2,fft20-fp32_b2_d4_3x7x3x7_t512x512x512x512_e8x16x8x16_rrr_fgf_gt256x128_ge16x16,0,304406.0458319422,fft20-fp32,4,3x7x3x7,512x512x512x512,8x16x8x16,recurrencexrecurrencexrecurrence,direct-stridedxdirect-stridedxdirect-strided,fusedxglobal-scratchxfused,2,10x10,256x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,7,512,512,8,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.134164,0.134021,0.134533,1,11,0.123556,0.920933,1.043485
fft20-fp32_b2_p10s10_t256x128_e16x16_rec,fft20-fp32-batch2,fft20-fp32_b2_p10s10_t256x128_e16x16_rec,0,298317.9249153033,fft20-fp32,2,10x10,256x128,16x16,recurrence,direct-strided,global-scratch,2,,,,cufftdx-online-shared+cufftdx-online-shared,10,10,256,128,16,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.136704,0.134205,0.137032,1,12,0.123556,0.903821,1.063240
fft20-fp32_b2_p10s10_t128x128_e16x16_rec,fft20-fp32-batch2,fft20-fp32_b2_p10s10_t128x128_e16x16_rec,0,298317.9249153033,fft20-fp32,2,10x10,128x128,16x16,recurrence,direct-strided,global-scratch,2,,,,cufftdx-online-shared+cufftdx-online-shared,10,10,128,128,16,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.156488,0.141189,0.156508,1,13,0.123556,0.789556,1.217114
fft20-fp32_b2_p9s11_t128x256_e16x8_rec_tx,fft20-fp32-batch2,fft20-fp32_b2_p9s11_t128x256_e16x8_rec_tx,0,445771.4026778952,fft20-fp32,2,9x11,128x256,16x8,recurrence,tiled-transpose,global-scratch,2,,,,cufftdx-online-shared+cufftdx-large-online,9,11,128,256,16,8,recurrence,tiled-transpose,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.161874,0.161567,0.161976,1,14,0.123556,0.763285,1.259005
fft20-fp32_b2_p9s11_t128x256_e16x8_rec,fft20-fp32-batch2,fft20-fp32_b2_p9s11_t128x256_e16x8_rec,0,445771.4026778952,fft20-fp32,2,9x11,128x256,16x8,recurrence,direct-strided,global-scratch,2,,,,cufftdx-online-shared+cufftdx-large-online,9,11,128,256,16,8,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.169226,0.168673,0.169411,1,15,0.123556,0.730124,1.316186
fft20-fp32_b2_p8s12_t128x256_e16x16_rec_tx,fft20-fp32-batch2,fft20-fp32_b2_p8s12_t128x256_e16x16_rec_tx,0,298317.9249153033,fft20-fp32,2,8x12,128x256,16x16,recurrence,tiled-transpose,global-scratch,2,,,,cufftdx-online-shared+cufftdx-large-online,8,12,128,256,16,16,recurrence,tiled-transpose,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.170271,0.170086,0.170701,1,16,0.123556,0.725643,1.324314
fft20-fp32_b2_p11s9_t256x128_e8x16_rec,fft20-fp32-batch2,fft20-fp32_b2_p11s9_t256x128_e8x16_rec,0,509007.80142380524,fft20-fp32,2,11x9,256x128,8x16,recurrence,direct-strided,global-scratch,2,,,,cufftdx-large-online+cufftdx-online-shared,11,9,256,128,8,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.173691,0.173404,0.175247,1,17,0.123556,0.711355,1.350913
fft20-fp32_b2_p12s8_t256x128_e16x16_rec,fft20-fp32-batch2,fft20-fp32_b2_p12s8_t256x128_e16x16_rec,0,298317.9249153033,fft20-fp32,2,12x8,256x128,16x16,recurrence,direct-strided,global-scratch,2,,,,cufftdx-large-online+cufftdx-online-shared,12,8,256,128,16,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.181473,0.181228,0.181862,1,18,0.123556,0.680851,1.411439
fft20-fp32_b2_d3_3x7x10_t256x256x256_e8x16x16_tt_fg_gt256x256_ge16x16,fft20-fp32-batch2,fft20-fp32_b2_d3_3x7x10_t256x256x256_e8x16x16_tt_fg_gt256x256_ge16x16,0,304406.0458319422,fft20-fp32,3,3x7x10,256x256x256,8x16x16,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,10x10,256x256,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,10,256,256,8,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.183214,0.181105,0.183767,1,19,0.123556,0.674381,1.424980
fft20-fp32_b2_d3_4x6x10_t128x128x128_e16x16x16_tt_fg_gt128x128_ge16x16,fft20-fp32-batch2,fft20-fp32_b2_d3_4x6x10_t128x128x128_e16x16x16_tt_fg_gt128x128_ge16x16,0,304406.0458319422,fft20-fp32,3,4x6x10,128x128x128,16x16x16,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,10x10,128x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,4,10,128,128,16,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.189030,0.188785,0.189542,1,20,0.123556,0.653632,1.470215
fft20-fp32_b2_d3_3x7x10_t128x128x128_e8x16x16_tt_fg_gt128x128_ge16x16,fft20-fp32-batch2,fft20-fp32_b2_d3_3x7x10_t128x128x128_e8x16x16_tt_fg_gt128x128_ge16x16,0,304406.0458319422,fft20-fp32,3,3x7x10,128x128x128,8x16x16,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,10x10,128x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,10,128,128,8,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.189112,0.188948,0.189686,1,21,0.123556,0.653348,1.470853
fft20-fp32_b2_d3_10x7x3_t128x128x128_e16x16x8_tt_gf_gt128x128_ge16x16,fft20-fp32-batch2,fft20-fp32_b2_d3_10x7x3_t128x128x128_e16x16x8_tt_gf_gt128x128_ge16x16,0,304406.0458319422,fft20-fp32,3,10x7x3,128x128x128,16x16x8,tablextable,direct-stridedxdirect-strided,global-scratchxfused,2,10x10,128x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,10,3,128,128,16,8,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.189338,0.189153,0.189645,1,22,0.123556,0.652568,1.472611
fft20-fp32_b2_d3_7x3x10_t128x128x128_e16x8x16_tt_fg_gt128x128_ge16x16,fft20-fp32-batch2,fft20-fp32_b2_d3_7x3x10_t128x128x128_e16x8x16_tt_fg_gt128x128_ge16x16,0,304406.0458319422,fft20-fp32,3,7x3x10,128x128x128,16x8x16,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,10x10,128x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,7,10,128,128,16,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.189870,0.189194,0.195748,1,23,0.123556,0.650740,1.476749
fft20-fp32_b2_p8s12_t128x256_e16x16_rec,fft20-fp32-batch2,fft20-fp32_b2_p8s12_t128x256_e16x16_rec,0,298317.9249153033,fft20-fp32,2,8x12,128x256,16x16,recurrence,direct-strided,global-scratch,2,,,,cufftdx-online-shared+cufftdx-large-online,8,12,128,256,16,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.196710,0.194560,0.212234,1,24,0.123556,0.628112,1.529948
fft20-fp32_b2_p11s9_t256x128_e8x16_rec_ptx,fft20-fp32-batch2,fft20-fp32_b2_p11s9_t256x128_e8x16_rec_ptx,0,509007.80142380524,fft20-fp32,2,11x9,256x128,8x16,recurrence,prefix-tiled-transpose,global-scratch,2,,,,cufftdx-large-online+cufftdx-online-shared,11,9,256,128,8,16,recurrence,prefix-tiled-transpose,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.196813,0.196751,0.197284,1,25,0.123556,0.627784,1.530749
fft20-fp32_b2_d4_3x3x4x10_t512x512x512x512_e8x8x16x16_ttt_ffg_gt512x512_ge16x16,fft20-fp32-batch2,fft20-fp32_b2_d4_3x3x4x10_t512x512x512x512_e8x8x16x16_ttt_ffg_gt512x512_ge16x16,0,304406.0458319422,fft20-fp32,4,3x3x4x10,512x512x512x512,8x8x16x16,tablextablextable,direct-stridedxdirect-stridedxdirect-strided,fusedxfusedxglobal-scratch,2,10x10,512x512,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,10,512,512,8,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.204616,0.204554,0.226181,1,26,0.123556,0.603843,1.591438
fft20-fp32_b2_p12s8_t256x128_e16x16_rec_ptx,fft20-fp32-batch2,fft20-fp32_b2_p12s8_t256x128_e16x16_rec_ptx,0,298317.9249153033,fft20-fp32,2,12x8,256x128,16x16,recurrence,prefix-tiled-transpose,global-scratch,2,,,,cufftdx-large-online+cufftdx-online-shared,12,8,256,128,16,16,recurrence,prefix-tiled-transpose,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.213893,0.213094,0.215347,1,27,0.123556,0.577653,1.663592
fft20-fp32_b2_d3_6x3x11_t128x128x512_e16x8x4_tt_fg_gt128x512_ge16x4,fft20-fp32-batch2,fft20-fp32_b2_d3_6x3x11_t128x128x512_e16x8x4_tt_fg_gt128x512_ge16x4,0,803600.826392135,fft20-fp32,3,6x3x11,128x128x512,16x8x4,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,9x11,128x512,16x4,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,6,11,128,512,16,4,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.219505,0.219341,0.220283,1,28,0.123556,0.562885,1.707240
fft20-fp32_b2_d3_4x5x11_t128x128x512_e16x16x4_tt_fg_gt128x512_ge16x4,fft20-fp32-batch2,fft20-fp32_b2_d3_4x5x11_t128x128x512_e16x16x4_tt_fg_gt128x512_ge16x4,0,803600.826392135,fft20-fp32,3,4x5x11,128x128x512,16x16x4,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,9x11,128x512,16x4,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,4,11,128,512,16,4,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.219771,0.219648,0.220365,1,29,0.123556,0.562203,1.709309
fft20-fp32_b2_d3_3x6x11_t128x128x512_e8x16x4_tt_fg_gt128x512_ge16x4,fft20-fp32-batch2,fft20-fp32_b2_d3_3x6x11_t128x128x512_e8x16x4_tt_fg_gt128x512_ge16x4,0,803600.826392135,fft20-fp32,3,3x6x11,128x128x512,8x16x4,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,9x11,128x512,16x4,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,3,11,128,512,8,4,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.219976,0.219894,0.232182,1,30,0.123556,0.561679,1.710904
fft20-fp32_b2_d3_3x5x12_t128x128x512_e8x16x8_tt_fg_gt128x512_ge16x8,fft20-fp32-batch2,fft20-fp32_b2_d3_3x5x12_t128x128x512_e8x16x8_tt_fg_gt128x512_ge16x8,0,454868.7782427502,fft20-fp32,3,3x5x12,128x128x512,8x16x8,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,8x12,128x512,16x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,3,12,128,512,8,8,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.235192,0.234230,0.235540,1,31,0.123556,0.525341,1.829249
fft20-fp32_b2_d3_3x5x12_t256x256x1024_e8x16x4_tt_fg_gt256x1024_ge16x4,fft20-fp32-batch2,fft20-fp32_b2_d3_3x5x12_t256x256x1024_e8x16x4_tt_fg_gt256x1024_ge16x4,0,803600.826392135,fft20-fp32,3,3x5x12,256x256x1024,8x16x4,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,8x12,256x1024,16x4,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,3,12,256,1024,8,4,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.235500,0.235295,0.235807,1,32,0.123556,0.524654,1.831644
fft20-fp32_b2_d3_5x3x12_t128x128x512_e16x8x8_tt_fg_gt128x512_ge16x8,fft20-fp32-batch2,fft20-fp32_b2_d3_5x3x12_t128x128x512_e16x8x8_tt_fg_gt128x512_ge16x8,0,454868.7782427502,fft20-fp32,3,5x3x12,128x128x512,16x8x8,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,8x12,128x512,16x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,5,12,128,512,16,8,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.236319,0.236114,0.236360,1,33,0.123556,0.522836,1.838014
fft20-fp32_b2_d3_4x4x12_t128x128x512_e16x16x8_tt_fg_gt128x512_ge16x8,fft20-fp32-batch2,fft20-fp32_b2_d3_4x4x12_t128x128x512_e16x16x8_tt_fg_gt128x512_ge16x8,0,454868.7782427502,fft20-fp32,3,4x4x12,128x128x512,16x16x8,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,8x12,128x512,16x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,4,12,128,512,16,8,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.236667,0.236298,0.251085,1,34,0.123556,0.522067,1.840721
fft20-fp32_b2_d3_3x6x11_t256x256x1024_e8x16x2_tt_fg_gt256x1024_ge16x2,fft20-fp32-batch2,fft20-fp32_b2_d3_3x6x11_t256x256x1024_e8x16x2_tt_fg_gt256x1024_ge16x2,0,1537109.7226909043,fft20-fp32,3,3x6x11,256x256x1024,8x16x2,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,9x11,256x1024,16x2,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,3,11,256,1024,8,2,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.238592,0.238100,0.240374,1,35,0.123556,0.517855,1.855693
fft20-fp32_b2_d3_11x3x6_t256x512x512_e8x8x16_tt_gf_gt256x512_ge8x16,fft20-fp32-batch2,fft20-fp32_b2_d3_11x3x6_t256x512x512_e8x8x16_tt_gf_gt256x512_ge8x16,0,519395.7157385768,fft20-fp32,3,11x3x6,256x512x512,8x8x16,tablextable,direct-stridedxdirect-strided,global-scratchxfused,2,11x9,256x512,8x16,cufftdx-large-online+cufftdx-online-shared+cufftdx-online-shared,11,6,256,512,8,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,3,0.242196,0.241213,0.243139,1,36,0.123556,0.510149,1.883724
