case_id,group,implementation,reference,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,relative_range,central_relative_range,stability_class,correct,operator,precision,direction,normalization,placement,logN,N,performance_batch,element_stride,batch_stride,word_bits,modulus_bits,inverse,output_order,backend,compute_unit,fft_core,local_exchange,cross_twiddle,million_transforms_s,billion_points_s,comparison_basis,basis_implementation,basis_kernel_ms,throughput_vs_basis,performance_class,peak_billion_points_s,peak_batch,fraction_of_peak,saturation_fraction,saturation_batch,throughput_speedup_vs_batch1,batch_efficiency_vs_batch1,scaling_region,timing_floor_ms,timing_quality,eligible_for_saturation
fft14_cufft_b64,fft14-batch64,cuFFT,1,5,0.029419519,0.029409280,0.029583361,0.005917,0.003133,stable,1,fft,fp32,forward,none,in-place,14,16384,64,1,16384,,,,,,,,,,2.175426458,35.642187080,declared-reference,cuFFT,0.029419519,1.000000,parity,35.642187080,64,1.000000,0.900000,64,0.000000,0.000000,saturated,0.020000,stable,1
