trial,device,compute_capability,operator,precision,direction,normalization,placement,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,compute_unit,complex_multiply,cross_twiddle,direct_boundary,stage_matrices,decomposition_count,stages_per_decomposition,segment_threads,segment_ept,boundary_twiddles,boundary_layouts,boundary_residencies,execution_group_count,group_threads,group_ept,local_exchange,shared_layout,fft_core,stage_space,stage_handoff,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,hierarchical,radix4,four-mul,table,direct-strided,,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,6,0,0,0,8,256,16384,1,256,10,50,2.767584,0.198922,2.626688,82363845.671187,84.340578,21085144491.823895,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,hierarchical,radix4,four-mul,table,direct-strided,,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,256,0,0,8,8,0,0,6,0,0,0,8,256,16384,1,256,10,50,2.761088,0.220692,2.597472,74239047.866158,76.020785,19005196253.736458,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,hierarchical,radix4,four-mul,table,direct-strided,,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,256,0,0,8,8,0,0,6,0,0,0,8,256,16384,1,256,10,50,2.768672,0.220733,2.626784,74225275.736119,76.006682,19001670588.446362,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,hierarchical,radix4,four-mul,table,direct-strided,,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,256,0,0,8,8,0,0,6,0,0,0,8,256,16384,1,256,10,50,2.764160,0.220836,2.600640,74190857.743588,75.971438,18992859582.358540,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,hierarchical,radix8,four-mul,table,direct-strided,,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,6,0,0,0,8,256,16384,1,256,10,50,2.765888,0.198840,2.602304,82397775.214352,84.375322,21093830454.874073,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,hierarchical,radix8,four-mul,table,direct-strided,,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,6,0,0,0,8,256,16384,1,256,10,50,2.768480,0.198943,2.631520,82355363.024593,84.331892,21082972934.295872,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,hierarchical,radix8,four-mul,table,direct-strided,,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,6,0,0,0,8,256,16384,1,256,10,50,2.766656,0.198902,2.635136,82372317.723189,84.349253,21087313337.136330,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,hierarchical,radix8,four-mul,table,direct-strided,,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,256,0,0,8,8,0,0,6,0,0,0,8,256,16384,1,256,10,50,2.765984,0.214180,2.626592,76496460.729936,78.332376,19583093946.863663,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,hierarchical,radix8,four-mul,table,direct-strided,,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,256,0,0,8,8,0,0,6,0,0,0,8,256,16384,1,256,10,50,2.763744,0.214241,2.601632,76474524.012920,78.309913,19577478147.307644,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,hierarchical,radix8,four-mul,table,direct-strided,,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,256,0,0,8,8,0,0,6,0,0,0,8,256,16384,1,256,10,50,2.772064,0.214221,2.603424,76481838.400558,78.317403,19579350630.542858,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,online-reorder,radix2,four-mul,table,direct-strided,,2,6x2,0x0,8x8,table,direct-strided,global-scratch,2,0x0,8x8,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,6,1,0,0,8,256,16384,1,256,10,50,2.768160,1.817682,2.595648,9013678.313249,9.230007,2307501648.191699,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,online-reorder,radix2,four-mul,table,direct-strided,,2,6x2,0x0,8x8,table,direct-strided,global-scratch,2,0x0,8x8,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,6,1,0,0,8,256,16384,1,256,10,50,2.765248,1.666458,2.606496,9831632.967124,10.067592,2516898039.583783,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,online-reorder,radix2,four-mul,table,direct-strided,,2,6x2,0x0,8x8,table,direct-strided,global-scratch,2,0x0,8x8,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,6,1,0,0,8,256,16384,1,256,10,50,2.768992,1.580769,2.604224,10364573.752301,10.613324,2653330880.589156,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,online-reorder,radix2,four-mul,table,direct-strided,,2,6x2,0x0,8x8,table,direct-strided,global-scratch,2,0x0,8x8,shared,linear,scalar,0,named-barrier,256,0,0,8,8,0,0,6,1,0,0,8,256,16384,1,256,10,50,2.767296,2.173706,2.643552,7537356.841613,7.718253,1929563351.452888,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,online-reorder,radix2,four-mul,table,direct-strided,,2,6x2,0x0,8x8,table,direct-strided,global-scratch,2,0x0,8x8,shared,linear,scalar,0,named-barrier,256,0,0,8,8,0,0,6,1,0,0,8,256,16384,1,256,10,50,2.778880,2.168893,2.600288,7554082.867337,7.735381,1933845214.038301,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,online-reorder,radix2,four-mul,table,direct-strided,,2,6x2,0x0,8x8,table,direct-strided,global-scratch,2,0x0,8x8,shared,linear,scalar,0,named-barrier,256,0,0,8,8,0,0,6,1,0,0,8,256,16384,1,256,10,50,2.763456,2.168914,2.604800,7554011.454220,7.735308,1933826932.280278,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,online-reorder,radix4,four-mul,table,direct-strided,,2,6x2,0x0,8x8,table,direct-strided,global-scratch,2,0x0,8x8,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,6,1,0,0,8,256,16384,1,256,10,50,2.769312,1.578230,2.596992,10381251.295646,10.630401,2657600331.685318,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,online-reorder,radix4,four-mul,table,direct-strided,,2,6x2,0x0,8x8,table,direct-strided,global-scratch,2,0x0,8x8,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,6,1,0,0,8,256,16384,1,256,10,50,2.771296,1.578312,2.636992,10380713.408481,10.629851,2657462632.571081,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,online-reorder,radix4,four-mul,table,direct-strided,,2,6x2,0x0,8x8,table,direct-strided,global-scratch,2,0x0,8x8,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,6,1,0,0,8,256,16384,1,256,10,50,2.768032,1.578312,2.594560,10380713.408481,10.629851,2657462632.571081,0.000000,-1
