trial,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,stage_space,stage_handoff,tile_threads,local_stages,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
5,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,128,10,0,0,14,16384,256,1,16384,50,100,2.766016,0.227820,3.192928,1123696.525586,128.874507,18410643875.205944,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,14,16384,256,1,16384,50,100,2.773088,0.227369,3.100448,1125923.228622,129.129883,18447126177.741116,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,14,16384,256,1,16384,50,100,2.763200,0.227389,3.161952,1125821.924022,129.118265,18445466403.177071,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,14,16384,256,1,16384,50,100,2.763200,0.227308,3.161664,1126227.547159,129.164785,18452112132.647800,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,14,16384,256,1,16384,50,100,2.772064,0.227369,3.224800,1125923.228622,129.129883,18447126177.741116,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,14,16384,256,1,16384,50,100,2.767808,0.227441,3.311424,1125568.410413,129.089190,18441312836.213284,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,128,6,0,0,15,32768,128,1,32768,50,100,2.764960,0.485714,3.124512,263529.605338,64.765036,8635338107.703621,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,128,6,0,0,15,32768,128,1,32768,50,100,2.769760,0.485734,3.099008,263518.497299,64.762306,8634974119.484308,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,128,6,0,0,15,32768,128,1,32768,50,100,2.767968,0.485704,3.158784,263535.151623,64.766399,8635519848.387165,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,128,6,0,0,15,32768,128,1,32768,50,100,2.767232,0.485673,3.173664,263551.840397,64.770500,8636066706.143167,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,128,6,0,0,15,32768,128,1,32768,50,100,2.765120,0.485734,3.105408,263518.497299,64.762306,8634974119.484308,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,6,0,0,15,32768,128,1,32768,50,100,2.766944,0.507361,3.215840,252285.702135,62.001734,8266897887.558313,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,6,0,0,15,32768,128,1,32768,50,100,2.765600,0.507249,3.153824,252341.731236,62.015504,8268733849.144206,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,6,0,0,15,32768,128,1,32768,50,100,2.774112,0.507218,3.156128,252357.032395,62.019264,8269235237.519896,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,6,0,0,15,32768,128,1,32768,50,100,2.771360,0.507812,3.880288,252061.863906,61.946724,8259563156.463473,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,6,0,0,15,32768,128,1,32768,50,100,2.765536,0.507290,2.920192,252321.362224,62.010498,8268066397.349191,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,128,8,0,0,15,32768,128,1,32768,50,100,2.774912,0.352338,3.173088,363287.600701,89.281561,11904208099.770447,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,128,8,0,0,15,32768,128,1,32768,50,100,2.765056,0.352287,3.163776,363340.399928,89.294537,11905938224.837090,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,128,8,0,0,15,32768,128,1,32768,50,100,2.796832,0.352205,4.735168,363424.886020,89.315300,11908706665.087837,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,128,8,0,0,15,32768,128,1,32768,50,100,2.766656,0.352256,3.120000,363372.092980,89.302326,11906976742.767656,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,128,8,0,0,15,32768,128,1,32768,50,100,2.772480,0.352205,3.193568,363424.886020,89.315300,11908706665.087837,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,8,0,0,15,32768,128,1,32768,50,100,2.767936,0.351007,3.159136,364665.355729,89.620158,11949354376.537889,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,8,0,0,15,32768,128,1,32768,50,100,2.766688,0.351191,3.212640,364474.018066,89.573135,11943084623.986647,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,8,0,0,15,32768,128,1,32768,50,100,2.767264,0.350976,3.173952,364697.311324,89.628011,11950401497.463488,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,8,0,0,15,32768,128,1,32768,50,100,2.767232,0.351130,3.240960,364537.744033,89.588796,11945172796.478004,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,8,0,0,15,32768,128,1,32768,50,100,2.771360,0.350945,3.175168,364729.210574,89.635851,11951446772.086071,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,128,10,0,0,15,32768,128,1,32768,50,100,2.762752,0.270961,3.112800,472393.352786,116.095390,15479385384.107445,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,128,10,0,0,15,32768,128,1,32768,50,100,2.762720,0.271104,3.158592,472143.569674,116.034004,15471200491.091095,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,128,10,0,0,15,32768,128,1,32768,50,100,2.816640,0.270971,3.223680,472375.480105,116.090998,15478799732.094305,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,128,10,0,0,15,32768,128,1,32768,50,100,2.777184,0.271022,3.852800,472286.240850,116.069067,15475875540.172895,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,128,10,0,0,15,32768,128,1,32768,50,100,2.769216,0.271176,3.180096,472018.725274,116.003322,15467109589.771172,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,15,32768,128,1,32768,50,100,2.766144,0.270612,3.094048,473001.100410,116.244750,15499300058.250393,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,15,32768,128,1,32768,50,100,2.767584,0.270766,3.327840,472732.774620,116.178807,15490507558.755022,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,15,32768,128,1,32768,50,100,2.765376,0.270643,3.099936,472947.400471,116.231553,15497540418.626934,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,15,32768,128,1,32768,50,100,2.768736,0.270653,3.203168,472929.537917,116.227163,15496955098.475582,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,15,32768,128,1,32768,50,100,2.774400,0.270612,4.139328,473001.100410,116.244750,15499300058.250393,0.000000,-1
