candidate_id,group,implementation,reference,static_score,mapping_id,decomposition_count,stages_per_decomposition,segment_threads,segment_ept,boundary_twiddles,boundary_layouts,boundary_residencies,execution_group_count,execution_group_stages,group_threads,group_ept,processing_unit,prefix_log_n,suffix_log_n,prefix_threads,suffix_threads,prefix_ept,suffix_ept,cross_twiddle,direct_boundary,operator,precision,direction,normalization,placement,backend,fft_core,logN,N,batch,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,correct,rank,cufft_median_ms,throughput_vs_cufft,slowdown_vs_internal_best
fft20-fp32_b8_d3_7x3x10_t128x128x128_e16x8x16_tt_fg_gt128x128_ge16x16,fft20-fp32-batch8,fft20-fp32_b8_d3_7x3x10_t128x128x128_e16x8x16_tt_fg_gt128x128_ge16x16,0,1217624.1833277687,fft20-fp32,3,7x3x10,128x128x128,16x8x16,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,10x10,128x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,7,10,128,128,16,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.648499,0.648479,0.678932,1,19,0.382300,0.589515,1.632134
fft20-fp32_b8_d3_3x7x10_t128x128x128_e8x16x16_tt_fg_gt128x128_ge16x16,fft20-fp32-batch8,fft20-fp32_b8_d3_3x7x10_t128x128x128_e8x16x16_tt_fg_gt128x128_ge16x16,0,1217624.1833277687,fft20-fp32,3,3x7x10,128x128x128,8x16x16,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,10x10,128x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,10,128,128,8,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.648561,0.647926,0.648581,1,20,0.382300,0.589459,1.632290
fft20-fp32_b8_d3_10x7x3_t128x128x128_e16x16x8_tt_gf_gt128x128_ge16x16,fft20-fp32-batch8,fft20-fp32_b8_d3_10x7x3_t128x128x128_e16x16x8_tt_gf_gt128x128_ge16x16,0,1217624.1833277687,fft20-fp32,3,10x7x3,128x128x128,16x16x8,tablextable,direct-stridedxdirect-strided,global-scratchxfused,2,10x10,128x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,10,3,128,128,16,8,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.648561,0.648499,0.706294,1,21,0.382300,0.589459,1.632290
fft20-fp32_b8_d3_4x6x10_t128x128x128_e16x16x16_tt_fg_gt128x128_ge16x16,fft20-fp32-batch8,fft20-fp32_b8_d3_4x6x10_t128x128x128_e16x16x16_tt_fg_gt128x128_ge16x16,0,1217624.1833277687,fft20-fp32,3,4x6x10,128x128x128,16x16x16,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,10x10,128x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,4,10,128,128,16,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.649155,0.648745,0.651141,1,22,0.382300,0.588919,1.633785
fft20-fp32_b8_p12s8_t256x128_e16x16_rec,fft20-fp32-batch8,fft20-fp32_b8_p12s8_t256x128_e16x16_rec,0,1193271.6996612132,fft20-fp32,2,12x8,256x128,16x16,recurrence,direct-strided,global-scratch,2,,,,cufftdx-large-online+cufftdx-online-shared,12,8,256,128,16,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.653230,0.652861,0.653230,1,23,0.382300,0.585246,1.644041
fft20-fp32_b8_p11s9_t256x128_e8x16_rec,fft20-fp32-batch8,fft20-fp32_b8_p11s9_t256x128_e8x16_rec,0,2036031.205695221,fft20-fp32,2,11x9,256x128,8x16,recurrence,direct-strided,global-scratch,2,,,,cufftdx-large-online+cufftdx-online-shared,11,9,256,128,8,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.675758,0.674222,0.677335,1,24,0.382300,0.565735,1.700739
fft20-fp32_b8_d3_3x6x11_t128x128x512_e8x16x4_tt_fg_gt128x512_ge16x4,fft20-fp32-batch8,fft20-fp32_b8_d3_3x6x11_t128x128x512_e8x16x4_tt_fg_gt128x512_ge16x4,0,3214403.30556854,fft20-fp32,3,3x6x11,128x128x512,8x16x4,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,9x11,128x512,16x4,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,3,11,128,512,8,4,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.738222,0.737956,0.739144,1,25,0.382300,0.517866,1.857948
fft20-fp32_b8_d3_4x5x11_t128x128x512_e16x16x4_tt_fg_gt128x512_ge16x4,fft20-fp32-batch8,fft20-fp32_b8_d3_4x5x11_t128x128x512_e16x16x4_tt_fg_gt128x512_ge16x4,0,3214403.30556854,fft20-fp32,3,4x5x11,128x128x512,16x16x4,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,9x11,128x512,16x4,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,4,11,128,512,16,4,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.738632,0.738202,0.739410,1,26,0.382300,0.517578,1.858979
fft20-fp32_b8_d3_6x3x11_t128x128x512_e16x8x4_tt_fg_gt128x512_ge16x4,fft20-fp32-batch8,fft20-fp32_b8_d3_6x3x11_t128x128x512_e16x8x4_tt_fg_gt128x512_ge16x4,0,3214403.30556854,fft20-fp32,3,6x3x11,128x128x512,16x8x4,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,9x11,128x512,16x4,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,6,11,128,512,16,4,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.738939,0.737915,0.739512,1,27,0.382300,0.517363,1.859752
fft20-fp32_b8_p11s9_t256x128_e8x16_rec_ptx,fft20-fp32-batch8,fft20-fp32_b8_p11s9_t256x128_e8x16_rec_ptx,0,2036031.205695221,fft20-fp32,2,11x9,256x128,8x16,recurrence,prefix-tiled-transpose,global-scratch,2,,,,cufftdx-large-online+cufftdx-online-shared,11,9,256,128,8,16,recurrence,prefix-tiled-transpose,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.739471,0.737710,0.741089,1,28,0.382300,0.516991,1.861091
fft20-fp32_b8_p8s12_t128x256_e16x16_rec,fft20-fp32-batch8,fft20-fp32_b8_p8s12_t128x256_e16x16_rec,0,1193271.6996612132,fft20-fp32,2,8x12,128x256,16x16,recurrence,direct-strided,global-scratch,2,,,,cufftdx-online-shared+cufftdx-large-online,8,12,128,256,16,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.742564,0.731976,0.770908,1,29,0.382300,0.514838,1.868875
fft20-fp32_b8_d3_3x5x12_t256x256x1024_e8x16x4_tt_fg_gt256x1024_ge16x4,fft20-fp32-batch8,fft20-fp32_b8_d3_3x5x12_t256x256x1024_e8x16x4_tt_fg_gt256x1024_ge16x4,0,3214403.30556854,fft20-fp32,3,3x5x12,256x256x1024,8x16x4,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,8x12,256x1024,16x4,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,3,12,256,1024,8,4,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.753787,0.751718,0.839619,1,30,0.382300,0.507172,1.897121
fft20-fp32_b8_d3_3x6x11_t256x256x1024_e8x16x2_tt_fg_gt256x1024_ge16x2,fft20-fp32-batch8,fft20-fp32_b8_d3_3x6x11_t256x256x1024_e8x16x2_tt_fg_gt256x1024_ge16x2,0,6148438.890763617,fft20-fp32,3,3x6x11,256x256x1024,8x16x2,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,9x11,256x1024,16x2,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,3,11,256,1024,8,2,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.765297,0.763208,0.767877,1,31,0.382300,0.499545,1.926090
fft20-fp32_b8_p12s8_t256x128_e16x16_rec_ptx,fft20-fp32-batch8,fft20-fp32_b8_p12s8_t256x128_e16x16_rec_ptx,0,1193271.6996612132,fft20-fp32,2,12x8,256x128,16x16,recurrence,prefix-tiled-transpose,global-scratch,2,,,,cufftdx-large-online+cufftdx-online-shared,12,8,256,128,16,16,recurrence,prefix-tiled-transpose,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.854364,0.832778,0.882381,1,32,0.382300,0.447467,2.150252
fft20-fp32_b8_d3_11x3x6_t256x512x512_e8x8x16_tt_gf_gt256x512_ge8x16,fft20-fp32-batch8,fft20-fp32_b8_d3_11x3x6_t256x512x512_e8x8x16_tt_gf_gt256x512_ge8x16,0,2077582.862954307,fft20-fp32,3,11x3x6,256x512x512,8x8x16,tablextable,direct-stridedxdirect-strided,global-scratchxfused,2,11x9,256x512,8x16,cufftdx-large-online+cufftdx-online-shared+cufftdx-online-shared,11,6,256,512,8,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.860262,0.858931,0.861614,1,33,0.382300,0.444399,2.165096
fft20-fp32_b8_d3_5x3x12_t128x128x512_e16x8x8_tt_fg_gt128x512_ge16x8,fft20-fp32-batch8,fft20-fp32_b8_d3_5x3x12_t128x128x512_e16x8x8_tt_fg_gt128x512_ge16x8,0,1819475.1129710008,fft20-fp32,3,5x3x12,128x128x512,16x8x8,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,8x12,128x512,16x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,5,12,128,512,16,8,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.872202,0.871711,0.887235,1,34,0.382300,0.438316,2.195147
fft20-fp32_b8_d3_3x5x12_t128x128x512_e8x16x8_tt_fg_gt128x512_ge16x8,fft20-fp32-batch8,fft20-fp32_b8_d3_3x5x12_t128x128x512_e8x16x8_tt_fg_gt128x512_ge16x8,0,1819475.1129710008,fft20-fp32,3,3x5x12,128x128x512,8x16x8,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,8x12,128x512,16x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,3,12,128,512,8,8,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.882053,0.880927,0.885514,1,35,0.382300,0.433421,2.219939
fft20-fp32_b8_d3_4x4x12_t128x128x512_e16x16x8_tt_fg_gt128x512_ge16x8,fft20-fp32-batch8,fft20-fp32_b8_d3_4x4x12_t128x128x512_e16x16x8_tt_fg_gt128x512_ge16x8,0,1819475.1129710008,fft20-fp32,3,4x4x12,128x128x512,16x16x8,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,8x12,128x512,16x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,4,12,128,512,16,8,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.883466,0.874967,0.886866,1,36,0.382300,0.432727,2.223496
fft20-fp32_b8_d4_8x3x3x6_t512x512x512x512_e16x8x8x16_ttt_gff_gt512x256_ge16x16,fft20-fp32-batch8,fft20-fp32_b8_d4_8x3x3x6_t512x512x512x512_e16x8x8x16_ttt_gff_gt512x256_ge16x16,0,1217624.1833277687,fft20-fp32,4,8x3x3x6,512x512x512x512,16x8x8x16,tablextablextable,direct-stridedxdirect-stridedxdirect-strided,global-scratchxfusedxfused,2,8x12,512x256,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,8,6,512,512,16,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.940708,0.929403,1.011999,1,37,0.382300,0.406396,2.367562
fft20-fp32_b8_d3_3x5x12_t512x512x256_e8x16x16_tt_fg_gt512x256_ge16x16,fft20-fp32-batch8,fft20-fp32_b8_d3_3x5x12_t512x512x256_e8x16x16_tt_fg_gt512x256_ge16x16,0,1217624.1833277687,fft20-fp32,3,3x5x12,512x512x256,8x16x16,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,8x12,512x256,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,3,12,512,256,8,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.977388,0.956396,0.982671,1,38,0.382300,0.391145,2.459877
fft20-fp32_b8_d3_8x3x9_t512x512x512_e16x8x16_tt_gf_gt512x256_ge16x16,fft20-fp32-batch8,fft20-fp32_b8_d3_8x3x9_t512x512x512_e16x8x16_tt_gf_gt512x256_ge16x16,0,1217624.1833277687,fft20-fp32,3,8x3x9,512x512x512,16x8x16,tablextable,direct-stridedxdirect-strided,global-scratchxfused,2,8x12,512x256,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,8,9,512,512,16,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.981279,0.969400,0.999322,1,39,0.382300,0.389594,2.469670
fft20-fp32_b8_d4_3x5x3x9_t512x512x512x512_e8x16x8x16_ttt_fgf_gt512x256_ge16x16,fft20-fp32-batch8,fft20-fp32_b8_d4_3x5x3x9_t512x512x512x512_e8x16x8x16_ttt_fgf_gt512x256_ge16x16,0,1217624.1833277687,fft20-fp32,4,3x5x3x9,512x512x512x512,8x16x8x16,tablextablextable,direct-stridedxdirect-stridedxdirect-strided,fusedxglobal-scratchxfused,2,8x12,512x256,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,9,512,512,8,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,0.995123,0.947057,1.019863,1,40,0.382300,0.384174,2.504513
fft20-fp32_b8_d3_3x11x6_t128x512x128_e8x4x16_tt_gg,fft20-fp32-batch8,fft20-fp32_b8_d3_3x11x6_t128x512x128_e8x4x16_tt_gg,0,4718592.0,fft20-fp32,3,3x11x6,128x512x128,8x4x16,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,3,6,128,128,8,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,1.412690,1.410847,1.412792,1,41,0.382300,0.270618,3.555440
fft20-fp32_b8_d3_3x12x5_t128x512x128_e8x8x16_tt_gg,fft20-fp32-batch8,fft20-fp32_b8_d3_3x12x5_t128x512x128_e8x8x16_tt_gg,0,3264773.0703567686,fft20-fp32,3,3x12x5,128x512x128,8x8x16,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,3,5,128,128,8,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,1.489244,1.489039,1.489572,1,42,0.382300,0.256707,3.748110
fft20-fp32_b8_d3_4x4x12_t512x512x256_e16x16x16_tt_gg,fft20-fp32-batch8,fft20-fp32_b8_d3_4x4x12_t512x512x256_e16x16x16_tt_gg,0,1758790.4870289993,fft20-fp32,3,4x4x12,512x512x256,16x16x16,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,4,12,512,256,16,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,1.594470,1.593979,1.595822,1,43,0.382300,0.239766,4.012941
fft20-fp32_b8_d3_4x11x5_t128x512x128_e16x4x16_tt_gg,fft20-fp32-batch8,fft20-fp32_b8_d3_4x11x5_t128x512x128_e16x4x16_tt_gg,0,3932160.0,fft20-fp32,3,4x11x5,128x512x128,16x4x16,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,4,5,128,128,16,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,1.627177,1.623593,1.691771,1,44,0.382300,0.234947,4.095258
fft20-fp32_b8_d3_6x11x3_t128x512x128_e16x4x8_tt_gg,fft20-fp32-batch8,fft20-fp32_b8_d3_6x11x3_t128x512x128_e16x4x8_tt_gg,0,4438937.898166079,fft20-fp32,3,6x11x3,128x512x128,16x4x8,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,6,3,128,128,16,8,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,1.690685,1.688146,1.690911,1,45,0.382300,0.226121,4.255094
fft20-fp32_b8_d3_5x12x3_t128x512x128_e16x8x8_tt_gg,fft20-fp32-batch8,fft20-fp32_b8_d3_5x12x3_t128x512x128_e16x8x8_tt_gg,0,2939152.10556854,fft20-fp32,3,5x12x3,128x512x128,16x8x8,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,5,3,128,128,16,8,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,1.716019,1.715671,1.717248,1,46,0.382300,0.222783,4.318854
fft20-fp32_b8_d4_4x4x4x8_t512x512x512x512_e16x16x16x16_ttt_ggg,fft20-fp32-batch8,fft20-fp32_b8_d4_4x4x4x8_t512x512x512x512_e16x16x16x16_ttt_ggg,0,2299956.79073023,fft20-fp32,4,4x4x4x8,512x512x512x512,16x16x16x16,tablextablextable,direct-stridedxdirect-stridedxdirect-strided,global-scratchxglobal-scratchxglobal-scratch,4,,,,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,4,8,512,512,16,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,1.799844,1.799229,1.800049,1,47,0.382300,0.212407,4.529824
fft20-fp32_b8_d3_4x12x4_t128x512x128_e16x8x16_tt_gg,fft20-fp32-batch8,fft20-fp32_b8_d3_4x12x4_t128x512x128_e16x8x16_tt_gg,0,2451046.4000000004,fft20-fp32,3,4x12x4,128x512x128,16x8x16,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,4,4,128,128,16,16,table,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,3,2.036408,2.036285,2.039829,1,48,0.382300,0.187733,5.125205
fft20-fp32_b16_d4_3x3x4x10_t512x512x512x512_e8x8x16x16_rrr_ffg_gt256x128_ge16x16,fft20-fp32-batch16,fft20-fp32_b16_d4_3x3x4x10_t512x512x512x512_e8x8x16x16_rrr_ffg_gt256x128_ge16x16,0,2435248.3666555374,fft20-fp32,4,3x3x4x10,512x512x512x512,8x8x16x16,recurrencexrecurrencexrecurrence,direct-stridedxdirect-stridedxdirect-strided,fusedxfusedxglobal-scratch,2,10x10,256x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,10,512,512,8,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,3,0.764334,0.763044,0.768348,1,1,0.729416,0.954316,1.000000
fft20-fp32_b16_d3_10x3x7_t512x512x512_e16x8x16_rr_gf_gt256x128_ge16x16,fft20-fp32-batch16,fft20-fp32_b16_d3_10x3x7_t512x512x512_e16x8x16_rr_gf_gt256x128_ge16x16,0,2435248.3666555374,fft20-fp32,3,10x3x7,512x512x512,16x8x16,recurrencexrecurrence,direct-stridedxdirect-strided,global-scratchxfused,2,10x10,256x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,10,7,512,512,16,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,3,0.764600,0.763904,0.765194,1,2,0.729416,0.953984,1.000348
fft20-fp32_b16_p10s10_t256x128_e16x16_rec,fft20-fp32-batch16,fft20-fp32_b16_p10s10_t256x128_e16x16_rec,0,2386543.3993224264,fft20-fp32,2,10x10,256x128,16x16,recurrence,direct-strided,global-scratch,2,,,,cufftdx-online-shared+cufftdx-online-shared,10,10,256,128,16,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,3,0.764703,0.763494,0.764805,1,3,0.729416,0.953855,1.000483
fft20-fp32_b16_d4_3x7x3x7_t512x512x512x512_e8x16x8x16_rrr_fgf_gt256x128_ge16x16,fft20-fp32-batch16,fft20-fp32_b16_d4_3x7x3x7_t512x512x512x512_e8x16x8x16_rrr_fgf_gt256x128_ge16x16,0,2435248.3666555374,fft20-fp32,4,3x7x3x7,512x512x512x512,8x16x8x16,recurrencexrecurrencexrecurrence,direct-stridedxdirect-stridedxdirect-strided,fusedxglobal-scratchxfused,2,10x10,256x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,7,512,512,8,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,3,0.765030,0.763720,0.765911,1,4,0.729416,0.953448,1.000911
fft20-fp32_b16_d4_10x3x3x4_t512x512x512x512_e16x8x8x16_rrr_gff_gt256x128_ge16x16,fft20-fp32-batch16,fft20-fp32_b16_d4_10x3x3x4_t512x512x512x512_e16x8x8x16_rrr_gff_gt256x128_ge16x16,0,2435248.3666555374,fft20-fp32,4,10x3x3x4,512x512x512x512,16x8x8x16,recurrencexrecurrencexrecurrence,direct-stridedxdirect-stridedxdirect-strided,global-scratchxfusedxfused,2,10x10,256x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,10,4,512,512,16,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,3,0.765645,0.763208,0.765809,1,5,0.729416,0.952682,1.001715
fft20-fp32_b16_d3_3x7x10_t512x512x512_e8x16x16_rr_fg_gt256x128_ge16x16,fft20-fp32-batch16,fft20-fp32_b16_d3_3x7x10_t512x512x512_e8x16x16_rr_fg_gt256x128_ge16x16,0,2435248.3666555374,fft20-fp32,3,3x7x10,512x512x512,8x16x16,recurrencexrecurrence,direct-stridedxdirect-strided,fusedxglobal-scratch,2,10x10,256x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,10,512,512,8,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,3,0.766464,0.764477,0.766484,1,6,0.729416,0.951664,1.002787
fft20-fp32_b16_d3_3x7x10_t512x512x512_e8x16x16_rr_fg_gt512x512_ge8x8,fft20-fp32-batch16,fft20-fp32_b16_d3_3x7x10_t512x512x512_e8x16x16_rr_fg_gt512x512_ge8x8,0,4870496.733311075,fft20-fp32,3,3x7x10,512x512x512,8x16x16,recurrencexrecurrence,direct-stridedxdirect-strided,fusedxglobal-scratch,2,10x10,512x512,8x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,10,512,512,8,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,3,0.828989,0.828539,0.831304,1,7,0.729416,0.879886,1.084590
fft20-fp32_b16_p10s10_t512x512_e8x8_rec,fft20-fp32-batch16,fft20-fp32_b16_p10s10_t512x512_e8x8_rec,0,4773086.798644853,fft20-fp32,2,10x10,512x512,8x8,recurrence,direct-strided,global-scratch,2,,,,cufftdx-online-shared+cufftdx-online-shared,10,10,512,512,8,8,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,3,0.829174,0.828928,0.832041,1,8,0.729416,0.879690,1.084832
fft20-fp32_b16_d4_3x3x4x10_t512x512x512x512_e8x8x16x16_rrr_ffg_gt512x512_ge8x8,fft20-fp32-batch16,fft20-fp32_b16_d4_3x3x4x10_t512x512x512x512_e8x8x16x16_rrr_ffg_gt512x512_ge8x8,0,4870496.733311075,fft20-fp32,4,3x3x4x10,512x512x512x512,8x8x16x16,recurrencexrecurrencexrecurrence,direct-stridedxdirect-stridedxdirect-strided,fusedxfusedxglobal-scratch,2,10x10,512x512,8x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,10,512,512,8,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,3,0.829235,0.825364,0.832819,1,9,0.729416,0.879625,1.084912
fft20-fp32_b16_d4_3x7x3x7_t512x512x512x512_e8x16x8x16_rrr_fgf_gt512x512_ge8x8,fft20-fp32-batch16,fft20-fp32_b16_d4_3x7x3x7_t512x512x512x512_e8x16x8x16_rrr_fgf_gt512x512_ge8x8,0,4870496.733311075,fft20-fp32,4,3x7x3x7,512x512x512x512,8x16x8x16,recurrencexrecurrencexrecurrence,direct-stridedxdirect-stridedxdirect-strided,fusedxglobal-scratchxfused,2,10x10,512x512,8x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,7,512,512,8,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,3,0.829931,0.824177,0.831263,1,10,0.729416,0.878888,1.085822
fft20-fp32_b16_d3_10x3x7_t512x512x512_e16x8x16_rr_gf_gt512x512_ge8x8,fft20-fp32-batch16,fft20-fp32_b16_d3_10x3x7_t512x512x512_e16x8x16_rr_gf_gt512x512_ge8x8,0,4870496.733311075,fft20-fp32,3,10x3x7,512x512x512,16x8x16,recurrencexrecurrence,direct-stridedxdirect-strided,global-scratchxfused,2,10x10,512x512,8x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,10,7,512,512,16,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,3,0.831775,0.829338,0.836301,1,11,0.729416,0.876939,1.088235
fft20-fp32_b16_d4_10x3x3x4_t512x512x512x512_e16x8x8x16_rrr_gff_gt512x512_ge8x8,fft20-fp32-batch16,fft20-fp32_b16_d4_10x3x3x4_t512x512x512x512_e16x8x8x16_rrr_gff_gt512x512_ge8x8,0,4870496.733311075,fft20-fp32,4,10x3x3x4,512x512x512x512,16x8x8x16,recurrencexrecurrencexrecurrence,direct-stridedxdirect-stridedxdirect-strided,global-scratchxfusedxfused,2,10x10,512x512,8x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,10,4,512,512,16,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,3,0.833864,0.831611,0.834109,1,12,0.729416,0.874742,1.090968
fft20-fp32_b16_p10s10_t128x128_e16x16_rec,fft20-fp32-batch16,fft20-fp32_b16_p10s10_t128x128_e16x16_rec,0,2386543.3993224264,fft20-fp32,2,10x10,128x128,16x16,recurrence,direct-strided,global-scratch,2,,,,cufftdx-online-shared+cufftdx-online-shared,10,10,128,128,16,16,recurrence,direct-strided,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,3,0.867144,0.867103,0.867717,1,13,0.729416,0.841171,1.134509
