trial,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,stage_space,stage_handoff,tile_threads,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,20,1048576,4,1,1048576,50,100,2.781056,0.488264,2.607968,8192.295011,85.902439,8590243933.059601,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,20,1048576,4,1,1048576,50,100,2.765184,0.488264,2.594496,8192.295011,85.902439,8590243933.059601,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,20,1048576,4,1,1048576,50,100,2.783200,0.488059,2.626720,8195.732200,85.938481,8593848086.908228,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,20,1048576,4,1,1048576,50,100,2.764864,0.488274,2.597088,8192.123002,85.900636,8590063568.784540,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,20,1048576,4,1,1048576,50,100,2.782208,0.488202,2.600512,8193.325715,85.913247,8591324704.414026,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,50,100,2.776160,0.319816,2.605568,12507.204717,131.147547,13114754693.643126,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,50,100,2.764288,0.319764,2.596448,12509.206193,131.168534,13116853393.510761,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,50,100,2.764320,0.319795,2.600576,12508.004298,131.155931,13115593115.181173,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,50,100,2.763552,0.319724,2.602400,12510.809468,131.185345,13118534549.026527,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,50,100,2.765216,0.319795,2.602624,12508.004298,131.155931,13115593115.181173,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,20,1048576,4,1,1048576,50,100,5.449728,1.199616,5.108736,3334.400466,34.963723,3496372302.556228,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,20,1048576,4,1,1048576,50,100,5.456096,1.199647,5.105152,3334.314980,34.962827,3496282664.153525,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,20,1048576,4,1,1048576,50,100,5.452864,1.199288,5.105856,3335.311261,34.973273,3497327341.052606,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,20,1048576,4,1,1048576,50,100,5.456288,1.199913,5.103936,3333.575280,34.955070,3495507032.302002,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,20,1048576,4,1,1048576,50,100,5.455520,1.199329,5.131968,3335.197550,34.972081,3497208106.514227,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,50,100,5.453696,0.640532,5.147264,6244.804771,65.481524,6548152407.981462,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,50,100,5.463328,0.640133,5.121344,6248.700051,65.522369,6552236904.665440,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,50,100,5.462208,0.640174,5.108192,6248.300356,65.518178,6551817794.360495,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,50,100,5.453984,0.640307,5.110880,6247.000975,65.504553,6550455293.872706,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,50,100,5.459360,0.639304,5.118368,6256.807365,65.607380,6560738039.577331,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,cufft,auto,0,named-barrier,0,0,0,0,0,20,1048576,4,1,1048576,50,100,5.463712,0.209613,5.115968,19082.803951,200.097702,20009770236.183624,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,cufft,auto,0,named-barrier,0,0,0,0,0,20,1048576,4,1,1048576,50,100,5.451296,0.209684,5.103872,19076.279690,200.029291,20002929052.339420,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,cufft,auto,0,named-barrier,0,0,0,0,0,20,1048576,4,1,1048576,50,100,5.450720,0.209469,5.105024,19095.864513,200.234652,20023465227.541992,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,cufft,auto,0,named-barrier,0,0,0,0,0,20,1048576,4,1,1048576,50,100,5.452896,0.209961,5.102784,19051.161439,199.765907,19976590656.657753,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,cufft,auto,0,named-barrier,0,0,0,0,0,20,1048576,4,1,1048576,50,100,5.456672,0.209623,5.106688,19081.872028,200.087930,20008793044.101734,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,20,1048576,4,1,1048576,50,100,2.761728,0.487025,2.625728,8213.136394,86.120977,8612097707.707262,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,20,1048576,4,1,1048576,50,100,2.762656,0.487004,2.597568,8213.482186,86.124603,8612460296.873146,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,20,1048576,4,1,1048576,50,100,2.761696,0.486922,2.600736,8214.864137,86.139094,8613909377.248529,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,20,1048576,4,1,1048576,50,100,2.764032,0.487004,2.607936,8213.482186,86.124603,8612460296.873146,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,20,1048576,4,1,1048576,50,100,2.764512,0.486922,2.597472,8214.864137,86.139094,8613909377.248529,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,50,100,2.761760,0.319549,2.597088,12517.624763,131.256809,13125680903.847870,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,50,100,2.764928,0.319488,2.599840,12520.032484,131.282056,13128205582.313379,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,50,100,2.761664,0.319478,2.599424,12520.433083,131.286256,13128625640.020540,0.000000,-1
