rank,operator,precision,direction,normalization,placement,logN,N,batch,element_stride,batch_stride,backend,compute_unit,stage_space,tile_threads,local_stages,reorder_columns,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
1,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,10,16,0,0,named-barrier,1,0.299076,0.299076,0.299076,84.145174,1.000000
2,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,9,16,0,0,named-barrier,1,0.302080,0.302080,0.302080,83.308473,1.010044
3,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,10,16,0,0,named-barrier,1,0.310613,0.310613,0.310613,81.019780,1.038575
4,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,9,16,0,0,named-barrier,1,0.319556,0.319556,0.319556,78.752403,1.068478
5,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,8,4,0,0,named-barrier,1,0.325564,0.325564,0.325564,77.299218,1.088566
6,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,8,4,0,0,named-barrier,1,0.330923,0.330923,0.330923,76.047448,1.106485
7,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,9,16,0,0,named-barrier,1,0.331401,0.331401,0.331401,75.937794,1.108083
8,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,9,8,0,0,named-barrier,1,0.332493,0.332493,0.332493,75.688328,1.111734
9,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,9,8,0,0,named-barrier,1,0.338773,0.338773,0.338773,74.285137,1.132732
10,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,9,16,0,0,named-barrier,1,0.339797,0.339797,0.339797,74.061273,1.136156
11,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,10,16,0,0,named-barrier,1,0.341094,0.341094,0.341094,73.779645,1.140493
12,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,8,4,0,0,named-barrier,1,0.346146,0.346146,0.346146,72.702889,1.157385
13,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,9,8,0,0,named-barrier,1,0.352666,0.352666,0.352666,71.358884,1.179185
14,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,10,16,0,0,named-barrier,1,0.362974,0.362974,0.362974,69.332330,1.213651
15,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,8,8,0,0,named-barrier,1,0.373999,0.373999,0.373999,67.288490,1.250515
16,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,8,16,0,0,named-barrier,1,0.374886,0.374886,0.374886,67.129201,1.253481
17,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,8,16,0,0,named-barrier,1,0.375569,0.375569,0.375569,67.007184,1.255764
18,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,8,8,0,0,named-barrier,1,0.377003,0.377003,0.377003,66.752378,1.260559
19,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,8,16,0,0,named-barrier,1,0.377890,0.377890,0.377890,66.595609,1.263525
20,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,6,1,0,0,named-barrier,1,0.381303,0.381303,0.381303,65.999464,1.274937
21,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,8,8,0,0,named-barrier,1,0.382157,0.382157,0.382157,65.852092,1.277792
22,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,10,8,0,0,named-barrier,1,0.388949,0.388949,0.388949,64.702062,1.300502
23,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,6,1,0,0,named-barrier,1,0.390997,0.390997,0.390997,64.363157,1.307350
24,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,8,16,0,0,named-barrier,1,0.391612,0.391612,0.391612,64.262182,1.309406
25,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,6,2,0,0,named-barrier,1,0.396425,0.396425,0.396425,63.482000,1.325499
26,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,6,1,0,0,named-barrier,1,0.396766,0.396766,0.396766,63.427393,1.326639
27,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,6,2,0,0,named-barrier,1,0.398165,0.398165,0.398165,63.204461,1.331317
28,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,8,8,0,0,named-barrier,1,0.400521,0.400521,0.400521,62.832794,1.339195
29,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,10,8,0,0,named-barrier,1,0.402807,0.402807,0.402807,62.476065,1.346838
30,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,6,4,0,0,named-barrier,1,0.402944,0.402944,0.402944,62.454892,1.347296
31,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,6,4,0,0,named-barrier,1,0.403115,0.403115,0.403115,62.428449,1.347868
32,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,6,4,0,0,named-barrier,1,0.403490,0.403490,0.403490,62.370359,1.349122
33,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,6,8,0,0,named-barrier,1,0.407313,0.407313,0.407313,61.784969,1.361905
34,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,6,4,0,0,named-barrier,1,0.407654,0.407654,0.407654,61.733232,1.363045
35,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,6,8,0,0,named-barrier,1,0.407927,0.407927,0.407927,61.691906,1.363958
36,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,8,2,0,0,named-barrier,1,0.411511,0.411511,0.411511,61.154614,1.375941
37,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,8,2,0,0,named-barrier,1,0.412023,0.412023,0.412023,61.078616,1.377653
38,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,6,2,0,0,named-barrier,1,0.413764,0.413764,0.413764,60.821646,1.383474
39,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,8,2,0,0,named-barrier,1,0.413764,0.413764,0.413764,60.821646,1.383474
40,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,6,16,0,0,named-barrier,1,0.415744,0.415744,0.415744,60.532023,1.390095
41,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,6,2,0,0,named-barrier,1,0.415949,0.415949,0.415949,60.502214,1.390780
42,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,6,8,0,0,named-barrier,1,0.415983,0.415983,0.415983,60.497251,1.390894
43,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,9,8,0,0,named-barrier,1,0.416529,0.416529,0.416529,60.417931,1.392720
44,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,6,16,0,0,named-barrier,1,0.421001,0.421001,0.421001,59.776227,1.407672
45,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,6,8,0,0,named-barrier,1,0.425233,0.425233,0.425233,59.181249,1.421823
46,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,9,4,0,0,named-barrier,1,0.425609,0.425609,0.425609,59.129038,1.423080
47,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,6,16,0,0,named-barrier,1,0.440730,0.440730,0.440730,57.100373,1.473639
48,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,9,4,0,0,named-barrier,1,0.441583,0.441583,0.441583,56.990027,1.476491
49,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,6,1,0,0,named-barrier,1,0.443938,0.443938,0.443938,56.687682,1.484365
50,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,10,8,0,0,named-barrier,1,0.454144,0.454144,0.454144,55.413754,1.518490
51,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,9,4,0,0,named-barrier,1,0.455202,0.455202,0.455202,55.284943,1.522028
52,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,10,8,0,0,named-barrier,1,0.458035,0.458035,0.458035,54.942991,1.531500
53,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,8,4,0,0,named-barrier,1,0.481792,0.481792,0.481792,52.233794,1.610935
54,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,6,16,0,0,named-barrier,1,0.502340,0.502340,0.502340,50.097167,1.679640
55,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,8,2,0,0,named-barrier,1,0.549205,0.549205,0.549205,45.822247,1.836339
56,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,9,4,0,0,named-barrier,1,0.559957,0.559957,0.559957,44.942396,1.872290
57,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,10,4,0,0,named-barrier,1,0.573406,0.573406,0.573406,43.888327,1.917258
58,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,10,4,0,0,named-barrier,1,0.588220,0.588220,0.588220,42.783035,1.966791
59,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,8,1,0,0,named-barrier,1,0.595558,0.595558,0.595558,42.255846,1.991327
60,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,8,1,0,0,named-barrier,1,0.596446,0.596446,0.596446,42.192973,1.994296
61,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,8,1,0,0,named-barrier,1,0.598562,0.598562,0.598562,42.043796,2.001371
62,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,9,2,0,0,named-barrier,1,0.632252,0.632252,0.632252,39.803487,2.114018
63,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,10,4,0,0,named-barrier,1,0.640751,0.640751,0.640751,39.275516,2.142435
64,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,9,2,0,0,named-barrier,1,0.648704,0.648704,0.648704,38.794002,2.169027
65,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,9,2,0,0,named-barrier,1,0.662494,0.662494,0.662494,37.986500,2.215136
66,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,10,4,0,0,named-barrier,1,0.716220,0.716220,0.716220,35.137016,2.394776
67,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,8,1,0,0,named-barrier,1,0.857668,0.857668,0.857668,29.342143,2.867726
68,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,9,2,0,0,named-barrier,1,0.891051,0.891051,0.891051,28.242866,2.979346
69,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,10,2,0,0,named-barrier,1,0.943377,0.943377,0.943377,26.676315,3.154305
70,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,10,2,0,0,named-barrier,1,0.957508,0.957508,0.957508,26.282618,3.201554
71,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,10,2,0,0,named-barrier,1,1.009289,1.009289,1.009289,24.934221,3.374691
72,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,9,1,0,0,named-barrier,1,1.047006,1.047006,1.047006,24.035991,3.500802
73,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,9,1,0,0,named-barrier,1,1.064209,1.064209,1.064209,23.647443,3.558323
74,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,9,1,0,0,named-barrier,1,1.101722,1.101722,1.101722,22.842273,3.683753
75,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,10,2,0,0,named-barrier,1,1.227059,1.227059,1.227059,20.509056,4.102833
76,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,9,1,0,0,named-barrier,1,1.552691,1.552691,1.552691,16.207875,5.191627
77,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,10,1,0,0,named-barrier,1,1.682603,1.682603,1.682603,14.956487,5.626005
78,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,10,1,0,0,named-barrier,1,1.724860,1.724860,1.724860,14.590070,5.767297
79,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,10,1,0,0,named-barrier,1,1.950686,1.950686,1.950686,12.901013,6.522376
80,fft,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,10,1,0,0,named-barrier,1,2.237713,2.237713,2.237713,11.246225,7.482088
1,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,10,16,0,0,named-barrier,1,0.355669,0.355669,0.355669,82.548941,1.000000
2,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,10,16,0,0,named-barrier,1,0.359049,0.359049,0.359049,81.772036,1.009503
3,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,10,16,0,0,named-barrier,1,0.362155,0.362155,0.362155,81.070689,1.018236
4,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,10,8,0,0,named-barrier,1,0.366899,0.366899,0.366899,80.022329,1.031574
5,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,10,8,0,0,named-barrier,1,0.369493,0.369493,0.369493,79.460508,1.038868
6,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,10,4,0,0,named-barrier,1,0.373555,0.373555,0.373555,78.596488,1.050288
7,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,10,8,0,0,named-barrier,1,0.382805,0.382805,0.382805,76.697278,1.076296
8,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,10,4,0,0,named-barrier,1,0.395025,0.395025,0.395025,74.324720,1.110653
9,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,9,8,0,0,named-barrier,1,0.400179,0.400179,0.400179,73.367450,1.125144
10,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,9,16,0,0,named-barrier,1,0.400486,0.400486,0.400486,73.311172,1.126008
11,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,9,16,0,0,named-barrier,1,0.403422,0.403422,0.403422,72.777729,1.134262
12,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,8,4,0,0,named-barrier,1,0.406084,0.406084,0.406084,72.300585,1.141747
13,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,8,8,0,0,named-barrier,1,0.406255,0.406255,0.406255,72.270210,1.142228
14,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,8,4,0,0,named-barrier,1,0.406596,0.406596,0.406596,72.209535,1.143187
15,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,9,8,0,0,named-barrier,1,0.408610,0.408610,0.408610,71.853646,1.148849
16,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,8,8,0,0,named-barrier,1,0.409088,0.409088,0.409088,71.769709,1.150193
17,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,8,2,0,0,named-barrier,1,0.411034,0.411034,0.411034,71.429995,1.155664
18,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,8,16,0,0,named-barrier,1,0.412638,0.412638,0.412638,71.152288,1.160174
19,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,9,4,0,0,named-barrier,1,0.412774,0.412774,0.412774,71.128750,1.160557
20,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,8,4,0,0,named-barrier,1,0.414618,0.414618,0.414618,70.812547,1.165741
21,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,9,8,0,0,named-barrier,1,0.414788,0.414788,0.414788,70.783409,1.166219
22,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,8,2,0,0,named-barrier,1,0.415812,0.415812,0.415812,70.609092,1.169098
23,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,9,4,0,0,named-barrier,1,0.417894,0.417894,0.417894,70.257291,1.174952
24,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,10,8,0,0,named-barrier,1,0.417929,0.417929,0.417929,70.251550,1.175050
25,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,8,8,0,0,named-barrier,1,0.418884,0.418884,0.418884,70.091263,1.177735
26,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,8,16,0,0,named-barrier,1,0.419738,0.419738,0.419738,69.948767,1.180137
27,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,8,4,0,0,named-barrier,1,0.421342,0.421342,0.421342,69.682437,1.184646
28,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,8,1,0,0,named-barrier,1,0.421786,0.421786,0.421786,69.609125,1.185895
29,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,8,1,0,0,named-barrier,1,0.425301,0.425301,0.425301,69.033706,1.195778
30,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,10,16,0,0,named-barrier,1,0.426189,0.426189,0.426189,68.889957,1.198274
31,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,10,4,0,0,named-barrier,1,0.427452,0.427452,0.427452,68.686418,1.201825
32,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,8,2,0,0,named-barrier,1,0.427964,0.427964,0.427964,68.604243,1.203265
33,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,9,2,0,0,named-barrier,1,0.428271,0.428271,0.428271,68.555033,1.204128
34,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,9,16,0,0,named-barrier,1,0.428646,0.428646,0.428646,68.494981,1.205182
35,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,6,2,0,0,named-barrier,1,0.429807,0.429807,0.429807,68.310041,1.208447
36,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,8,1,0,0,named-barrier,1,0.431138,0.431138,0.431138,68.099122,1.212189
37,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,6,1,0,0,named-barrier,1,0.432299,0.432299,0.432299,67.916306,1.215453
38,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,6,4,0,0,named-barrier,1,0.432913,0.432913,0.432913,67.819912,1.217179
39,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,9,4,0,0,named-barrier,1,0.432981,0.432981,0.432981,67.809222,1.217371
40,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,6,1,0,0,named-barrier,1,0.433015,0.433015,0.433015,67.803878,1.217466
41,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,6,2,0,0,named-barrier,1,0.435780,0.435780,0.435780,67.373699,1.225240
42,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,8,8,0,0,named-barrier,1,0.436804,0.436804,0.436804,67.215754,1.228119
43,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,9,4,0,0,named-barrier,1,0.436873,0.436873,0.436873,67.205249,1.228313
44,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,9,8,0,0,named-barrier,1,0.437043,0.437043,0.437043,67.179008,1.228791
45,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,9,2,0,0,named-barrier,1,0.440695,0.440695,0.440695,66.622260,1.239059
46,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,6,1,0,0,named-barrier,1,0.441856,0.441856,0.441856,66.447277,1.242324
47,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,8,2,0,0,named-barrier,1,0.442095,0.442095,0.442095,66.411367,1.242996
48,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,10,2,0,0,named-barrier,1,0.442129,0.442129,0.442129,66.406237,1.243091
49,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,9,2,0,0,named-barrier,1,0.442436,0.442436,0.442436,66.360128,1.243954
50,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,9,1,0,0,named-barrier,1,0.444041,0.444041,0.444041,66.120382,1.248467
51,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,6,1,0,0,named-barrier,1,0.444143,0.444143,0.444143,66.105133,1.248754
52,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,6,4,0,0,named-barrier,1,0.445474,0.445474,0.445474,65.907591,1.252496
53,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,8,16,0,0,named-barrier,1,0.448171,0.448171,0.448171,65.511044,1.260079
54,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,9,1,0,0,named-barrier,1,0.452096,0.452096,0.452096,64.942244,1.271114
55,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,6,2,0,0,named-barrier,1,0.453666,0.453666,0.453666,64.717476,1.275529
56,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,10,4,0,0,named-barrier,1,0.463599,0.463599,0.463599,63.330883,1.303456
57,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,9,16,0,0,named-barrier,1,0.469265,0.469265,0.469265,62.566191,1.319387
58,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,6,4,0,0,named-barrier,1,0.471518,0.471518,0.471518,62.267262,1.325721
59,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,6,2,0,0,named-barrier,1,0.473190,0.473190,0.473190,62.047176,1.330422
60,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,10,2,0,0,named-barrier,1,0.473907,0.473907,0.473907,61.953331,1.332438
61,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,10,2,0,0,named-barrier,1,0.491213,0.491213,0.491213,59.770688,1.381096
62,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,9,2,0,0,named-barrier,1,0.495855,0.495855,0.495855,59.211126,1.394147
63,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,9,1,0,0,named-barrier,1,0.495991,0.495991,0.495991,59.194828,1.394530
64,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,8,1,0,0,named-barrier,1,0.504286,0.504286,0.504286,58.221199,1.417852
65,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,8,16,0,0,named-barrier,1,0.512683,0.512683,0.512683,57.267642,1.441461
66,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,6,4,0,0,named-barrier,1,0.555725,0.555725,0.555725,52.832136,1.562478
67,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,10,1,0,0,named-barrier,1,0.626927,0.626927,0.626927,46.831816,1.762670
68,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,10,2,0,0,named-barrier,1,0.634743,0.634743,0.634743,46.255110,1.784645
69,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,10,1,0,0,named-barrier,1,0.672256,0.672256,0.672256,43.674026,1.890117
70,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,10,1,0,0,named-barrier,1,0.675499,0.675499,0.675499,43.464376,1.899235
71,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,9,1,0,0,named-barrier,1,0.681608,0.681608,0.681608,43.074768,1.916411
72,fft,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,10,1,0,0,named-barrier,1,1.012565,1.012565,1.012565,28.995785,2.846931
1,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,10,8,0,0,named-barrier,1,0.419430,0.419430,0.419430,79.999999,1.000000
2,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,9,4,0,0,named-barrier,1,0.424243,0.424243,0.424243,79.092448,1.011475
3,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,10,16,0,0,named-barrier,1,0.424346,0.424346,0.424346,79.073362,1.011721
4,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,9,8,0,0,named-barrier,1,0.427213,0.427213,0.427213,78.542665,1.018556
5,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,9,4,0,0,named-barrier,1,0.427759,0.427759,0.427759,78.442382,1.019858
6,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,8,4,0,0,named-barrier,1,0.431172,0.431172,0.431172,77.821403,1.027995
