rank,operator,precision,direction,normalization,placement,logN,N,batch,element_stride,batch_stride,backend,compute_unit,stage_space,tile_threads,local_stages,reorder_columns,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
15,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,8,4,0,0,named-barrier,1,0.319147,0.319147,0.319147,105.137969,1.029058
16,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,10,16,0,0,named-barrier,1,0.319283,0.319283,0.319283,105.093012,1.029497
17,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,9,8,0,0,named-barrier,1,0.320205,0.320205,0.320205,104.790536,1.032470
18,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,9,4,0,0,named-barrier,1,0.320785,0.320785,0.320785,104.600976,1.034340
19,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,10,4,0,0,named-barrier,1,0.321638,0.321638,0.321638,104.323462,1.037090
20,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,10,8,0,0,named-barrier,1,0.322116,0.322116,0.322116,104.168692,1.038632
21,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,9,1,0,0,named-barrier,1,0.322389,0.322389,0.322389,104.080465,1.039512
22,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,10,4,0,0,named-barrier,1,0.322662,0.322662,0.322662,103.992389,1.040392
23,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,9,2,0,0,named-barrier,1,0.323618,0.323618,0.323618,103.685271,1.043475
24,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,8,2,0,0,named-barrier,1,0.324915,0.324915,0.324915,103.271352,1.047657
25,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,10,2,0,0,named-barrier,1,0.326110,0.326110,0.326110,102.893032,1.051510
26,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,9,8,0,0,named-barrier,1,0.326588,0.326588,0.326588,102.742474,1.053051
27,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,10,2,0,0,named-barrier,1,0.327236,0.327236,0.327236,102.538855,1.055141
28,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,8,4,0,0,named-barrier,1,0.327305,0.327305,0.327305,102.517475,1.055363
29,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,9,4,0,0,named-barrier,1,0.327407,0.327407,0.327407,102.485402,1.055692
30,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,9,1,0,0,named-barrier,1,0.327441,0.327441,0.327441,102.474721,1.055802
31,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,10,16,0,0,named-barrier,1,0.327509,0.327509,0.327509,102.453358,1.056021
32,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,10,2,0,0,named-barrier,1,0.327817,0.327817,0.327817,102.357356,1.057014
33,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,10,4,0,0,named-barrier,1,0.328397,0.328397,0.328397,102.176490,1.058884
34,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,9,2,0,0,named-barrier,1,0.329182,0.329182,0.329182,101.932813,1.061415
35,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,6,1,0,0,named-barrier,1,0.329728,0.329728,0.329728,101.763973,1.063176
36,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,10,1,0,0,named-barrier,1,0.330615,0.330615,0.330615,101.490813,1.066036
37,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,10,8,0,0,named-barrier,1,0.331537,0.331537,0.331537,101.208689,1.069009
38,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,6,1,0,0,named-barrier,1,0.333141,0.333141,0.333141,100.721313,1.074181
39,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,6,1,0,0,named-barrier,1,0.333722,0.333722,0.333722,100.546177,1.076054
40,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,10,1,0,0,named-barrier,1,0.333790,0.333790,0.333790,100.525620,1.076273
41,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,9,8,0,0,named-barrier,1,0.335701,0.335701,0.335701,99.953224,1.082435
42,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,9,4,0,0,named-barrier,1,0.335906,0.335906,0.335906,99.892292,1.083096
43,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,10,16,0,0,named-barrier,1,0.341094,0.341094,0.341094,98.372860,1.099824
44,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,10,2,0,0,named-barrier,1,0.346078,0.346078,0.346078,96.956309,1.115895
45,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,10,4,0,0,named-barrier,1,0.348297,0.348297,0.348297,96.338685,1.123050
46,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,8,4,0,0,named-barrier,1,0.349389,0.349389,0.349389,96.037521,1.126571
47,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,10,1,0,0,named-barrier,1,0.351232,0.351232,0.351232,95.533530,1.132513
48,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,10,1,0,0,named-barrier,1,0.353894,0.353894,0.353894,94.814819,1.141097
49,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,6,1,0,0,named-barrier,1,0.354543,0.354543,0.354543,94.641385,1.143189
50,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,10,8,0,0,named-barrier,1,0.357103,0.357103,0.357103,93.962914,1.151444
51,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,9,8,0,0,named-barrier,1,0.364612,0.364612,0.364612,92.027714,1.175656
52,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,10,16,0,0,named-barrier,1,0.379119,0.379119,0.379119,88.506351,1.222432
1,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,9,1,0,0,named-barrier,1,0.313446,0.313446,0.313446,120.431231,1.000000
2,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,8,1,0,0,named-barrier,1,0.314573,0.314573,0.314573,119.999996,1.003596
3,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,10,1,0,0,named-barrier,1,0.315358,0.315358,0.315358,119.701267,1.006100
4,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,10,2,0,0,named-barrier,1,0.316143,0.316143,0.316143,119.404011,1.008604
5,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,9,2,0,0,named-barrier,1,0.316314,0.316314,0.316314,119.339594,1.009150
6,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,9,1,0,0,named-barrier,1,0.316723,0.316723,0.316723,119.185258,1.010455
7,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,10,4,0,0,named-barrier,1,0.318874,0.318874,0.318874,118.381509,1.017317
8,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,8,1,0,0,named-barrier,1,0.319693,0.319693,0.319693,118.078159,1.019930
9,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,10,1,0,0,named-barrier,1,0.319863,0.319863,0.319863,118.015152,1.020472
10,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,10,2,0,0,named-barrier,1,0.321707,0.321707,0.321707,117.338986,1.026355
11,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,9,2,0,0,named-barrier,1,0.322355,0.322355,0.322355,117.102919,1.028423
12,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,9,1,0,0,named-barrier,1,0.323277,0.323277,0.323277,116.769078,1.031364
13,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,10,4,0,0,named-barrier,1,0.326451,0.326451,0.326451,115.633622,1.041490
14,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,10,1,0,0,named-barrier,1,0.327612,0.327612,0.327612,115.224001,1.045194
15,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,8,1,0,0,named-barrier,1,0.327748,0.327748,0.327748,115.176004,1.045628
16,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,10,2,0,0,named-barrier,1,0.330615,0.330615,0.330615,114.177165,1.054775
17,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,9,2,0,0,named-barrier,1,0.332459,0.332459,0.332459,113.544155,1.060658
18,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,9,1,0,0,named-barrier,1,0.333244,0.333244,0.333244,113.276659,1.063162
19,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,10,4,0,0,named-barrier,1,0.341094,0.341094,0.341094,110.669467,1.088207
20,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,10,1,0,0,named-barrier,1,0.345225,0.345225,0.345225,109.345463,1.101386
21,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,8,1,0,0,named-barrier,1,0.346385,0.346385,0.346385,108.979111,1.105087
22,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,10,2,0,0,named-barrier,1,0.353382,0.353382,0.353382,106.821209,1.127410
23,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,9,2,0,0,named-barrier,1,0.359253,0.359253,0.359253,105.075530,1.146140
24,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,10,4,0,0,named-barrier,1,0.382362,0.382362,0.382362,98.725230,1.219866
1,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix4,0,256,10,1,0,0,named-barrier,1,0.319010,0.319010,0.319010,131.478705,1.000000
2,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix4,0,128,10,1,0,0,named-barrier,1,0.326827,0.326827,0.326827,128.334206,1.024504
3,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix4,0,64,10,1,0,0,named-barrier,1,0.341129,0.341129,0.341129,122.953774,1.069336
4,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix4,0,32,10,1,0,0,named-barrier,1,0.380348,0.380348,0.380348,110.275511,1.192276
