trial,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,complex_multiply,local_exchange,fft_core,stage_space,stage_handoff,tile_threads,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,5,32,131072,1,32,20,100,5.459552,0.105646,5.102816,1240670810.214354,99.253665,39701465926.859314,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,5,32,131072,1,32,20,100,5.455712,0.105585,5.101824,1241392642.964588,99.311411,39724564574.866821,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,5,32,131072,1,32,20,100,5.453920,0.105595,5.098848,1241272293.779910,99.301784,39720713400.957123,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,5,32,131072,1,32,20,100,5.455392,0.105677,5.100416,1240310077.371631,99.224806,39689922475.892181,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,5,32,131072,1,32,20,100,5.459552,0.109701,5.101088,1194810050.806465,95.584804,38233921625.806870,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,5,32,131072,1,32,20,100,5.455040,0.109578,5.102112,1196149925.963237,95.691994,38276797630.823570,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,5,32,131072,1,32,20,100,5.459552,0.109558,5.101024,1196373462.906626,95.709877,38283950813.012047,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,5,32,131072,1,32,20,100,5.458592,0.109773,5.107296,1194029916.568517,95.522393,38208957330.192543,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,5,32,131072,1,32,20,100,5.483008,0.109742,5.102976,1194364146.616832,95.549132,38219652691.738632,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,32,0,0,0,0,6,64,65536,1,64,20,100,5.488800,0.095212,5.107328,688320116.976247,132.157462,44052487486.479805,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,32,0,0,0,0,6,64,65536,1,64,20,100,5.484544,0.095416,5.101184,686842706.813172,131.873800,43957933236.042992,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,32,0,0,0,0,6,64,65536,1,64,20,100,5.503296,0.095191,5.109760,688468164.531506,132.185888,44061962530.016411,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,32,0,0,0,0,6,64,65536,1,64,20,100,5.488352,0.095222,5.107840,688246063.221571,132.143244,44047748046.180542,0.000000,-1
