trial,device,compute_capability,operator,precision,direction,normalization,placement,auto_select,backend,compute_unit,complex_multiply,cross_twiddle,direct_boundary,decomposition_count,stages_per_decomposition,segment_threads,segment_ept,boundary_twiddles,boundary_layouts,boundary_residencies,execution_group_count,group_threads,group_ept,local_exchange,shared_layout,fft_core,stage_space,stage_handoff,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,recurrence,direct-strided,2,7x9,128x128,4x4,recurrence,direct-strided,global-scratch,2,128x128,4x4,shared,linear,cufftdx-block,0,named-barrier,32,128,128,4,4,4,1,7,1,0,0,16,65536,4,1,65536,100,50,0.833760,0.038236,0.747456,104613.015995,54.847349,6855918616.218078,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,recurrence,direct-strided,2,7x9,128x128,4x4,recurrence,direct-strided,global-scratch,2,128x128,4x4,shared,xor-swizzle,cufftdx-block,0,named-barrier,32,128,128,4,4,4,1,7,1,0,0,16,65536,4,1,65536,100,50,0.831104,0.036782,0.746016,108748.601601,57.015587,7126948354.545321,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,recurrence,direct-strided,2,7x9,128x128,4x8,recurrence,direct-strided,global-scratch,2,128x128,4x8,shared,linear,cufftdx-block,0,named-barrier,32,128,128,4,8,4,2,7,1,0,0,16,65536,4,1,65536,100,50,0.834208,0.031007,0.753504,129004.293608,67.635403,8454425385.891154,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,recurrence,direct-strided,2,7x9,128x128,4x8,recurrence,direct-strided,global-scratch,2,128x128,4x8,shared,xor-swizzle,cufftdx-block,0,named-barrier,32,128,128,4,8,4,2,7,1,0,0,16,65536,4,1,65536,100,50,0.830816,0.029450,0.743552,135822.324452,71.210015,8901251855.298252,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,recurrence,direct-strided,2,7x9,128x256,4x4,recurrence,direct-strided,global-scratch,2,128x256,4x4,shared,linear,cufftdx-block,0,named-barrier,32,128,256,4,4,4,2,7,1,0,0,16,65536,4,1,65536,100,50,0.831552,0.033567,0.736704,119165.647004,62.477119,7809639842.066887,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,recurrence,direct-strided,2,7x9,128x256,4x4,recurrence,direct-strided,global-scratch,2,128x256,4x4,shared,xor-swizzle,cufftdx-block,0,named-barrier,32,128,256,4,4,4,2,7,1,0,0,16,65536,4,1,65536,100,50,0.832448,0.032010,0.739424,124960.003650,65.515030,8189378799.181257,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,recurrence,direct-strided,2,7x9,128x256,4x8,recurrence,direct-strided,global-scratch,2,128x256,4x8,shared,linear,cufftdx-block,0,named-barrier,32,128,256,4,8,4,4,7,1,0,0,16,65536,4,1,65536,100,50,0.830592,0.032379,0.748224,123537.309875,64.769129,8096141139.953335,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,recurrence,direct-strided,2,7x9,128x256,4x8,recurrence,direct-strided,global-scratch,2,128x256,4x8,shared,xor-swizzle,cufftdx-block,0,named-barrier,32,128,256,4,8,4,4,7,1,0,0,16,65536,4,1,65536,100,50,0.809472,0.030822,0.730816,129775.739650,68.039863,8504982873.721955,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,recurrence,direct-strided,2,7x9,128x512,4x4,recurrence,direct-strided,global-scratch,2,128x512,4x4,shared,linear,cufftdx-block,0,named-barrier,32,128,512,4,4,4,4,7,1,0,0,16,65536,4,1,65536,100,50,0.832288,0.035267,0.747648,113421.894527,59.465738,7433217279.730257,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,recurrence,direct-strided,2,7x9,128x512,4x4,recurrence,direct-strided,global-scratch,2,128x512,4x4,shared,xor-swizzle,cufftdx-block,0,named-barrier,32,128,512,4,4,4,4,7,1,0,0,16,65536,4,1,65536,100,50,0.809760,0.033772,0.735616,118443.000602,62.098244,7762280487.478591,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,recurrence,direct-strided,2,7x9,128x512,4x8,recurrence,direct-strided,global-scratch,2,128x512,4x8,shared,linear,cufftdx-block,0,named-barrier,32,128,512,4,8,4,8,7,1,0,0,16,65536,4,1,65536,100,50,0.830272,0.037396,0.743552,106961.940386,56.078862,7009857725.108062,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,recurrence,direct-strided,2,7x9,128x512,4x8,recurrence,direct-strided,global-scratch,2,128x512,4x8,shared,xor-swizzle,cufftdx-block,0,named-barrier,32,128,512,4,8,4,8,7,1,0,0,16,65536,4,1,65536,100,50,0.809728,0.035697,0.740544,112055.362397,58.749282,7343660230.073874,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,recurrence,direct-strided,2,7x9,128x128,8x4,recurrence,direct-strided,global-scratch,2,128x128,8x4,shared,linear,cufftdx-block,0,named-barrier,32,128,128,8,4,8,1,7,1,0,0,16,65536,4,1,65536,100,50,0.831040,0.040264,0.747968,99345.110564,52.085449,6510681165.935493,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,recurrence,direct-strided,2,7x9,128x128,8x4,recurrence,direct-strided,global-scratch,2,128x128,8x4,shared,xor-swizzle,cufftdx-block,0,named-barrier,32,128,128,8,4,8,1,7,1,0,0,16,65536,4,1,65536,100,50,0.810304,0.036045,0.729856,110973.015085,58.181820,7272727516.583707,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,recurrence,direct-strided,2,7x9,128x128,8x8,recurrence,direct-strided,global-scratch,2,128x128,8x8,shared,linear,cufftdx-block,0,named-barrier,32,128,128,8,8,8,2,7,1,0,0,16,65536,4,1,65536,100,50,0.837920,0.033034,0.733856,121086.488607,63.484193,7935524117.360343,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,recurrence,direct-strided,2,7x9,128x128,8x8,recurrence,direct-strided,global-scratch,2,128x128,8x8,shared,xor-swizzle,cufftdx-block,0,named-barrier,32,128,128,8,8,8,2,7,1,0,0,16,65536,4,1,65536,100,50,0.832128,0.028897,0.744192,138421.332994,72.572644,9071580479.119232,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,recurrence,direct-strided,2,7x9,128x256,8x4,recurrence,direct-strided,global-scratch,2,128x256,8x4,shared,linear,cufftdx-block,0,named-barrier,32,128,256,8,4,8,2,7,1,0,0,16,65536,4,1,65536,100,50,0.830048,0.035512,0.728544,112636.964340,59.054209,7381776094.961736,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,recurrence,direct-strided,2,7x9,128x256,8x4,recurrence,direct-strided,global-scratch,2,128x256,8x4,shared,xor-swizzle,cufftdx-block,0,named-barrier,32,128,256,8,4,8,2,7,1,0,0,16,65536,4,1,65536,100,50,0.814176,0.031457,0.741184,127156.565000,66.666661,8333332643.830298,0.000000,-1
