trial,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,fft_core,stage_space,stage_handoff,tile_threads,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,512,0,0,0,0,13,8192,512,1,8192,20,100,5.505920,0.100127,6.229760,5113520.097991,272.284718,41889956642.742523,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,512,0,0,0,0,13,8192,512,1,8192,20,100,5.475968,0.100178,5.182272,5110906.985842,272.145575,41868550028.017387,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,0,0,13,8192,512,1,8192,20,100,5.529216,0.122860,6.902656,4167361.387999,221.903659,34139024490.488102,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,0,0,13,8192,512,1,8192,20,100,5.495360,0.122286,6.387904,4186903.321278,222.944228,34299112007.907898,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,0,0,13,8192,512,1,8192,20,100,5.471104,0.122911,5.318048,4165625.408132,221.811222,34124803343.419456,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,0,0,13,8192,512,1,8192,20,100,5.482176,0.122409,5.196928,4182700.223556,222.720422,34264680231.369354,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,0,0,13,8192,512,1,8192,20,100,5.457856,0.122900,5.181696,4165972.387371,221.829698,34127645797.341000,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,0,0,14,16384,256,1,16384,20,100,5.507936,0.135209,5.187072,1893365.585890,217.146312,31020901759.218494,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,0,0,14,16384,256,1,16384,20,100,5.497792,0.135485,5.177280,1889501.920422,216.703196,30957599464.188610,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,0,0,14,16384,256,1,16384,20,100,5.473568,0.135567,6.090048,1888360.049471,216.572237,30938891050.540283,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,0,0,14,16384,256,1,16384,20,100,5.495328,0.135434,6.081984,1890216.239304,216.785120,30969302864.750809,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,0,0,14,16384,256,1,16384,20,100,5.476384,0.135916,5.528192,1883522.971700,216.017483,30859640368.333065,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,512,0,0,0,0,14,16384,256,1,16384,20,100,5.573056,0.134482,5.628160,1903601.588888,218.320259,31188608432.338470,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,512,0,0,0,0,14,16384,256,1,16384,20,100,5.565568,0.134246,5.187008,1906941.350895,218.703290,31243327093.065109,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,512,0,0,0,0,14,16384,256,1,16384,20,100,5.571296,0.134400,5.233120,1904761.972679,218.453341,31207620160.368874,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,512,0,0,0,0,14,16384,256,1,16384,20,100,5.578176,0.134267,5.189024,1906650.352067,218.669916,31238559368.267548,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,512,0,0,0,0,14,16384,256,1,16384,20,100,5.561664,0.134472,5.182304,1903746.506798,218.336879,31190982767.378799,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,0,0,14,16384,256,1,16384,20,100,5.572608,0.131707,5.180480,1943710.175446,222.920233,31845747514.499134,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,0,0,14,16384,256,1,16384,20,100,5.583072,0.131267,6.072768,1950230.287171,223.668011,31952573025.005711,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,0,0,14,16384,256,1,16384,20,100,5.564896,0.132014,5.184448,1939187.079814,222.401488,31771641115.668198,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,0,0,14,16384,256,1,16384,20,100,5.572128,0.131809,5.207040,1942200.134282,222.747049,31821007000.074501,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,0,0,14,16384,256,1,16384,20,100,5.595456,0.131133,5.487296,1952209.943938,223.895054,31985007721.475925,0.000000,-1
