rank,operator,precision,direction,normalization,placement,logN,N,batch,element_stride,batch_stride,backend,compute_unit,stage_space,tile_threads,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
6,fft,fp64,inverse,inverse,out-of-place,8,256,4096,2,524,temporal-tile,radix2,0,256,0,0,named-barrier,1,0.091187,0.091187,0.091187,45.996630,1.021795
7,fft,fp64,inverse,inverse,out-of-place,8,256,4096,2,524,warp-hybrid,radix2,0,0,1,0,named-barrier,1,0.091290,0.091290,0.091290,45.945039,1.022949
8,fft,fp64,inverse,inverse,out-of-place,8,256,4096,2,524,warp-hybrid,radix2,0,0,0,0,named-barrier,1,0.092467,0.092467,0.092467,45.359910,1.036138
9,fft,fp64,inverse,inverse,out-of-place,8,256,4096,2,524,temporal-tile,radix4,0,128,0,0,named-barrier,1,0.108902,0.108902,0.108902,38.514341,1.220300
10,fft,fp64,inverse,inverse,out-of-place,8,256,4096,2,524,temporal-tile,radix2,0,128,0,0,named-barrier,1,0.116992,0.116992,0.116992,35.851204,1.310952
11,fft,fp64,inverse,inverse,out-of-place,8,256,4096,2,524,temporal-tile,radix4,0,64,0,0,named-barrier,1,0.126874,0.126874,0.126874,33.058919,1.421685
12,fft,fp64,inverse,inverse,out-of-place,8,256,4096,2,524,temporal-tile,radix2,0,64,0,0,named-barrier,1,0.127949,0.127949,0.127949,32.781115,1.433731
13,fft,fp64,inverse,inverse,out-of-place,8,256,4096,2,524,temporal-tile,radix4,0,32,0,0,named-barrier,1,0.139622,0.139622,0.139622,30.040336,1.564532
14,fft,fp64,inverse,inverse,out-of-place,8,256,4096,2,524,temporal-tile,radix2,0,32,0,0,named-barrier,1,0.146432,0.146432,0.146432,28.643357,1.640842
15,fft,fp64,inverse,inverse,out-of-place,8,256,4096,2,524,cufft,auto,0,0,0,0,named-barrier,1,0.174234,0.174234,0.174234,24.072877,1.952377
