trial,device,compute_capability,operator,precision,direction,normalization,placement,auto_select,backend,compute_unit,complex_multiply,cross_twiddle,direct_boundary,decomposition_count,stages_per_decomposition,segment_threads,segment_ept,boundary_twiddles,boundary_layouts,boundary_residencies,execution_group_count,group_threads,group_ept,local_exchange,fft_core,stage_space,stage_handoff,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix4,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.921280,2.138880,10.127168,29922.202072,15.687851,1960981435.014362,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix4,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.918688,2.138777,10.125280,29923.636361,15.688603,1961075432.541312,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix4,gauss3,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.906752,2.140672,10.123072,29897.154231,15.674719,1959339899.712528,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix4,gauss3,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.922048,2.140723,10.122976,29896.438339,15.674344,1959292982.973755,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix4,gauss3,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.921760,2.140467,10.127104,29900.014814,15.676219,1959527370.874504,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix4,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.944352,2.367334,10.112000,27034.626339,14.173930,1771741271.750331,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix4,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.937856,2.367078,10.123776,27037.550842,14.175463,1771932932.001886,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix4,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.924672,2.367437,10.122400,27033.455626,14.173316,1771664547.890531,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix4,gauss3,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.907424,2.388890,10.120384,26790.687573,14.046036,1755754500.811499,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix4,gauss3,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.907520,2.371635,10.115840,26985.600500,14.148227,1768528314.341123,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix4,gauss3,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.942048,2.371430,10.127776,26987.931031,14.149448,1768681048.048660,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,32,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.919072,2.068121,10.118816,30945.958477,16.224595,2028074334.780438,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,32,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.948896,2.067712,10.127264,30952.085144,16.227807,2028475852.020147,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,32,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.908224,2.067610,10.125408,30953.619867,16.228611,2028576431.610818,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,gauss3,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,32,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.909120,2.068634,10.127936,30938.297314,16.220578,2027572252.752327,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,gauss3,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,32,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.912704,2.067405,10.131040,30956.686199,16.230219,2028777386.753857,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,gauss3,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,32,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.914976,2.068429,10.124608,30941.360611,16.222184,2027773008.982529,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,64,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.939136,2.154189,10.132032,29709.561651,15.576367,1947045832.391585,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,64,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.914176,2.154342,10.121664,29707.440941,15.575255,1946906849.528778,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,64,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.925856,2.154291,10.123744,29708.147811,15.575625,1946953174.945040,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,gauss3,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,64,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.931424,2.157158,10.138016,29668.660747,15.554923,1944365350.743133,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,gauss3,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,64,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.911584,2.157210,10.125920,29667.955755,15.554553,1944319148.391914,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,gauss3,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,64,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.918752,2.157363,10.122208,29665.844259,15.553446,1944180769.370680,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.942400,2.330471,10.120160,27462.264937,14.398136,1799766994.882913,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.957056,2.330573,10.135424,27461.059703,14.397504,1799688008.724998,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.910048,2.330829,10.119264,27458.042870,14.395922,1799490297.555749,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,gauss3,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.932480,2.334925,10.125344,27409.874727,14.370668,1796333550.086717,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,gauss3,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.912640,2.335334,10.122112,27405.070003,14.368149,1796018667.739856,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,gauss3,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.914592,2.334464,10.122112,27415.285904,14.373505,1796688177.036052,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.918464,3.001702,10.131168,21321.234892,11.178468,1397308449.910771,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.913184,3.002010,10.124192,21319.052196,11.177323,1397165404.734571,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.915296,3.001344,10.124000,21323.780525,11.179802,1397475280.464492,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,gauss3,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.913632,3.010150,10.124384,21261.395878,11.147095,1393386840.270228,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,gauss3,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.913792,3.010560,10.121472,21258.503149,11.145578,1393197262.388095,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix8,gauss3,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,5,0,0,0,16,65536,64,1,65536,10,20,10.917088,3.010150,10.128256,21261.395878,11.147095,1393386840.270228,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,hierarchical,radix2,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,32,0,0,8,8,0,0,6,0,0,0,16,65536,64,1,65536,10,20,10.937408,1.847450,10.121184,34642.351224,18.162569,2270321129.787190,0.000000,-1
