trial,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,fft_core,stage_space,stage_handoff,tile_threads,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,6,1,0,0,12,4096,1024,1,4096,20,100,5.380864,0.212603,5.105376,4816491.586425,118.370097,19728349537.997093,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,6,1,0,0,12,4096,1024,1,4096,20,100,5.449760,0.211917,5.105184,4832084.946338,118.753320,19792219940.198696,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,6,1,0,0,12,4096,1024,1,4096,20,100,5.454752,0.214129,5.104000,4782171.989425,117.526659,19587776468.685371,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,6,1,0,0,12,4096,1024,1,4096,20,100,5.449984,0.214149,5.108480,4781714.779396,117.515422,19585903736.408054,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,6,1,0,0,12,4096,1024,1,4096,20,100,5.450624,0.214129,5.107776,4782171.989425,117.526659,19587776468.685371,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,6,1,0,0,12,4096,1024,1,4096,20,100,5.477344,0.213873,5.102432,4787896.168748,117.667336,19611222707.192421,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,6,1,0,0,12,4096,1024,1,4096,20,100,5.477376,0.214088,5.104928,4783087.004751,117.549146,19591524371.458534,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,8,1,0,0,12,4096,1024,1,4096,20,100,5.498432,0.286280,5.111488,3576921.721866,87.906428,14651071372.762222,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,8,1,0,0,12,4096,1024,1,4096,20,100,5.453408,0.285583,5.099488,3585642.873094,88.120759,14686793208.194696,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,8,1,0,0,12,4096,1024,1,4096,20,100,5.459840,0.285809,5.103488,3582816.652133,88.051302,14675217007.135344,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,8,1,0,0,12,4096,1024,1,4096,20,100,5.469824,0.286648,5.099488,3572321.860333,87.793382,14632230339.923985,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,8,1,0,0,12,4096,1024,1,4096,20,100,5.451584,0.286966,5.101408,3568369.998337,87.696261,14616043513.189621,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,8,1,0,0,12,4096,1024,1,4096,20,100,5.456288,0.279214,5.104192,3667436.773912,90.130926,15021821025.943150,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,8,1,0,0,12,4096,1024,1,4096,20,100,5.451968,0.280054,5.100448,3656440.760686,89.860688,14976781355.769606,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,8,1,0,0,12,4096,1024,1,4096,20,100,5.465792,0.279132,5.119456,3668513.183633,90.157380,15026230000.159939,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,8,1,0,0,12,4096,1024,1,4096,20,100,5.486080,0.278938,5.102464,3671071.847675,90.220262,15036710288.078550,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,8,1,0,0,12,4096,1024,1,4096,20,100,5.475712,0.279603,5.103648,3662333.125203,90.005499,15000916480.830057,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,5,1,0,0,14,16384,256,1,16384,20,100,5.568672,0.521933,5.112928,490484.616881,56.252700,8036099962.972298,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,5,1,0,0,14,16384,256,1,16384,20,100,5.519232,0.521963,5.106592,490455.771743,56.249392,8035627364.244806,0.000000,-1
