trial,device,compute_capability,operator,precision,direction,normalization,placement,auto_select,backend,compute_unit,complex_multiply,cross_twiddle,direct_boundary,decomposition_count,stages_per_decomposition,segment_threads,segment_ept,boundary_twiddles,boundary_layouts,boundary_residencies,execution_group_count,group_threads,group_ept,local_exchange,fft_core,stage_space,stage_handoff,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,cufft,auto,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,16,65536,64,1,65536,1000,100,10.961472,0.343204,10.122368,186478.098578,97.768229,12221028668.378023,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,cufft,auto,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,16,65536,64,1,65536,1000,100,10.930656,0.342856,10.118816,186667.456630,97.867508,12233438437.719091,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,cufft,auto,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,16,65536,64,1,65536,1000,100,10.953856,0.342743,10.139840,186728.810488,97.899675,12237459324.140728,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,cufft,auto,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,16,65536,64,1,65536,1000,100,10.975904,0.342927,10.132768,186628.441626,97.847052,12230881550.421654,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,cufft,auto,four-mul,table,direct-strided,1,16,,,,,,0,,,shared,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,16,65536,64,1,65536,1000,100,10.981952,0.343060,10.130944,186556.019181,97.809082,12226135273.066925,0.000000,-1
