rank,operator,precision,direction,normalization,placement,stage_matrices,logN,N,batch,element_stride,batch_stride,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,shared_layout,fft_core,stage_space,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
6,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,temporal-tile,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.053228,0.053146,0.053371,315.198144,1.223632
7,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,temporal-tile,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.053965,0.053965,0.053985,310.891834,1.240575
8,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,3,0,named-barrier,3,0.054047,0.054026,0.054088,310.420612,1.242460
9,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,temporal-tile,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.055788,0.055644,0.055890,300.734222,1.282483
10,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,2,0,named-barrier,3,0.056074,0.055910,0.056115,299.196497,1.289057
11,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,1,0,named-barrier,3,0.058307,0.058286,0.058327,287.741483,1.340391
12,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.060682,0.060662,0.060682,276.476540,1.394989
13,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,temporal-tile,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.063488,0.063468,0.063549,264.258068,1.459494
14,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,4,0,0,0,8,8,0,0,0,0,0,8,named-barrier,3,0.190280,0.190239,0.190280,88.171350,4.374253
15,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.198902,0.198840,0.198943,84.349253,4.572460
16,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.198963,0.198922,0.199004,84.323207,4.573862
17,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.199352,0.199332,0.199393,84.158618,4.582805
18,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,8,0,0,0,8,8,0,0,0,0,0,8,named-barrier,3,0.200704,0.200704,0.200745,83.591833,4.613885
19,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.214221,0.214180,0.214241,78.317403,4.924621
20,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.220733,0.220692,0.220836,76.006682,5.074322
21,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,2,0,0,0,8,8,0,0,0,0,0,8,named-barrier,3,0.226304,0.226284,0.226365,74.135748,5.202391
22,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.246354,0.246333,0.246354,68.102090,5.663310
23,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,4,0,0,0,8,8,0,0,0,0,0,4,named-barrier,3,0.306790,0.306770,0.306893,54.686246,7.052644
24,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,2,0,0,0,8,8,0,0,0,0,0,4,named-barrier,3,0.321413,0.321331,0.321434,52.198291,7.388805
25,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,1,0,0,0,8,8,0,0,0,0,0,8,named-barrier,3,0.357868,0.357806,0.358031,46.881082,8.226851
26,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,1,0,0,0,8,8,0,0,0,0,0,4,named-barrier,3,0.361738,0.358154,0.362004,46.379438,8.315816
27,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,1.578066,1.578025,1.578086,10.631505,36.277379
28,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,1.578312,1.578230,1.578312,10.629851,36.283034
29,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,1.666458,1.580769,1.817682,10.067592,38.309379
30,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,1.990656,1.990554,1.998561,8.427983,45.762207
31,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,2.143806,2.143723,2.144031,7.825904,49.282897
32,fwht,fp32,forward,none,out-of-place,,8,256,16384,1,256,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,2.168914,2.168893,2.173706,7.735308,49.860092
1,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.267469,0.267428,0.267489,94.088817,1.000000
2,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.267735,0.267694,0.267940,93.995259,1.000995
3,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.273060,0.272957,0.273121,92.162302,1.020903
4,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.273900,0.273756,0.273940,91.879765,1.024044
5,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.275538,0.275497,0.275579,91.333427,1.030168
6,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.279880,0.279695,0.279900,89.916578,1.046402
7,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.324239,0.324239,0.324280,77.614961,1.212249
8,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.324383,0.324342,0.324383,77.580662,1.212787
9,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.329974,0.329953,0.329994,76.266138,1.233691
10,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.372634,0.372613,0.372777,67.535041,1.393186
11,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.397353,0.397251,0.397455,63.333681,1.485604
12,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.423649,0.423588,0.423690,59.402494,1.583918
13,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.424571,0.424387,0.424571,59.273551,1.587365
14,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.424919,0.424796,0.424980,59.224986,1.588666
15,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.428564,0.428380,0.428687,58.721207,1.602294
16,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.429158,0.429097,0.429220,58.639944,1.604515
17,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.432026,0.431800,0.441016,58.250769,1.615238
18,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.441999,0.441979,0.442081,56.936338,1.652524
19,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.538317,0.538296,0.538337,46.749098,2.012633
20,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.538808,0.538808,0.538849,46.706448,2.014469
21,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.539648,0.539628,0.539648,46.633776,2.017610
22,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.598405,0.598159,0.598467,42.054827,2.237287
23,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.599818,0.599716,0.599982,41.955751,2.242570
24,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.602173,0.602153,0.602255,41.791653,2.251375
25,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.636232,0.636068,0.636273,39.554498,2.378713
26,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.655462,0.655360,0.655483,38.393998,2.450609
27,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.663859,0.663818,0.663921,37.908376,2.482004
28,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.717230,0.717107,0.717230,35.087519,2.681544
29,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.783913,0.783893,0.783933,32.102830,2.930856
30,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.865034,0.865014,0.865116,29.092285,3.234147
31,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,1,0,0,named-barrier,3,1.608110,1.608008,1.608192,15.649317,6.012323
32,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,1,0,0,named-barrier,3,1.610138,1.610015,1.610260,15.629611,6.019905
33,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,1,0,0,named-barrier,3,1.610383,1.610342,1.610465,15.627226,6.020821
34,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,1,0,0,named-barrier,3,2.036572,2.036531,2.036674,12.356951,7.614236
35,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,1,0,0,named-barrier,3,2.169999,2.169938,2.170040,11.597157,8.113086
36,fwht,fp64,forward,none,out-of-place,,12,4096,1024,1,4096,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,1,0,0,named-barrier,3,2.173972,2.173809,2.174054,11.575963,8.127940
1,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.316027,0.315965,0.316027,106.175884,1.000000
2,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.318136,0.318116,0.318136,105.471873,1.006673
3,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.318300,0.318259,0.318321,105.417579,1.007192
4,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.319119,0.319058,0.319140,105.146963,1.009784
5,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.319201,0.319201,0.319283,105.119976,1.010043
6,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.319857,0.319816,0.328294,104.904596,1.012119
7,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.332698,0.332657,0.332718,100.855648,1.052752
8,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.333476,0.333414,0.390267,100.620282,1.055214
9,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.334520,0.334500,0.334561,100.306113,1.058517
10,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.335278,0.335217,0.335340,100.079405,1.060916
11,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.338678,0.338678,0.338801,99.074801,1.071674
12,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.341955,0.341770,0.342077,98.125403,1.082044
13,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.342589,0.342364,0.342835,97.943560,1.084050
14,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.359997,0.359936,0.360038,93.207415,1.139134
15,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.370708,0.370524,0.370749,90.514340,1.173026
16,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.384061,0.384020,0.384164,87.367358,1.215279
17,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.406282,0.405832,0.406344,82.588969,1.285593
18,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.432701,0.432476,0.436081,77.546379,1.369190
19,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.601887,0.601702,0.601948,55.748752,1.904543
20,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.602399,0.602194,0.602440,55.701369,1.906163
21,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.607580,0.607519,0.607621,55.226349,1.922557
22,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.608174,0.608010,0.608195,55.172413,1.924437
23,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.610017,0.609833,0.610058,55.005706,1.930269
24,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.614318,0.614093,0.614646,54.620617,1.943878
25,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.757944,0.757924,0.758211,44.270311,2.398352
26,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.759071,0.758968,0.760525,44.204617,2.401918
27,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.759214,0.759132,0.759296,44.196271,2.402371
28,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.763023,0.763023,0.763269,43.975628,2.414423
29,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.764006,0.763965,0.764027,43.919044,2.417534
30,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.768922,0.768901,0.770826,43.638300,2.433090
31,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.932782,0.932741,0.933110,35.972424,2.951590
32,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.934236,0.934052,0.934380,35.916434,2.956190
33,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.936550,0.936346,0.936591,35.827685,2.963513
34,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.970691,0.970301,0.970916,34.567589,3.071545
35,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.990044,0.989942,0.990085,33.891853,3.132783
36,fwht,fp64,forward,none,out-of-place,,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.998318,0.998195,0.998339,33.610963,3.158964
1,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.331264,0.331244,0.331325,126.615151,1.000000
2,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.334705,0.334602,0.334746,125.313591,1.010387
3,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.341033,0.340910,0.341156,122.988233,1.029490
4,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.342016,0.341873,0.342262,122.634737,1.032457
5,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.342487,0.342282,0.342897,122.466066,1.033879
6,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.352666,0.352625,0.352870,118.931474,1.064607
7,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.936837,0.936632,0.936980,44.770901,2.828068
8,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.937124,0.937062,0.937267,44.757198,2.828934
9,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.942449,0.942203,0.942469,44.504323,2.845009
10,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.942981,0.942879,0.943227,44.479194,2.846615
11,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.945029,0.944804,0.945152,44.382801,2.852797
12,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.949207,0.949084,0.949371,44.187450,2.865409
13,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.093038,1.092977,1.093161,38.372899,3.299598
14,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.093939,1.093509,1.094103,38.341290,3.302318
15,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.094205,1.094103,1.094369,38.331959,3.303121
16,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.097953,1.097810,1.098035,38.201114,3.314435
17,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.098711,1.098670,1.106801,38.174770,3.316723
