case_id,group,trial,implementation,reference,runner,device,operator,precision,direction,normalization,placement,output_order,logN,N,batch,modulus,modulus_bits,warmup,repeat,backend,kernel_ms,throughput_s,correct
fft20_searched_b4,fft20-batch4,5,cuButterfly-searched-auto,0,butterfly,Tesla V100-SXM2-16GB,fft,fp32,forward,none,in-place,natural,20,1048576,4,,,1000,100,online-reorder,0.217518,18389.276275,1
fft20_searched_b4,fft20-batch4,3,cuButterfly-searched-auto,0,butterfly,Tesla V100-SXM2-16GB,fft,fp32,forward,none,in-place,natural,20,1048576,4,,,1000,100,online-reorder,0.217283,18409.208436,1
fwht8_searched_b65536,fwht8-batch65536,5,cuButterfly-searched-warp-register,0,butterfly,Tesla V100-SXM2-16GB,fwht,fp32,forward,none,out-of-place,natural,8,256,65536,,,1000,100,temporal-tile,0.165120,396899247.145140,1
fft20_baseline_b4,fft20-batch4,3,cuFFT,0,butterfly,Tesla V100-SXM2-16GB,fft,fp32,forward,none,in-place,natural,20,1048576,4,,,1000,100,cufft,0.214088,18683.933612,1
fft8_base_b16384,fft8-batch16384,4,cuButterfly-base-radix2,1,butterfly,Tesla V100-SXM2-16GB,fft,fp32,forward,none,in-place,natural,8,256,16384,,,1000,100,temporal-tile,0.111985,146305778.608099,1
ntt16_searched_b256,ntt16-batch256,3,cuNTT-searched-radix4,0,ntt,Tesla V100-SXM2-16GB,ntt,uint64,forward,none,out-of-place,natural,16,65536,256,576460756061519873,60,1000,100,hybrid2d,1.054403,242791.512916,1
fwht8_baseline_b65536,fwht8-batch65536,4,Dao-AILab-FHT,0,dao-fht,Tesla V100-SXM2-16GB,fwht,fp32,forward,none,out-of-place,natural,8,256,65536,,,1000,100,dao-fast-hadamard-transform-sm70-local,0.165304,396456674.582399,1
fft18_baseline_b16,fft18-batch16,4,cuFFT,0,butterfly,Tesla V100-SXM2-16GB,fft,fp32,forward,none,in-place,natural,18,262144,16,,,1000,100,cufft,0.213002,75116.577549,1
fft20_baseline_b4,fft20-batch4,1,cuFFT,0,butterfly,Tesla V100-SXM2-16GB,fft,fp32,forward,none,in-place,natural,20,1048576,4,,,1000,100,cufft,0.214016,18690.190916,1
fft14_base_b256,fft14-batch256,3,cuButterfly-base-radix2,1,butterfly,Tesla V100-SXM2-16GB,fft,fp32,forward,none,in-place,natural,14,16384,256,,,1000,100,hierarchical,0.722483,354333.490000,1
fwht15_base_b256,fwht15-batch256,4,cuButterfly-base-radix2,1,butterfly,Tesla V100-SXM2-16GB,fwht,fp32,forward,none,out-of-place,natural,15,32768,256,,,1000,100,hierarchical,0.703703,363789.844587,1
