rank,operator,precision,direction,normalization,placement,logN,N,batch,element_stride,batch_stride,backend,compute_unit,stage_space,tile_threads,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
4,fwht,fp64,forward,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,32,0,0,named-barrier,1,0.427049,0.427049,0.427049,19.643200,1.000623
5,fwht,fp64,forward,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,64,0,0,named-barrier,1,0.427110,0.427110,0.427110,19.640374,1.000766
6,fwht,fp64,forward,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,128,0,0,named-barrier,1,0.427151,0.427151,0.427151,19.638490,1.000862
7,fwht,fp64,forward,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,256,0,0,named-barrier,1,0.464261,0.464261,0.464261,18.068727,1.087815
8,fwht,fp64,forward,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,256,0,0,named-barrier,1,0.545014,0.545014,0.545014,15.391552,1.277028
1,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,5,0,named-barrier,1,0.088125,0.088125,0.088125,190.378811,1.000000
2,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,4,0,named-barrier,1,0.088289,0.088289,0.088289,190.025509,1.001861
3,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,256,0,0,named-barrier,1,0.089088,0.089088,0.089088,188.321838,1.010928
4,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,3,0,named-barrier,1,0.089436,0.089436,0.089436,187.588737,1.014877
5,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,2,0,named-barrier,1,0.089948,0.089948,0.089948,186.520958,1.020687
6,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,256,0,0,named-barrier,1,0.090706,0.090706,0.090706,184.962753,1.029288
7,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,1,0,named-barrier,1,0.091873,0.091873,0.091873,182.612571,1.042530
8,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,64,0,0,named-barrier,1,0.095642,0.095642,0.095642,175.417549,1.085299
9,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,128,0,0,named-barrier,1,0.096748,0.096748,0.096748,173.412353,1.097850
10,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,0,0,named-barrier,1,0.098775,0.098775,0.098775,169.852782,1.120851
11,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,128,0,0,named-barrier,1,0.099185,0.099185,0.099185,169.151353,1.125504
12,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,32,0,0,named-barrier,1,0.103547,0.103547,0.103547,162.025316,1.175001
13,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,64,0,0,named-barrier,1,0.104448,0.104448,0.104448,160.627442,1.185226
14,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,32,0,0,named-barrier,1,0.113766,0.113766,0.113766,147.470744,1.290962
15,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,4,0,0,4,named-barrier,1,0.345149,0.345149,0.345149,48.608558,3.916584
16,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,4,0,0,8,named-barrier,1,0.355389,0.355389,0.355389,47.207975,4.032783
17,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,8,0,0,8,named-barrier,1,0.389468,0.389468,0.389468,43.077246,4.419495
18,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,2,0,0,4,named-barrier,1,0.412590,0.412590,0.412590,40.663161,4.681872
19,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,2,0,0,8,named-barrier,1,0.419656,0.419656,0.419656,39.978527,4.762054
20,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,1,0,0,4,named-barrier,1,0.699884,0.699884,0.699884,23.971440,7.941946
21,fwht,fp64,forward,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,1,0,0,8,named-barrier,1,0.709530,0.709530,0.709530,23.645548,8.051404
1,fwht,fp64,inverse,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix4,0,256,0,0,named-barrier,1,0.102646,0.102646,0.102646,204.309652,1.000000
2,fwht,fp64,inverse,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix4,0,128,0,0,named-barrier,1,0.108810,0.108810,0.108810,192.734791,1.060051
3,fwht,fp64,inverse,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix2,0,256,0,0,named-barrier,1,0.109732,0.109732,0.109732,191.116091,1.069033
4,fwht,fp64,inverse,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix2,0,128,0,0,named-barrier,1,0.115446,0.115446,0.115446,181.656917,1.124700
5,fwht,fp64,inverse,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix4,0,64,0,0,named-barrier,1,0.125747,0.125747,0.125747,166.775239,1.225055
6,fwht,fp64,inverse,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix2,0,64,0,0,named-barrier,1,0.143974,0.143974,0.143974,145.661457,1.402627
7,fwht,fp64,inverse,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix4,0,32,0,0,named-barrier,1,0.169042,0.169042,0.169042,124.061064,1.646844
8,fwht,fp64,inverse,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix2,0,32,0,0,named-barrier,1,0.195113,0.195113,0.195113,107.483994,1.900834
1,fwht,fp64,inverse,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,32,0,0,named-barrier,1,0.426824,0.426824,0.426824,19.653566,1.000000
2,fwht,fp64,inverse,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,64,0,0,named-barrier,1,0.426844,0.426844,0.426844,19.652624,1.000047
3,fwht,fp64,inverse,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,128,0,0,named-barrier,1,0.426906,0.426906,0.426906,19.649796,1.000192
4,fwht,fp64,inverse,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,32,0,0,named-barrier,1,0.427028,0.427028,0.427028,19.644142,1.000478
5,fwht,fp64,inverse,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,64,0,0,named-barrier,1,0.427110,0.427110,0.427110,19.640374,1.000670
6,fwht,fp64,inverse,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,128,0,0,named-barrier,1,0.427213,0.427213,0.427213,19.635666,1.000911
7,fwht,fp64,inverse,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,256,0,0,named-barrier,1,0.465388,0.465388,0.465388,18.024995,1.090351
8,fwht,fp64,inverse,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,256,0,0,named-barrier,1,0.546611,0.546611,0.546611,15.346572,1.280647
1,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,5,0,named-barrier,1,0.088044,0.088044,0.088044,190.555947,1.000000
2,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,4,0,named-barrier,1,0.088289,0.088289,0.088289,190.025509,1.002783
3,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,256,0,0,named-barrier,1,0.089108,0.089108,0.089108,188.278568,1.012085
4,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,3,0,named-barrier,1,0.089375,0.089375,0.089375,187.717688,1.015117
5,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,2,0,named-barrier,1,0.090030,0.090030,0.090030,186.351225,1.022557
6,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,256,0,0,named-barrier,1,0.090358,0.090358,0.090358,185.675435,1.026282
7,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,1,0,named-barrier,1,0.091935,0.091935,0.091935,182.490536,1.044194
8,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,64,0,0,named-barrier,1,0.094740,0.094740,0.094740,177.086035,1.076053
9,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,128,0,0,named-barrier,1,0.096010,0.096010,0.096010,174.744031,1.090477
10,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,128,0,0,named-barrier,1,0.098284,0.098284,0.098284,170.702226,1.116305
11,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,0,0,named-barrier,1,0.098755,0.098755,0.098755,169.888022,1.121655
12,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,32,0,0,named-barrier,1,0.102216,0.102216,0.102216,164.135448,1.160965
13,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,64,0,0,named-barrier,1,0.103219,0.103219,0.103219,162.539677,1.172357
14,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,32,0,0,named-barrier,1,0.111247,0.111247,0.111247,150.810014,1.263539
15,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,4,0,0,4,named-barrier,1,0.351334,0.351334,0.351334,47.752843,3.990437
16,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,4,0,0,8,named-barrier,1,0.362271,0.362271,0.362271,46.311264,4.114659
17,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,8,0,0,8,named-barrier,1,0.400650,0.400650,0.400650,41.874966,4.550566
18,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,2,0,0,4,named-barrier,1,0.416031,0.416031,0.416031,40.326867,4.725262
19,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,2,0,0,8,named-barrier,1,0.424018,0.424018,0.424018,39.567235,4.815978
20,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,1,0,0,4,named-barrier,1,0.699802,0.699802,0.699802,23.974246,7.948321
21,fwht,fp64,inverse,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,1,0,0,8,named-barrier,1,0.710574,0.710574,0.710574,23.610791,8.070669
1,xor-zeta,uint32,forward,none,out-of-place,10,1024,4096,1,1024,temporal-tile,radix4,0,256,0,0,named-barrier,1,0.055890,0.055890,0.055890,375.229026,1.000000
2,xor-zeta,uint32,forward,none,out-of-place,10,1024,4096,1,1024,temporal-tile,radix4,0,128,0,0,named-barrier,1,0.056033,0.056033,0.056033,374.268983,1.002559
3,xor-zeta,uint32,forward,none,out-of-place,10,1024,4096,1,1024,temporal-tile,radix2,0,256,0,0,named-barrier,1,0.058900,0.058900,0.058900,356.050074,1.053856
4,xor-zeta,uint32,forward,none,out-of-place,10,1024,4096,1,1024,temporal-tile,radix2,0,128,0,0,named-barrier,1,0.060314,0.060314,0.060314,347.707974,1.079155
5,xor-zeta,uint32,forward,none,out-of-place,10,1024,4096,1,1024,temporal-tile,radix4,0,64,0,0,named-barrier,1,0.061174,0.061174,0.061174,342.818885,1.094543
6,xor-zeta,uint32,forward,none,out-of-place,10,1024,4096,1,1024,temporal-tile,radix2,0,64,0,0,named-barrier,1,0.067645,0.067645,0.067645,310.021202,1.210324
7,xor-zeta,uint32,forward,none,out-of-place,10,1024,4096,1,1024,temporal-tile,radix4,0,32,0,0,named-barrier,1,0.083436,0.083436,0.083436,251.350045,1.492861
8,xor-zeta,uint32,forward,none,out-of-place,10,1024,4096,1,1024,temporal-tile,radix2,0,32,0,0,named-barrier,1,0.100905,0.100905,0.100905,207.834374,1.805421
1,xor-zeta,uint32,forward,none,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,32,0,0,named-barrier,1,0.372593,0.372593,0.372593,22.514153,1.000000
2,xor-zeta,uint32,forward,none,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,64,0,0,named-barrier,1,0.372613,0.372613,0.372613,22.512917,1.000054
3,xor-zeta,uint32,forward,none,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,128,0,0,named-barrier,1,0.372654,0.372654,0.372654,22.510442,1.000164
4,xor-zeta,uint32,forward,none,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,32,0,0,named-barrier,1,0.372900,0.372900,0.372900,22.495605,1.000824
5,xor-zeta,uint32,forward,none,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,64,0,0,named-barrier,1,0.372900,0.372900,0.372900,22.495605,1.000824
6,xor-zeta,uint32,forward,none,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,128,0,0,named-barrier,1,0.372961,0.372961,0.372961,22.491900,1.000988
7,xor-zeta,uint32,forward,none,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,256,0,0,named-barrier,1,0.381194,0.381194,0.381194,22.006125,1.023084
8,xor-zeta,uint32,forward,none,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,256,0,0,named-barrier,1,0.464056,0.464056,0.464056,18.076703,1.245477
1,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,256,0,0,named-barrier,1,0.047432,0.047432,0.047432,353.713317,1.000000
2,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,128,0,0,named-barrier,1,0.047780,0.047780,0.047780,351.135853,1.007337
3,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,64,0,0,named-barrier,1,0.048456,0.048456,0.048456,346.238365,1.021589
4,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,128,0,0,named-barrier,1,0.049623,0.049623,0.049623,338.093257,1.046192
5,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,64,0,0,named-barrier,1,0.053760,0.053760,0.053760,312.076193,1.133412
6,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,5,0,named-barrier,1,0.053862,0.053862,0.053862,311.482888,1.135562
7,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,2,0,named-barrier,1,0.054600,0.054600,0.054600,307.276819,1.151122
8,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,4,0,named-barrier,1,0.055685,0.055685,0.055685,301.287250,1.173996
9,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,256,0,0,named-barrier,1,0.056279,0.056279,0.056279,298.107710,1.186520
10,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,1,0,named-barrier,1,0.056934,0.056934,0.056934,294.676252,1.200329
11,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,32,0,0,named-barrier,1,0.057549,0.057549,0.057549,291.530256,1.213295
12,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,0,0,named-barrier,1,0.058655,0.058655,0.058655,286.033529,1.236612
13,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,3,0,named-barrier,1,0.059802,0.059802,0.059802,280.547941,1.260794
14,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,32,0,0,named-barrier,1,0.065147,0.065147,0.065147,257.529085,1.373482
15,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,4,0,0,8,named-barrier,1,0.193966,0.193966,0.193966,86.495613,4.089349
16,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,8,0,0,8,named-barrier,1,0.207135,0.207135,0.207135,80.996637,4.366989
17,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,2,0,0,8,named-barrier,1,0.228086,0.228086,0.228086,73.556609,4.808695
18,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,4,0,0,4,named-barrier,1,0.314040,0.314040,0.314040,53.423767,6.620847
19,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,2,0,0,4,named-barrier,1,0.324014,0.324014,0.324014,51.779278,6.831127
20,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,1,0,0,8,named-barrier,1,0.355553,0.355553,0.355553,47.186223,7.496058
21,xor-zeta,uint32,forward,none,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,1,0,0,4,named-barrier,1,0.358482,0.358482,0.358482,46.800732,7.557809
1,xor-zeta,uint32,inverse,none,out-of-place,10,1024,4096,1,1024,temporal-tile,radix4,0,256,0,0,named-barrier,1,0.056033,0.056033,0.056033,374.268983,1.000000
2,xor-zeta,uint32,inverse,none,out-of-place,10,1024,4096,1,1024,temporal-tile,radix4,0,128,0,0,named-barrier,1,0.056115,0.056115,0.056115,373.722635,1.001463
3,xor-zeta,uint32,inverse,none,out-of-place,10,1024,4096,1,1024,temporal-tile,radix2,0,256,0,0,named-barrier,1,0.059167,0.059167,0.059167,354.447894,1.055931
4,xor-zeta,uint32,inverse,none,out-of-place,10,1024,4096,1,1024,temporal-tile,radix2,0,128,0,0,named-barrier,1,0.060416,0.060416,0.060416,347.118634,1.078222
5,xor-zeta,uint32,inverse,none,out-of-place,10,1024,4096,1,1024,temporal-tile,radix4,0,64,0,0,named-barrier,1,0.061174,0.061174,0.061174,342.818885,1.091750
6,xor-zeta,uint32,inverse,none,out-of-place,10,1024,4096,1,1024,temporal-tile,radix2,0,64,0,0,named-barrier,1,0.067768,0.067768,0.067768,309.459049,1.209430
7,xor-zeta,uint32,inverse,none,out-of-place,10,1024,4096,1,1024,temporal-tile,radix4,0,32,0,0,named-barrier,1,0.083579,0.083579,0.083579,250.918879,1.491603
8,xor-zeta,uint32,inverse,none,out-of-place,10,1024,4096,1,1024,temporal-tile,radix2,0,32,0,0,named-barrier,1,0.100803,0.100803,0.100803,208.045503,1.798993
1,xor-zeta,uint32,inverse,none,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,32,0,0,named-barrier,1,0.372613,0.372613,0.372613,22.512917,1.000000
2,xor-zeta,uint32,inverse,none,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,64,0,0,named-barrier,1,0.372634,0.372634,0.372634,22.511680,1.000056
3,xor-zeta,uint32,inverse,none,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,128,0,0,named-barrier,1,0.372634,0.372634,0.372634,22.511680,1.000056
4,xor-zeta,uint32,inverse,none,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,32,0,0,named-barrier,1,0.372900,0.372900,0.372900,22.495605,1.000770
5,xor-zeta,uint32,inverse,none,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,64,0,0,named-barrier,1,0.372941,0.372941,0.372941,22.493137,1.000880
6,xor-zeta,uint32,inverse,none,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,128,0,0,named-barrier,1,0.372961,0.372961,0.372961,22.491900,1.000934
7,xor-zeta,uint32,inverse,none,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,256,0,0,named-barrier,1,0.382546,0.382546,0.382546,21.928369,1.026658
8,xor-zeta,uint32,inverse,none,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,256,0,0,named-barrier,1,0.469156,0.469156,0.469156,17.880216,1.259097
1,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,128,0,0,named-barrier,1,0.050278,0.050278,0.050278,333.686335,1.000000
2,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,256,0,0,named-barrier,1,0.051057,0.051057,0.051057,328.600091,1.015494
3,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,64,0,0,named-barrier,1,0.051937,0.051937,0.051937,323.028401,1.032997
4,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,128,0,0,named-barrier,1,0.053084,0.053084,0.053084,316.049398,1.055810
5,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,5,0,named-barrier,1,0.054354,0.054354,0.054354,308.666171,1.081069
6,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,4,0,named-barrier,1,0.055951,0.055951,0.055951,299.853584,1.112833
7,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,64,0,0,named-barrier,1,0.056484,0.056484,0.056484,297.026818,1.123434
8,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,3,0,named-barrier,1,0.060580,0.060580,0.060580,276.943881,1.204901
9,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,32,0,0,named-barrier,1,0.060948,0.060948,0.060948,275.268818,1.212220
10,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,2,0,named-barrier,1,0.062648,0.062648,0.062648,267.799940,1.246032
11,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,256,0,0,named-barrier,1,0.064430,0.064430,0.064430,260.394150,1.281475
12,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,1,0,named-barrier,1,0.065024,0.065024,0.065024,258.015764,1.293289
13,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,0,0,named-barrier,1,0.066888,0.066888,0.066888,250.826712,1.330363
14,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,32,0,0,named-barrier,1,0.069898,0.069898,0.069898,240.023439,1.390230
15,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,4,0,0,8,named-barrier,1,0.193147,0.193147,0.193147,86.862473,3.841581
16,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,8,0,0,8,named-barrier,1,0.208855,0.208855,0.208855,80.329479,4.154004
17,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,2,0,0,8,named-barrier,1,0.227922,0.227922,0.227922,73.609489,4.533235
18,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,4,0,0,4,named-barrier,1,0.314860,0.314860,0.314860,53.284768,6.262381
19,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,2,0,0,4,named-barrier,1,0.324055,0.324055,0.324055,51.772740,6.445264
20,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,1,0,0,8,named-barrier,1,0.354591,0.354591,0.354591,47.314313,7.052608
21,xor-zeta,uint32,inverse,none,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,1,0,0,4,named-barrier,1,0.358482,0.358482,0.358482,46.800732,7.129997
