device,logN,spatial_budget_C,stage_space_Us,data_space_Ud,stage_time_Ts,data_time_Td,stage_utilization,ideal_body_steps,compute_step_rate,boundary_step_rate,interstage_step_rate,synchronization_step_rate,limiting_capability,calibrated_body_us,barrier_model
Tesla V100-SXM2-16GB,16,128,8,16,2,2048,1.0,4096,2277073656.25,1555852638.671875,3238702416.852679,781708000.0,synchronization,5.239808214832137,cta
Tesla V100-SXM2-16GB,16,128,4,32,4,1024,1.0,4096,2277073656.25,777926319.3359375,3778486152.9947915,1823985333.3333333,boundary,5.2652801405362855,cta
Tesla V100-SXM2-16GB,16,128,2,64,8,512,1.0,4096,2277073656.25,388963159.66796875,5667729229.4921875,5471956000.0,boundary,10.530560281072571,cta
Tesla V100-SXM2-16GB,16,128,16,8,1,4096,1.0,4096,2277073656.25,3111705277.34375,3022788922.3958335,364797066.6666667,synchronization,11.228160460354578,cta
Tesla V100-SXM2-16GB,16,128,1,128,16,256,1.0,4096,2277073656.25,194481579.83398438,,,boundary,21.061120562145142,cta
