trial,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,complex_multiply,local_exchange,fft_core,stage_space,stage_handoff,tile_threads,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,scalar,0,named-barrier,32,0,0,0,0,3,8,524288,1,8,20,100,5.481376,0.861788,5.108864,608372252.252980,7.300467,4866978018.023840,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,scalar,0,named-barrier,32,0,0,0,0,3,8,524288,1,8,20,100,5.467360,0.784456,5.101472,668346254.269476,8.020155,5346770034.155810,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,scalar,0,named-barrier,32,0,0,0,0,3,8,524288,1,8,20,100,5.470720,0.743485,5.104352,705175927.123613,8.462111,5641407416.988900,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,scalar,0,named-barrier,64,0,0,0,0,3,8,524288,1,8,20,100,5.494048,0.743137,5.095808,705506236.855253,8.466075,5644049894.842023,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,scalar,0,named-barrier,64,0,0,0,0,3,8,524288,1,8,20,100,5.530240,0.743189,5.096384,705457632.504731,8.465492,5643661060.037851,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,scalar,0,named-barrier,64,0,0,0,0,3,8,524288,1,8,20,100,5.472512,0.743240,5.094144,705409091.421527,8.464909,5643272731.372216,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,scalar,0,named-barrier,128,0,0,0,0,3,8,524288,1,8,20,100,5.485248,0.744346,5.101568,704360979.920079,8.452332,5634887839.360630,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,scalar,0,named-barrier,128,0,0,0,0,3,8,524288,1,8,20,100,5.494304,0.744305,5.095936,704399730.784409,8.452797,5635197846.275273,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,scalar,0,named-barrier,128,0,0,0,0,3,8,524288,1,8,20,100,5.484640,0.744284,5.105504,704419136.021608,8.453030,5635353088.172867,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,scalar,0,named-barrier,256,0,0,0,0,3,8,524288,1,8,20,100,5.488352,1.333606,5.106112,393135496.953500,4.717626,3145083975.628002,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,scalar,0,named-barrier,256,0,0,0,0,3,8,524288,1,8,20,100,5.525344,1.333699,5.191488,393108299.038379,4.717300,3144866392.307029,0.000000,-1
