rank,operator,precision,direction,normalization,placement,logN,N,batch,element_stride,batch_stride,backend,compute_unit,stage_space,tile_threads,local_stages,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
17,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,9,0,0,named-barrier,1,0.333039,0.333039,0.333039,113.346318,1.062044
18,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,64,10,0,0,named-barrier,1,0.333585,0.333585,0.333585,113.160743,1.063785
19,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,64,8,0,0,named-barrier,1,0.333995,0.333995,0.333995,113.021966,1.065093
20,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,32,9,0,0,named-barrier,1,0.342869,0.342869,0.342869,110.096563,1.093392
21,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,10,0,0,named-barrier,1,0.347136,0.347136,0.347136,108.743366,1.106999
22,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,8,0,0,named-barrier,1,0.347682,0.347682,0.347682,108.572555,1.108740
23,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,32,10,0,0,named-barrier,1,0.357478,0.357478,0.357478,105.597247,1.139979
24,fwht,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,32,8,0,0,named-barrier,1,0.359219,0.359219,0.359219,105.085521,1.145531
1,fwht,fp32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix4,0,256,10,0,0,named-barrier,1,0.320068,0.320068,0.320068,131.044043,1.000000
2,fwht,fp32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix2,0,256,10,0,0,named-barrier,1,0.323584,0.323584,0.323584,129.620257,1.010985
3,fwht,fp32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix4,0,128,10,0,0,named-barrier,1,0.327202,0.327202,0.327202,128.186936,1.022289
4,fwht,fp32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix2,0,128,10,0,0,named-barrier,1,0.333107,0.333107,0.333107,125.914550,1.040738
5,fwht,fp32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix4,0,64,10,0,0,named-barrier,1,0.341197,0.341197,0.341197,122.929170,1.066014
6,fwht,fp32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix2,0,64,10,0,0,named-barrier,1,0.350447,0.350447,0.350447,119.684434,1.094914
7,fwht,fp32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix4,0,32,10,0,0,named-barrier,1,0.382225,0.382225,0.382225,109.733881,1.194199
8,fwht,fp32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix2,0,32,10,0,0,named-barrier,1,0.401203,0.401203,0.401203,104.543138,1.253493
1,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,6,0,0,named-barrier,1,0.363588,0.363588,0.363588,69.215170,1.000000
2,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,6,0,0,named-barrier,1,0.363588,0.363588,0.363588,69.215170,1.000000
3,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,6,0,0,named-barrier,1,0.363827,0.363827,0.363827,69.169716,1.000657
4,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,32,6,0,0,named-barrier,1,0.364169,0.364169,0.364169,69.104879,1.001598
5,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,64,6,0,0,named-barrier,1,0.364237,0.364237,0.364237,69.091931,1.001785
6,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,128,6,0,0,named-barrier,1,0.365124,0.365124,0.365124,68.924000,1.004225
7,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,6,0,0,named-barrier,1,0.378846,0.378846,0.378846,66.427605,1.041965
8,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,5,0,0,named-barrier,1,0.403012,0.403012,0.403012,62.444311,1.108430
9,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,7,0,0,named-barrier,1,0.403183,0.403183,0.403183,62.417882,1.108901
10,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,5,0,0,named-barrier,1,0.403422,0.403422,0.403422,62.380910,1.109558
11,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,64,7,0,0,named-barrier,1,0.403627,0.403627,0.403627,62.349263,1.110122
12,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,7,0,0,named-barrier,1,0.403627,0.403627,0.403627,62.349263,1.110122
13,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,64,5,0,0,named-barrier,1,0.403797,0.403797,0.403797,62.322909,1.110589
14,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,5,0,0,named-barrier,1,0.403866,0.403866,0.403866,62.312372,1.110779
15,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,7,0,0,named-barrier,1,0.403866,0.403866,0.403866,62.312372,1.110779
16,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,128,7,0,0,named-barrier,1,0.404207,0.404207,0.404207,62.259754,1.111717
17,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,128,5,0,0,named-barrier,1,0.404275,0.404275,0.404275,62.249239,1.111904
18,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,32,7,0,0,named-barrier,1,0.404651,0.404651,0.404651,62.191482,1.112938
19,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,32,5,0,0,named-barrier,1,0.404821,0.404821,0.404821,62.165261,1.113406
20,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,256,6,0,0,named-barrier,1,0.417553,0.417553,0.417553,60.269762,1.148423
21,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,5,0,0,named-barrier,1,0.477321,0.477321,0.477321,52.723110,1.312807
22,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,7,0,0,named-barrier,1,0.480870,0.480870,0.480870,52.333902,1.322568
23,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,256,5,0,0,named-barrier,1,0.521762,0.521762,0.521762,48.232370,1.435036
24,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,256,7,0,0,named-barrier,1,0.526131,0.526131,0.526131,47.831840,1.447053
25,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,8,0,0,named-barrier,1,0.568354,0.568354,0.568354,44.278417,1.563181
26,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,128,8,0,0,named-barrier,1,0.568900,0.568900,0.568900,44.235918,1.564683
27,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,8,0,0,named-barrier,1,0.569685,0.569685,0.569685,44.174955,1.566842
28,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,64,8,0,0,named-barrier,1,0.570197,0.570197,0.570197,44.135288,1.568250
29,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,8,0,0,named-barrier,1,0.572826,0.572826,0.572826,43.932784,1.575481
30,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,32,8,0,0,named-barrier,1,0.574566,0.574566,0.574566,43.799677,1.580267
31,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,8,0,0,named-barrier,1,0.594910,0.594910,0.594910,42.301912,1.636220
32,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,256,8,0,0,named-barrier,1,0.699802,0.699802,0.699802,35.961371,1.924711
33,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,9,0,0,named-barrier,1,0.976145,0.976145,0.976145,25.780825,2.684756
34,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,128,9,0,0,named-barrier,1,0.977203,0.977203,0.977203,25.752908,2.687666
35,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,9,0,0,named-barrier,1,0.981777,0.981777,0.981777,25.632931,2.700246
36,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,64,9,0,0,named-barrier,1,0.982835,0.982835,0.982835,25.605335,2.703156
37,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,9,0,0,named-barrier,1,0.988570,0.988570,0.988570,25.456807,2.718929
38,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,32,9,0,0,named-barrier,1,0.992188,0.992188,0.992188,25.363974,2.728880
39,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,9,0,0,named-barrier,1,1.010005,1.010005,1.010005,24.916525,2.777883
40,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,256,9,0,0,named-barrier,1,1.108548,1.108548,1.108548,22.701604,3.048913
41,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,10,0,0,named-barrier,1,1.547127,1.547127,1.547127,16.266162,4.255165
42,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,10,0,0,named-barrier,1,1.549790,1.549790,1.549790,16.238218,4.262489
43,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,128,10,0,0,named-barrier,1,1.552964,1.552964,1.552964,16.205024,4.271219
44,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,10,0,0,named-barrier,1,1.557538,1.557538,1.557538,16.157437,4.283799
45,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,10,0,0,named-barrier,1,1.577813,1.577813,1.577813,15.949810,4.339563
46,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,256,10,0,0,named-barrier,1,1.609830,1.609830,1.609830,15.632594,4.427621
47,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,64,10,0,0,named-barrier,1,1.660484,1.660484,1.660484,15.155713,4.566938
48,xor-zeta,uint32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix2,0,32,10,0,0,named-barrier,1,1.827806,1.827806,1.827806,13.768324,5.027135
1,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,6,0,0,named-barrier,1,0.311057,0.311057,0.311057,94.388238,1.000000
2,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,8,0,0,named-barrier,1,0.311091,0.311091,0.311091,94.377876,1.000109
3,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,6,0,0,named-barrier,1,0.312320,0.312320,0.312320,94.006550,1.004060
4,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,8,0,0,named-barrier,1,0.312320,0.312320,0.312320,94.006550,1.004060
5,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,128,6,0,0,named-barrier,1,0.312491,0.312491,0.312491,93.955223,1.004610
6,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,128,8,0,0,named-barrier,1,0.313105,0.313105,0.313105,93.770846,1.006584
7,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,64,8,0,0,named-barrier,1,0.313207,0.313207,0.313207,93.740189,1.006912
8,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,64,6,0,0,named-barrier,1,0.313242,0.313242,0.313242,93.729977,1.007024
9,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,8,0,0,named-barrier,1,0.313754,0.313754,0.313754,93.577022,1.008670
10,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,6,0,0,named-barrier,1,0.313890,0.313890,0.313890,93.536321,1.009108
11,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,32,8,0,0,named-barrier,1,0.315494,0.315494,0.315494,93.060689,1.014264
12,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,32,6,0,0,named-barrier,1,0.315597,0.315597,0.315597,93.030503,1.014595
13,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,6,0,0,named-barrier,1,0.318430,0.318430,0.318430,92.202811,1.023703
14,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,7,0,0,named-barrier,1,0.318566,0.318566,0.318566,92.163297,1.024140
15,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,128,7,0,0,named-barrier,1,0.319249,0.319249,0.319249,91.966215,1.026336
16,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,7,0,0,named-barrier,1,0.319932,0.319932,0.319932,91.769983,1.028532
17,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,7,0,0,named-barrier,1,0.320137,0.320137,0.320137,91.711266,1.029191
18,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,7,0,0,named-barrier,1,0.320239,0.320239,0.320239,91.681940,1.029519
19,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,8,0,0,named-barrier,1,0.320273,0.320273,0.320273,91.672172,1.029628
20,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,64,7,0,0,named-barrier,1,0.320922,0.320922,0.320922,91.486918,1.031714
21,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,32,7,0,0,named-barrier,1,0.321263,0.321263,0.321263,91.389717,1.032811
22,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,256,7,0,0,named-barrier,1,0.325803,0.325803,0.325803,90.116287,1.047406
23,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,256,6,0,0,named-barrier,1,0.338432,0.338432,0.338432,86.753408,1.088006
24,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,256,8,0,0,named-barrier,1,0.340378,0.340378,0.340378,86.257521,1.094262
25,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,9,0,0,named-barrier,1,0.351471,0.351471,0.351471,83.535007,1.129925
26,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,5,0,0,named-barrier,1,0.351607,0.351607,0.351607,83.502571,1.130362
27,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,128,9,0,0,named-barrier,1,0.352768,0.352768,0.352768,83.227866,1.134094
28,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,128,5,0,0,named-barrier,1,0.352973,0.352973,0.352973,83.179575,1.134753
29,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,5,0,0,named-barrier,1,0.354372,0.354372,0.354372,82.851082,1.139251
30,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,9,0,0,named-barrier,1,0.354441,0.354441,0.354441,82.835129,1.139473
31,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,64,5,0,0,named-barrier,1,0.356045,0.356045,0.356045,82.461893,1.144629
32,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,64,9,0,0,named-barrier,1,0.356113,0.356113,0.356113,82.446089,1.144848
33,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,5,0,0,named-barrier,1,0.359424,0.359424,0.359424,81.686611,1.155492
34,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,9,0,0,named-barrier,1,0.359902,0.359902,0.359902,81.578147,1.157029
35,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,32,9,0,0,named-barrier,1,0.362394,0.362394,0.362394,81.017239,1.165040
36,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,32,5,0,0,named-barrier,1,0.362462,0.362462,0.362462,81.001978,1.165259
37,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,5,0,0,named-barrier,1,0.413525,0.413525,0.413525,70.999591,1.329419
38,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,9,0,0,named-barrier,1,0.418406,0.418406,0.418406,70.171317,1.345110
39,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,256,5,0,0,named-barrier,1,0.449229,0.449229,0.449229,65.356737,1.444202
40,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,256,9,0,0,named-barrier,1,0.454349,0.454349,0.454349,64.620243,1.460662
41,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,10,0,0,named-barrier,1,0.501043,0.501043,0.501043,58.597997,1.610776
42,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,128,10,0,0,named-barrier,1,0.503671,0.503671,0.503671,58.292220,1.619224
43,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,64,10,0,0,named-barrier,1,0.508860,0.508860,0.508860,57.697878,1.635906
44,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,64,10,0,0,named-barrier,1,0.512034,0.512034,0.512034,57.340179,1.646110
45,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,32,10,0,0,named-barrier,1,0.529579,0.529579,0.529579,55.440546,1.702514
46,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,10,0,0,named-barrier,1,0.529647,0.529647,0.529647,55.433396,1.702733
47,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,32,10,0,0,named-barrier,1,0.547430,0.547430,0.547430,53.632623,1.759903
48,xor-zeta,uint32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix2,0,256,10,0,0,named-barrier,1,0.619759,0.619759,0.619759,47.373467,1.992429
1,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,8,0,0,named-barrier,1,0.309794,0.309794,0.309794,108.312034,1.000000
2,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,8,0,0,named-barrier,1,0.311194,0.311194,0.311194,107.824947,1.004519
3,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,256,8,0,0,named-barrier,1,0.311808,0.311808,0.311808,107.612473,1.006501
4,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,128,8,0,0,named-barrier,1,0.312081,0.312081,0.312081,107.518330,1.007382
5,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,8,0,0,named-barrier,1,0.313685,0.313685,0.313685,106.968446,1.012560
6,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,64,8,0,0,named-barrier,1,0.315324,0.315324,0.315324,106.412641,1.017851
7,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,9,0,0,named-barrier,1,0.316621,0.316621,0.316621,105.976715,1.022037
8,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,7,0,0,named-barrier,1,0.316655,0.316655,0.316655,105.965285,1.022147
9,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,8,0,0,named-barrier,1,0.317030,0.317030,0.317030,105.839793,1.023357
10,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,7,0,0,named-barrier,1,0.317884,0.317884,0.317884,105.555666,1.026114
11,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,9,0,0,named-barrier,1,0.317884,0.317884,0.317884,105.555666,1.026114
12,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,128,9,0,0,named-barrier,1,0.319147,0.319147,0.319147,105.137969,1.030191
13,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,128,7,0,0,named-barrier,1,0.319181,0.319181,0.319181,105.126719,1.030301
14,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,32,8,0,0,named-barrier,1,0.320137,0.320137,0.320137,104.812875,1.033387
15,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,256,7,0,0,named-barrier,1,0.320375,0.320375,0.320375,104.734709,1.034155
16,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,256,9,0,0,named-barrier,1,0.320649,0.320649,0.320649,104.645513,1.035039
17,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,9,0,0,named-barrier,1,0.322014,0.322014,0.322014,104.201827,1.039446
18,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,7,0,0,named-barrier,1,0.322116,0.322116,0.322116,104.168692,1.039775
19,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,64,7,0,0,named-barrier,1,0.323618,0.323618,0.323618,103.685271,1.044623
20,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,64,9,0,0,named-barrier,1,0.323891,0.323891,0.323891,103.597852,1.045504
21,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,7,0,0,named-barrier,1,0.327066,0.327066,0.327066,102.592365,1.055753
22,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,9,0,0,named-barrier,1,0.327305,0.327305,0.327305,102.517475,1.056525
23,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,6,0,0,named-barrier,1,0.329830,0.329830,0.329830,101.732388,1.064675
24,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,32,9,0,0,named-barrier,1,0.330377,0.330377,0.330377,101.564210,1.066441
25,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,32,7,0,0,named-barrier,1,0.330854,0.330854,0.330854,101.417513,1.067981
26,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,128,10,0,0,named-barrier,1,0.333414,0.333414,0.333414,100.638819,1.076244
27,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,6,0,0,named-barrier,1,0.333517,0.333517,0.333517,100.607928,1.076577
28,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,128,6,0,0,named-barrier,1,0.333619,0.333619,0.333619,100.577039,1.076906
29,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,6,0,0,named-barrier,1,0.333892,0.333892,0.333892,100.494781,1.077787
30,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,64,10,0,0,named-barrier,1,0.338398,0.338398,0.338398,99.156750,1.092332
31,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,64,6,0,0,named-barrier,1,0.338807,0.338807,0.338807,99.036874,1.093653
32,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,256,6,0,0,named-barrier,1,0.346385,0.346385,0.346385,96.870321,1.118114
33,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,6,0,0,named-barrier,1,0.353792,0.353792,0.353792,94.842254,1.142023
34,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,32,10,0,0,named-barrier,1,0.369664,0.369664,0.369664,90.770080,1.193257
35,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,32,6,0,0,named-barrier,1,0.370415,0.370415,0.370415,90.586072,1.195682
36,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,10,0,0,named-barrier,1,0.382464,0.382464,0.382464,87.732264,1.234575
37,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,10,0,0,named-barrier,1,0.386287,0.386287,0.386287,86.864014,1.246916
38,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,10,0,0,named-barrier,1,0.387652,0.387652,0.387652,86.558067,1.251322
39,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,0,256,10,0,0,named-barrier,1,0.404787,0.404787,0.404787,82.894008,1.306633
40,xor-zeta,uint32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,10,0,0,named-barrier,1,0.408201,0.408201,0.408201,82.200853,1.317653
1,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,9,0,0,named-barrier,1,0.366899,0.366899,0.366899,102.885852,1.000000
2,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,10,0,0,named-barrier,1,0.368162,0.368162,0.368162,102.532915,1.003442
3,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,8,0,0,named-barrier,1,0.368299,0.368299,0.368299,102.494907,1.003816
