suite_case_id,suite_group,suite_tier,suite_runner,implementation,reference,trial,performance_batch,preflight_correct,preflight_max_error,device,compute_capability,backend,stage_space,stage_handoff,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,inverse,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,output_order,correct,operator,precision,direction,normalization,placement,element_stride,batch_stride,library,library_version,plan_ms,transforms_s,Gbutterfly_s,points_s,max_abs_error,relative_l2_error,complex_multiply,local_exchange,fft_core,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,max_error
fft20_vkfft,fft-fp32-fwd-log20,quick,fft-library,VkFFT,0,1,4,1,,Tesla V100-SXM2-16GB,7.0,,,,,,20,1048576,4,,,,,,,5,20,,0.216115192,,,,,,,,-1,fft,fp32,forward,none,in-place,1,1048576,vkfft,10304,791.236530000,18508.647961198,194.077240446,19407724044.560783386,0.000000000,0.000000000,,,,,,,,,,,,,,,
fft18_vkfft,fft-fp32-fwd-log18,quick,fft-library,VkFFT,0,1,16,1,,Tesla V100-SXM2-16GB,7.0,,,,,,18,262144,16,,,,,,,5,20,,0.213299200,,,,,,,,-1,fft,fp32,forward,none,in-place,1,262144,vkfft,10304,329.681535000,75012.001941839,176.975516133,19663946237.041408539,0.000000000,0.000000000,,,,,,,,,,,,,,,
fwht20_online,fwht-fp32-fwd-log20,quick,butterfly,cuButterfly-online-radix4,0,3,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,online-reorder,0,named-barrier,radix4,,20,1048576,4,,,,,,,5,20,2.764864,0.372890,2.609344,,,,table,,,-1,fwht,fp32,forward,none,out-of-place,1,1048576,,,,10727.036185,112.481127,11248112695.035477,,,four-mul,shared,scalar,256,0,0,8,8,0,0,10,1,0,0,0.000000
fft18_vkfft,fft-fp32-fwd-log18,quick,fft-library,VkFFT,0,2,16,1,,Tesla V100-SXM2-16GB,7.0,,,,,,18,262144,16,,,,,,,5,20,,0.213350385,,,,,,,,-1,fft,fp32,forward,none,in-place,1,262144,vkfft,10304,436.112084000,74994.005602296,176.933057441,19659228604.608200073,0.000000000,0.000000000,,,,,,,,,,,,,,,
fft20_cub,fft-fp32-fwd-log20,quick,butterfly,cuButterfly-cuFFTDx-online,0,3,4,1,0.001242,Tesla V100-SXM2-16GB,7.0,online-reorder,0,named-barrier,auto,,20,1048576,4,,,,,,,5,20,5.456480,0.247245,5.106208,,,,recurrence,,,-1,fft,fp32,forward,none,in-place,1,1048576,,,,16178.297451,169.641744,16964174427.627050,,,four-mul,shared,cufftdx-block,128,512,512,8,8,4,4,10,1,0,0,0.000000
ntt12_30_hybrid,ntt-u30-natural-log12,quick,ntt,cuNTT-Hybrid2D-radix4,0,2,1024,1,,Tesla V100-SXM2-16GB,7.0,hybrid2d,0,named-barrier,radix4,32,12,4096,1024,1073692673,30,6,4,256,0,5,20,2.815904,0.157901,2.620832,6485084.497463,183032.440092,26562906101.608421,fused,shoup,natural,-1,ntt,uint32,forward,,,1,4096,,,,,,,,,,,,,,,,,,,,,,,
fft8_cufft,fft-fp32-fwd-log8,quick,fft-library,cuFFT,1,3,16384,1,,Tesla V100-SXM2-16GB,7.0,,,,,,8,256,16384,,,,,,,5,20,,0.084224001,,,,,,,,-1,fft,fp32,forward,none,in-place,1,256,cufft,10900,1.840037000,194528874.056138039,199.197567033,49799391758.371337891,0.000000000,0.000000000,,,,,,,,,,,,,,,
fft20_cufft,fft-fp32-fwd-log20,quick,fft-library,cuFFT,1,1,4,1,,Tesla V100-SXM2-16GB,7.0,,,,,,20,1048576,4,,,,,,,5,20,,0.224972799,,,,,,,,-1,fft,fp32,forward,none,in-place,1,1048576,cufft,10900,1.889569000,17779.927219228,186.436049638,18643604963.829582214,0.000000000,0.000000000,,,,,,,,,,,,,,,
ntt12_30_r2,ntt-u30-natural-log12,quick,ntt,cuNTT-Hybrid2D-radix2,1,1,1024,1,,Tesla V100-SXM2-16GB,7.0,hybrid2d,0,named-barrier,radix2,32,12,4096,1024,1073692673,30,6,4,256,0,5,20,2.806912,0.184781,2.617504,5541701.113268,182557.336991,22698807759.945099,fused,shoup,natural,-1,ntt,uint32,forward,,,1,4096,,,,,,,,,,,,,,,,,,,,,,,
fwht15_warp,fwht-fp32-fwd-log15,quick,butterfly,cuButterfly-warp-register,0,2,128,1,0.000000,Tesla V100-SXM2-16GB,7.0,temporal-tile,0,named-barrier,radix2,,15,32768,128,,,,,,,5,20,2.767648,0.069478,2.620544,,,,table,,,-1,fwht,fp32,forward,none,out-of-place,1,32768,,,,1842299.188020,452.763448,60368459793.048813,,,four-mul,warp-register,scalar,256,0,0,8,8,0,0,0,0,0,0,0.000000
xor8_r2,xor-u32-fwd-log8,quick,butterfly,cuButterfly-radix2,0,3,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,temporal-tile,0,named-barrier,radix2,,8,256,16384,,,,,,,5,20,2.766720,0.052531,2.597632,,,,table,,,-1,xor-zeta,uint32,forward,none,out-of-place,1,256,,,,311890829.939529,319.376210,79844052464.519531,,,four-mul,shared,scalar,128,0,0,8,8,0,0,0,0,0,0,0.000000
fwht20_hier,fwht-fp32-fwd-log20,quick,butterfly,cuButterfly-hierarchical-radix4,0,3,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,hierarchical,0,named-barrier,radix4,,20,1048576,4,,,,,,,5,20,2.767072,0.495002,2.597344,,,,table,,,-1,fwht,fp32,forward,none,out-of-place,1,1048576,,,,8080.781731,84.733138,8473313784.397819,,,four-mul,shared,scalar,256,0,0,8,8,0,0,10,0,0,0,0.000000
fft20_cub,fft-fp32-fwd-log20,quick,butterfly,cuButterfly-cuFFTDx-online,0,1,4,1,0.001242,Tesla V100-SXM2-16GB,7.0,online-reorder,0,named-barrier,auto,,20,1048576,4,,,,,,,5,20,5.451936,0.247450,5.107648,,,,recurrence,,,-1,fft,fp32,forward,none,in-place,1,1048576,,,,16164.908463,169.501351,16950135056.751627,,,four-mul,shared,cufftdx-block,128,512,512,8,8,4,4,10,1,0,0,0.000000
fwht8_warp,fwht-fp32-fwd-log8,quick,butterfly,cuButterfly-warp-register,0,3,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,temporal-tile,0,named-barrier,radix2,,8,256,16384,,,,,,,5,20,2.771008,0.043264,2.619616,,,,table,,,-1,fwht,fp32,forward,none,out-of-place,1,256,,,,378698243.386047,387.787001,96946750306.827927,,,four-mul,warp-register,scalar,32,0,0,8,8,0,0,0,0,0,0,0.000000
xor8_r2,xor-u32-fwd-log8,quick,butterfly,cuButterfly-radix2,0,1,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,temporal-tile,0,named-barrier,radix2,,8,256,16384,,,,,,,5,20,2.760736,0.052378,2.591776,,,,table,,,-1,xor-zeta,uint32,forward,none,out-of-place,1,256,,,,312805472.765052,320.312804,80078201027.853409,,,four-mul,shared,scalar,128,0,0,8,8,0,0,0,0,0,0,0.000000
fft20_vkfft,fft-fp32-fwd-log20,quick,fft-library,VkFFT,0,2,4,1,,Tesla V100-SXM2-16GB,7.0,,,,,,20,1048576,4,,,,,,,5,20,,0.217856005,,,,,,,,-1,fft,fp32,forward,none,in-place,1,1048576,vkfft,10304,789.871527000,18360.751648983,192.526435211,19252643521.084339142,0.000000000,0.000000000,,,,,,,,,,,,,,,
fft20_cub,fft-fp32-fwd-log20,quick,butterfly,cuButterfly-cuFFTDx-online,0,2,4,1,0.001242,Tesla V100-SXM2-16GB,7.0,online-reorder,0,named-barrier,auto,,20,1048576,4,,,,,,,5,20,5.455136,0.246886,5.137440,,,,recurrence,,,-1,fft,fp32,forward,none,in-place,1,1048576,,,,16201.783337,169.888012,16988801164.265228,,,four-mul,shared,cufftdx-block,128,512,512,8,8,4,4,10,1,0,0,0.000000
ntt16_60_r4,ntt-u60-natural-log16,quick,ntt,cuNTT-Hybrid2D-radix4,0,2,64,1,,Tesla V100-SXM2-16GB,7.0,hybrid2d,0,named-barrier,radix4,64,16,65536,64,1152921504606584833,60,8,4,256,0,5,20,5.451648,0.306227,5.099168,208995.146410,5894.790914,13696705915.101875,fused,shoup,natural,-1,ntt,uint64,forward,,,1,65536,,,,,,,,,,,,,,,,,,,,,,,
fft18_vkfft,fft-fp32-fwd-log18,quick,fft-library,VkFFT,0,3,16,1,,Tesla V100-SXM2-16GB,7.0,,,,,,18,262144,16,,,,,,,5,20,,0.212428808,,,,,,,,-1,fft,fp32,forward,none,in-place,1,262144,vkfft,10304,329.142827000,75319.351149450,177.700643889,19744515987.721538544,0.000000000,0.000000000,,,,,,,,,,,,,,,
xor20_hier,xor-u32-fwd-log20,quick,butterfly,cuButterfly-hierarchical-radix4,0,2,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,hierarchical,0,named-barrier,radix4,,20,1048576,4,,,,,,,5,20,2.769216,0.494029,2.603744,,,,table,,,-1,xor-zeta,uint32,forward,none,out-of-place,1,1048576,,,,8096.693848,84.899988,8489998848.715824,,,four-mul,shared,scalar,256,0,0,8,8,0,0,10,0,0,0,0.000000
fft8_cub,fft-fp32-fwd-log8,quick,butterfly,cuButterfly-cuFFTDx,0,2,16384,1,0.000008,Tesla V100-SXM2-16GB,7.0,temporal-tile,0,named-barrier,auto,,8,256,16384,,,,,,,5,20,5.458464,0.084787,5.106496,,,,table,,,-1,fft,fp32,forward,none,in-place,1,256,,,,193236703.895783,197.874385,49468596197.320442,,,four-mul,shared,cufftdx-block,32,0,0,8,8,0,0,0,0,0,0,0.000000
fft18_cub,fft-fp32-fwd-log18,quick,butterfly,cuButterfly-cuFFTDx-online,0,3,16,1,0.000512,Tesla V100-SXM2-16GB,7.0,online-reorder,0,named-barrier,auto,,18,262144,16,,,,,,,5,20,5.456448,0.212019,5.100320,,,,recurrence,,,-1,fft,fp32,forward,none,in-place,1,262144,,,,75464.861747,178.043946,19782660717.705360,,,four-mul,shared,cufftdx-block,128,256,256,8,8,4,4,9,1,0,0,0.000000
fft14_vkfft,fft-fp32-fwd-log14,quick,fft-library,VkFFT,0,1,256,1,,Tesla V100-SXM2-16GB,7.0,,,,,,14,16384,256,,,,,,,5,20,,0.173670396,,,,,,,,-1,fft,fp32,forward,none,in-place,1,16384,vkfft,10304,365.562091000,1474056.635952343,169.056607464,24150943923.443195343,0.000000000,0.000000000,,,,,,,,,,,,,,,
ntt16_60_r2,ntt-u60-natural-log16,quick,ntt,cuNTT-Hybrid2D-radix2,0,1,64,1,,Tesla V100-SXM2-16GB,7.0,hybrid2d,0,named-barrier,radix2,64,16,65536,64,1152921504606584833,60,8,4,256,0,5,20,5.461728,0.332288,5.109088,192604.007898,5869.888041,12622496261.599760,fused,shoup,natural,-1,ntt,uint64,forward,,,1,65536,,,,,,,,,,,,,,,,,,,,,,,
ntt20_60_compact,ntt-u60-bitrev-log20,quick,ntt,cuNTT-compact-stage,0,2,4,1,,Tesla V100-SXM2-16GB,7.0,compact-stage,0,named-barrier,radix2,64,20,1048576,4,1152921504577486849,60,0,0,256,0,5,20,5.475712,0.350208,5.108768,11421.784133,365.808341,11976608719.008291,fused,shoup,bit-reversed,-1,ntt,uint64,forward,,,1,1048576,,,,,,,,,,,,,,,,,,,,,,,
