rank,operator,precision,direction,normalization,placement,stage_matrices,logN,N,batch,element_stride,batch_stride,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,shared_layout,fft_core,stage_space,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
2,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,temporal-tile,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.057119,0.057119,0.057139,293.725343,1.078083
3,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,temporal-tile,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.057569,0.057549,0.057569,291.426537,1.086577
4,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,5,0,named-barrier,3,0.066683,0.066683,0.066724,251.597042,1.258597
5,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,4,0,named-barrier,3,0.066765,0.066744,0.066765,251.288337,1.260145
6,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,temporal-tile,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.069325,0.069263,0.069345,242.008867,1.308463
7,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,temporal-tile,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.070943,0.070943,0.071004,236.489600,1.339002
8,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,3,0,named-barrier,3,0.071578,0.071578,0.071598,234.391985,1.350987
9,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,2,0,named-barrier,3,0.072581,0.072581,0.072581,231.151242,1.369918
10,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,1,0,named-barrier,3,0.073851,0.073830,0.074199,227.176935,1.393888
11,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,temporal-tile,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.075100,0.075080,0.075100,223.397870,1.417463
12,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.075407,0.075407,0.075796,222.487768,1.423257
13,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,4,0,0,0,8,8,0,0,0,0,0,8,named-barrier,3,0.175514,0.175473,0.175514,95.589267,3.312710
14,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,8,0,0,0,8,8,0,0,0,0,0,8,named-barrier,3,0.182026,0.181965,0.182026,92.169218,3.435620
15,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.199537,0.199516,0.199578,84.080874,3.766128
16,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.199864,0.199823,0.199926,83.943030,3.772300
17,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.200090,0.200028,0.200110,83.848514,3.776566
18,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,2,0,0,0,8,8,0,0,0,0,0,8,named-barrier,3,0.215204,0.215060,0.215306,77.959651,4.061832
19,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.233636,0.233513,0.233677,71.809256,4.409724
20,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.257290,0.257270,0.257331,65.207354,4.856178
21,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.268534,0.268493,0.268616,62.477119,5.068401
22,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,4,0,0,0,8,8,0,0,0,0,0,4,named-barrier,3,0.279962,0.279859,0.279962,59.926844,5.284096
23,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,2,0,0,0,8,8,0,0,0,0,0,4,named-barrier,3,0.300749,0.300646,0.300872,55.784815,5.676437
24,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,1,0,0,0,8,8,0,0,0,0,0,8,named-barrier,3,0.359301,0.359260,0.359322,46.694026,6.781567
25,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,1,0,0,0,8,8,0,0,0,0,0,4,named-barrier,3,0.363663,0.363459,0.363684,46.133917,6.863897
26,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,1.579315,1.579315,1.579336,10.623095,29.808520
27,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,1.579336,1.579295,1.579356,10.622958,29.808916
28,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,1.668567,1.579581,1.831547,10.054865,31.493092
29,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,2.056008,2.055926,2.056008,8.160094,38.805783
30,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,2.231706,2.231603,2.233242,7.517665,42.121966
31,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,2.241352,2.241249,2.241434,7.485312,42.304028
1,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.275149,0.275046,0.275231,91.462605,1.000000
2,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.277053,0.276910,0.277484,90.833824,1.006920
3,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.277443,0.277238,0.277647,90.706434,1.008337
4,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.278589,0.278446,0.278774,90.333019,1.012502
5,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.279982,0.279921,0.280146,89.883702,1.017565
6,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.282972,0.282870,0.283300,88.933923,1.028432
7,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.373678,0.373658,0.373862,67.346266,1.358093
8,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.394260,0.394240,0.394281,63.830448,1.432896
9,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.426107,0.425964,0.434012,59.059888,1.548641
10,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.429568,0.429527,0.429670,58.584030,1.561220
11,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.431268,0.431165,0.431391,58.353118,1.567398
12,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.433009,0.432988,0.433050,58.118526,1.573726
13,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.446710,0.446546,0.446792,56.335963,1.623520
14,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.450314,0.450171,0.450335,55.885027,1.636619
15,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.450929,0.450785,0.450970,55.808881,1.638854
16,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.460104,0.460042,0.460186,54.695984,1.672199
17,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.563773,0.563773,0.563855,44.638190,2.048973
18,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.599327,0.599286,0.599347,41.990158,2.178191
19,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.605594,0.605471,0.605635,41.555629,2.200967
20,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.623636,0.623595,0.623677,40.353354,2.266539
21,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.624374,0.624169,0.624394,40.305706,2.269221
22,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.662815,0.662671,0.662835,37.968112,2.408931
23,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.664084,0.664084,0.664207,37.895515,2.413543
24,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.686674,0.682783,0.686817,36.648873,2.495644
25,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.706621,0.706519,0.706683,35.614293,2.568139
26,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.719135,0.719114,0.719135,34.994588,2.613620
27,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.788111,0.778609,0.788152,31.931814,2.864306
28,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.842383,0.838861,0.904847,29.874551,3.061552
29,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,1,0,0,named-barrier,3,1.007350,1.007350,1.008681,24.982212,3.661107
30,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,1,0,0,named-barrier,3,1.230295,1.230254,1.230397,20.455113,4.471377
31,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,1,0,0,named-barrier,3,1.610445,1.610015,1.610998,15.626630,5.852992
32,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,1,0,0,named-barrier,3,1.621012,1.620787,1.621299,15.524757,5.891397
33,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,1,0,0,named-barrier,3,1.623962,1.623900,1.624125,15.496563,5.902118
34,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,1,0,0,named-barrier,3,2.244260,2.243768,2.244403,11.213418,8.156526
35,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,1,0,0,named-barrier,3,2.255544,2.255155,2.257756,11.157318,8.197537
36,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,1,0,0,named-barrier,3,2.895176,2.895094,2.903552,8.692330,10.522212
1,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.329011,0.328991,0.329011,101.985683,1.000000
2,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.331878,0.331735,0.331940,101.104599,1.008714
3,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.338760,0.338698,0.338964,99.050840,1.029631
4,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.359219,0.359158,0.359322,93.409352,1.091815
5,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.360653,0.360653,0.360714,93.038045,1.096173
6,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.362148,0.362066,0.362353,92.653962,1.100717
7,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.362353,0.362312,0.362414,92.601594,1.101340
8,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.366019,0.365998,0.366080,91.674126,1.112483
9,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.367800,0.367534,0.367862,91.230023,1.117896
10,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.370196,0.370176,0.370299,90.639519,1.125178
11,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.371651,0.371610,0.371732,90.284899,1.129601
12,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.381133,0.381071,0.381153,88.038686,1.158420
13,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.398397,0.398336,0.398725,84.223512,1.210893
14,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.422543,0.422523,0.422810,79.410621,1.284282
15,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.425370,0.425370,0.425411,78.883001,1.292875
16,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,0.465080,0.464855,0.465183,72.147602,1.413570
17,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.467395,0.467251,0.467640,71.790378,1.420606
18,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.591217,0.591217,0.591258,56.754886,1.796952
19,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.609751,0.609669,0.610263,55.029724,1.853285
20,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.611574,0.611185,0.612045,54.865716,1.858825
21,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.611942,0.611922,0.611983,54.832663,1.859944
22,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.613028,0.612762,0.613171,54.735579,1.863245
23,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.614339,0.614093,0.614400,54.618794,1.867229
24,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.617656,0.617226,0.617677,54.325406,1.877311
25,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.762040,0.761917,0.762061,44.032358,2.316154
26,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.764252,0.764109,0.764559,43.904921,2.322877
27,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.764621,0.764621,0.764703,43.883753,2.323998
28,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.774738,0.774595,0.774840,43.310686,2.354748
29,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.775823,0.775721,0.775987,43.250093,2.358046
30,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,0.775967,0.775844,0.776069,43.242103,2.358483
31,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.943616,0.943391,0.943616,35.559413,2.868038
32,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.947773,0.947732,0.948081,35.403431,2.880673
33,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.984207,0.984187,0.984310,34.092847,2.991411
34,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.999608,0.999588,0.999629,33.567581,3.038221
35,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.022054,1.021870,1.022239,32.830380,3.106443
36,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.095393,1.095086,1.095516,30.632314,3.329351
1,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.344699,0.344494,0.344740,121.680234,1.000000
