trial,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,complex_multiply,local_exchange,fft_core,stage_space,stage_handoff,tile_threads,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
1,Tesla V100-SXM2-16GB,7.0,fft,fp16-fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,wmma-dft8,0,named-barrier,256,0,0,0,0,3,8,524288,1,8,20,100,5.525568,0.089631,5.116064,5849423345.431445,70.193080,46795386763.451561,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp16-fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,wmma-dft8,0,named-barrier,256,0,0,0,0,3,8,524288,1,8,20,100,5.549312,0.089580,5.114400,5852766662.876537,70.233200,46822133303.012299,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp16-fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,wmma-dft8,0,named-barrier,256,0,0,0,0,3,8,524288,1,8,20,100,5.504704,0.089590,5.100864,5852097401.667624,70.225169,46816779213.340996,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp16-fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,wmma-dft8,0,named-barrier,256,0,0,0,0,3,8,524288,1,8,20,100,5.571264,0.089549,5.110304,5854774391.029696,70.257293,46838195128.237572,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp16-fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,wmma-dft8,0,named-barrier,256,0,0,0,0,3,8,524288,1,8,20,100,5.393056,0.089600,5.105920,5851428780.069164,70.217145,46811430240.553314,0.000000,-1
