rank,operator,precision,direction,normalization,placement,logN,N,batch,element_stride,batch_stride,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,shared_layout,fft_core,stage_space,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
28,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,4,8,2,8,8,1,0,0,named-barrier,1,0.058388,0.058388,0.058388,67.344788,1.101183
29,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,8,8,8,7,1,0,0,named-barrier,1,0.058696,0.058696,0.058696,66.992326,1.106991
30,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,4,8,4,8,7,1,0,0,named-barrier,1,0.058819,0.058819,0.058819,66.852368,1.109311
31,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,4,8,8,8,1,0,0,named-barrier,1,0.058921,0.058921,0.058921,66.736183,1.111235
32,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,4,4,8,8,1,0,0,named-barrier,1,0.059126,0.059126,0.059126,66.505020,1.115101
33,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,4,2,8,8,1,0,0,named-barrier,1,0.059290,0.059290,0.059290,66.321247,1.118194
34,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,4,8,4,8,8,1,0,0,named-barrier,1,0.059474,0.059474,0.059474,66.115702,1.121664
35,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,4,4,4,8,1,0,0,named-barrier,1,0.059494,0.059494,0.059494,66.092945,1.122041
36,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,4,4,2,8,8,1,0,0,named-barrier,1,0.059658,0.059658,0.059658,65.911431,1.125134
37,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,4,4,8,8,1,0,0,named-barrier,1,0.060109,0.060109,0.060109,65.417377,1.133640
38,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,8,4,8,7,1,0,0,named-barrier,1,0.060498,0.060498,0.060498,64.996618,1.140977
39,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,4,8,16,4,7,1,0,0,named-barrier,1,0.060498,0.060498,0.060498,64.996618,1.140977
40,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,8,8,4,7,1,0,0,named-barrier,1,0.060621,0.060621,0.060621,64.864865,1.143296
41,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,8,4,4,16,8,1,0,0,named-barrier,1,0.060723,0.060723,0.060723,64.755480,1.145220
42,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,8,8,16,8,1,0,0,named-barrier,1,0.060723,0.060723,0.060723,64.755480,1.145220
43,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,8,4,16,8,1,0,0,named-barrier,1,0.060948,0.060948,0.060948,64.516129,1.149463
44,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,4,4,16,2,7,1,0,0,named-barrier,1,0.061112,0.061112,0.061112,64.343165,1.152556
45,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,8,2,16,8,1,0,0,named-barrier,1,0.061112,0.061112,0.061112,64.343165,1.152556
46,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,8,4,8,8,1,0,0,named-barrier,1,0.061174,0.061174,0.061174,64.278541,1.153726
47,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,4,8,2,16,8,1,0,0,named-barrier,1,0.061215,0.061215,0.061215,64.235531,1.154499
48,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,4,8,2,7,1,0,0,named-barrier,1,0.061420,0.061420,0.061420,64.021340,1.158365
49,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,4,4,8,4,8,1,0,0,named-barrier,1,0.061522,0.061522,0.061522,63.914779,1.160289
50,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,8,8,4,7,1,0,0,named-barrier,1,0.061747,0.061747,0.061747,63.681595,1.164532
51,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,8,16,8,7,1,0,0,named-barrier,1,0.061829,0.061829,0.061829,63.597218,1.166079
52,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,8,4,8,8,7,1,0,0,named-barrier,1,0.061972,0.061972,0.061972,63.450099,1.168776
53,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,8,4,16,8,1,0,0,named-barrier,1,0.061972,0.061972,0.061972,63.450099,1.168776
54,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,4,8,4,7,1,0,0,named-barrier,1,0.062034,0.062034,0.062034,63.387255,1.169945
55,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,4,4,16,4,7,1,0,0,named-barrier,1,0.062054,0.062054,0.062054,63.366337,1.170322
56,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,4,4,4,8,7,1,0,0,named-barrier,1,0.062075,0.062075,0.062075,63.345429,1.170718
57,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,4,4,4,8,8,1,0,0,named-barrier,1,0.062075,0.062075,0.062075,63.345429,1.170718
58,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,8,8,8,7,1,0,0,named-barrier,1,0.062362,0.062362,0.062362,63.054189,1.176131
59,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,8,8,16,4,7,1,0,0,named-barrier,1,0.062710,0.062710,0.062710,62.704111,1.182694
60,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,4,8,2,7,1,0,0,named-barrier,1,0.062730,0.062730,0.062730,62.683646,1.183071
61,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,4,4,8,4,7,1,0,0,named-barrier,1,0.062935,0.062935,0.062935,62.479662,1.186938
62,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,4,8,8,8,8,1,0,0,named-barrier,1,0.063283,0.063283,0.063283,62.135925,1.193501
63,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,8,4,16,2,7,1,0,0,named-barrier,1,0.063529,0.063529,0.063529,61.895549,1.198140
64,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,4,8,4,16,8,1,0,0,named-barrier,1,0.063734,0.063734,0.063734,61.696661,1.202007
65,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,8,4,8,4,8,1,0,0,named-barrier,1,0.063734,0.063734,0.063734,61.696661,1.202007
66,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,8,4,4,16,8,1,0,0,named-barrier,1,0.064020,0.064020,0.064020,61.420341,1.207401
67,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,4,4,4,8,7,1,0,0,named-barrier,1,0.064061,0.064061,0.064061,61.381074,1.208174
68,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,4,4,8,8,8,1,0,0,named-barrier,1,0.064205,0.064205,0.064205,61.244022,1.210890
69,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,4,4,2,16,8,1,0,0,named-barrier,1,0.064246,0.064246,0.064246,61.204972,1.211663
70,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,8,4,8,16,8,1,0,0,named-barrier,1,0.064287,0.064287,0.064287,61.165980,1.212436
71,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,4,4,2,16,8,1,0,0,named-barrier,1,0.064369,0.064369,0.064369,61.088137,1.213983
72,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,8,4,16,4,7,1,0,0,named-barrier,1,0.064532,0.064532,0.064532,60.933036,1.217057
73,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,4,4,4,16,8,1,0,0,named-barrier,1,0.065311,0.065311,0.065311,60.206958,1.231748
74,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,8,8,8,7,1,0,0,named-barrier,1,0.065413,0.065413,0.065413,60.112707,1.233672
75,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,8,4,16,8,7,1,0,0,named-barrier,1,0.065413,0.065413,0.065413,60.112707,1.233672
76,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,4,4,8,8,7,1,0,0,named-barrier,1,0.065495,0.065495,0.065495,60.037527,1.235219
77,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,4,8,16,8,7,1,0,0,named-barrier,1,0.065782,0.065782,0.065782,59.775843,1.240631
78,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,8,8,8,8,8,1,0,0,named-barrier,1,0.065802,0.065802,0.065802,59.757237,1.241009
79,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,8,8,32,4,7,1,0,0,named-barrier,1,0.065864,0.065864,0.065864,59.701489,1.242178
80,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,4,8,8,16,8,1,0,0,named-barrier,1,0.066068,0.066068,0.066068,59.516431,1.246025
81,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,8,4,32,2,7,1,0,0,named-barrier,1,0.066929,0.066929,0.066929,58.751530,1.262264
82,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,4,8,8,8,7,1,0,0,named-barrier,1,0.066949,0.066949,0.066949,58.733556,1.262641
83,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,8,4,16,4,8,1,0,0,named-barrier,1,0.066970,0.066970,0.066970,58.715593,1.263037
84,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,4,4,4,16,8,1,0,0,named-barrier,1,0.067154,0.067154,0.067154,58.554435,1.266507
85,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,4,8,16,4,7,1,0,0,named-barrier,1,0.067236,0.067236,0.067236,58.483093,1.268053
86,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,8,4,8,8,8,1,0,0,named-barrier,1,0.067256,0.067256,0.067256,58.465283,1.268431
87,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,8,8,4,32,8,1,0,0,named-barrier,1,0.067502,0.067502,0.067502,58.252426,1.273070
88,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,8,4,32,4,7,1,0,0,named-barrier,1,0.067645,0.067645,0.067645,58.128975,1.275767
89,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,8,8,16,8,8,1,0,0,named-barrier,1,0.068035,0.068035,0.068035,57.796509,1.283122
90,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,4,4,8,4,8,1,0,0,named-barrier,1,0.068260,0.068260,0.068260,57.605758,1.287366
91,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,4,4,16,2,7,1,0,0,named-barrier,1,0.068403,0.068403,0.068403,57.485031,1.290063
92,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,4,8,4,16,7,1,0,0,named-barrier,1,0.068424,0.068424,0.068424,57.467823,1.290459
93,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,8,8,16,8,7,1,0,0,named-barrier,1,0.068424,0.068424,0.068424,57.467823,1.290459
94,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,8,8,8,16,8,1,0,0,named-barrier,1,0.068731,0.068731,0.068731,57.210969,1.296249
95,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,8,8,8,16,7,1,0,0,named-barrier,1,0.068833,0.068833,0.068833,57.125858,1.298172
96,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,4,4,16,4,7,1,0,0,named-barrier,1,0.069059,0.069059,0.069059,56.939502,1.302435
97,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,8,4,8,8,7,1,0,0,named-barrier,1,0.069140,0.069140,0.069140,56.872039,1.303962
98,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,4,4,16,8,7,1,0,0,named-barrier,1,0.069243,0.069243,0.069243,56.787933,1.305905
99,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,8,4,16,8,8,1,0,0,named-barrier,1,0.069366,0.069366,0.069366,56.687332,1.308225
100,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,4,4,8,16,8,1,0,0,named-barrier,1,0.069386,0.069386,0.069386,56.670605,1.308602
101,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,4,8,8,8,8,1,0,0,named-barrier,1,0.069775,0.069775,0.069775,56.354560,1.315938
102,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,4,8,4,16,7,1,0,0,named-barrier,1,0.070349,0.070349,0.070349,55.895197,1.326764
103,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,4,4,8,8,7,1,0,0,named-barrier,1,0.070615,0.070615,0.070615,55.684456,1.331781
104,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,8,8,4,32,8,1,0,0,named-barrier,1,0.070676,0.070676,0.070676,55.636051,1.332931
105,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,8,8,8,32,8,1,0,0,named-barrier,1,0.070861,0.070861,0.070861,55.491327,1.336420
106,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,4,8,2,32,8,1,0,0,named-barrier,1,0.070881,0.070881,0.070881,55.475298,1.336797
107,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,4,8,2,32,8,1,0,0,named-barrier,1,0.070984,0.070984,0.070984,55.395270,1.338740
108,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,8,8,16,16,8,1,0,0,named-barrier,1,0.071066,0.071066,0.071066,55.331408,1.340286
109,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,4,4,8,8,8,1,0,0,named-barrier,1,0.071229,0.071229,0.071229,55.204144,1.343360
110,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,8,8,32,8,7,1,0,0,named-barrier,1,0.071332,0.071332,0.071332,55.124895,1.345303
111,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,8,4,16,8,7,1,0,0,named-barrier,1,0.071823,0.071823,0.071823,54.747649,1.354563
112,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,4,8,4,32,8,1,0,0,named-barrier,1,0.071844,0.071844,0.071844,54.732041,1.354959
113,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,8,8,16,16,7,1,0,0,named-barrier,1,0.071905,0.071905,0.071905,54.685277,1.356110
114,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,4,8,8,16,7,1,0,0,named-barrier,1,0.072192,0.072192,0.072192,54.468086,1.361522
115,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,8,4,8,16,8,1,0,0,named-barrier,1,0.072212,0.072212,0.072212,54.452638,1.361900
116,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,4,8,8,16,8,1,0,0,named-barrier,1,0.072643,0.072643,0.072643,54.130253,1.370028
117,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,4,8,16,8,7,1,0,0,named-barrier,1,0.072888,0.072888,0.072888,53.947737,1.374649
118,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,4,8,4,32,8,1,0,0,named-barrier,1,0.073626,0.073626,0.073626,53.407515,1.388567
119,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,8,8,32,4,7,1,0,0,named-barrier,1,0.073748,0.073748,0.073748,53.318525,1.390868
120,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,8,4,32,2,7,1,0,0,named-barrier,1,0.074813,0.074813,0.074813,52.559540,1.410954
121,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,8,4,16,16,8,1,0,0,named-barrier,1,0.074875,0.074875,0.074875,52.516413,1.412123
122,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,8,4,16,4,8,1,0,0,named-barrier,1,0.074957,0.074957,0.074957,52.459018,1.413670
123,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,8,4,32,8,7,1,0,0,named-barrier,1,0.075223,0.075223,0.075223,52.273344,1.418686
124,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,4,8,16,16,7,1,0,0,named-barrier,1,0.075244,0.075244,0.075244,52.259120,1.419082
125,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,8,8,8,16,7,1,0,0,named-barrier,1,0.075305,0.075305,0.075305,52.216479,1.420233
126,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,8,4,32,4,7,1,0,0,named-barrier,1,0.075325,0.075325,0.075325,52.202281,1.420610
127,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,4,8,8,32,8,1,0,0,named-barrier,1,0.075448,0.075448,0.075448,52.117264,1.422930
128,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,4,4,16,8,7,1,0,0,named-barrier,1,0.076206,0.076206,0.076206,51.599032,1.437225
129,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,4,4,8,16,8,1,0,0,named-barrier,1,0.076206,0.076206,0.076206,51.599032,1.437225
130,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,8,8,16,8,8,1,0,0,named-barrier,1,0.076308,0.076308,0.076308,51.529790,1.439149
131,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,4,8,8,16,7,1,0,0,named-barrier,1,0.077066,0.077066,0.077066,51.023118,1.453445
132,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,8,4,16,8,8,1,0,0,named-barrier,1,0.077476,0.077476,0.077476,50.753371,1.461177
133,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,8,8,16,16,7,1,0,0,named-barrier,1,0.078275,0.078275,0.078275,50.235477,1.476246
134,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,8,8,8,32,8,1,0,0,named-barrier,1,0.078541,0.078541,0.078541,50.065188,1.481263
135,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,8,8,32,8,7,1,0,0,named-barrier,1,0.078889,0.078889,0.078889,49.844237,1.487826
136,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,8,8,16,16,8,1,0,0,named-barrier,1,0.079073,0.079073,0.079073,49.728050,1.491296
137,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,8,8,16,32,8,1,0,0,named-barrier,1,0.081674,0.081674,0.081674,48.144433,1.540350
