rank,operator,precision,direction,normalization,placement,logN,N,batch,element_stride,batch_stride,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,shared_layout,fft_core,stage_space,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
138,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,8,8,32,16,7,1,0,0,named-barrier,1,0.082022,0.082022,0.082022,47.940076,1.546914
139,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,8,4,32,8,7,1,0,0,named-barrier,1,0.082514,0.082514,0.082514,47.654504,1.556193
140,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,8,4,16,16,8,1,0,0,named-barrier,1,0.082596,0.082596,0.082596,47.607236,1.557739
141,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,4,8,8,32,8,1,0,0,named-barrier,1,0.083067,0.083067,0.083067,47.337278,1.566622
142,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,4,8,16,16,7,1,0,0,named-barrier,1,0.083149,0.083149,0.083149,47.290636,1.568169
143,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,8,8,32,16,7,1,0,0,named-barrier,1,0.089620,0.089620,0.089620,43.875686,1.690210
144,fft,fp64,forward,none,out-of-place,15,32768,16,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,8,8,16,32,8,1,0,0,named-barrier,1,0.089764,0.089764,0.089764,43.805611,1.692926
1,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,8,4,8,2,7,1,0,0,named-barrier,1,0.028570,0.028570,0.028570,68.817201,1.000000
2,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,4,4,4,2,7,1,0,0,named-barrier,1,0.028733,0.028733,0.028733,68.424805,1.005705
3,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,8,8,8,4,7,1,0,0,named-barrier,1,0.028877,0.028877,0.028877,68.085106,1.010746
4,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,4,8,4,4,7,1,0,0,named-barrier,1,0.029204,0.029204,0.029204,67.321177,1.022191
5,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,8,4,4,4,8,1,0,0,named-barrier,1,0.029225,0.029225,0.029225,67.274001,1.022926
6,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,4,8,4,7,1,0,0,named-barrier,1,0.030167,0.030167,0.030167,65.173113,1.055898
7,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,8,4,16,2,7,1,0,0,named-barrier,1,0.030188,0.030188,0.030188,65.128899,1.056633
8,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,4,4,4,2,7,1,0,0,named-barrier,1,0.030228,0.030228,0.030228,65.040653,1.058033
9,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,4,4,2,4,8,1,0,0,named-barrier,1,0.030228,0.030228,0.030228,65.040653,1.058033
10,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,4,4,2,4,8,1,0,0,named-barrier,1,0.030249,0.030249,0.030249,64.996618,1.058768
11,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,4,4,4,4,7,1,0,0,named-barrier,1,0.030310,0.030310,0.030310,64.864865,1.060903
12,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,8,8,16,4,7,1,0,0,named-barrier,1,0.030351,0.030351,0.030351,64.777329,1.062338
13,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,8,4,8,4,8,1,0,0,named-barrier,1,0.030659,0.030659,0.030659,64.128257,1.073119
14,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,4,4,4,8,1,0,0,named-barrier,1,0.030679,0.030679,0.030679,64.085448,1.073819
15,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,4,8,4,4,7,1,0,0,named-barrier,1,0.030720,0.030720,0.030720,63.999998,1.075254
16,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,4,4,8,2,7,1,0,0,named-barrier,1,0.030966,0.030966,0.030966,63.492063,1.083864
17,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,8,8,4,8,8,1,0,0,named-barrier,1,0.031150,0.031150,0.031150,63.116370,1.090305
18,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,4,8,8,4,7,1,0,0,named-barrier,1,0.031212,0.031212,0.031212,62.992127,1.092475
19,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,4,4,4,4,8,1,0,0,named-barrier,1,0.031457,0.031457,0.031457,62.499995,1.101050
20,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,8,8,8,7,1,0,0,named-barrier,1,0.031580,0.031580,0.031580,62.256807,1.105355
21,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,4,16,4,7,1,0,0,named-barrier,1,0.031642,0.031642,0.031642,62.135925,1.107525
22,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,4,4,4,7,1,0,0,named-barrier,1,0.031846,0.031846,0.031846,61.736334,1.114666
23,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,4,8,4,8,7,1,0,0,named-barrier,1,0.031990,0.031990,0.031990,61.459666,1.119706
24,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,4,4,8,8,1,0,0,named-barrier,1,0.032072,0.032072,0.032072,61.302682,1.122576
25,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,8,4,16,8,1,0,0,named-barrier,1,0.032072,0.032072,0.032072,61.302682,1.122576
26,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,8,8,8,8,8,1,0,0,named-barrier,1,0.032256,0.032256,0.032256,60.952381,1.129016
27,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,4,8,2,8,8,1,0,0,named-barrier,1,0.032276,0.032276,0.032276,60.913703,1.129716
28,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,4,4,16,2,7,1,0,0,named-barrier,1,0.032297,0.032297,0.032297,60.875081,1.130452
29,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,4,8,2,8,8,1,0,0,named-barrier,1,0.032317,0.032317,0.032317,60.836500,1.131152
30,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,4,8,16,4,7,1,0,0,named-barrier,1,0.032358,0.032358,0.032358,60.759493,1.132587
31,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,4,8,4,7,1,0,0,named-barrier,1,0.032502,0.032502,0.032502,60.491492,1.137627
32,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,4,4,8,4,8,1,0,0,named-barrier,1,0.032584,0.032584,0.032584,60.339409,1.140497
33,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,8,4,32,2,7,1,0,0,named-barrier,1,0.032707,0.032707,0.032707,60.112707,1.144802
34,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,8,4,8,8,1,0,0,named-barrier,1,0.032768,0.032768,0.032768,60.000000,1.146937
35,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,4,4,4,8,1,0,0,named-barrier,1,0.032809,0.032809,0.032809,59.925095,1.148372
36,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,8,4,4,16,8,1,0,0,named-barrier,1,0.032829,0.032829,0.032829,59.887708,1.149072
37,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,8,4,8,8,7,1,0,0,named-barrier,1,0.032993,0.032993,0.032993,59.590318,1.154813
38,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,8,8,32,4,7,1,0,0,named-barrier,1,0.032993,0.032993,0.032993,59.590318,1.154813
39,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,8,4,16,4,8,1,0,0,named-barrier,1,0.033014,0.033014,0.033014,59.553348,1.155548
40,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,8,2,16,8,1,0,0,named-barrier,1,0.033034,0.033034,0.033034,59.516431,1.156248
41,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,4,8,2,16,8,1,0,0,named-barrier,1,0.033034,0.033034,0.033034,59.516431,1.156248
42,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,4,4,2,8,8,1,0,0,named-barrier,1,0.033075,0.033075,0.033075,59.442727,1.157683
43,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,4,8,4,8,8,1,0,0,named-barrier,1,0.033096,0.033096,0.033096,59.405940,1.158418
44,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,4,2,8,8,1,0,0,named-barrier,1,0.033116,0.033116,0.033116,59.369206,1.159118
45,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,8,8,16,8,1,0,0,named-barrier,1,0.033157,0.033157,0.033157,59.295859,1.160553
46,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,4,4,4,8,7,1,0,0,named-barrier,1,0.033178,0.033178,0.033178,59.259260,1.161288
47,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,4,8,2,7,1,0,0,named-barrier,1,0.033260,0.033260,0.033260,59.113297,1.164158
48,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,8,16,8,7,1,0,0,named-barrier,1,0.033260,0.033260,0.033260,59.113297,1.164158
49,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,4,8,8,8,1,0,0,named-barrier,1,0.033300,0.033300,0.033300,59.040587,1.165558
50,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,8,4,8,7,1,0,0,named-barrier,1,0.033464,0.033464,0.033464,58.751530,1.171299
51,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,8,8,4,7,1,0,0,named-barrier,1,0.033505,0.033505,0.033505,58.679707,1.172734
52,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,8,4,16,8,1,0,0,named-barrier,1,0.033587,0.033587,0.033587,58.536581,1.175604
53,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,4,4,16,4,7,1,0,0,named-barrier,1,0.033710,0.033710,0.033710,58.323212,1.179909
54,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,4,4,8,8,1,0,0,named-barrier,1,0.033710,0.033710,0.033710,58.323212,1.179909
55,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,8,8,8,7,1,0,0,named-barrier,1,0.033731,0.033731,0.033731,58.287798,1.180644
56,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,8,4,16,8,1,0,0,named-barrier,1,0.033853,0.033853,0.033853,58.076223,1.184914
57,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,4,4,8,8,1,0,0,named-barrier,1,0.033976,0.033976,0.033976,57.866184,1.189219
58,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,4,4,2,16,8,1,0,0,named-barrier,1,0.034017,0.034017,0.034017,57.796509,1.190655
59,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,4,4,2,16,8,1,0,0,named-barrier,1,0.034058,0.034058,0.034058,57.727001,1.192090
60,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,4,8,8,8,8,1,0,0,named-barrier,1,0.034120,0.034120,0.034120,57.623048,1.194260
61,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,8,4,32,4,7,1,0,0,named-barrier,1,0.034243,0.034243,0.034243,57.416269,1.198565
62,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,8,4,8,16,8,1,0,0,named-barrier,1,0.034243,0.034243,0.034243,57.416269,1.198565
63,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,8,4,4,16,8,1,0,0,named-barrier,1,0.034365,0.034365,0.034365,57.210969,1.202835
64,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,4,8,2,7,1,0,0,named-barrier,1,0.034427,0.034427,0.034427,57.108865,1.205005
65,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,8,4,8,8,1,0,0,named-barrier,1,0.034468,0.034468,0.034468,57.041000,1.206440
66,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,8,4,16,2,7,1,0,0,named-barrier,1,0.034509,0.034509,0.034509,56.973290,1.207875
67,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,8,8,16,8,8,1,0,0,named-barrier,1,0.034529,0.034529,0.034529,56.939502,1.208575
68,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,8,8,8,16,7,1,0,0,named-barrier,1,0.034570,0.034570,0.034570,56.872039,1.210011
69,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,8,4,16,8,7,1,0,0,named-barrier,1,0.034570,0.034570,0.034570,56.872039,1.210011
70,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,8,8,4,7,1,0,0,named-barrier,1,0.034652,0.034652,0.034652,56.737591,1.212881
71,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,4,4,4,8,7,1,0,0,named-barrier,1,0.034673,0.034673,0.034673,56.704075,1.213616
72,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,8,8,16,4,7,1,0,0,named-barrier,1,0.034714,0.034714,0.034714,56.637168,1.215051
73,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,4,8,4,7,1,0,0,named-barrier,1,0.034734,0.034734,0.034734,56.603771,1.215751
74,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,4,8,8,16,8,1,0,0,named-barrier,1,0.034877,0.034877,0.034877,56.371107,1.220756
75,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,4,8,16,8,7,1,0,0,named-barrier,1,0.035021,0.035021,0.035021,56.140353,1.225796
76,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,4,4,8,8,7,1,0,0,named-barrier,1,0.035041,0.035041,0.035041,56.107539,1.226496
77,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,8,4,8,4,8,1,0,0,named-barrier,1,0.035041,0.035041,0.035041,56.107539,1.226496
78,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,4,4,4,16,8,1,0,0,named-barrier,1,0.035082,0.035082,0.035082,56.042032,1.227931
79,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,4,4,8,8,8,1,0,0,named-barrier,1,0.035082,0.035082,0.035082,56.042032,1.227931
80,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,8,8,4,32,8,1,0,0,named-barrier,1,0.035103,0.035103,0.035103,56.009333,1.228666
81,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,4,8,4,16,7,1,0,0,named-barrier,1,0.035164,0.035164,0.035164,55.911469,1.230802
82,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,4,8,4,16,8,1,0,0,named-barrier,1,0.035226,0.035226,0.035226,55.813953,1.232972
83,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,8,8,16,16,8,1,0,0,named-barrier,1,0.035267,0.035267,0.035267,55.749130,1.234407
84,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,4,4,4,8,8,1,0,0,named-barrier,1,0.035328,0.035328,0.035328,55.652173,1.236542
85,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,8,4,16,8,8,1,0,0,named-barrier,1,0.035533,0.035533,0.035533,55.331408,1.243717
86,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,8,8,32,8,7,1,0,0,named-barrier,1,0.035758,0.035758,0.035758,54.982815,1.251593
87,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,8,4,16,4,7,1,0,0,named-barrier,1,0.035942,0.035942,0.035942,54.700858,1.258033
88,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,4,4,8,4,7,1,0,0,named-barrier,1,0.035963,0.035963,0.035963,54.669704,1.258768
89,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,8,8,8,7,1,0,0,named-barrier,1,0.036106,0.036106,0.036106,54.452638,1.263773
90,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,8,8,16,16,7,1,0,0,named-barrier,1,0.036147,0.036147,0.036147,54.390935,1.265208
91,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,8,8,8,32,8,1,0,0,named-barrier,1,0.036147,0.036147,0.036147,54.390935,1.265208
92,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,4,8,2,32,8,1,0,0,named-barrier,1,0.036209,0.036209,0.036209,54.298641,1.267378
93,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,4,8,2,32,8,1,0,0,named-barrier,1,0.036209,0.036209,0.036209,54.298641,1.267378
94,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,4,4,8,16,8,1,0,0,named-barrier,1,0.036229,0.036229,0.036229,54.267950,1.268078
95,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,4,4,4,16,8,1,0,0,named-barrier,1,0.036311,0.036311,0.036311,54.145514,1.270949
96,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,8,4,32,2,7,1,0,0,named-barrier,1,0.036393,0.036393,0.036393,54.023634,1.273819
97,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,4,4,16,8,7,1,0,0,named-barrier,1,0.036413,0.036413,0.036413,53.993247,1.274519
98,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,4,4,16,2,7,1,0,0,named-barrier,1,0.036557,0.036557,0.036557,53.781514,1.279559
99,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,8,8,32,4,7,1,0,0,named-barrier,1,0.036557,0.036557,0.036557,53.781514,1.279559
100,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,8,8,4,32,8,1,0,0,named-barrier,1,0.036577,0.036577,0.036577,53.751399,1.280259
101,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,4,8,8,16,7,1,0,0,named-barrier,1,0.036598,0.036598,0.036598,53.721323,1.280994
102,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,4,8,4,16,7,1,0,0,named-barrier,1,0.036659,0.036659,0.036659,53.631285,1.283129
103,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,4,8,16,4,7,1,0,0,named-barrier,1,0.036680,0.036680,0.036680,53.601338,1.283864
