rank,operator,precision,direction,normalization,placement,logN,N,batch,element_stride,batch_stride,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,fft_core,stage_space,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
166,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix8,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,10,1,0,0,named-barrier,3,1.123942,1.123635,1.123994,29.854228,3.265697
167,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix8,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,10,1,0,0,named-barrier,3,1.153690,1.123328,1.255578,29.084453,3.352132
168,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix8,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,1.165568,1.162598,1.166029,28.788052,3.386645
169,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix8,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,1.171558,1.164288,1.301402,28.640854,3.404049
170,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.234278,1.234125,1.235610,27.185464,3.586287
171,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.237862,1.236070,1.238221,27.106755,3.596700
172,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.245542,1.245440,1.246310,26.939614,3.619015
173,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.247181,1.246464,1.247232,26.904224,3.623777
174,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.249997,1.249690,1.250918,26.843615,3.631960
175,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.250918,1.250765,1.251482,26.823838,3.634636
176,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.254656,1.253990,1.255629,26.743928,3.645497
177,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.255014,1.254349,1.255526,26.736292,3.646537
178,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.267917,1.267814,1.268122,26.464222,3.684027
179,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.267968,1.267558,1.267968,26.463155,3.684176
180,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,gauss3,table,shared,scalar,0,64,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.286246,1.285939,1.286451,26.087095,3.737284
181,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,scalar,0,64,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.286912,1.286758,1.287424,26.073603,3.739219
182,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.288141,1.286912,1.288141,26.048731,3.742790
183,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.290035,1.288090,1.290496,26.010479,3.748293
184,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,scalar,0,64,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.303194,1.302323,1.303450,25.747850,3.786527
185,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,gauss3,table,shared,scalar,0,64,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.303450,1.303245,1.303859,25.742791,3.787271
186,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,scalar,0,64,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.392282,1.392230,1.392486,24.100319,4.045379
187,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,scalar,0,32,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.392589,1.392538,1.392947,24.095003,4.046271
188,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,gauss3,table,shared,scalar,0,32,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.394330,1.394278,1.396582,24.064920,4.051330
189,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,gauss3,table,shared,scalar,0,64,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.395302,1.394483,1.395866,24.048143,4.054154
190,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,scalar,0,32,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.445325,1.445274,1.445376,23.215842,4.199500
191,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,gauss3,table,shared,scalar,0,32,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.447680,1.447424,1.447680,23.178073,4.206342
192,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,scalar,0,32,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.514394,1.513728,1.551155,22.157009,4.400185
193,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.519206,1.518848,1.519667,22.086816,4.414166
194,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.519360,1.519053,1.520026,22.084584,4.414614
195,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,gauss3,table,shared,scalar,0,32,0,0,8,8,0,0,10,0,0,0,named-barrier,3,1.519974,1.519821,1.521306,22.075655,4.416398
196,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.522432,1.521971,1.522739,22.040019,4.423540
197,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.526221,1.525299,1.526477,21.985306,4.434549
198,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.534771,1.534208,1.534771,21.862824,4.459392
199,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.535334,1.534874,1.535437,21.854804,4.461028
200,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.537382,1.537229,1.538406,21.825691,4.466978
201,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.537485,1.537280,1.537536,21.824235,4.467277
202,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.552486,1.552384,1.553613,21.613350,4.510864
203,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.552538,1.552538,1.552947,21.612636,4.511015
204,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,gauss3,table,shared,scalar,0,64,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.554739,1.554688,1.555302,21.582032,4.517410
205,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,scalar,0,64,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.556429,1.555866,1.556736,21.558604,4.522321
206,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,scalar,0,32,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.564979,1.564979,1.565491,21.440817,4.547163
207,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,gauss3,table,shared,scalar,0,32,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.567130,1.566259,1.567539,21.411396,4.553413
208,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,scalar,0,64,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.573478,1.573171,1.573734,21.325002,4.571858
209,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,gauss3,table,shared,scalar,0,64,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.573990,1.573325,1.574195,21.318066,4.573345
210,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,gauss3,table,shared,scalar,0,64,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.576960,1.576909,1.577626,21.277923,4.581975
211,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,scalar,0,64,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.577574,1.575219,1.579264,21.269634,4.583759
212,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,gauss3,table,shared,scalar,0,32,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.583411,1.583258,1.583616,21.191230,4.600719
213,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,scalar,0,32,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.584128,1.583923,1.584538,21.181642,4.602802
214,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,scalar,0,32,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.591859,1.591194,1.592320,21.078768,4.625265
215,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,gauss3,table,shared,scalar,0,32,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.592678,1.592166,1.592781,21.067928,4.627645
216,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.669376,1.669325,1.669734,20.099984,4.850497
217,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.669581,1.669478,1.670093,20.097519,4.851092
218,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,scalar,0,64,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.832192,1.832192,1.832397,18.313818,5.323571
219,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,gauss3,table,shared,scalar,0,64,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.833062,1.833011,1.833830,18.305123,5.326098
220,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,gauss3,table,shared,scalar,0,32,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.834291,1.833933,1.834650,18.292860,5.329669
221,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,scalar,0,32,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.836851,1.836390,1.837056,18.267366,5.337108
222,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,gauss3,table,shared,scalar,0,32,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.846067,1.845555,1.846323,18.176170,5.363885
223,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,scalar,0,32,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.847859,1.847450,1.848781,18.158544,5.369092
224,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,gauss3,table,shared,scalar,0,64,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.848678,1.848320,1.849037,18.150498,5.371472
225,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,scalar,0,64,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.849242,1.849088,1.850010,18.144969,5.373111
226,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.857792,1.857075,1.860045,18.061457,5.397953
227,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.861274,1.860813,1.861837,18.027674,5.408071
228,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,scalar,0,32,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.862400,1.862246,1.862502,18.016769,5.411342
229,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,gauss3,table,shared,scalar,0,32,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.863117,1.862810,1.863219,18.009838,5.413425
230,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.898957,1.898752,1.899059,17.669928,5.517561
231,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.900134,1.899469,1.900390,17.658978,5.520981
232,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.920000,1.919693,1.920358,17.476266,5.578703
233,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.920102,1.920051,1.920256,17.475335,5.579000
234,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,gauss3,table,shared,scalar,0,64,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.922458,1.922458,1.922970,17.453925,5.585845
235,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,scalar,0,64,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.922560,1.922458,1.922611,17.452996,5.586142
236,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.961165,1.961011,1.961626,17.109440,5.698311
237,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.974323,1.974221,1.974426,16.995409,5.736543
238,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,scalar,0,32,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.021530,2.021427,2.021888,16.598535,5.873706
239,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,gauss3,table,shared,scalar,0,32,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.021581,2.021530,2.021939,16.598115,5.873854
240,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,2.022042,2.021581,2.022144,16.594334,5.875194
241,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,2.022144,2.021581,2.022144,16.593494,5.875490
242,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,gauss3,table,shared,scalar,0,64,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.032640,2.032333,2.033306,16.507809,5.905987
243,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,scalar,0,64,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.032999,2.032845,2.033459,16.504897,5.907030
244,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,gauss3,table,shared,scalar,0,32,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.033561,2.032742,2.034330,16.500328,5.908663
245,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,scalar,0,32,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.040679,2.032691,2.058394,16.442782,5.929345
246,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,scalar,0,32,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.067712,2.067610,2.068121,16.227807,6.007892
247,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,scalar,0,64,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.068326,2.068326,2.068634,16.222986,6.009676
248,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,gauss3,table,shared,scalar,0,32,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.068429,2.067405,2.068634,16.222184,6.009975
249,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,gauss3,table,shared,scalar,0,64,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.069299,2.069248,2.069606,16.215360,6.012503
250,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.089011,2.088806,2.089011,16.062351,6.069777
251,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.089216,2.089216,2.089574,16.060777,6.070373
252,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.138777,2.138624,2.138880,15.688603,6.214376
253,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.140672,2.140467,2.140723,15.674719,6.219882
254,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,scalar,0,64,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.154291,2.154189,2.154342,15.575625,6.259453
255,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,gauss3,table,shared,scalar,0,64,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.157210,2.157158,2.157363,15.554553,6.267935
256,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.176307,2.176205,2.176512,15.418059,6.323422
257,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix2,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.181990,2.181786,2.182297,15.377901,6.339935
258,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.330573,2.330471,2.330829,14.397504,6.771654
259,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.334925,2.334464,2.335334,14.370668,6.784299
260,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.367334,2.367078,2.367437,14.173930,6.878466
261,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix4,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,5,0,0,0,named-barrier,3,2.371635,2.371430,2.388890,14.148227,6.890963
262,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,2.413619,2.413517,2.413978,13.902123,7.012950
263,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,2.414182,2.413670,2.414234,13.898880,7.014586
264,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,5,0,0,0,named-barrier,3,3.001702,3.001344,3.002010,11.178468,8.721669
265,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,hierarchical,radix8,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,5,0,0,0,named-barrier,3,3.010150,3.010150,3.010560,11.147095,8.746215
