candidate_id,group,trial,implementation,reference,static_score,mapping_id,processing_unit,prefix_log_n,suffix_log_n,prefix_threads,suffix_threads,prefix_ept,suffix_ept,cross_twiddle,device,compute_capability,operator,precision,direction,normalization,placement,backend,fft_core,logN,N,batch,warmup,repeat,kernel_ms,points_s,max_error,correct
fft20-fp32_b2_p10s10_t128x128_e16x16_tbl,fft20-fp32-batch2,3,fft20-fp32_b2_p10s10_t128x128_e16x16_tbl,0,304406.0458319422,fft20-fp32,cufftdx-online-shared,10,10,128,128,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.189747,11052347578.529730,0.001125,1
fft18-fp32_b64_p8s10_t128x256_e16x16_rec,fft18-fp32-batch64,2,fft18-fp32_b64_p8s10_t128x256_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,8,10,128,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,0.998953,16794801413.242962,0.000674,1
fft18-fp32_b16_p8s10_t256x256_e16x16_rec,fft18-fp32-batch16,2,fft18-fp32_b16_p8s10_t256x256_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,8,10,256,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.285696,14681003591.384306,0.000626,1
fft18-fp32_b2_p8s10_t128x128_e16x16_rec,fft18-fp32-batch2,3,fft18-fp32_b2_p8s10_t128x128_e16x16_rec,0,91438.61722882584,fft18-fp32,cufftdx-online-shared,8,10,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.035164,14909725199.699806,0.000593,1
fft20-fp32_b8_p10s10_t512x128_e16x16_rec,fft20-fp32-batch8,2,fft20-fp32_b8_p10s10_t512x128_e16x16_rec,0,1193271.6996612132,fft20-fp32,cufftdx-online-shared,10,10,512,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.540303,15525737546.956762,0.001451,1
fft20-fp32_b2_p10s10_t256x256_e16x16_rec,fft20-fp32-batch2,1,fft20-fp32_b2_p10s10_t256x256_e16x16_rec,0,298317.9249153033,fft20-fp32,cufftdx-online-shared,10,10,256,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.128799,16282397430.325737,0.001320,1
fft18-fp32_b64_p9s9_t128x128_e16x16_rec,fft18-fp32-batch64,1,fft18-fp32_b64_p9s9_t128x128_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,9,9,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,0.909906,18438407539.224960,0.000984,1
fft18-fp32_b16_p8s10_t256x512_e16x16_rec,fft18-fp32-batch16,3,fft18-fp32_b16_p8s10_t256x512_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,8,10,256,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.298107,14069799442.829197,0.000626,1
fft18-fp32_b16_p8s10_t256x128_e16x16_rec,fft18-fp32-batch16,3,fft18-fp32_b16_p8s10_t256x128_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,8,10,256,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.281293,14910811999.564342,0.000626,1
fft20-fp32_b16_p10s10_t128x256_e16x16_rec,fft20-fp32-batch16,1,fft20-fp32_b16_p10s10_t128x256_e16x16_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,128,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.039811,16134877828.377737,0.001451,1
fft20-fp32_b8_p10s10_t128x128_e16x16_tbl,fft20-fp32-batch8,1,fft20-fp32_b8_p10s10_t128x128_e16x16_tbl,0,1217624.1833277687,fft20-fp32,cufftdx-online-shared,10,10,128,128,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.660193,12706291401.732634,0.001343,1
fft18-fp32_b16_p10s8_t128x128_e16x16_tbl,fft18-fp32-batch16,2,fft18-fp32_b16_p10s8_t128x128_e16x16_tbl,0,608812.0916638843,fft18-fp32,cufftdx-online-shared,10,8,128,128,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.305132,13745888769.545975,0.000610,1
fft18-fp32_b16_p8s10_t256x128_e16x16_rec,fft18-fp32-batch16,2,fft18-fp32_b16_p8s10_t256x128_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,8,10,256,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.281580,14895628546.660484,0.000626,1
fft18-fp32_b2_p10s8_t512x512_e16x16_tbl,fft18-fp32-batch2,1,fft18-fp32_b2_p10s8_t512x512_e16x16_tbl,0,83474.31145798555,fft18-fp32,cufftdx-online-shared,10,8,512,512,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.045220,11594202297.423700,0.000512,1
fft20-fp32_b16_p10s10_t128x256_e16x16_tbl,fft20-fp32-batch16,3,fft20-fp32_b16_p10s10_t128x256_e16x16_tbl,0,2435248.3666555374,fft20-fp32,cufftdx-online-shared,10,10,128,256,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.419080,11822602386.145821,0.001468,1
fft18-fp32_b16_p8s10_t256x256_e16x16_rec,fft18-fp32-batch16,3,fft18-fp32_b16_p8s10_t256x256_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,8,10,256,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.299889,13986204982.684681,0.000626,1
fft20-fp32_b8_cufft,fft20-fp32-batch8,1,cuFFT,1,0.0,fft20-fp32,vendor-baseline,0,0,0,0,0,0,none,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,cufft,scalar,20,1048576,8,100,50,0.407388,20591192909.639568,0.002079,1
fft20-fp32_b16_cufft,fft20-fp32-batch16,3,cuFFT,1,0.0,fft20-fp32,vendor-baseline,0,0,0,0,0,0,none,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,cufft,scalar,20,1048576,16,100,50,0.722186,23231149832.915302,0.002107,1
fft18-fp32_b64_p8s10_t128x128_e16x16_rec,fft18-fp32-batch64,1,fft18-fp32_b64_p8s10_t128x128_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,8,10,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,0.859443,19521029708.353886,0.000674,1
fft18-fp32_b64_cufft,fft18-fp32-batch64,1,cuFFT,1,0.0,fft18-fp32,vendor-baseline,0,0,0,0,0,0,none,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,cufft,scalar,18,262144,64,100,50,0.706089,23760768042.518250,0.000678,1
fft18-fp32_b64_p8s10_t256x256_e16x16_rec,fft18-fp32-batch64,1,fft18-fp32_b64_p8s10_t256x256_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,8,10,256,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.148027,14613956666.501356,0.000674,1
fft18-fp32_b16_p8s10_t128x512_e16x16_rec,fft18-fp32-batch16,1,fft18-fp32_b16_p8s10_t128x512_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,8,10,128,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.252867,16587024782.844227,0.000626,1
fft18-fp32_b64_p9s9_t128x128_e16x16_rec,fft18-fp32-batch64,2,fft18-fp32_b64_p9s9_t128x128_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,9,9,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,0.910582,18424722081.767349,0.000984,1
fft20-fp32_b16_p10s10_t256x256_e16x16_rec,fft20-fp32-batch16,1,fft20-fp32_b16_p10s10_t256x256_e16x16_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,256,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.014313,16540472505.507671,0.001451,1
fft18-fp32_b2_p8s10_t512x512_e16x16_tbl,fft18-fp32-batch2,1,fft18-fp32_b2_p8s10_t512x512_e16x16_tbl,0,83474.31145798555,fft18-fp32,cufftdx-online-shared,8,10,512,512,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.045691,11474675228.064913,0.000501,1
fft18-fp32_b16_p8s10_t128x128_e16x16_rec,fft18-fp32-batch16,2,fft18-fp32_b16_p8s10_t128x128_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,8,10,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.236790,17713198186.124054,0.000626,1
fft18-fp32_b64_p10s8_t128x128_e16x16_rec,fft18-fp32-batch64,3,fft18-fp32_b64_p10s8_t128x128_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,10,8,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,0.861163,19482033387.398026,0.000739,1
fft18-fp32_b16_p10s8_t128x128_e16x16_tbl,fft18-fp32-batch16,1,fft18-fp32_b16_p10s8_t128x128_e16x16_tbl,0,608812.0916638843,fft18-fp32,cufftdx-online-shared,10,8,128,128,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.304394,13779182973.596445,0.000610,1
fft18-fp32_b64_p8s10_t256x128_e16x16_rec,fft18-fp32-batch64,1,fft18-fp32_b64_p8s10_t256x128_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,8,10,256,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.012695,16566899952.728989,0.000674,1
fft20-fp32_b16_p10s10_t128x256_e16x16_tbl,fft20-fp32-batch16,1,fft20-fp32_b16_p10s10_t128x256_e16x16_tbl,0,2435248.3666555374,fft20-fp32,cufftdx-online-shared,10,10,128,256,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.449574,11573890366.585546,0.001468,1
fft20-fp32_b2_p10s10_t128x128_e16x16_tbl,fft20-fp32-batch2,2,fft20-fp32_b2_p10s10_t128x128_e16x16_tbl,0,304406.0458319422,fft20-fp32,cufftdx-online-shared,10,10,128,128,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.188785,11108700133.018520,0.001125,1
fft18-fp32_b2_p9s9_t256x256_e8x8_rec,fft18-fp32-batch2,3,fft18-fp32_b2_p9s9_t256x256_e8x8_rec,0,175170.20085765165,fft18-fp32,cufftdx-online-shared,9,9,256,256,8,8,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.025969,20189275085.407219,0.000553,1
fft18-fp32_b2_p9s9_t512x512_e16x16_rec,fft18-fp32-batch2,1,fft18-fp32_b2_p9s9_t512x512_e16x16_rec,0,81804.82522882584,fft18-fp32,cufftdx-online-shared,9,9,512,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.045466,11531531596.077833,0.000725,1
fft20-fp32_b2_p10s10_t512x128_e16x16_rec,fft20-fp32-batch2,3,fft20-fp32_b2_p10s10_t512x128_e16x16_rec,0,298317.9249153033,fft20-fp32,cufftdx-online-shared,10,10,512,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.163963,12790406747.039793,0.001320,1
fft18-fp32_b64_p9s9_t256x256_e8x8_rec,fft18-fp32-batch64,1,fft18-fp32_b64_p9s9_t256x256_e8x8_rec,0,4773086.798644853,fft18-fp32,cufftdx-online-shared,9,9,256,256,8,8,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,0.838738,20002929052.339420,0.000666,1
fft20-fp32_b8_p10s10_t128x512_e16x16_rec,fft20-fp32-batch8,1,fft20-fp32_b8_p10s10_t128x512_e16x16_rec,0,1193271.6996612132,fft20-fp32,cufftdx-online-shared,10,10,128,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.492012,17049617143.654551,0.001451,1
fft20-fp32_b2_p10s10_t512x128_e16x16_rec,fft20-fp32-batch2,2,fft20-fp32_b2_p10s10_t512x128_e16x16_rec,0,298317.9249153033,fft20-fp32,cufftdx-online-shared,10,10,512,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.164004,12787212083.188688,0.001320,1
fft18-fp32_b16_p8s10_t128x128_e16x16_rec,fft18-fp32-batch16,1,fft18-fp32_b16_p8s10_t128x128_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,8,10,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.236974,17699420194.089417,0.000626,1
fft18-fp32_b2_cufft,fft18-fp32-batch2,3,cuFFT,1,0.0,fft18-fp32,vendor-baseline,0,0,0,0,0,0,none,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,cufft,scalar,18,262144,2,100,50,0.028078,18672502339.786697,0.000583,1
fft18-fp32_b16_p8s10_t128x256_e16x16_rec,fft18-fp32-batch16,1,fft18-fp32_b16_p8s10_t128x256_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,8,10,128,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.242319,17308992535.726936,0.000626,1
fft18-fp32_b2_p8s10_t256x128_e16x16_rec,fft18-fp32-batch2,2,fft18-fp32_b2_p8s10_t256x128_e16x16_rec,0,91438.61722882584,fft18-fp32,cufftdx-online-shared,8,10,256,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.042742,12266410940.931566,0.000593,1
fft18-fp32_b64_p8s10_t256x256_e16x16_rec,fft18-fp32-batch64,2,fft18-fp32_b64_p8s10_t256x256_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,8,10,256,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.150259,14585596808.660065,0.000674,1
fft18-fp32_b64_p8s10_t128x128_e16x16_rec,fft18-fp32-batch64,2,fft18-fp32_b64_p8s10_t128x128_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,8,10,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,0.860426,19498726423.279408,0.000674,1
fft18-fp32_b16_p9s9_t128x128_e16x16_rec,fft18-fp32-batch16,3,fft18-fp32_b16_p9s9_t128x128_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,9,9,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.221594,18927910977.157459,0.000916,1
fft18-fp32_b16_p8s10_t128x128_e16x16_rec,fft18-fp32-batch16,3,fft18-fp32_b16_p8s10_t128x128_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,8,10,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.237179,17684138035.909592,0.000626,1
fft18-fp32_b64_cufft,fft18-fp32-batch64,3,cuFFT,1,0.0,fft18-fp32,vendor-baseline,0,0,0,0,0,0,none,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,cufft,scalar,18,262144,64,100,50,0.706478,23747681586.625870,0.000678,1
fft18-fp32_b2_p8s10_t128x256_e16x16_rec,fft18-fp32-batch2,1,fft18-fp32_b2_p8s10_t128x256_e16x16_rec,0,91438.61722882584,fft18-fp32,cufftdx-online-shared,8,10,128,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.030781,17032601222.018122,0.000593,1
fft18-fp32_b64_p9s9_t256x256_e8x8_rec,fft18-fp32-batch64,3,fft18-fp32_b64_p9s9_t256x256_e8x8_rec,0,4773086.798644853,fft18-fp32,cufftdx-online-shared,9,9,256,256,8,8,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,0.841011,19948860940.014076,0.000666,1
fft20-fp32_b8_cufft,fft20-fp32-batch8,2,cuFFT,1,0.0,fft20-fp32,vendor-baseline,0,0,0,0,0,0,none,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,cufft,scalar,20,1048576,8,100,50,0.381727,21975428327.514675,0.002079,1
fft18-fp32_b16_p8s10_t128x256_e16x16_rec,fft18-fp32-batch16,2,fft18-fp32_b16_p8s10_t128x256_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,8,10,128,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.241807,17345641599.338600,0.000626,1
fft18-fp32_b16_p8s10_t128x128_e16x16_tbl,fft18-fp32-batch16,1,fft18-fp32_b16_p8s10_t128x128_e16x16_tbl,0,608812.0916638843,fft18-fp32,cufftdx-online-shared,8,10,128,128,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.307057,13659708058.597834,0.000610,1
fft18-fp32_b64_p8s10_t128x128_e16x16_tbl,fft18-fp32-batch64,3,fft18-fp32_b64_p8s10_t128x128_e16x16_tbl,0,2435248.3666555374,fft18-fp32,cufftdx-online-shared,8,10,128,128,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.017119,16494845808.451506,0.000610,1
fft20-fp32_b16_p10s10_t256x256_e16x16_rec,fft20-fp32-batch16,3,fft20-fp32_b16_p10s10_t256x256_e16x16_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,256,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.016750,16500825566.644522,0.001451,1
fft20-fp32_b2_p10s10_t256x256_e16x16_rec,fft20-fp32-batch2,2,fft20-fp32_b2_p10s10_t256x256_e16x16_rec,0,298317.9249153033,fft20-fp32,cufftdx-online-shared,10,10,256,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.130171,16110761268.842737,0.001320,1
fft20-fp32_b2_p10s10_t512x512_e16x16_rec,fft20-fp32-batch2,1,fft20-fp32_b2_p10s10_t512x512_e16x16_rec,0,298317.9249153033,fft20-fp32,cufftdx-online-shared,10,10,512,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.175555,11945870368.214895,0.001320,1
fft18-fp32_b2_p8s10_t512x512_e16x16_tbl,fft18-fp32-batch2,2,fft18-fp32_b2_p8s10_t512x512_e16x16_tbl,0,83474.31145798555,fft18-fp32,cufftdx-online-shared,8,10,512,512,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.045732,11464397973.983644,0.000501,1
fft20-fp32_b2_p10s10_t128x512_e16x16_rec,fft20-fp32-batch2,1,fft20-fp32_b2_p10s10_t128x512_e16x16_rec,0,298317.9249153033,fft20-fp32,cufftdx-online-shared,10,10,128,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.152719,13732063511.617676,0.001320,1
fft20-fp32_b2_p10s10_t256x512_e16x16_rec,fft20-fp32-batch2,1,fft20-fp32_b2_p10s10_t256x512_e16x16_rec,0,298317.9249153033,fft20-fp32,cufftdx-online-shared,10,10,256,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.146166,14347765327.306770,0.001320,1
fft20-fp32_b16_p10s10_t256x512_e16x16_rec,fft20-fp32-batch16,3,fft20-fp32_b16_p10s10_t256x512_e16x16_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,256,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,0.910500,18426379331.257130,0.001451,1
fft20-fp32_b8_p10s10_t128x256_e16x16_tbl,fft20-fp32-batch8,3,fft20-fp32_b8_p10s10_t128x256_e16x16_tbl,0,1217624.1833277687,fft20-fp32,cufftdx-online-shared,10,10,128,256,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.708055,11847395711.368923,0.001343,1
fft20-fp32_b2_cufft,fft20-fp32-batch2,1,cuFFT,1,0.0,fft20-fp32,vendor-baseline,0,0,0,0,0,0,none,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,cufft,scalar,20,1048576,2,100,50,0.123064,17041105450.996229,0.002033,1
fft20-fp32_b16_cufft,fft20-fp32-batch16,1,cuFFT,1,0.0,fft20-fp32,vendor-baseline,0,0,0,0,0,0,none,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,cufft,scalar,20,1048576,16,100,50,0.720978,23270081588.989021,0.002107,1
fft20-fp32_b16_p10s10_t128x128_e16x16_tbl,fft20-fp32-batch16,3,fft20-fp32_b16_p10s10_t128x128_e16x16_tbl,0,2435248.3666555374,fft20-fp32,cufftdx-online-shared,10,10,128,128,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.290302,13002554210.950388,0.001468,1
fft18-fp32_b16_p8s10_t256x128_e16x16_rec,fft18-fp32-batch16,1,fft18-fp32_b16_p8s10_t256x128_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,8,10,256,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.281129,14919501034.315783,0.000626,1
fft18-fp32_b64_p8s10_t128x512_e16x16_rec,fft18-fp32-batch64,2,fft18-fp32_b64_p8s10_t128x512_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,8,10,128,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,0.913019,18375541104.037724,0.000674,1
fft20-fp32_b16_p10s10_t512x512_e16x16_rec,fft20-fp32-batch16,3,fft20-fp32_b16_p10s10_t512x512_e16x16_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,512,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.102807,15213192621.797216,0.001451,1
fft18-fp32_b64_p8s10_t256x128_e16x16_rec,fft18-fp32-batch64,3,fft18-fp32_b64_p8s10_t256x128_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,8,10,256,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.012879,16563883587.425066,0.000674,1
fft20-fp32_b8_p10s10_t256x128_e16x16_rec,fft20-fp32-batch8,3,fft20-fp32_b8_p10s10_t256x128_e16x16_rec,0,1193271.6996612132,fft20-fp32,cufftdx-online-shared,10,10,256,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.446792,18775210910.431614,0.001451,1
fft20-fp32_b8_p10s10_t256x128_e16x16_rec,fft20-fp32-batch8,1,fft20-fp32_b8_p10s10_t256x128_e16x16_rec,0,1193271.6996612132,fft20-fp32,cufftdx-online-shared,10,10,256,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.448573,18700633360.767086,0.001451,1
fft20-fp32_b8_p10s10_t512x512_e16x16_rec,fft20-fp32-batch8,2,fft20-fp32_b8_p10s10_t512x512_e16x16_rec,0,1193271.6996612132,fft20-fp32,cufftdx-online-shared,10,10,512,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.620769,13513246401.299690,0.001451,1
fft20-fp32_b16_p10s10_t128x128_e16x16_rec,fft20-fp32-batch16,3,fft20-fp32_b16_p10s10_t128x128_e16x16_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,0.916378,18308191970.077789,0.001451,1
