candidate_id,group,trial,implementation,reference,static_score,mapping_id,processing_unit,prefix_log_n,suffix_log_n,prefix_threads,suffix_threads,prefix_ept,suffix_ept,cross_twiddle,device,compute_capability,operator,precision,direction,normalization,placement,backend,fft_core,logN,N,batch,warmup,repeat,kernel_ms,points_s,max_error,correct
fft18-fp32_b16_p8s10_t128x128_e16x16_tbl,fft18-fp32-batch16,3,fft18-fp32_b16_p8s10_t128x128_e16x16_tbl,0,608812.0916638843,fft18-fp32,cufftdx-online-shared,8,10,128,128,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.284959,14718988058.866962,0.000610,1
fft20-fp32_b16_p10s10_t128x512_e16x16_rec,fft20-fp32-batch16,2,fft20-fp32_b16_p10s10_t128x512_e16x16_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,128,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,0.938107,17884120844.290432,0.001451,1
fft18-fp32_b16_p9s9_t128x128_e16x16_tbl,fft18-fp32-batch16,3,fft18-fp32_b16_p9s9_t128x128_e16x16_tbl,0,608812.0916638843,fft18-fp32,cufftdx-online-shared,9,9,128,128,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.269087,15587183278.524479,0.000755,1
fft20-fp32_b16_p10s10_t256x128_e16x16_rec,fft20-fp32-batch16,2,fft20-fp32_b16_p10s10_t256x128_e16x16_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,256,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,0.867942,19329871413.726101,0.001451,1
fft20-fp32_b2_p10s10_t128x128_e16x16_rec,fft20-fp32-batch2,2,fft20-fp32_b2_p10s10_t128x128_e16x16_rec,0,298317.9249153033,fft20-fp32,cufftdx-online-shared,10,10,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.140698,14905385898.508545,0.001320,1
fft18-fp32_b64_p8s10_t128x128_e16x16_rec,fft18-fp32-batch64,3,fft18-fp32_b64_p8s10_t128x128_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,8,10,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,0.860283,19501975501.308098,0.000674,1
fft18-fp32_b64_p10s8_t128x128_e16x16_tbl,fft18-fp32-batch64,3,fft18-fp32_b64_p10s8_t128x128_e16x16_tbl,0,2435248.3666555374,fft18-fp32,cufftdx-online-shared,10,8,128,128,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.120891,14967751689.068497,0.000610,1
fft18-fp32_b2_p9s9_t256x256_e8x8_rec,fft18-fp32-batch2,2,fft18-fp32_b2_p9s9_t256x256_e8x8_rec,0,175170.20085765165,fft18-fp32,cufftdx-online-shared,9,9,256,256,8,8,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.026071,20109976464.638767,0.000553,1
fft18-fp32_b2_p10s8_t512x512_e16x16_rec,fft18-fp32-batch2,3,fft18-fp32_b2_p10s8_t512x512_e16x16_rec,0,81804.82522882584,fft18-fp32,cufftdx-online-shared,10,8,512,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.038687,13552144414.795076,0.000637,1
fft20-fp32_b8_p10s10_t128x512_e16x16_rec,fft20-fp32-batch8,2,fft20-fp32_b8_p10s10_t128x512_e16x16_rec,0,1193271.6996612132,fft20-fp32,cufftdx-online-shared,10,10,128,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.491069,17082325601.603539,0.001451,1
fft18-fp32_b2_p8s10_t512x512_e16x16_rec,fft18-fp32-batch2,2,fft18-fp32_b2_p8s10_t512x512_e16x16_rec,0,81804.82522882584,fft18-fp32,cufftdx-online-shared,8,10,512,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.041595,12604627787.881304,0.000593,1
fft20-fp32_b2_p10s10_t128x512_e16x16_rec,fft20-fp32-batch2,3,fft20-fp32_b2_p10s10_t128x512_e16x16_rec,0,298317.9249153033,fft20-fp32,cufftdx-online-shared,10,10,128,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.152760,13728381203.909800,0.001320,1
fft18-fp32_b64_p8s10_t128x512_e16x16_rec,fft18-fp32-batch64,1,fft18-fp32_b64_p8s10_t128x512_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,8,10,128,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,0.912957,18376777986.348660,0.000674,1
fft20-fp32_b2_cufft,fft20-fp32-batch2,2,cuFFT,1,0.0,fft20-fp32,vendor-baseline,0,0,0,0,0,0,none,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,cufft,scalar,20,1048576,2,100,50,0.123269,17012793047.879583,0.002033,1
fft20-fp32_b8_p10s10_t256x512_e16x16_rec,fft20-fp32-batch8,1,fft20-fp32_b8_p10s10_t256x512_e16x16_rec,0,1193271.6996612132,fft20-fp32,cufftdx-online-shared,10,10,256,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.475013,17659738960.876091,0.001451,1
fft20-fp32_b8_p10s10_t256x512_e16x16_rec,fft20-fp32-batch8,2,fft20-fp32_b8_p10s10_t256x512_e16x16_rec,0,1193271.6996612132,fft20-fp32,cufftdx-online-shared,10,10,256,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.474153,17691776370.815388,0.001451,1
fft20-fp32_b2_p10s10_t256x256_e16x16_rec,fft20-fp32-batch2,3,fft20-fp32_b2_p10s10_t256x256_e16x16_rec,0,298317.9249153033,fft20-fp32,cufftdx-online-shared,10,10,256,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.129208,16230782498.827187,0.001320,1
fft18-fp32_b2_p9s9_t512x512_e16x16_tbl,fft18-fp32-batch2,3,fft18-fp32_b2_p9s9_t512x512_e16x16_tbl,0,83474.31145798555,fft18-fp32,cufftdx-online-shared,9,9,512,512,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.049398,10613598858.179005,0.000754,1
fft20-fp32_b16_p10s10_t512x512_e8x8_rec,fft20-fp32-batch16,1,fft20-fp32_b16_p10s10_t512x512_e8x8_rec,0,4773086.798644853,fft20-fp32,cufftdx-online-shared,10,10,512,512,8,8,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,0.927068,18097068233.597794,0.001466,1
fft20-fp32_b8_p10s10_t128x128_e16x16_tbl,fft20-fp32-batch8,3,fft20-fp32_b8_p10s10_t128x128_e16x16_tbl,0,1217624.1833277687,fft20-fp32,cufftdx-online-shared,10,10,128,128,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.660480,12700775908.644470,0.001343,1
fft18-fp32_b2_p8s10_t256x256_e16x16_rec,fft18-fp32-batch2,2,fft18-fp32_b2_p8s10_t256x256_e16x16_rec,0,91438.61722882584,fft18-fp32,cufftdx-online-shared,8,10,256,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.037171,14104683226.785788,0.000593,1
fft18-fp32_b16_p9s9_t128x128_e16x16_rec,fft18-fp32-batch16,2,fft18-fp32_b16_p9s9_t128x128_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,9,9,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.220713,19003433257.564175,0.000916,1
fft20-fp32_b16_p10s10_t256x512_e16x16_rec,fft20-fp32-batch16,1,fft20-fp32_b16_p10s10_t256x512_e16x16_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,256,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,0.908616,18464590636.475986,0.001451,1
fft20-fp32_b16_p10s10_t512x128_e16x16_rec,fft20-fp32-batch16,1,fft20-fp32_b16_p10s10_t512x128_e16x16_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,512,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.062851,15785112306.935177,0.001451,1
fft18-fp32_b2_p8s10_t256x256_e16x16_rec,fft18-fp32-batch2,3,fft18-fp32_b2_p8s10_t256x256_e16x16_rec,0,91438.61722882584,fft18-fp32,cufftdx-online-shared,8,10,256,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.037212,14089158147.799047,0.000593,1
fft18-fp32_b64_p8s10_t128x256_e16x16_rec,fft18-fp32-batch64,3,fft18-fp32_b64_p8s10_t128x256_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,8,10,128,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,0.998646,16799966809.545092,0.000674,1
fft20-fp32_b8_p10s10_t128x256_e16x16_rec,fft20-fp32-batch8,3,fft20-fp32_b8_p10s10_t128x256_e16x16_rec,0,1193271.6996612132,fft20-fp32,cufftdx-online-shared,10,10,128,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.511365,16404341523.100241,0.001451,1
fft18-fp32_b2_p9s9_t512x512_e16x16_rec,fft18-fp32-batch2,2,fft18-fp32_b2_p9s9_t512x512_e16x16_rec,0,81804.82522882584,fft18-fp32,cufftdx-online-shared,9,9,512,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.045404,11547136142.239889,0.000725,1
fft20-fp32_b2_p10s10_t128x256_e16x16_tbl,fft20-fp32-batch2,1,fft20-fp32_b2_p10s10_t128x256_e16x16_tbl,0,304406.0458319422,fft20-fp32,cufftdx-online-shared,10,10,128,256,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.182620,11483682366.751984,0.001125,1
fft18-fp32_b2_p8s10_t128x256_e16x16_rec,fft18-fp32-batch2,2,fft18-fp32_b2_p8s10_t128x256_e16x16_rec,0,91438.61722882584,fft18-fp32,cufftdx-online-shared,8,10,128,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.030843,16998673122.669706,0.000593,1
fft20-fp32_b8_p10s10_t512x256_e16x16_rec,fft20-fp32-batch8,2,fft20-fp32_b8_p10s10_t512x256_e16x16_rec,0,1193271.6996612132,fft20-fp32,cufftdx-online-shared,10,10,512,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.587407,14280733791.101019,0.001451,1
fft18-fp32_b16_cufft,fft18-fp32-batch16,3,cuFFT,1,0.0,fft18-fp32,vendor-baseline,0,0,0,0,0,0,none,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,cufft,scalar,18,262144,16,100,50,0.211681,19814241808.082253,0.000601,1
fft18-fp32_b64_p8s10_t256x512_e16x16_rec,fft18-fp32-batch64,2,fft18-fp32_b64_p8s10_t256x512_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,8,10,256,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.064755,15756876302.543694,0.000674,1
fft20-fp32_b8_p10s10_t256x128_e16x16_rec,fft20-fp32-batch8,2,fft20-fp32_b8_p10s10_t256x128_e16x16_rec,0,1193271.6996612132,fft20-fp32,cufftdx-online-shared,10,10,256,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.448369,18709176501.089981,0.001451,1
fft20-fp32_b2_p10s10_t128x128_e16x16_rec,fft20-fp32-batch2,3,fft20-fp32_b2_p10s10_t128x128_e16x16_rec,0,298317.9249153033,fft20-fp32,cufftdx-online-shared,10,10,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.140575,14918414548.875587,0.001320,1
fft18-fp32_b16_p9s9_t256x256_e8x8_rec,fft18-fp32-batch16,2,fft18-fp32_b16_p9s9_t256x256_e8x8_rec,0,1193271.6996612132,fft18-fp32,cufftdx-online-shared,9,9,256,256,8,8,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.205292,20430965231.582970,0.000629,1
fft18-fp32_b2_p8s10_t512x512_e16x16_rec,fft18-fp32-batch2,3,fft18-fp32_b2_p8s10_t512x512_e16x16_rec,0,81804.82522882584,fft18-fp32,cufftdx-online-shared,8,10,512,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.041636,12592227892.016632,0.000593,1
fft20-fp32_b16_p10s10_t512x128_e16x16_rec,fft20-fp32-batch16,2,fft20-fp32_b16_p10s10_t512x128_e16x16_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,512,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.062871,15784809564.474146,0.001451,1
fft20-fp32_b2_p10s10_t512x512_e16x16_rec,fft20-fp32-batch2,2,fft20-fp32_b2_p10s10_t512x512_e16x16_rec,0,298317.9249153033,fft20-fp32,cufftdx-online-shared,10,10,512,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.194273,10794855681.258747,0.001320,1
fft18-fp32_b2_p8s10_t128x512_e16x16_rec,fft18-fp32-batch2,3,fft18-fp32_b2_p8s10_t128x512_e16x16_rec,0,91438.61722882584,fft18-fp32,cufftdx-online-shared,8,10,128,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.038728,13537811255.969238,0.000593,1
fft20-fp32_b8_p10s10_t512x128_e16x16_rec,fft20-fp32-batch8,3,fft20-fp32_b8_p10s10_t512x128_e16x16_rec,0,1193271.6996612132,fft20-fp32,cufftdx-online-shared,10,10,512,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.588677,14249930703.775064,0.001451,1
fft20-fp32_b8_p10s10_t256x256_e16x16_rec,fft20-fp32-batch8,1,fft20-fp32_b8_p10s10_t256x256_e16x16_rec,0,1193271.6996612132,fft20-fp32,cufftdx-online-shared,10,10,256,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.497807,16851113060.226204,0.001451,1
fft20-fp32_b16_p10s10_t512x512_e16x16_rec,fft20-fp32-batch16,2,fft20-fp32_b16_p10s10_t512x512_e16x16_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,512,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.102377,15219128252.514435,0.001451,1
fft20-fp32_b16_p10s10_t256x128_e16x16_rec,fft20-fp32-batch16,1,fft20-fp32_b16_p10s10_t256x128_e16x16_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,256,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,0.869458,19296178503.575901,0.001451,1
fft18-fp32_b16_p8s10_t256x512_e16x16_rec,fft18-fp32-batch16,2,fft18-fp32_b16_p8s10_t256x512_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,8,10,256,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.299479,14005334178.603739,0.000626,1
fft20-fp32_b16_p10s10_t256x256_e16x16_rec,fft20-fp32-batch16,2,fft20-fp32_b16_p10s10_t256x256_e16x16_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,256,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.003336,16721440046.000584,0.001451,1
fft18-fp32_b2_p8s10_t256x128_e16x16_rec,fft18-fp32-batch2,3,fft18-fp32_b2_p8s10_t256x128_e16x16_rec,0,91438.61722882584,fft18-fp32,cufftdx-online-shared,8,10,256,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.042783,12254667253.839579,0.000593,1
fft18-fp32_b2_p8s10_t256x128_e16x16_rec,fft18-fp32-batch2,1,fft18-fp32_b2_p8s10_t256x128_e16x16_rec,0,91438.61722882584,fft18-fp32,cufftdx-online-shared,8,10,256,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.042721,12272290693.962553,0.000593,1
fft20-fp32_b8_p10s10_t128x256_e16x16_rec,fft20-fp32-batch8,1,fft20-fp32_b8_p10s10_t128x256_e16x16_rec,0,1193271.6996612132,fft20-fp32,cufftdx-online-shared,10,10,128,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.511427,16402370397.555147,0.001451,1
fft18-fp32_b64_p9s9_t128x128_e16x16_tbl,fft18-fp32-batch64,3,fft18-fp32_b64_p9s9_t128x128_e16x16_tbl,0,2435248.3666555374,fft18-fp32,cufftdx-online-shared,9,9,128,128,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.081999,15505754920.893015,0.000857,1
fft20-fp32_b2_p10s10_t512x256_e16x16_rec,fft20-fp32-batch2,1,fft20-fp32_b2_p10s10_t512x256_e16x16_rec,0,298317.9249153033,fft20-fp32,cufftdx-online-shared,10,10,512,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.159683,13133256628.482244,0.001320,1
fft18-fp32_b64_p8s10_t256x512_e16x16_rec,fft18-fp32-batch64,1,fft18-fp32_b64_p8s10_t256x512_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,8,10,256,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.063772,15771438524.003687,0.000674,1
fft18-fp32_b2_p8s10_t128x128_e16x16_rec,fft18-fp32-batch2,2,fft18-fp32_b2_p8s10_t128x128_e16x16_rec,0,91438.61722882584,fft18-fp32,cufftdx-online-shared,8,10,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.035021,14970760898.760363,0.000593,1
fft20-fp32_b16_p10s10_t128x512_e16x16_rec,fft20-fp32-batch16,1,fft20-fp32_b16_p10s10_t128x512_e16x16_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,128,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,0.937492,17895841565.611191,0.001451,1
fft20-fp32_b16_p10s10_t128x128_e16x16_rec,fft20-fp32-batch16,1,fft20-fp32_b16_p10s10_t128x128_e16x16_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,0.897495,18693380368.509232,0.001451,1
fft18-fp32_b2_p9s9_t512x512_e16x16_tbl,fft18-fp32-batch2,2,fft18-fp32_b2_p9s9_t512x512_e16x16_tbl,0,83474.31145798555,fft18-fp32,cufftdx-online-shared,9,9,512,512,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.049418,10609199997.114946,0.000754,1
fft18-fp32_b64_p10s8_t128x128_e16x16_tbl,fft18-fp32-batch64,2,fft18-fp32_b64_p10s8_t128x128_e16x16_tbl,0,2435248.3666555374,fft18-fp32,cufftdx-online-shared,10,8,128,128,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.120502,14972949306.111315,0.000610,1
fft20-fp32_b2_p10s10_t128x512_e16x16_rec,fft20-fp32-batch2,2,fft20-fp32_b2_p10s10_t128x512_e16x16_rec,0,298317.9249153033,fft20-fp32,cufftdx-online-shared,10,10,128,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.152453,13756044728.892197,0.001320,1
fft18-fp32_b64_p9s9_t128x128_e16x16_rec,fft18-fp32-batch64,3,fft18-fp32_b64_p9s9_t128x128_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,9,9,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,0.908902,18458765073.636757,0.000984,1
fft18-fp32_b16_p10s8_t128x128_e16x16_tbl,fft18-fp32-batch16,3,fft18-fp32_b16_p10s8_t128x128_e16x16_tbl,0,608812.0916638843,fft18-fp32,cufftdx-online-shared,10,8,128,128,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.304845,13758817752.469425,0.000610,1
fft18-fp32_b2_p8s10_t512x512_e16x16_tbl,fft18-fp32-batch2,3,fft18-fp32_b2_p8s10_t512x512_e16x16_tbl,0,83474.31145798555,fft18-fp32,cufftdx-online-shared,8,10,512,512,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.052736,9941747718.621902,0.000501,1
fft20-fp32_b2_p10s10_t512x256_e16x16_rec,fft20-fp32-batch2,2,fft20-fp32_b2_p10s10_t512x256_e16x16_rec,0,298317.9249153033,fft20-fp32,cufftdx-online-shared,10,10,512,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.172114,12184674650.249529,0.001320,1
fft20-fp32_b8_p10s10_t512x512_e16x16_rec,fft20-fp32-batch8,1,fft20-fp32_b8_p10s10_t512x512_e16x16_rec,0,1193271.6996612132,fft20-fp32,cufftdx-online-shared,10,10,512,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.621875,13489215274.362730,0.001451,1
fft18-fp32_b2_p8s10_t128x512_e16x16_rec,fft18-fp32-batch2,1,fft18-fp32_b2_p8s10_t128x512_e16x16_rec,0,91438.61722882584,fft18-fp32,cufftdx-online-shared,8,10,128,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.035103,14935822082.395546,0.000593,1
fft20-fp32_b16_p10s10_t128x128_e16x16_tbl,fft20-fp32-batch16,1,fft20-fp32_b16_p10s10_t128x128_e16x16_tbl,0,2435248.3666555374,fft20-fp32,cufftdx-online-shared,10,10,128,128,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.293537,12970029183.116690,0.001468,1
fft20-fp32_b8_p10s10_t512x128_e16x16_rec,fft20-fp32-batch8,1,fft20-fp32_b8_p10s10_t512x128_e16x16_rec,0,1193271.6996612132,fft20-fp32,cufftdx-online-shared,10,10,512,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.540017,15533980261.683695,0.001451,1
fft18-fp32_b64_p10s8_t128x128_e16x16_rec,fft18-fp32-batch64,2,fft18-fp32_b64_p10s8_t128x128_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,10,8,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,0.861389,19476937650.866688,0.000739,1
fft18-fp32_b16_p9s9_t128x128_e16x16_rec,fft18-fp32-batch16,1,fft18-fp32_b16_p9s9_t128x128_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,9,9,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.221225,18959451639.242912,0.000916,1
fft20-fp32_b2_p10s10_t128x256_e16x16_tbl,fft20-fp32-batch2,2,fft20-fp32_b2_p10s10_t128x256_e16x16_tbl,0,304406.0458319422,fft20-fp32,cufftdx-online-shared,10,10,128,256,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.185016,11334955968.566319,0.001125,1
