holdout_dimension,holdout_value,operator,precision,accumulation,logN,batch,measured_winner,predicted_winner,top1_correct,topk_contains_winner,regret
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp64,native,15,5,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,fp32,8,799,temporal-r2-t128,temporal-r4-t128,0,1,1.1096153846153847
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,native,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,fp32,20,1,online-r4-t256,hier-r4-t256,0,1,1.2143105860217354
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,native,15,4,online-r4-t256,hier-r4-t256,0,1,1.3044595616024186
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp64,native,20,2,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp32,native,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,native,15,7,online-r4-t256,hier-r4-t256,0,1,1.0074382624218983
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,fp32,15,8,online-r2-t256,hier-r4-t256,0,1,1.0039181448435937
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,fp32,15,1,online-r2-t256,online-r2-t256,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,native,8,800,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp32,native,8,801,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,native,20,2,online-r4-t256,hier-r4-t256,0,1,1.2324287404001533
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,fp32,15,5,online-r2-t256,hier-r4-t256,0,1,1.0880124777183602
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,fp32,15,6,online-r2-t256,hier-r4-t256,0,1,1.219952619110292
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp32,native,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,native,8,1,temporal-r4-t128,temporal-r2-t128,0,1,1.2535117056856186
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp32,native,15,7,online-r4-t256,hier-r4-t256,0,1,1.0798283780517282
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,fp32,8,801,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp64,native,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,native,8,800,temporal-r2-t128,temporal-r4-t128,0,1,1.1916441136671179
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,native,15,8,online-r2-t256,online-r4-t256,0,1,1.2517074883680097
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp64,native,8,800,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,native,15,6,hier-r4-t256,online-r4-t256,0,1,1.1211245543912716
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp32,native,15,7,hier-r4-t256,online-r4-t256,0,1,1.0221064384071454
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,fp32,15,9,hier-r4-t256,online-r4-t256,0,1,1.0657453936348409
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp64,native,15,7,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,fp32,8,959,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp64,native,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,fp32,15,7,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,native,8,961,temporal-r4-t128,temporal-r2-t128,0,1,1.0502486598204483
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,fp32,20,1,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,fp32,15,1,online-r2-t256,online-r4-t256,0,1,1.1832736674622115
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,fp32,8,961,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,fp32,8,1281,temporal-r4-t128,temporal-r2-t128,0,1,1.2023620258914378
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp64,native,8,799,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,native,15,8,online-r2-t256,online-r2-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,native,15,9,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,native,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,fp32,8,1281,temporal-r4-t128,temporal-r2-t128,0,1,1.333510261854211
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,fp32,15,7,hier-r4-t256,online-r4-t256,0,1,1.0688340439488357
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp32,native,8,959,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp32,native,8,960,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,fp32,20,2,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,native,8,1279,temporal-r2-t128,temporal-r4-t128,0,1,1.0316708229426435
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp32,native,15,6,online-r2-t256,online-r4-t256,0,1,1.1108878892431322
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,native,20,1,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,native,15,7,online-r2-t256,online-r4-t256,0,1,1.0454954240067713
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,native,8,959,temporal-r2-t128,temporal-r2-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,fp32,8,961,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp64,native,15,5,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,native,20,1,online-r4-t256,hier-r4-t256,0,1,1.1395286851942144
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,fp32,8,960,temporal-r4-t128,temporal-r2-t128,0,1,1.0613033549973652
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,native,15,1,online-r2-t256,online-r2-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,native,20,2,hier-r4-t256,online-r4-t256,0,1,1.0472332754056293
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,fp32,15,6,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,fp32,20,2,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp32,native,15,9,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,native,8,1281,temporal-r2-t128,temporal-r4-t128,0,1,1.0241200117658593
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp32,native,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp64,native,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,fp32,20,1,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp32,native,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,native,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,fp32,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp32,native,8,1,temporal-r2-t128,temporal-r4-t128,0,1,1.0253399258343634
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp32,native,15,8,online-r4-t256,hier-r4-t256,0,1,1.0775686012402064
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,native,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp64,native,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,fp32,15,8,hier-r4-t256,online-r4-t256,0,1,1.0522518289818108
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp64,native,20,1,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp64,native,20,2,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,native,8,1,temporal-r2-t128,temporal-r2-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,fp32,8,960,temporal-r4-t128,temporal-r2-t128,0,1,1.2638003526380035
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,fp32,8,1280,temporal-r4-t128,temporal-r2-t128,0,1,1.1880738900291672
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,native,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,native,8,960,temporal-r2-t128,temporal-r2-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,fp32,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp64,native,8,801,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,fp32,15,8,hier-r4-t256,online-r4-t256,0,1,1.142059948979592
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,fp32,8,1280,temporal-r4-t128,temporal-r2-t128,0,1,1.3272372159090908
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,native,8,959,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp64,native,15,4,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,fp32,8,1279,temporal-r4-t128,temporal-r2-t128,0,1,1.1718120805369128
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp64,native,15,1,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,native,15,1,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,native,15,9,online-r2-t256,online-r2-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,fp32,15,9,hier-r4-t256,online-r4-t256,0,1,1.181335242257554
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp64,native,15,6,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,native,20,2,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp64,native,15,8,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,fp32,15,1,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,native,15,6,hier-r4-t256,online-r4-t256,0,1,1.0455779587839944
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,native,15,8,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp32,native,20,2,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,native,15,7,hier-r4-t256,online-r4-t256,0,1,1.0808848505434783
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp32,native,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp32,native,15,1,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp64,native,15,9,hier-r4-t256,online-r4-t256,0,1,1.0638375900458417
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp32,native,20,1,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,fp32,8,959,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,fp32,15,6,hier-r4-t256,online-r4-t256,0,1,1.0621185308245154
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,native,8,961,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,bf16,fp32,8,1279,temporal-r4-t128,temporal-r2-t128,0,1,1.1770999317095379
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,native,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp32,native,8,961,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp16,native,8,960,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-fma:broadcast,structured-2x2,fp64,native,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,integer-add:implicit-unit,subset-zeta,uint32,native,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,integer-add:implicit-unit,subset-zeta,uint32,native,15,6,online-r2-t256,online-r2-t256,1,1,1.0
arithmetic-policy,integer-add:implicit-unit,subset-zeta,uint32,native,15,1,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,integer-add:implicit-unit,subset-zeta,uint32,native,15,7,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,integer-add:implicit-unit,subset-zeta,uint32,native,8,959,temporal-r2-t128,temporal-r4-t128,0,1,1.0567164179104478
arithmetic-policy,integer-add:implicit-unit,subset-zeta,uint32,native,20,1,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,integer-add:implicit-unit,subset-zeta,uint32,native,15,8,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,integer-add:implicit-unit,subset-zeta,uint32,native,15,9,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,integer-add:implicit-unit,subset-zeta,uint32,native,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,integer-add:implicit-unit,subset-zeta,uint32,native,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,integer-add:implicit-unit,subset-zeta,uint32,native,8,961,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,integer-add:implicit-unit,subset-zeta,uint32,native,20,2,online-r2-t256,online-r4-t256,0,1,1.0245559765041188
arithmetic-policy,integer-add:implicit-unit,subset-zeta,uint32,native,8,1280,temporal-r2-t128,temporal-r4-t128,0,1,1.0309200603318251
arithmetic-policy,integer-add:implicit-unit,subset-zeta,uint32,native,8,960,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,bf16,native,15,6,hier-r4-t256,online-r4-t256,0,1,1.0312109374999998
batch-region,crossover,fwht,bf16,native,8,961,temporal-r2-t128,temporal-r4-t128,0,1,1.086606655755592
batch-region,crossover,structured-2x2,fp64,native,8,800,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fft,fp16,fp32,15,6,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,structured-2x2,bf16,native,15,6,hier-r4-t256,online-r2-t256,0,1,1.0165820460192287
batch-region,crossover,fft,fp32,native,15,9,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fft,bf16,native,8,1281,temporal-r2-t128,temporal-r2-t128,1,1,1.0
batch-region,crossover,fft,fp16,native,15,8,hier-r4-t256,online-r4-t256,0,1,1.2831408775981525
batch-region,crossover,fwht,bf16,native,8,959,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fft,fp32,native,15,4,online-r2-t256,online-r4-t256,0,1,1.1214666031773517
batch-region,crossover,fwht,fp64,native,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,structured-2x2,fp32,native,15,7,hier-r4-t256,online-r4-t256,0,1,1.0221064384071454
batch-region,crossover,fft,bf16,native,15,9,online-r2-t256,online-r2-t256,1,1,1.0
batch-region,crossover,fft,fp64,native,15,4,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fwht,fp32,native,8,961,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,structured-2x2,bf16,fp32,15,9,hier-r4-t256,online-r2-t256,0,1,1.0211334450027918
batch-region,crossover,structured-2x2,fp64,native,15,7,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fft,bf16,native,15,5,online-r2-t256,online-r2-t256,1,1,1.0
batch-region,crossover,fwht,bf16,fp32,20,1,hier-r4-t256,hier-r4-t256,1,1,1.0
batch-region,crossover,structured-2x2,fp16,fp32,8,959,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,structured-2x2,fp64,native,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,structured-2x2,bf16,fp32,15,7,online-r4-t256,online-r2-t256,0,1,1.2053789731051345
batch-region,crossover,fft,bf16,native,8,1279,temporal-r2-t128,temporal-r2-t128,1,1,1.0
batch-region,crossover,structured-2x2,bf16,native,8,961,temporal-r4-t128,temporal-r2-t128,0,1,1.0502486598204483
batch-region,crossover,fft,fp16,native,8,1281,temporal-r4-t128,temporal-r2-t128,0,1,1.2527763088313062
batch-region,crossover,structured-2x2,fp16,fp32,20,1,hier-r4-t256,hier-r4-t256,1,1,1.0
batch-region,crossover,structured-2x2,fp16,fp32,8,961,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,ntt,uint32,native,15,321,ntt-hybrid-r4-t256,ntt-hybrid-r4-t256,1,1,1.0
batch-region,crossover,fwht,bf16,fp32,15,8,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,structured-2x2,bf16,fp32,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,bf16,fp32,15,6,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fft,bf16,fp32,8,800,temporal-r4-t128,temporal-r2-t128,0,1,1.068957599877545
batch-region,crossover,fwht,fp16,fp32,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,fp64,native,15,7,online-r4-t256,online-r2-t256,0,1,1.0845430164743943
batch-region,crossover,fft,fp16,fp32,8,801,temporal-r2-t128,temporal-r2-t128,1,1,1.0
batch-region,crossover,fft,fp16,native,8,1279,temporal-r4-t128,temporal-r2-t128,0,1,1.3000505135544707
batch-region,crossover,fwht,fp64,native,20,1,online-r4-t256,online-r2-t256,0,1,1.0894584621521892
batch-region,crossover,fwht,fp64,native,15,4,online-r4-t256,online-r2-t256,0,1,1.1423225423225425
batch-region,crossover,structured-2x2,fp64,native,8,799,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,fp32,native,8,1279,temporal-r2-t128,temporal-r4-t128,0,1,1.0111131353616325
batch-region,crossover,fft,fp32,native,15,5,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,structured-2x2,bf16,native,15,8,online-r2-t256,online-r2-t256,1,1,1.0
batch-region,crossover,structured-2x2,fp16,native,15,9,hier-r4-t256,online-r2-t256,0,1,1.4244730679156907
batch-region,crossover,fft,fp32,native,8,1280,temporal-r4-t128,temporal-r2-t128,0,1,1.144072246140922
batch-region,crossover,structured-2x2,fp16,native,8,1281,temporal-r4-t128,temporal-r2-t128,0,1,1.233863423760524
batch-region,crossover,subset-zeta,uint32,native,15,6,online-r2-t256,online-r4-t256,0,1,1.0819679761683112
batch-region,crossover,structured-2x2,fp16,fp32,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,structured-2x2,fp16,fp32,15,7,hier-r4-t256,online-r2-t256,0,1,1.2040013119055426
batch-region,crossover,fwht,fp16,fp32,8,960,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fft,bf16,native,8,801,temporal-r2-t128,temporal-r2-t128,1,1,1.0
batch-region,crossover,fft,fp16,native,15,6,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,structured-2x2,fp32,native,8,959,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fft,fp32,native,8,1279,temporal-r4-t128,temporal-r2-t128,0,1,1.1489361702127658
batch-region,crossover,ntt,uint64,native,15,241,ntt-hybrid-r2-t256,ntt-hybrid-r4-t256,0,1,1.045861324814982
batch-region,crossover,structured-2x2,fp32,native,8,960,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,fp16,fp32,15,6,online-r2-t256,online-r4-t256,0,1,1.031939791657106
batch-region,crossover,fft,fp64,native,8,719,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,structured-2x2,bf16,native,8,1279,temporal-r2-t128,temporal-r2-t128,1,1,1.0
batch-region,crossover,fwht,bf16,fp32,8,960,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,fp32,native,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,structured-2x2,fp32,native,15,6,online-r2-t256,online-r4-t256,0,1,1.1108878892431322
batch-region,crossover,structured-2x2,fp16,native,20,1,hier-r4-t256,hier-r4-t256,1,1,1.0
batch-region,crossover,structured-2x2,bf16,native,15,7,online-r2-t256,online-r2-t256,1,1,1.0
batch-region,crossover,fft,fp16,fp32,8,800,temporal-r4-t128,temporal-r2-t128,0,1,1.0879592810561476
batch-region,crossover,fwht,bf16,fp32,15,7,online-r2-t256,online-r4-t256,0,1,1.1135975798945081
batch-region,crossover,fwht,fp16,fp32,20,1,hier-r4-t256,hier-r4-t256,1,1,1.0
batch-region,crossover,fwht,fp64,native,15,8,online-r4-t256,online-r2-t256,0,1,1.093941159335858
batch-region,crossover,structured-2x2,bf16,native,8,959,temporal-r2-t128,temporal-r2-t128,1,1,1.0
batch-region,crossover,fwht,fp64,native,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,structured-2x2,bf16,fp32,8,961,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fft,fp16,native,15,5,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fwht,fp16,fp32,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,structured-2x2,fp64,native,15,5,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fft,bf16,fp32,15,9,hier-r4-t256,online-r4-t256,0,1,1.162688218788286
batch-region,crossover,fft,fp64,native,8,960,temporal-r2-t128,temporal-r4-t128,0,1,1.0409398955671592
batch-region,crossover,fft,fp16,fp32,8,1279,temporal-r4-t128,temporal-r2-t128,0,1,1.0783190066857689
batch-region,crossover,fwht,fp64,native,8,799,temporal-r2-t128,temporal-r4-t128,0,1,1.0108126961981163
batch-region,crossover,fft,bf16,fp32,8,1281,temporal-r2-t128,temporal-r2-t128,1,1,1.0
batch-region,crossover,fft,fp16,fp32,15,9,hier-r4-t256,online-r4-t256,0,1,1.1511935600679646
batch-region,crossover,structured-2x2,bf16,native,20,1,online-r4-t256,hier-r4-t256,0,1,1.1395286851942144
batch-region,crossover,structured-2x2,fp16,fp32,8,960,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fft,fp64,native,8,959,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,fp16,native,15,6,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fft,bf16,native,8,799,temporal-r2-t128,temporal-r2-t128,1,1,1.0
batch-region,crossover,fwht,fp32,native,15,6,online-r2-t256,online-r4-t256,0,1,1.0703860745369336
batch-region,crossover,subset-zeta,uint32,native,15,7,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fft,fp64,native,15,6,online-r2-t256,online-r4-t256,0,1,1.020475801325706
batch-region,crossover,structured-2x2,fp16,fp32,15,6,online-r4-t256,online-r2-t256,0,1,1.0556365994002757
batch-region,crossover,fft,bf16,fp32,8,1280,temporal-r2-t128,temporal-r2-t128,1,1,1.0
batch-region,crossover,fft,fp32,native,15,6,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,structured-2x2,fp32,native,15,9,hier-r4-t256,online-r4-t256,0,1,1.3071612136089907
batch-region,crossover,structured-2x2,bf16,native,8,1281,temporal-r2-t128,temporal-r2-t128,1,1,1.0
batch-region,crossover,fft,bf16,native,15,6,online-r2-t256,online-r2-t256,1,1,1.0
batch-region,crossover,fwht,fp16,fp32,15,7,hier-r4-t256,online-r4-t256,0,1,1.0228856834022886
batch-region,crossover,fwht,fp64,native,8,800,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,subset-zeta,uint32,native,8,959,temporal-r2-t128,temporal-r4-t128,0,1,1.0567164179104478
batch-region,crossover,fft,fp32,native,8,800,temporal-r4-t128,temporal-r2-t128,0,1,1.116933181039406
batch-region,crossover,fft,bf16,fp32,15,7,online-r2-t256,online-r4-t256,0,1,1.0389690619748937
batch-region,crossover,subset-zeta,uint32,native,20,1,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,structured-2x2,fp32,native,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fft,bf16,fp32,15,4,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fft,fp16,fp32,15,5,online-r2-t256,online-r4-t256,0,1,1.091915120170368
batch-region,crossover,fft,bf16,fp32,8,1279,temporal-r2-t128,temporal-r2-t128,1,1,1.0
batch-region,crossover,fft,fp32,native,15,8,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,structured-2x2,fp64,native,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fft,fp16,fp32,8,1281,temporal-r2-t128,temporal-r2-t128,1,1,1.0
batch-region,crossover,fft,fp16,native,8,799,temporal-r4-t128,temporal-r2-t128,0,1,1.126799052650756
batch-region,crossover,fwht,fp16,native,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,bf16,native,8,960,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,structured-2x2,bf16,fp32,20,1,hier-r4-t256,hier-r4-t256,1,1,1.0
