holdout_dimension,holdout_value,operator,precision,accumulation,logN,batch,measured_winner,predicted_winner,top1_correct,topk_contains_winner,regret
numeric-contract,fp64:native,fft,fp64,native,8,960,temporal-r2-t128,temporal-r4-t128,0,1,1.0409398955671592
numeric-contract,fp64:native,fwht,fp64,native,8,799,temporal-r2-t128,temporal-r4-t128,0,1,1.0108126961981163
numeric-contract,fp64:native,fft,fp64,native,8,959,temporal-r4-t128,temporal-r4-t128,1,1,1.0
numeric-contract,fp64:native,fft,fp64,native,15,6,online-r2-t256,online-r4-t256,0,1,1.020475801325706
numeric-contract,fp64:native,fwht,fp64,native,8,800,temporal-r4-t128,temporal-r4-t128,1,1,1.0
numeric-contract,fp64:native,fwht,fp64,native,15,1,online-r2-t256,online-r4-t256,0,1,1.0024828564672499
numeric-contract,fp64:native,structured-2x2,fp64,native,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
numeric-contract,fp64:native,fft,fp64,native,8,720,temporal-r4-t128,temporal-r4-t128,1,1,1.0
numeric-contract,fp64:native,fft,fp64,native,8,961,temporal-r4-t128,temporal-r4-t128,1,1,1.0
numeric-contract,fp64:native,fwht,fp64,native,8,801,temporal-r4-t128,temporal-r4-t128,1,1,1.0
numeric-contract,fp64:native,fft,fp64,native,15,7,online-r2-t256,online-r4-t256,0,1,1.0946485013623979
numeric-contract,fp64:native,fwht,fp64,native,15,5,online-r4-t256,hier-r4-t256,0,1,1.341525885558583
numeric-contract,fp64:native,fft,fp64,native,15,8,online-r4-t256,online-r4-t256,1,1,1.0
numeric-contract,fp64:native,structured-2x2,fp64,native,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
numeric-contract,fp64:native,structured-2x2,fp64,native,20,1,online-r4-t256,online-r4-t256,1,1,1.0
numeric-contract,fp64:native,structured-2x2,fp64,native,20,2,online-r4-t256,online-r4-t256,1,1,1.0
numeric-contract,fp64:native,fft,fp64,native,20,1,online-r4-t256,online-r4-t256,1,1,1.0
numeric-contract,fp64:native,fft,fp64,native,8,721,temporal-r4-t128,temporal-r4-t128,1,1,1.0
numeric-contract,fp64:native,fwht,fp64,native,15,9,online-r2-t256,hier-r4-t256,0,1,1.3330848468419627
numeric-contract,fp64:native,fwht,fp64,native,20,2,online-r2-t256,online-r2-t256,1,1,1.0
numeric-contract,fp64:native,fft,fp64,native,15,5,online-r4-t256,online-r4-t256,1,1,1.0
numeric-contract,fp64:native,structured-2x2,fp64,native,8,801,temporal-r4-t128,temporal-r4-t128,1,1,1.0
numeric-contract,fp64:native,fft,fp64,native,20,2,online-r4-t256,online-r4-t256,1,1,1.0
numeric-contract,fp64:native,structured-2x2,fp64,native,15,4,online-r4-t256,hier-r4-t256,0,1,1.3482280431432974
numeric-contract,fp64:native,structured-2x2,fp64,native,15,1,online-r4-t256,online-r4-t256,1,1,1.0
numeric-contract,fp64:native,structured-2x2,fp64,native,15,6,online-r4-t256,hier-r4-t256,0,1,1.1623379121936201
numeric-contract,fp64:native,fwht,fp64,native,15,6,online-r4-t256,hier-r4-t256,0,1,1.2297818867247106
numeric-contract,fp64:native,structured-2x2,fp64,native,15,8,online-r4-t256,hier-r4-t256,0,1,1.0909778889181363
numeric-contract,fp64:native,structured-2x2,fp64,native,15,9,hier-r4-t256,hier-r4-t256,1,1,1.0
numeric-contract,fp64:native,fwht,fp64,native,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
numeric-contract,fp64:native,fwht,fp64,native,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
numeric-contract,fp64:native,fft,fp64,native,8,1,temporal-r4-t128,temporal-r2-t128,0,1,1.1281922884326487
numeric-contract,fp64:native,structured-2x2,fp64,native,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
numeric-contract,uint32:native,ntt,uint32,native,15,321,ntt-hybrid-r4-t256,ntt-hybrid-r4-t256,1,1,1.0
numeric-contract,uint32:native,subset-zeta,uint32,native,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
numeric-contract,uint32:native,ntt,uint32,native,15,1,ntt-hybrid-r4-t256,ntt-hybrid-r2-t256,0,1,1.203836684448092
numeric-contract,uint32:native,subset-zeta,uint32,native,15,6,online-r2-t256,online-r2-t256,1,1,1.0
numeric-contract,uint32:native,subset-zeta,uint32,native,15,1,online-r4-t256,online-r4-t256,1,1,1.0
numeric-contract,uint32:native,subset-zeta,uint32,native,15,7,online-r4-t256,online-r4-t256,1,1,1.0
numeric-contract,uint32:native,subset-zeta,uint32,native,8,959,temporal-r2-t128,temporal-r4-t128,0,1,1.0567164179104478
numeric-contract,uint32:native,subset-zeta,uint32,native,20,1,online-r4-t256,online-r4-t256,1,1,1.0
numeric-contract,uint32:native,subset-zeta,uint32,native,15,8,hier-r4-t256,hier-r4-t256,1,1,1.0
numeric-contract,uint32:native,subset-zeta,uint32,native,15,9,hier-r4-t256,hier-r4-t256,1,1,1.0
numeric-contract,uint32:native,ntt,uint32,native,15,320,ntt-hybrid-r4-t256,ntt-hybrid-r4-t256,1,1,1.0
numeric-contract,uint32:native,subset-zeta,uint32,native,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
numeric-contract,uint32:native,ntt,uint32,native,15,319,ntt-hybrid-r2-t256,ntt-hybrid-r4-t256,0,1,1.0008879156841042
numeric-contract,uint32:native,subset-zeta,uint32,native,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
numeric-contract,uint32:native,subset-zeta,uint32,native,8,961,temporal-r4-t128,temporal-r4-t128,1,1,1.0
numeric-contract,uint32:native,subset-zeta,uint32,native,20,2,online-r2-t256,online-r4-t256,0,1,1.0245559765041188
numeric-contract,uint32:native,subset-zeta,uint32,native,8,1280,temporal-r2-t128,temporal-r4-t128,0,1,1.0309200603318251
numeric-contract,uint32:native,subset-zeta,uint32,native,8,960,temporal-r4-t128,temporal-r4-t128,1,1,1.0
numeric-contract,uint32:native,ntt,uint32,native,20,1,ntt-hybrid-r4-t256,ntt-hybrid-r2-t256,0,1,1.194595885645451
numeric-contract,uint64:native,ntt,uint64,native,15,241,ntt-hybrid-r2-t256,ntt-hybrid-r4-t256,0,1,1.045861324814982
numeric-contract,uint64:native,ntt,uint64,native,15,320,ntt-hybrid-r4-t256,ntt-hybrid-r4-t256,1,1,1.0
numeric-contract,uint64:native,ntt,uint64,native,15,319,ntt-hybrid-r4-t256,ntt-hybrid-r4-t256,1,1,1.0
numeric-contract,uint64:native,ntt,uint64,native,15,239,ntt-hybrid-r4-t256,ntt-hybrid-r4-t256,1,1,1.0
numeric-contract,uint64:native,ntt,uint64,native,15,240,ntt-hybrid-r4-t256,ntt-hybrid-r4-t256,1,1,1.0
numeric-contract,uint64:native,ntt,uint64,native,20,1,ntt-hybrid-r2-t256,ntt-hybrid-r4-t256,0,1,1.0213696335653584
numeric-contract,uint64:native,ntt,uint64,native,15,321,ntt-hybrid-r4-t256,ntt-hybrid-r4-t256,1,1,1.0
numeric-contract,uint64:native,ntt,uint64,native,15,1,ntt-hybrid-r2-t256,ntt-hybrid-r4-t256,0,1,1.0033758748456156
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,native,15,6,hier-r4-t256,online-r2-t256,0,1,1.043984375
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,native,8,961,temporal-r2-t128,temporal-r2-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,native,8,959,temporal-r4-t128,temporal-r2-t128,0,1,1.0391658189216686
arithmetic-policy,floating-add:implicit-sign,fwht,fp32,native,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp64,native,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp32,native,8,961,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,fp32,20,1,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp32,native,20,2,online-r2-t256,online-r4-t256,0,1,1.1293294758734473
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,fp32,15,8,online-r4-t256,hier-r4-t256,0,1,1.0905990409941244
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,fp32,15,6,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,fp32,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp64,native,15,7,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,native,20,2,hier-r4-t256,online-r4-t256,0,1,1.0129060569576813
arithmetic-policy,floating-add:implicit-sign,fwht,fp64,native,20,1,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp64,native,15,4,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp32,native,8,1279,temporal-r2-t128,temporal-r4-t128,0,1,1.0111131353616325
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,fp32,8,960,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,fp32,15,6,online-r2-t256,online-r4-t256,0,1,1.031939791657106
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,fp32,8,960,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp32,native,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,native,20,2,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,fp32,15,1,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,fp32,15,7,online-r2-t256,online-r4-t256,0,1,1.1135975798945081
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,fp32,20,1,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp64,native,15,8,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp64,native,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,fp32,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,fp32,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp64,native,8,799,temporal-r2-t128,temporal-r4-t128,0,1,1.0108126961981163
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,native,15,6,online-r4-t256,hier-r4-t256,0,1,1.2187424832828209
arithmetic-policy,floating-add:implicit-sign,fwht,fp32,native,15,6,online-r2-t256,online-r2-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,fp32,20,2,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,fp32,15,7,hier-r4-t256,online-r4-t256,0,1,1.0228856834022886
arithmetic-policy,floating-add:implicit-sign,fwht,fp64,native,8,800,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp64,native,15,1,online-r2-t256,online-r4-t256,0,1,1.0024828564672499
arithmetic-policy,floating-add:implicit-sign,fwht,fp32,native,15,1,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,native,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,native,8,960,temporal-r4-t128,temporal-r2-t128,0,1,1.0398113469274517
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,fp32,15,9,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,native,15,8,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp32,native,8,959,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,native,15,7,online-r2-t256,online-r2-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,fp32,8,959,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp64,native,8,801,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp64,native,15,5,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,native,15,1,online-r2-t256,online-r2-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,fp32,15,9,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,native,8,1,temporal-r4-t128,temporal-r2-t128,0,1,1.006702840727737
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,fp32,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,fp32,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,native,15,8,online-r4-t256,online-r2-t256,0,1,1.0649369163874831
arithmetic-policy,floating-add:implicit-sign,fwht,fp64,native,15,9,online-r2-t256,online-r4-t256,0,1,1.022194361615614
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,native,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp32,native,15,8,online-r4-t256,hier-r4-t256,0,1,1.0403796055080015
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,fp32,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp32,native,15,7,online-r4-t256,hier-r4-t256,0,1,1.024065451064015
arithmetic-policy,floating-add:implicit-sign,fwht,fp64,native,20,2,online-r2-t256,online-r4-t256,0,1,1.1035934989161265
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,native,20,1,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,native,8,1,temporal-r4-t128,temporal-r2-t128,0,1,1.092411720510894
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,native,15,1,online-r4-t256,online-r2-t256,0,1,1.0612733365246527
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,native,15,9,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,native,8,1280,temporal-r2-t128,temporal-r4-t128,0,1,1.03844454264251
arithmetic-policy,floating-add:implicit-sign,fwht,fp32,native,20,1,online-r2-t256,online-r4-t256,0,1,1.1163516984832496
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,fp32,15,8,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,native,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,fp32,8,961,temporal-r2-t128,temporal-r4-t128,0,1,1.0082728006456818
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,fp32,8,961,temporal-r2-t128,temporal-r4-t128,0,1,1.061687867596772
arithmetic-policy,floating-add:implicit-sign,fwht,fp32,native,8,960,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp64,native,15,6,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,native,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,native,15,7,online-r4-t256,hier-r4-t256,0,1,1.042552270464482
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,native,8,960,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp32,native,15,9,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,native,8,961,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,fp32,20,2,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,native,8,1281,temporal-r2-t128,temporal-r4-t128,0,1,1.0040532715691952
arithmetic-policy,floating-add:implicit-sign,fwht,fp64,native,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,fp32,15,1,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp32,native,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp64,native,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,fp32,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,native,8,959,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,fp32,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,native,20,1,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,bf16,native,15,9,online-r2-t256,online-r2-t256,1,1,1.0
arithmetic-policy,floating-add:implicit-sign,fwht,fp16,fp32,8,959,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,fp32,15,6,online-r4-t256,hier-r4-t256,0,1,1.0026908184025727
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp64,native,15,1,online-r2-t256,online-r4-t256,0,1,1.024908592321755
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp32,native,15,1,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp32,native,15,9,online-r4-t256,hier-r4-t256,0,1,1.1550069242156535
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,native,8,1281,temporal-r2-t128,temporal-r4-t128,0,1,1.1569916737997044
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,native,15,8,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,native,15,1,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp32,native,15,4,online-r2-t256,hier-r4-t256,0,1,1.1879572312886888
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,native,15,9,online-r2-t256,online-r4-t256,0,1,1.2381598047504347
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp64,native,15,4,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,native,15,1,online-r2-t256,online-r2-t256,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,native,15,5,online-r2-t256,online-r4-t256,0,1,1.1877671903167653
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,native,8,1279,temporal-r2-t128,temporal-r4-t128,0,1,1.2088486140724948
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,native,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,fp32,8,800,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,fp32,8,801,temporal-r2-t128,temporal-r4-t128,0,1,1.052994398965963
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,native,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp32,native,15,5,online-r4-t256,hier-r4-t256,0,1,1.1421601681805562
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp32,native,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,native,8,801,temporal-r2-t128,temporal-r4-t128,0,1,1.1031206953878308
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,native,15,6,online-r4-t256,hier-r4-t256,0,1,1.0354232496258107
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp32,native,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp64,native,8,719,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp32,native,20,2,online-r4-t256,online-r2-t256,0,1,1.1777136387259635
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,fp32,8,800,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,fp32,20,2,online-r4-t256,online-r2-t256,0,1,1.1548877452855337
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,native,15,5,online-r4-t256,hier-r4-t256,0,1,1.146318426347994
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,fp32,15,9,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,native,20,2,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,fp32,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,fp32,15,1,online-r4-t256,online-r2-t256,0,1,1.0539142631717366
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp64,native,8,960,temporal-r2-t128,temporal-r4-t128,0,1,1.0409398955671592
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,fp32,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,fp32,8,1281,temporal-r2-t128,temporal-r4-t128,0,1,1.114418507493864
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,fp32,15,9,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp64,native,8,959,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,native,8,799,temporal-r2-t128,temporal-r4-t128,0,1,1.1911576139918962
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,fp32,20,2,online-r4-t256,online-r2-t256,0,1,1.1078495756148938
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,native,8,1,temporal-r2-t128,temporal-r2-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp64,native,15,6,online-r2-t256,online-r4-t256,0,1,1.020475801325706
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,fp32,8,1280,temporal-r2-t128,temporal-r4-t128,0,1,1.2124095493134293
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp32,native,15,6,online-r4-t256,hier-r4-t256,0,1,1.1652471823770492
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,native,15,6,online-r2-t256,online-r4-t256,0,1,1.2312989946410382
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp32,native,8,800,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,fp32,15,7,online-r2-t256,hier-r4-t256,0,1,1.2206681822674705
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,fp32,15,4,online-r4-t256,hier-r4-t256,0,1,1.1609444308616534
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,fp32,15,5,online-r2-t256,hier-r4-t256,0,1,1.0412990568907818
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,fp32,8,1279,temporal-r2-t128,temporal-r4-t128,0,1,1.1728937311049
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp32,native,15,8,online-r4-t256,hier-r4-t256,0,1,1.1548974338561155
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,fp32,8,1281,temporal-r2-t128,temporal-r4-t128,0,1,1.0686104361911373
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,native,8,799,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,fp32,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp64,native,8,720,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp32,native,8,799,temporal-r2-t128,temporal-r4-t128,0,1,1.039343842112008
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,native,8,801,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,native,8,1280,temporal-r2-t128,temporal-r4-t128,0,1,1.0295715562891135
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp64,native,8,961,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp64,native,15,7,online-r2-t256,online-r4-t256,0,1,1.0946485013623979
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp32,native,20,1,online-r4-t256,online-r2-t256,0,1,1.1272339430775524
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,fp32,20,1,online-r4-t256,hier-r4-t256,0,1,1.0843736484455748
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,native,15,7,online-r2-t256,online-r4-t256,0,1,1.1759468957438501
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,fp32,15,7,online-r4-t256,hier-r4-t256,0,1,1.09473847586528
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp64,native,15,8,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,fp32,8,1,temporal-r2-t128,temporal-r4-t128,0,1,1.134889522451889
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,fp32,15,4,online-r4-t256,hier-r4-t256,0,1,1.156302364550363
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp64,native,20,1,online-r4-t256,online-r4-t256,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp64,native,8,721,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,native,20,1,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,native,15,4,online-r2-t256,online-r2-t256,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,native,15,9,hier-r4-t256,hier-r4-t256,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,fp32,8,799,temporal-r4-t128,temporal-r4-t128,1,1,1.0
arithmetic-policy,floating-complex:per-stage-twiddle,fft,fp16,fp32,15,8,online-r4-t256,hier-r4-t256,0,1,1.027618838028169
arithmetic-policy,floating-complex:per-stage-twiddle,fft,bf16,native,20,1,online-r4-t256,hier-r4-t256,0,1,1.146233167856718
