trial,device,compute_capability,operator,precision,direction,normalization,placement,auto_select,backend,compute_unit,complex_multiply,cross_twiddle,direct_boundary,decomposition_count,stages_per_decomposition,segment_threads,segment_ept,boundary_twiddles,boundary_layouts,boundary_residencies,execution_group_count,group_threads,group_ept,local_exchange,fft_core,stage_space,stage_handoff,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x128,4x8,table,direct-strided,global-scratch,2,256x128,4x8,shared,cufftdx-block,0,named-barrier,32,256,128,4,8,4,4,8,1,0,0,16,65536,64,1,65536,1000,100,10.971488,0.397916,10.112384,160837.909953,84.325386,10540673266.650539,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x128,4x8,table,direct-strided,global-scratch,2,256x128,4x8,shared,cufftdx-block,0,named-barrier,32,256,128,4,8,4,4,8,1,0,0,16,65536,64,1,65536,1000,100,10.958624,0.398428,10.119392,160631.223656,84.217023,10527127873.550137,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x128,4x8,table,direct-strided,global-scratch,2,256x128,4x8,shared,cufftdx-block,0,named-barrier,32,256,128,4,8,4,4,8,1,0,0,16,65536,64,1,65536,1000,100,10.968448,0.398121,10.136480,160755.159606,84.282001,10535250139.951851,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x128,4x8,table,direct-strided,global-scratch,2,256x128,4x8,shared,cufftdx-block,0,named-barrier,32,256,128,4,8,4,4,8,1,0,0,16,65536,64,1,65536,1000,100,10.928000,0.398039,10.116896,160788.247117,84.299349,10537418563.058598,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x128,4x8,table,direct-strided,global-scratch,2,256x128,4x8,shared,cufftdx-block,0,named-barrier,32,256,128,4,8,4,4,8,1,0,0,16,65536,64,1,65536,1000,100,10.950272,0.397988,10.118752,160808.944265,84.310200,10538774971.372646,0.000000,-1
