candidate_id,group,trial,implementation,reference,static_score,mapping_id,decomposition_count,stages_per_decomposition,segment_threads,segment_ept,boundary_twiddles,boundary_layouts,boundary_residencies,execution_group_count,execution_group_stages,group_threads,group_ept,processing_unit,prefix_log_n,suffix_log_n,prefix_threads,suffix_threads,prefix_ept,suffix_ept,cross_twiddle,direct_boundary,device,compute_capability,operator,precision,direction,normalization,placement,backend,fft_core,logN,N,batch,warmup,repeat,kernel_ms,points_s,max_error,correct
fft18-fp32_b16_d4_3x3x3x9_t512x512x512x512_e8x8x8x16_rrr_ffg_gt256x256_ge8x8,fft18-fp32-batch16,2,fft18-fp32_b16_d4_3x3x3x9_t512x512x512x512_e8x8x8x16_rrr_ffg_gt256x256_ge8x8,0,1217624.1833277687,fft18-fp32,4,3x3x3x9,512x512x512x512,8x8x8x16,recurrencexrecurrencexrecurrence,direct-stridedxdirect-stridedxdirect-strided,fusedxfusedxglobal-scratch,2,9x9,256x256,8x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,9,512,512,8,16,recurrence,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.196096,21389033609.274319,0.000629,1
fft20-fp32_b8_d4_3x3x4x10_t512x512x512x512_e8x8x16x16_rrr_ffg_gt256x128_ge16x16,fft20-fp32-batch8,2,fft20-fp32_b8_d4_3x3x4x10_t512x512x512x512_e8x8x16x16_rrr_ffg_gt256x128_ge16x16,0,1217624.1833277687,fft20-fp32,4,3x3x4x10,512x512x512x512,8x8x16x16,recurrencexrecurrencexrecurrence,direct-stridedxdirect-stridedxdirect-strided,fusedxfusedxglobal-scratch,2,10x10,256x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,10,512,512,8,16,recurrence,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.396882,21136282171.448284,0.001451,1
fft18-fp32_b16_p10s8_t128x128_e16x16_rec,fft18-fp32-batch16,2,fft18-fp32_b16_p10s8_t128x128_e16x16_rec,0,596635.8498306066,fft18-fp32,2,10x8,128x128,16x16,recurrence,direct-strided,global-scratch,2,,,,cufftdx-online-shared+cufftdx-online-shared,10,8,128,128,16,16,recurrence,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.224625,18672502339.786697,0.000671,1
fft20-fp32_b16_p12s8_t256x128_e16x16_rec_ptx,fft20-fp32-batch16,1,fft20-fp32_b16_p12s8_t256x128_e16x16_rec_ptx,0,2386543.3993224264,fft20-fp32,2,12x8,256x128,16x16,recurrence,prefix-tiled-transpose,global-scratch,2,,,,cufftdx-large-online+cufftdx-online-shared,12,8,256,128,16,16,recurrence,prefix-tiled-transpose,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.996001,8405413600.751855,0.001377,1
fft20-fp32_b16_d3_3x12x5_t128x512x128_e8x8x16_tt_gg,fft20-fp32-batch16,1,fft20-fp32_b16_d3_3x12x5_t128x512x128_e8x8x16_tt_gg,0,6529546.140713537,fft20-fp32,3,3x12x5,128x512x128,8x8x16,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,3,5,128,128,8,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,2.946724,5693514680.392406,0.001393,1
fft18-fp32_b16_p7s11_t128x256_e16x8_rec,fft18-fp32-batch16,3,fft18-fp32_b16_p7s11_t128x256_e16x8_rec,0,891542.8053557904,fft18-fp32,2,7x11,128x256,16x8,recurrence,direct-strided,global-scratch,2,,,,cufftdx-online-shared+cufftdx-large-online,7,11,128,256,16,8,recurrence,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.290468,14439822893.584076,0.000712,1
fft18-fp32_b16_d4_3x6x3x6_t512x512x512x512_e8x16x8x16_rrr_fgf_gt256x256_ge8x8,fft18-fp32-batch16,2,fft18-fp32_b16_d4_3x6x3x6_t512x512x512x512_e8x16x8x16_rrr_fgf_gt256x256_ge8x8,0,1217624.1833277687,fft18-fp32,4,3x6x3x6,512x512x512x512,8x16x8x16,recurrencexrecurrencexrecurrence,direct-stridedxdirect-stridedxdirect-strided,fusedxglobal-scratchxfused,2,9x9,256x256,8x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,6,512,512,8,16,recurrence,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.195359,21469757003.340809,0.000629,1
fft20-fp32_b8_d4_3x7x3x7_t512x512x512x512_e8x16x8x16_rrr_fgf_gt256x128_ge16x16,fft20-fp32-batch8,3,fft20-fp32_b8_d4_3x7x3x7_t512x512x512x512_e8x16x8x16_rrr_fgf_gt256x128_ge16x16,0,1217624.1833277687,fft20-fp32,4,3x7x3x7,512x512x512x512,8x16x8x16,recurrencexrecurrencexrecurrence,direct-stridedxdirect-stridedxdirect-strided,fusedxglobal-scratchxfused,2,10x10,256x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,7,512,512,8,16,recurrence,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.397865,21084059446.802174,0.001451,1
fft18-fp32_b64_d3_5x3x10_t128x128x128_e16x8x16_tt_fg_gt128x128_ge16x16,fft18-fp32-batch64,1,fft18-fp32_b64_d3_5x3x10_t128x128x128_e16x8x16_tt_fg_gt128x128_ge16x16,0,2435248.3666555374,fft18-fp32,3,5x3x10,128x128x128,16x8x16,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,8x10,128x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,5,10,128,128,16,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,0.940073,17846717038.235123,0.000610,1
fft18-fp32_b64_d3_3x3x12_t128x128x512_e8x8x8_tt_fg_gt128x512_ge16x8,fft18-fp32-batch64,3,fft18-fp32_b64_d3_3x3x12_t128x128x512_e8x8x8_tt_fg_gt128x512_ge16x8,0,3638950.2259420017,fft18-fp32,3,3x3x12,128x128x512,8x8x8,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,6x12,128x512,16x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,3,12,128,512,8,8,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.353503,12395407008.024218,0.000614,1
fft20-fp32_b2_d3_3x12x5_t128x512x128_e8x8x16_tt_gg,fft20-fp32-batch2,3,fft20-fp32_b2_d3_3x12x5_t128x512x128_e8x8x16_tt_gg,0,816193.2675891921,fft20-fp32,3,3x12x5,128x512x128,8x8x16,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,3,5,128,128,8,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.384799,5449997121.035390,0.001274,1
fft18-fp32_b64_d3_3x11x4_t256x1024x256_e8x2x16_tt_gg,fft18-fp32-batch64,2,fft18-fp32_b64_d3_3x11x4_t256x1024x256_e8x2x16_tt_gg,0,15676211.200000001,fft18-fp32,3,3x11x4,256x1024x256,8x2x16,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,3,4,256,256,8,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,3.575091,4692807623.975427,0.000397,1
fft20-fp32_b8_d3_11x3x6_t256x512x512_e8x8x16_tt_gf_gt256x512_ge8x16,fft20-fp32-batch8,2,fft20-fp32_b8_d3_11x3x6_t256x512x512_e8x8x16_tt_gf_gt256x512_ge8x16,0,2077582.862954307,fft20-fp32,3,11x3x6,256x512x512,8x8x16,tablextable,direct-stridedxdirect-strided,global-scratchxfused,2,11x9,256x512,8x16,cufftdx-large-online+cufftdx-online-shared+cufftdx-online-shared,11,6,256,512,8,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.858931,9766333040.490410,0.001726,1
fft18-fp32_b16_p12s6_t256x128_e16x16_rec_ptx,fft18-fp32-batch16,3,fft18-fp32_b16_p12s6_t256x128_e16x16_rec_ptx,0,596635.8498306066,fft18-fp32,2,12x6,256x128,16x16,recurrence,prefix-tiled-transpose,global-scratch,2,,,,cufftdx-large-online+cufftdx-online-shared,12,6,256,128,16,16,recurrence,prefix-tiled-transpose,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.369746,11343746839.816891,0.000675,1
fft18-fp32_b16_p12s6_t256x128_e16x16_rec,fft18-fp32-batch16,1,fft18-fp32_b16_p12s6_t256x128_e16x16_rec,0,596635.8498306066,fft18-fp32,2,12x6,256x128,16x16,recurrence,direct-strided,global-scratch,2,,,,cufftdx-large-online+cufftdx-online-shared,12,6,256,128,16,16,recurrence,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.331551,12650565299.558580,0.000675,1
fft20-fp32_b2_d3_4x4x12_t512x512x256_e16x16x16_tt_gg,fft20-fp32-batch2,1,fft20-fp32_b2_d3_4x4x12_t512x512x256_e16x16x16_tt_gg,0,439697.6217572498,fft20-fp32,3,4x4x12,512x512x256,16x16x16,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,4,12,512,256,16,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.388854,5393163763.398289,0.000977,1
fft18-fp32_b64_d3_11x3x4_t256x512x512_e8x8x16_tt_gf_gt256x512_ge8x16,fft18-fp32-batch64,2,fft18-fp32_b64_d3_11x3x4_t256x512x512_e8x8x16_tt_gf_gt256x512_ge8x16,0,4155165.725908614,fft18-fp32,3,11x3x4,256x512x512,8x8x16,tablextable,direct-stridedxdirect-strided,global-scratchxfused,2,11x7,256x512,8x16,cufftdx-large-online+cufftdx-online-shared+cufftdx-online-shared,11,4,256,512,8,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.488077,11274428800.705734,0.000612,1
fft20-fp32_b16_d4_8x3x3x6_t512x512x512x512_e16x8x8x16_ttt_gff_gt512x256_ge16x16,fft20-fp32-batch16,2,fft20-fp32_b16_d4_8x3x3x6_t512x512x512x512_e16x8x8x16_ttt_gff_gt512x256_ge16x16,0,2435248.3666555374,fft20-fp32,4,8x3x3x6,512x512x512x512,16x8x8x16,tablextablextable,direct-stridedxdirect-stridedxdirect-strided,global-scratchxfusedxfused,2,8x12,512x256,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,8,6,512,512,16,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,2.109399,7953552344.301264,0.001221,1
fft18-fp32_b16_d3_11x3x4_t256x512x512_e8x8x16_tt_gf_gt256x512_ge8x16,fft18-fp32-batch16,1,fft18-fp32_b16_d3_11x3x4_t256x512x512_e8x8x16_tt_gf_gt256x512_ge8x16,0,1038791.4314771536,fft18-fp32,3,11x3x4,256x512x512,8x8x16,tablextable,direct-stridedxdirect-strided,global-scratchxfused,2,11x7,256x512,8x16,cufftdx-large-online+cufftdx-online-shared+cufftdx-online-shared,11,4,256,512,8,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.396247,10585073678.310907,0.000563,1
fft20-fp32_b8_d4_3x3x4x10_t512x512x512x512_e8x8x16x16_rrr_ffg_gt256x128_ge16x16,fft20-fp32-batch8,3,fft20-fp32_b8_d4_3x3x4x10_t512x512x512x512_e8x8x16x16_rrr_ffg_gt256x128_ge16x16,0,1217624.1833277687,fft20-fp32,4,3x3x4x10,512x512x512x512,8x8x16x16,recurrencexrecurrencexrecurrence,direct-stridedxdirect-stridedxdirect-strided,fusedxfusedxglobal-scratch,2,10x10,256x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,10,512,512,8,16,recurrence,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.398356,21058043949.812012,0.001451,1
fft18-fp32_b16_d3_3x3x12_t256x256x1024_e8x8x4_tt_fg_gt256x1024_ge16x4,fft18-fp32-batch16,1,fft18-fp32_b16_d3_3x3x12_t256x256x1024_e8x8x4_tt_fg_gt256x1024_ge16x4,0,1607201.65278427,fft18-fp32,3,3x3x12,256x256x1024,8x8x4,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,6x12,256x1024,16x4,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,3,12,256,1024,8,4,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.342323,12252468415.449844,0.000543,1
fft18-fp32_b16_d3_4x4x10_t128x128x128_e16x16x16_tt_fg_gt128x128_ge16x16,fft18-fp32-batch16,1,fft18-fp32_b16_d3_4x4x10_t128x128x128_e16x16x16_tt_fg_gt128x128_ge16x16,0,608812.0916638843,fft18-fp32,3,4x4x10,128x128x128,16x16x16,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,8x10,128x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,4,10,128,128,16,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.257434,16292760966.706558,0.000610,1
fft20-fp32_b2_d3_3x7x10_t128x128x128_e8x16x16_tt_fg_gt128x128_ge16x16,fft20-fp32-batch2,1,fft20-fp32_b2_d3_3x7x10_t128x128x128_e8x16x16_tt_fg_gt128x128_ge16x16,0,304406.0458319422,fft20-fp32,3,3x7x10,128x128x128,8x16x16,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,10x10,128x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,10,128,128,8,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.183767,11412014092.258625,0.001125,1
fft18-fp32_b16_d3_3x3x12_t128x128x512_e8x8x8_tt_fg_gt128x512_ge16x8,fft18-fp32-batch16,1,fft18-fp32_b16_d3_3x3x12_t128x128x512_e8x8x8_tt_fg_gt128x512_ge16x8,0,909737.5564855004,fft18-fp32,3,3x3x12,128x128x512,8x8x8,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,6x12,128x512,16x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,3,12,128,512,8,8,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.341975,12264942150.107653,0.000587,1
fft20-fp32_b2_p11s9_t256x128_e8x16_rec,fft20-fp32-batch2,2,fft20-fp32_b2_p11s9_t256x128_e8x16_rec,0,509007.80142380524,fft20-fp32,2,11x9,256x128,8x16,recurrence,direct-strided,global-scratch,2,,,,cufftdx-large-online+cufftdx-online-shared,11,9,256,128,8,16,recurrence,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.170742,12282595176.567245,0.001485,1
fft18-fp32_b2_d3_3x11x4_t128x512x128_e8x4x16_tt_gg,fft18-fp32-batch2,2,fft18-fp32_b2_d3_3x11x4_t128x512x128_e8x4x16_tt_gg,0,352256.0,fft18-fp32,3,3x11x4,128x512x128,8x4x16,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,3,4,128,128,8,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.089149,5881001750.263489,0.000391,1
fft20-fp32_b8_p12s8_t256x128_e16x16_rec_ptx,fft20-fp32-batch8,2,fft20-fp32_b8_p12s8_t256x128_e16x16_rec_ptx,0,1193271.6996612132,fft20-fp32,2,12x8,256x128,16x16,recurrence,prefix-tiled-transpose,global-scratch,2,,,,cufftdx-large-online+cufftdx-online-shared,12,8,256,128,16,16,recurrence,prefix-tiled-transpose,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.882381,9506788440.617584,0.001355,1
fft20-fp32_b16_d3_4x4x12_t128x128x512_e16x16x8_tt_fg_gt128x512_ge16x8,fft20-fp32-batch16,2,fft20-fp32_b16_d3_4x4x12_t128x128x512_e16x16x8_tt_fg_gt128x512_ge16x8,0,3638950.2259420017,fft20-fp32,3,4x4x12,128x128x512,16x16x8,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,8x12,128x512,16x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,4,12,128,512,16,8,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.761669,9523477160.795218,0.001152,1
fft18-fp32_b16_d3_3x12x3_t128x512x128_e8x8x8_tt_gg,fft18-fp32-batch16,2,fft18-fp32_b16_d3_3x12x3_t128x512x128_e8x8x8_tt_gg,0,1758790.4870289993,fft18-fp32,3,3x12x3,128x512x128,8x8x8,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,3,3,128,128,8,8,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.720814,5818843298.628086,0.000498,1
fft18-fp32_b16_d3_4x4x10_t256x256x256_e16x16x16_tt_fg_gt256x256_ge16x16,fft18-fp32-batch16,1,fft18-fp32_b16_d3_4x4x10_t256x256x256_e16x16x16_tt_fg_gt256x256_ge16x16,0,608812.0916638843,fft18-fp32,3,4x4x10,256x256x256,16x16x16,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,8x10,256x256,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,4,10,256,256,16,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.282829,14829833043.418446,0.000610,1
fft18-fp32_b16_d4_6x3x3x6_t512x512x512x512_e16x8x8x16_ttt_gff_gt512x256_ge16x16,fft18-fp32-batch16,2,fft18-fp32_b16_d4_6x3x3x6_t512x512x512x512_e16x8x8x16_ttt_gff_gt512x256_ge16x16,0,608812.0916638843,fft18-fp32,4,6x3x3x6,512x512x512x512,16x8x8x16,tablextablextable,direct-stridedxdirect-stridedxdirect-strided,global-scratchxfusedxfused,2,6x12,512x256,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,6,6,512,512,16,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.368783,11373354048.981291,0.000550,1
fft20-fp32_b8_d3_10x7x3_t128x128x128_e16x16x8_tt_gf_gt128x128_ge16x16,fft20-fp32-batch8,1,fft20-fp32_b8_d3_10x7x3_t128x128x128_e16x16x8_tt_gf_gt128x128_ge16x16,0,1217624.1833277687,fft20-fp32,3,10x7x3,128x128x128,16x16x8,tablextable,direct-stridedxdirect-strided,global-scratchxfused,2,10x10,128x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,10,3,128,128,16,8,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.648561,12934192180.797392,0.001343,1
fft18-fp32_b2_d3_4x4x10_t256x256x256_e16x16x16_tt_fg_gt256x256_ge16x16,fft18-fp32-batch2,2,fft18-fp32_b2_d3_4x4x10_t256x256x256_e16x16x16_tt_fg_gt256x256_ge16x16,0,93304.71145798556,fft18-fp32,3,4x4x10,256x256x256,16x16x16,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,8x10,256x256,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,4,10,256,256,16,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.039444,13291796438.589510,0.000501,1
fft18-fp32_b2_d3_3x6x9_t512x512x512_e8x16x16_rr_fg_gt256x256_ge8x8,fft18-fp32-batch2,1,fft18-fp32_b2_d3_3x6x9_t512x512x512_e8x16x16_rr_fg_gt256x256_ge8x8,0,166948.6229159711,fft18-fp32,3,3x6x9,512x512x512,8x16x16,recurrencexrecurrence,direct-stridedxdirect-strided,fusedxglobal-scratch,2,9x9,256x256,8x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,9,512,512,8,16,recurrence,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.025887,20253164520.658951,0.000553,1
fft18-fp32_b16_p7s11_t128x256_e16x8_rec,fft18-fp32-batch16,1,fft18-fp32_b16_p7s11_t128x256_e16x8_rec,0,891542.8053557904,fft18-fp32,2,7x11,128x256,16x8,recurrence,direct-strided,global-scratch,2,,,,cufftdx-online-shared+cufftdx-large-online,7,11,128,256,16,8,recurrence,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.290816,14422534762.713404,0.000712,1
fft18-fp32_b16_d3_9x3x6_t512x512x512_e16x8x16_rr_gf_gt256x256_ge8x8,fft18-fp32-batch16,3,fft18-fp32_b16_d3_9x3x6_t512x512x512_e16x8x16_rr_gf_gt256x256_ge8x8,0,1217624.1833277687,fft18-fp32,3,9x3x6,512x512x512,16x8x16,recurrencexrecurrence,direct-stridedxdirect-strided,global-scratchxfused,2,9x9,256x256,8x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,9,6,512,512,16,16,recurrence,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.196096,21389033609.274319,0.000629,1
fft20-fp32_b8_p9s11_t128x256_e16x8_rec_tx,fft20-fp32-batch8,1,fft20-fp32_b8_p9s11_t128x256_e16x8_rec_tx,0,1783085.6107115808,fft20-fp32,2,9x11,128x256,16x8,recurrence,tiled-transpose,global-scratch,2,,,,cufftdx-online-shared+cufftdx-large-online,9,11,128,256,16,8,recurrence,tiled-transpose,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.539116,15559944485.068533,0.001716,1
fft18-fp32_b16_d3_12x3x3_t256x512x512_e16x8x8_tt_gf_gt256x512_ge16x16,fft18-fp32-batch16,2,fft18-fp32_b16_d3_12x3x3_t256x512x512_e16x8x8_tt_gf_gt256x512_ge16x16,0,608812.0916638843,fft18-fp32,3,12x3x3,256x512x512,16x8x8,tablextable,direct-stridedxdirect-strided,global-scratchxfused,2,12x6,256x512,16x16,cufftdx-large-online+cufftdx-online-shared+cufftdx-online-shared,12,3,256,512,16,8,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.397722,10545829344.194767,0.000522,1
fft18-fp32_b64_d3_3x12x3_t256x1024x256_e8x4x8_tt_gg,fft18-fp32-batch64,2,fft18-fp32_b64_d3_3x12x3_t256x1024x256_e8x4x8_tt_gg,0,9804185.600000001,fft18-fp32,3,3x12x3,256x1024x256,8x4x8,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,3,3,256,256,8,8,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,3.044495,5510672247.264682,0.000489,1
fft20-fp32_b8_d3_4x11x5_t128x512x128_e16x4x16_tt_gg,fft20-fp32-batch8,3,fft20-fp32_b8_d3_4x11x5_t128x512x128_e16x4x16_tt_gg,0,3932160.0,fft20-fp32,3,4x11x5,128x512x128,16x4x16,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,4,5,128,128,16,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,1.627177,5155313773.341197,0.001234,1
fft18-fp32_b16_d3_3x4x11_t256x256x1024_e8x16x2_tt_fg_gt256x1024_ge16x2,fft18-fp32-batch16,2,fft18-fp32_b16_d3_3x4x11_t256x256x1024_e8x16x2_tt_fg_gt256x1024_ge16x2,0,3074219.4453818086,fft18-fp32,3,3x4x11,256x256x1024,8x16x2,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,7x11,256x1024,16x2,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,3,11,256,1024,8,2,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.343654,12205006167.248165,0.000489,1
fft20-fp32_b16_d4_4x4x4x8_t512x512x512x512_e16x16x16x16_ttt_ggg,fft20-fp32-batch16,2,fft20-fp32_b16_d4_4x4x4x8_t512x512x512x512_e16x16x16x16_ttt_ggg,0,4599913.58146046,fft20-fp32,4,4x4x4x8,512x512x512x512,16x16x16x16,tablextablextable,direct-stridedxdirect-stridedxdirect-strided,global-scratchxglobal-scratchxglobal-scratch,4,,,,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,4,8,512,512,16,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,3.578696,4688081094.102133,0.001043,1
