trial,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,stage_space,stage_handoff,tile_threads,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,14,16384,256,1,16384,50,100,2.823808,0.231956,2.603744,1103655.297175,126.576019,18082288388.908989,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,14,16384,256,1,16384,50,100,2.789248,0.232038,2.608960,1103265.625873,126.531328,18075904014.302746,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,14,16384,256,1,16384,50,100,2.809568,0.231864,2.594144,1104093.988805,126.626331,18089475912.583111,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,14,16384,256,1,16384,50,100,2.786656,0.231895,2.613088,1103947.695871,126.609553,18087079049.146545,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,14,16384,256,1,16384,50,100,2.765056,0.231967,2.598432,1103606.590933,126.570433,18081490385.840378,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,16,0,0,14,16384,256,1,16384,50,100,2.774656,0.237916,2.606720,1076009.244480,123.405348,17629335461.567387,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,16,0,0,14,16384,256,1,16384,50,100,2.784736,0.237947,2.618080,1075870.433653,123.389428,17627061184.970467,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,16,0,0,14,16384,256,1,16384,50,100,2.768000,0.237916,2.599616,1076009.244480,123.405348,17629335461.567387,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,16,0,0,14,16384,256,1,16384,50,100,2.784800,0.237896,2.615840,1076101.917274,123.415977,17630853812.612148,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,16,0,0,14,16384,256,1,16384,50,100,2.784032,0.237957,2.608096,1075824.081510,123.384112,17626301751.455944,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,64,0,0,14,16384,256,1,16384,50,100,2.781728,0.241797,2.609440,1058738.833024,121.424639,17346377040.269730,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,64,0,0,14,16384,256,1,16384,50,100,2.799232,0.241910,2.614656,1058245.863678,121.368102,17338300230.497066,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,64,0,0,14,16384,256,1,16384,50,100,2.776512,0.241900,2.622208,1058290.583058,121.373230,17339032912.820156,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,64,0,0,14,16384,256,1,16384,50,100,2.771456,0.241900,2.604832,1058290.583058,121.373230,17339032912.820156,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,64,0,0,14,16384,256,1,16384,50,100,2.781568,0.241848,2.609408,1058514.693195,121.398933,17342704733.313019,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,14,16384,256,1,16384,50,100,5.573248,0.473385,5.118368,540786.067935,62.021673,8860238937.052526,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,14,16384,256,1,16384,50,100,5.567616,0.473364,5.131584,540809.492330,62.024359,8860622722.339115,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,14,16384,256,1,16384,50,100,5.526112,0.462899,5.103936,553036.158925,63.426611,9060944427.833576,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,14,16384,256,1,16384,50,100,5.532896,0.456950,5.108832,560236.631146,64.252419,9178916964.689692,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,hierarchical,radix4,0,named-barrier,256,10,0,0,0,14,16384,256,1,16384,50,100,5.547232,0.456694,5.121184,560550.674558,64.288436,9184062251.964422,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,16,0,0,14,16384,256,1,16384,50,100,5.522400,0.355666,5.105312,719776.576968,82.549736,11792819437.042280,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,16,0,0,14,16384,256,1,16384,50,100,5.524032,0.355533,5.104480,720046.092689,82.580646,11797235182.619247,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,16,0,0,14,16384,256,1,16384,50,100,5.553376,0.355656,5.104224,719797.324981,82.552116,11793159372.496862,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,16,0,0,14,16384,256,1,16384,50,100,5.588864,0.355676,5.117504,719755.890459,82.547364,11792480509.283371,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,16,0,0,14,16384,256,1,16384,50,100,5.554080,0.355666,5.116448,719776.576968,82.549736,11792819437.042280,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,64,0,0,14,16384,256,1,16384,50,100,5.547424,0.347095,5.165536,737550.148168,84.588151,12084021627.584484,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,64,0,0,14,16384,256,1,16384,50,100,5.531616,0.347136,5.162784,737463.146265,84.578173,12082596188.404984,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,64,0,0,14,16384,256,1,16384,50,100,5.621440,0.347279,5.149856,737158.674656,84.543254,12077607725.561373,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,64,0,0,14,16384,256,1,16384,50,100,5.619776,0.347177,5.156416,737376.101587,84.568190,12081170048.406921,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,0,named-barrier,256,10,64,0,0,14,16384,256,1,16384,50,100,5.632192,0.347167,5.165856,737397.876656,84.570688,12081526811.126329,0.000000,-1
