suite_case_id,suite_group,suite_tier,suite_runner,implementation,reference,trial,performance_batch,preflight_correct,preflight_max_error,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,fft_core,stage_space,stage_handoff,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct,output_order,word_bits,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,inverse,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,mod_multiply,library,library_version,plan_ms,max_abs_error,relative_l2_error
fft14_cub_b256,fft14-batch256,quick,butterfly,cuButterfly-cuFFTDx-direct,0,2,256,1,0.000095,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,8,8,0,0,0,0,0,0,14,16384,256,1,16384,1000,100,5.556544,0.121375,5.125376,2109170.694164,241.896569,34556652653.177818,0.000000,-1,,,,,,,,,,,,,,,,,
fft14_cufft_b16,fft14-batch16,quick,fft-library,cuFFT,1,3,16,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,16,1,16384,1000,100,,0.013506561,,1184609.501261122,135.860494481,19408642068.662227631,,-1,,,,,,,,,,,,,cufft,10900,1.917154000,0.000000000,0.000000000
xor8_r2_b1,xor8-batch1,quick,butterfly,cuButterfly-radix2,0,1,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,1,1,256,1000,100,0.011264,0.002867,0.022080,348772.299652,0.357143,89285708.710791,0.000000,-1,,,,,,,,,,,,,,,,,
fwht15_warp_b1,fwht15-batch1,quick,butterfly,cuButterfly-warp-register,0,3,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,256,0,0,8,8,0,0,0,0,0,0,15,32768,1,1,32768,1000,100,0.044288,0.017603,0.053696,56809.915195,13.961605,1861547301.119975,0.000000,-1,,,,,,,,,,,,,,,,,
ntt16_r2_b1,ntt16-batch1,quick,ntt,cuNTT-Hybrid2D-radix2,0,1,1,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,1,1,65536,1000,100,0.120384,0.015862,0.134656,,,,,-1,natural,64,1152921504606584833,60,8,4,256,0,63044.702983,3691.375082,4131697654.717077,shoup,,,,,
fft18_vkfft_b4,fft18-batch4,quick,fft-library,VkFFT,0,1,4,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,4,1,262144,1000,100,,0.063805439,,62690.580758285,147.905636421,16433959602.299955368,,-1,,,,,,,,,,,,,vkfft,10304,331.433135000,0.000000000,0.000000000
fwht20_hier_b1,fwht20-batch1,quick,butterfly,cuButterfly-hierarchical-radix4,0,3,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,0,0,0,20,1048576,1,1,1048576,1000,100,0.755744,0.098550,0.715488,10147.158823,106.400672,10640067210.024492,0.000000,-1,,,,,,,,,,,,,,,,,
fft8_cub_b64,fft8-batch64,quick,butterfly,cuButterfly-cuFFTDx,0,1,64,1,0.000008,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,64,1,256,1000,100,0.039616,0.003113,0.049568,20559211.131797,21.052632,5263158049.739938,0.000000,-1,,,,,,,,,,,,,,,,,
fft14_cufft_b256,fft14-batch256,quick,fft-library,cuFFT,1,1,256,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,256,1,16384,1000,100,,0.121036798,,2115059.260767617,242.571916499,34653130928.416641235,,-1,,,,,,,,,,,,,cufft,10900,1.861997000,0.000000000,0.000000000
fft20_vkfft_b4,fft20-batch4,quick,fft-library,VkFFT,0,2,4,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,20,1048576,4,1,1048576,1000,100,,0.206489608,,19371.434934251,203.124217576,20312421757.616989136,,-1,,,,,,,,,,,,,vkfft,10304,859.717125000,0.000000000,0.000000000
fwht20_hier_b4,fwht20-batch4,quick,butterfly,cuButterfly-hierarchical-radix4,0,1,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,0,0,0,20,1048576,4,1,1048576,1000,100,2.775776,0.488305,2.601664,8191.607519,85.895230,8589523045.638255,0.000000,-1,,,,,,,,,,,,,,,,,
ntt16_r2_b1,ntt16-batch1,quick,ntt,cuNTT-Hybrid2D-radix2,0,3,1,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,1,1,65536,1000,100,0.121056,0.015862,0.139744,,,,,-1,natural,64,1152921504606584833,60,8,4,256,0,63044.702983,3614.521969,4131697654.717077,shoup,,,,,
fwht15_warp_b1,fwht15-batch1,quick,butterfly,cuButterfly-warp-register,0,1,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,256,0,0,8,8,0,0,0,0,0,0,15,32768,1,1,32768,1000,100,0.043072,0.017562,0.053728,56942.421082,13.994169,1865889254.027232,0.000000,-1,,,,,,,,,,,,,,,,,
fwht8_warp_b1,fwht8-batch1,quick,butterfly,cuButterfly-warp-register,0,3,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,1,1,256,1000,100,0.016384,0.002396,0.019296,417334.395058,0.427350,106837605.134914,0.000000,-1,,,,,,,,,,,,,,,,,
ntt16_r4_b16,ntt16-batch16,quick,ntt,cuNTT-Hybrid2D-radix4,0,3,16,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,16,1,65536,1000,100,1.419648,0.082217,1.342048,,,,,-1,natural,64,1152921504606584833,60,8,4,256,0,194607.059573,5626.051038,12753768256.191294,shoup,,,,,
ntt20_compact_b1,ntt20-batch1,quick,ntt,cuNTT-compact-stage,0,1,1,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,compact-stage,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,20,1048576,1,1,1048576,1000,100,1.426624,0.094986,1.350624,,,,,-1,bit-reversed,64,1152921504577486849,60,0,0,256,0,10527.840932,348.161031,11039241332.784159,shoup,,,,,
fwht20_hier_b4,fwht20-batch4,quick,butterfly,cuButterfly-hierarchical-radix4,0,3,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,0,0,0,20,1048576,4,1,1048576,1000,100,2.795104,0.488202,2.599936,8193.325715,85.913247,8591324704.414026,0.000000,-1,,,,,,,,,,,,,,,,,
ntt12_r2_b16,ntt12-batch16,quick,ntt,cuNTT-Hybrid2D-radix2,1,1,16,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,16,1,4096,1000,100,0.068416,0.008458,0.088000,,,,,-1,natural,32,1073692673,30,6,4,256,0,1891646.498566,97043.662536,7748184058.128383,shoup,,,,,
fwht8_warp_b16384,fwht8-batch16384,quick,butterfly,cuButterfly-warp-register,0,3,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.782112,0.042793,2.596672,382866705.565559,392.055506,98013876624.783112,0.000000,-1,,,,,,,,,,,,,,,,,
fft18_vkfft_b16,fft18-batch16,quick,fft-library,VkFFT,0,3,16,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,16,1,262144,1000,100,,0.201103359,,79561.077661243,187.708132282,20856459142.428863525,,-1,,,,,,,,,,,,,vkfft,10304,334.029012000,0.000000000,0.000000000
ntt16_r2_b64,ntt16-batch64,quick,ntt,cuNTT-Hybrid2D-radix2,0,1,64,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,64,1,65536,1000,100,5.471616,0.305193,5.112160,,,,,-1,natural,64,1152921504606584833,60,8,4,256,0,209703.383706,5877.507793,13743120954.544653,shoup,,,,,
ntt12_r4_b16,ntt12-batch16,quick,ntt,cuNTT-Hybrid2D-radix4,0,1,16,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,16,1,4096,1000,100,0.072480,0.007741,0.080256,,,,,-1,natural,32,1073692673,30,6,4,256,0,2066798.918423,99702.487277,8465608369.861174,shoup,,,,,
ntt16_r4_b1,ntt16-batch1,quick,ntt,cuNTT-Hybrid2D-radix4,0,3,1,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,1,1,65536,1000,100,0.121472,0.015821,0.135168,,,,,-1,natural,64,1152921504606584833,60,8,4,256,0,63207.931218,3670.252728,4142394980.299225,shoup,,,,,
ntt16_r2_b16,ntt16-batch16,quick,ntt,cuNTT-Hybrid2D-radix2,0,2,16,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,16,1,65536,1000,100,1.420704,0.087859,1.349056,,,,,-1,natural,64,1152921504606584833,60,8,4,256,0,182109.560320,5599.066502,11934732145.141279,shoup,,,,,
fwht20_online_b4,fwht20-batch4,quick,butterfly,cuButterfly-online-radix4,0,3,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,1,0,0,20,1048576,4,1,1048576,1000,100,2.861088,0.320133,2.595456,12494.802169,131.017497,13101749679.439688,0.000000,-1,,,,,,,,,,,,,,,,,
xor20_hier_b1,xor20-batch1,quick,butterfly,cuButterfly-hierarchical-radix4,0,3,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,hierarchical,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,0,0,0,20,1048576,1,1,1048576,1000,100,0.777920,0.098150,0.711808,10188.446022,106.833600,10683359975.560677,0.000000,-1,,,,,,,,,,,,,,,,,
ntt12_r2_b1,ntt12-batch1,quick,ntt,cuNTT-Hybrid2D-radix2,1,2,1,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,1,1,4096,1000,100,0.012288,0.006881,0.028544,,,,,-1,natural,32,1073692673,30,6,4,256,0,145321.803322,20958.525714,595238106.408175,shoup,,,,,
ntt12_r4_b1,ntt12-batch1,quick,ntt,cuNTT-Hybrid2D-radix4,0,2,1,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,1,1,4096,1000,100,0.012288,0.005980,0.022880,,,,,-1,natural,32,1073692673,30,6,4,256,0,167219.603722,24302.423448,684931496.845112,shoup,,,,,
ntt20_compact_b4,ntt20-batch4,quick,ntt,cuNTT-compact-stage,0,1,4,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,compact-stage,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,20,1048576,4,1,1048576,1000,100,5.509856,0.341647,5.104448,,,,,-1,bit-reversed,64,1152921504577486849,60,0,0,256,0,11707.977750,365.098368,12276704476.927340,shoup,,,,,
xor8_r4_b16384,xor8-batch16384,quick,butterfly,cuButterfly-radix4,0,1,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.771648,0.047852,2.587232,342392483.132327,350.609903,87652475681.875748,0.000000,-1,,,,,,,,,,,,,,,,,
xor20_hier_b4,xor20-batch4,quick,butterfly,cuButterfly-hierarchical-radix4,0,2,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,hierarchical,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,0,0,0,20,1048576,4,1,1048576,1000,100,2.802560,0.486973,2.645664,8213.999923,86.130032,8613003183.656813,0.000000,-1,,,,,,,,,,,,,,,,,
xor20_hier_b4,xor20-batch4,quick,butterfly,cuButterfly-hierarchical-radix4,0,1,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,hierarchical,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,0,0,0,20,1048576,4,1,1048576,1000,100,2.910464,0.487178,2.647136,8210.547398,86.093829,8609382948.463964,0.000000,-1,,,,,,,,,,,,,,,,,
fft14_cufft_b16,fft14-batch16,quick,fft-library,cuFFT,1,1,16,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,16,1,16384,1000,100,,0.013516800,,1183712.079343213,135.757570956,19393938707.959194183,,-1,,,,,,,,,,,,,cufft,10900,2.299432000,0.000000000,0.000000000
fft8_cub_b16384,fft8-batch16384,quick,butterfly,cuButterfly-cuFFTDx,0,3,16384,1,0.000008,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,5.563968,0.084316,5.124640,194316257.060635,198.979847,49744961807.522552,0.000000,-1,,,,,,,,,,,,,,,,,
fwht8_shared_b64,fwht8-batch64,quick,butterfly,cuButterfly-shared-radix4,0,2,64,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,64,1,256,1000,100,0.038912,0.002560,0.042048,24999998.357816,25.599998,6399999579.601017,0.000000,-1,,,,,,,,,,,,,,,,,
fft8_vkfft_b1,fft8-batch1,quick,fft-library,VkFFT,0,2,1,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,8,256,1,1,256,1000,100,,0.002334720,,428316.887900589,0.438596493,109649123.302550793,,-1,,,,,,,,,,,,,vkfft,10304,201.937675000,0.000000000,0.000000000
fft14_cub_b16,fft14-batch16,quick,butterfly,cuButterfly-cuFFTDx-direct,0,1,16,1,0.000095,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,8,8,0,0,0,0,0,0,14,16384,16,1,16384,1000,100,0.519008,0.020808,0.403744,768946.791073,88.188970,12598424224.938074,0.000000,-1,,,,,,,,,,,,,,,,,
fwht8_shared_b16384,fwht8-batch16384,quick,butterfly,cuButterfly-shared-radix4,0,3,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.810144,0.048425,2.602112,338337920.702677,346.458031,86614507699.885284,0.000000,-1,,,,,,,,,,,,,,,,,
fwht8_warp_b64,fwht8-batch64,quick,butterfly,cuButterfly-warp-register,0,1,64,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,64,1,256,1000,100,0.039936,0.002417,0.038016,26483050.250930,27.118643,6779660864.238072,0.000000,-1,,,,,,,,,,,,,,,,,
fft14_vkfft_b16,fft14-batch16,quick,fft-library,VkFFT,0,3,16,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,16,1,16384,1000,100,,0.010659840,,1500960.620713974,172.142171668,24591738809.777744293,,-1,,,,,,,,,,,,,vkfft,10304,484.516994000,0.000000000,0.000000000
fft18_cufft_b16,fft18-batch16,quick,fft-library,cuFFT,1,2,16,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,16,1,262144,1000,100,,0.211445749,,75669.527953858,178.526814623,19836312735.936107635,,-1,,,,,,,,,,,,,cufft,10900,2.329431000,0.000000000,0.000000000
fft18_cufft_b1,fft18-batch1,quick,fft-library,cuFFT,1,2,1,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,1,1,262144,1000,100,,0.022958081,,43557.647113803,102.765382605,11418375845.000692368,,-1,,,,,,,,,,,,,cufft,10900,1.931216000,0.000000000,0.000000000
fft8_vkfft_b64,fft8-batch64,quick,fft-library,VkFFT,0,2,64,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,8,256,64,1,256,1000,100,,0.002447360,,26150628.016946666,26.778243089,6694560772.338346481,,-1,,,,,,,,,,,,,vkfft,10304,203.628877000,0.000000000,0.000000000
fft20_vkfft_b1,fft20-batch1,quick,fft-library,VkFFT,0,2,1,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,20,1048576,1,1,1048576,1000,100,,0.060753919,,16459.843470640,172.593968271,17259396827.070243835,,-1,,,,,,,,,,,,,vkfft,10304,914.389171000,0.000000000,0.000000000
ntt12_r2_b1,ntt12-batch1,quick,ntt,cuNTT-Hybrid2D-radix2,1,3,1,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,1,1,4096,1000,100,0.012288,0.006861,0.021728,,,,,-1,natural,32,1073692673,30,6,4,256,0,145755.605050,24463.754664,597014958.284258,shoup,,,,,
xor8_r2_b64,xor8-batch64,quick,butterfly,cuButterfly-radix2,0,3,64,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,64,1,256,1000,100,0.033792,0.002918,0.033024,21929825.535294,22.456141,5614035337.035136,0.000000,-1,,,,,,,,,,,,,,,,,
fft14_cub_b1,fft14-batch1,quick,butterfly,cuButterfly-cuFFTDx-direct,0,3,1,1,0.000095,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,8,8,0,0,0,0,0,0,14,16384,1,1,16384,1000,100,0.039136,0.020500,0.048704,48779.342969,5.594405,799200755.199293,0.000000,-1,,,,,,,,,,,,,,,,,
fft18_cufft_b1,fft18-batch1,quick,fft-library,cuFFT,1,3,1,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,1,1,262144,1000,100,,0.022978561,,43518.826093677,102.673792328,11408199147.500984192,,-1,,,,,,,,,,,,,cufft,10900,1.935796000,0.000000000,0.000000000
fft18_cub_b16,fft18-batch16,quick,butterfly,cuButterfly-cuFFTDx-online,0,2,16,1,0.000512,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,128,256,256,8,8,4,4,9,1,0,0,18,262144,16,1,262144,1000,100,5.517376,0.204995,5.098848,78050.851962,184.145063,20460562536.720055,0.000000,-1,,,,,,,,,,,,,,,,,
xor8_r4_b64,xor8-batch64,quick,butterfly,cuButterfly-radix4,0,2,64,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,64,1,256,1000,100,0.036864,0.002560,0.034656,24999998.357816,25.599998,6399999579.601017,0.000000,-1,,,,,,,,,,,,,,,,,
fft18_vkfft_b1,fft18-batch1,quick,fft-library,VkFFT,0,1,1,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,1,1,262144,1000,100,,0.018462719,,54163.201994492,127.787025813,14198558423.644159317,,-1,,,,,,,,,,,,,vkfft,10304,368.396180000,0.000000000,0.000000000
fft18_cub_b4,fft18-batch4,quick,butterfly,cuButterfly-cuFFTDx-online,0,2,4,1,0.000512,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,128,256,256,8,8,4,4,9,1,0,0,18,262144,4,1,262144,1000,100,1.427616,0.059709,1.359968,66991.081119,158.051790,17561309968.745327,0.000000,-1,,,,,,,,,,,,,,,,,
fft14_cufft_b1,fft14-batch1,quick,fft-library,cuFFT,1,2,1,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,1,1,16384,1000,100,,0.011898880,,84041.523990662,9.638554303,1376936329.063012838,,-1,,,,,,,,,,,,,cufft,10900,1.775997000,0.000000000,0.000000000
fft18_cub_b16,fft18-batch16,quick,butterfly,cuButterfly-cuFFTDx-online,0,1,16,1,0.000512,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,128,256,256,8,8,4,4,9,1,0,0,18,262144,16,1,262144,1000,100,5.462432,0.205414,5.104768,77891.331860,183.768708,20418745299.147503,0.000000,-1,,,,,,,,,,,,,,,,,
fwht15_online_b16,fwht15-batch16,quick,butterfly,cuButterfly-online-radix4,0,2,16,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,8,1,0,0,15,32768,16,1,32768,1000,100,0.434112,0.044585,0.429760,358865.413165,88.194764,11759301858.605116,0.000000,-1,,,,,,,,,,,,,,,,,
ntt16_r4_b64,ntt16-batch64,quick,ntt,cuNTT-Hybrid2D-radix4,0,2,64,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,64,1,65536,1000,100,5.456768,0.278436,5.103744,,,,,-1,natural,64,1152921504606584833,60,8,4,256,0,229855.478191,5904.632132,15063808618.712509,shoup,,,,,
fft18_vkfft_b1,fft18-batch1,quick,fft-library,VkFFT,0,2,1,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,1,1,262144,1000,100,,0.021657601,,46173.165719129,108.936165188,12104018354.275476456,,-1,,,,,,,,,,,,,vkfft,10304,352.741207000,0.000000000,0.000000000
fwht15_online_b1,fwht15-batch1,quick,butterfly,cuButterfly-online-radix4,0,2,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,8,1,0,0,15,32768,1,1,32768,1000,100,0.045728,0.009052,0.048768,110470.868649,27.149321,3619909423.880593,0.000000,-1,,,,,,,,,,,,,,,,,
xor8_r2_b64,xor8-batch64,quick,butterfly,cuButterfly-radix2,0,1,64,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,64,1,256,1000,100,0.039936,0.003471,0.034240,18436579.002865,18.879057,4719764224.733468,0.000000,-1,,,,,,,,,,,,,,,,,
fft8_vkfft_b16384,fft8-batch16384,quick,fft-library,VkFFT,0,3,16384,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,8,256,16384,1,256,1000,100,,0.084121600,,194765673.028472334,199.440049181,49860012295.288917542,,-1,,,,,,,,,,,,,vkfft,10304,208.755991000,0.000000000,0.000000000
xor20_online_b1,xor20-batch1,quick,butterfly,cuButterfly-online-radix4,0,1,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,1,0,0,20,1048576,1,1,1048576,1000,100,0.752672,0.095048,0.710208,10521.035058,110.321049,11032104856.825274,0.000000,-1,,,,,,,,,,,,,,,,,
fft8_vkfft_b16384,fft8-batch16384,quick,fft-library,VkFFT,0,1,16384,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,8,256,16384,1,256,1000,100,,0.083589122,,196006366.222301126,200.710519012,50177629752.909088135,,-1,,,,,,,,,,,,,vkfft,10304,204.464259000,0.000000000,0.000000000
fft14_cub_b256,fft14-batch256,quick,butterfly,cuButterfly-cuFFTDx-direct,0,3,256,1,0.000095,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,8,8,0,0,0,0,0,0,14,16384,256,1,16384,1000,100,5.534464,0.120986,5.106464,2115954.211043,242.674557,34667793793.723068,0.000000,-1,,,,,,,,,,,,,,,,,
fwht15_online_b16,fwht15-batch16,quick,butterfly,cuButterfly-online-radix4,0,1,16,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,8,1,0,0,15,32768,16,1,32768,1000,100,0.435680,0.044657,0.428448,358289.398766,88.053203,11740427018.757406,0.000000,-1,,,,,,,,,,,,,,,,,
