suite_case_id,suite_group,suite_tier,suite_runner,implementation,reference,trial,performance_batch,preflight_correct,preflight_max_error,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,fft_core,stage_space,stage_handoff,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct,output_order,word_bits,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,inverse,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,mod_multiply,library,library_version,plan_ms,max_abs_error,relative_l2_error
ntt16_r4_b64,ntt16-batch64,quick,ntt,cuNTT-Hybrid2D-radix4,0,3,64,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,64,1,65536,1000,100,5.460576,0.277135,5.103168,,,,,-1,natural,64,1152921504606584833,60,8,4,256,0,230934.096875,5903.580104,15134496972.813015,shoup,,,,,
ntt16_r4_b16,ntt16-batch16,quick,ntt,cuNTT-Hybrid2D-radix4,0,2,16,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,16,1,65536,1000,100,1.426912,0.082739,1.349824,,,,,-1,natural,64,1152921504606584833,60,8,4,256,0,193378.703129,5595.432521,12673266688.265934,shoup,,,,,
fft20_cufft_b4,fft20-batch4,quick,fft-library,cuFFT,1,1,4,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,20,1048576,4,1,1048576,1000,100,,0.209940478,,19053.019380480,199.785388499,19978538849.905815125,,-1,,,,,,,,,,,,,cufft,10900,2.339535000,0.000000000,0.000000000
xor20_online_b1,xor20-batch1,quick,butterfly,cuButterfly-online-radix4,0,3,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,1,0,0,20,1048576,1,1,1048576,1000,100,0.751520,0.090040,0.741472,11106.135727,116.456274,11645627375.749804,0.000000,-1,,,,,,,,,,,,,,,,,
fwht8_warp_b1,fwht8-batch1,quick,butterfly,cuButterfly-warp-register,0,1,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,1,1,256,1000,100,0.011264,0.002048,0.017344,488281.251233,0.500000,125000000.315595,0.000000,-1,,,,,,,,,,,,,,,,,
fft18_cub_b1,fft18-batch1,quick,butterfly,cuButterfly-cuFFTDx-online,0,2,1,1,0.000512,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,128,256,256,8,8,4,4,9,1,0,0,18,262144,1,1,262144,1000,100,0.431232,0.016466,0.430336,60731.495234,143.283574,15920397086.645201,0.000000,-1,,,,,,,,,,,,,,,,,
fwht15_warp_b128,fwht15-batch128,quick,butterfly,cuButterfly-warp-register,0,2,128,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,256,0,0,8,8,0,0,0,0,0,0,15,32768,128,1,32768,1000,100,2.777088,0.064707,2.599360,1978161.208470,486.152899,64820386479.143539,0.000000,-1,,,,,,,,,,,,,,,,,
fft20_cub_b4,fft20-batch4,quick,butterfly,cuButterfly-cuFFTDx-online,0,1,4,1,0.001242,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,128,512,512,8,8,4,4,10,1,0,0,20,1048576,4,1,1048576,1000,100,5.469504,0.235653,5.096640,16974.101789,177.986358,17798635757.815102,0.000000,-1,,,,,,,,,,,,,,,,,
ntt12_r2_b16,ntt12-batch16,quick,ntt,cuNTT-Hybrid2D-radix2,1,3,16,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,16,1,4096,1000,100,0.072192,0.008479,0.078272,,,,,-1,natural,32,1073692673,30,6,4,256,0,1887077.352307,100665.196842,7729468835.049730,shoup,,,,,
fft14_cub_b16,fft14-batch16,quick,butterfly,cuButterfly-cuFFTDx-direct,0,3,16,1,0.000095,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,8,8,0,0,0,0,0,0,14,16384,16,1,16384,1000,100,0.503744,0.020777,0.423456,770083.748097,88.319365,12617052128.820662,0.000000,-1,,,,,,,,,,,,,,,,,
fft8_cufft_b1,fft8-batch1,quick,fft-library,cuFFT,1,1,1,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,8,256,1,1,256,1000,100,,0.002754560,,363034.359456284,0.371747184,92936796.020808831,,-1,,,,,,,,,,,,,cufft,10900,2.047305000,0.000000000,0.000000000
ntt16_r4_b16,ntt16-batch16,quick,ntt,cuNTT-Hybrid2D-radix4,0,1,16,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,16,1,65536,1000,100,1.426240,0.082463,1.341888,,,,,-1,natural,64,1152921504606584833,60,8,4,256,0,194027.069309,5612.871867,12715758014.221771,shoup,,,,,
fft8_cub_b16384,fft8-batch16384,quick,butterfly,cuButterfly-cuFFTDx,0,2,16384,1,0.000008,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,5.511584,0.084265,5.128704,194434325.929846,199.100750,49775187438.040695,0.000000,-1,,,,,,,,,,,,,,,,,
ntt12_r4_b1024,ntt12-batch1024,quick,ntt,cuNTT-Hybrid2D-radix4,0,2,1024,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,1024,1,4096,1000,100,2.822240,0.139233,2.597440,,,,,-1,natural,32,1073692673,30,6,4,256,0,7354562.917737,184208.661752,30124289711.052517,shoup,,,,,
ntt16_r4_b64,ntt16-batch64,quick,ntt,cuNTT-Hybrid2D-radix4,0,1,64,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,64,1,65536,1000,100,5.508864,0.279101,5.129664,,,,,-1,natural,64,1152921504606584833,60,8,4,256,0,229307.291088,5862.078484,15027882628.724911,shoup,,,,,
fwht8_warp_b64,fwht8-batch64,quick,butterfly,cuButterfly-warp-register,0,2,64,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,64,1,256,1000,100,0.036864,0.002109,0.033248,30339805.198601,31.067961,7766990130.841847,0.000000,-1,,,,,,,,,,,,,,,,,
xor20_hier_b4,xor20-batch4,quick,butterfly,cuButterfly-hierarchical-radix4,0,3,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,hierarchical,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,0,0,0,20,1048576,4,1,1048576,1000,100,2.840224,0.487117,2.604736,8211.582700,86.104685,8610468541.392656,0.000000,-1,,,,,,,,,,,,,,,,,
xor20_hier_b1,xor20-batch1,quick,butterfly,cuButterfly-hierarchical-radix4,0,2,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,hierarchical,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,0,0,0,20,1048576,1,1,1048576,1000,100,0.751168,0.098314,0.711936,10171.466454,106.655556,10665555608.923458,0.000000,-1,,,,,,,,,,,,,,,,,
fft8_cufft_b64,fft8-batch64,quick,fft-library,cuFFT,1,3,64,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,8,256,64,1,256,1000,100,,0.002734080,,23408240.068453956,23.970037830,5992509457.524212837,,-1,,,,,,,,,,,,,cufft,10900,2.050681000,0.000000000,0.000000000
fft8_vkfft_b64,fft8-batch64,quick,fft-library,VkFFT,0,1,64,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,8,256,64,1,256,1000,100,,0.002457600,,26041668.212713014,26.666668250,6666667062.454531670,,-1,,,,,,,,,,,,,vkfft,10304,200.734692000,0.000000000,0.000000000
fft8_cub_b64,fft8-batch64,quick,butterfly,cuButterfly-cuFFTDx,0,2,64,1,0.000008,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,64,1,256,1000,100,0.041280,0.003144,0.051744,20358305.870914,20.846905,5211726302.954013,0.000000,-1,,,,,,,,,,,,,,,,,
ntt12_r2_b1024,ntt12-batch1024,quick,ntt,cuNTT-Hybrid2D-radix2,1,2,1024,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,1024,1,4096,1000,100,2.822624,0.163318,2.628800,,,,,-1,natural,32,1073692673,30,6,4,256,0,6269985.776184,182377.047060,25681861739.251461,shoup,,,,,
fft14_cub_b256,fft14-batch256,quick,butterfly,cuButterfly-cuFFTDx-direct,0,1,256,1,0.000095,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,8,8,0,0,0,0,0,0,14,16384,256,1,16384,1000,100,5.546912,0.121641,5.113856,2104554.291881,241.367123,34481017518.178230,0.000000,-1,,,,,,,,,,,,,,,,,
ntt16_r4_b1,ntt16-batch1,quick,ntt,cuNTT-Hybrid2D-radix4,0,2,1,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,1,1,65536,1000,100,0.119488,0.015514,0.134176,,,,,-1,natural,64,1152921504606584833,60,8,4,256,0,64459.571579,3715.019354,4224422483.025257,shoup,,,,,
fwht15_online_b128,fwht15-batch128,quick,butterfly,cuButterfly-online-radix4,0,2,128,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,8,1,0,0,15,32768,128,1,32768,1000,100,2.768704,0.316375,2.621664,404583.108644,99.430345,13257379304.057873,0.000000,-1,,,,,,,,,,,,,,,,,
fft20_vkfft_b4,fft20-batch4,quick,fft-library,VkFFT,0,3,4,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,20,1048576,4,1,1048576,1000,100,,0.206499845,,19370.474607753,203.114147823,20311414782.298995972,,-1,,,,,,,,,,,,,vkfft,10304,828.965365000,0.000000000,0.000000000
ntt16_r2_b1,ntt16-batch1,quick,ntt,cuNTT-Hybrid2D-radix2,0,2,1,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,1,1,65536,1000,100,0.125056,0.015882,0.142912,,,,,-1,natural,64,1152921504606584833,60,8,4,256,0,62963.408291,3522.984520,4126369925.765298,shoup,,,,,
fwht15_warp_b16,fwht15-batch16,quick,butterfly,cuButterfly-warp-register,0,1,16,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,256,0,0,8,8,0,0,0,0,0,0,15,32768,16,1,32768,1000,100,0.426464,0.017592,0.422080,909487.765179,223.515713,29802095089.380459,0.000000,-1,,,,,,,,,,,,,,,,,
ntt20_compact_b1,ntt20-batch1,quick,ntt,cuNTT-compact-stage,0,3,1,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,compact-stage,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,20,1048576,1,1,1048576,1000,100,1.418272,0.095089,1.347936,,,,,-1,bit-reversed,64,1152921504577486849,60,0,0,256,0,10516.502695,349.491893,11027352330.063618,shoup,,,,,
fft14_cufft_b1,fft14-batch1,quick,fft-library,cuFFT,1,3,1,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,1,1,16384,1000,100,,0.011888640,,84113.910412030,9.646856157,1378122308.190701008,,-1,,,,,,,,,,,,,cufft,10900,1.908471000,0.000000000,0.000000000
fwht8_shared_b64,fwht8-batch64,quick,butterfly,cuButterfly-shared-radix4,0,3,64,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,64,1,256,1000,100,0.034816,0.002570,0.034016,24900400.082036,25.498010,6374502421.001141,0.000000,-1,,,,,,,,,,,,,,,,,
fwht8_warp_b16384,fwht8-batch16384,quick,butterfly,cuButterfly-warp-register,0,1,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.788064,0.042762,2.620512,383141742.224474,392.337144,98084286009.465363,0.000000,-1,,,,,,,,,,,,,,,,,
fwht8_warp_b64,fwht8-batch64,quick,butterfly,cuButterfly-warp-register,0,3,64,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,64,1,256,1000,100,0.031744,0.002099,0.032992,30487802.672495,31.219510,7804877484.158601,0.000000,-1,,,,,,,,,,,,,,,,,
ntt12_r4_b1024,ntt12-batch1024,quick,ntt,cuNTT-Hybrid2D-radix4,0,1,1024,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,1024,1,4096,1000,100,2.806784,0.139796,2.617984,,,,,-1,natural,32,1073692673,30,6,4,256,0,7324934.047484,184021.590353,30002929858.495735,shoup,,,,,
fwht20_online_b1,fwht20-batch1,quick,butterfly,cuButterfly-online-radix4,0,2,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,1,0,0,20,1048576,1,1,1048576,1000,100,0.758048,0.090849,0.735648,11007.242744,115.419306,11541930567.522934,0.000000,-1,,,,,,,,,,,,,,,,,
fft8_cub_b1,fft8-batch1,quick,butterfly,cuButterfly-cuFFTDx,0,1,1,1,0.000008,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,1,1,256,1000,100,0.007168,0.002898,0.015520,345075.077982,0.353357,88339219.963376,0.000000,-1,,,,,,,,,,,,,,,,,
ntt12_r4_b16,ntt12-batch16,quick,ntt,cuNTT-Hybrid2D-radix4,0,3,16,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,16,1,4096,1000,100,0.074816,0.007639,0.078368,,,,,-1,natural,32,1073692673,30,6,4,256,0,2094504.083552,99488.230118,8579088726.229346,shoup,,,,,
fwht15_warp_b128,fwht15-batch128,quick,butterfly,cuButterfly-warp-register,0,3,128,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,256,0,0,8,8,0,0,0,0,0,0,15,32768,128,1,32768,1000,100,2.765440,0.064819,2.598560,1974723.710026,485.308099,64707746530.133675,0.000000,-1,,,,,,,,,,,,,,,,,
fft18_cub_b1,fft18-batch1,quick,butterfly,cuButterfly-cuFFTDx-online,0,3,1,1,0.000512,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,128,256,256,8,8,4,4,9,1,0,0,18,262144,1,1,262144,1000,100,0.408608,0.016476,0.430304,60693.754196,143.194532,15910503500.037251,0.000000,-1,,,,,,,,,,,,,,,,,
xor20_online_b4,xor20-batch4,quick,butterfly,cuButterfly-online-radix4,0,1,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,1,0,0,20,1048576,4,1,1048576,1000,100,2.774592,0.319406,2.599680,12523.243831,131.315729,13131572923.035238,0.000000,-1,,,,,,,,,,,,,,,,,
fft14_vkfft_b1,fft14-batch1,quick,fft-library,VkFFT,0,1,1,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,1,1,16384,1000,100,,0.008263680,,121011.459971133,13.878562321,1982651760.167040586,,-1,,,,,,,,,,,,,vkfft,10304,306.966866000,0.000000000,0.000000000
fft18_vkfft_b16,fft18-batch16,quick,fft-library,VkFFT,0,2,16,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,16,1,262144,1000,100,,0.201349124,,79463.966156492,187.479017497,20831001944.127544403,,-1,,,,,,,,,,,,,vkfft,10304,330.270312000,0.000000000,0.000000000
xor8_r2_b1,xor8-batch1,quick,butterfly,cuButterfly-radix2,0,3,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,1,1,256,1000,100,0.015360,0.002847,0.019360,351281.483464,0.359712,89928059.766890,0.000000,-1,,,,,,,,,,,,,,,,,
fft18_cufft_b16,fft18-batch16,quick,fft-library,cuFFT,1,3,16,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,16,1,262144,1000,100,,0.210851848,,75882.664260452,179.029666259,19892185139.892021179,,-1,,,,,,,,,,,,,cufft,10900,1.987836000,0.000000000,0.000000000
xor8_r2_b1,xor8-batch1,quick,butterfly,cuButterfly-radix2,0,2,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,1,1,256,1000,100,0.013312,0.002836,0.018784,352549.634236,0.361011,90252706.364468,0.000000,-1,,,,,,,,,,,,,,,,,
fwht15_online_b16,fwht15-batch16,quick,butterfly,cuButterfly-online-radix4,0,3,16,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,8,1,0,0,15,32768,16,1,32768,1000,100,0.432128,0.044780,0.406720,357306.193274,87.811570,11708209341.205387,0.000000,-1,,,,,,,,,,,,,,,,,
fft14_cufft_b16,fft14-batch16,quick,fft-library,cuFFT,1,2,16,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,16,1,16384,1000,100,,0.013496321,,1185508.284958062,135.963574185,19423367740.752895355,,-1,,,,,,,,,,,,,cufft,10900,1.907407000,0.000000000,0.000000000
fft14_vkfft_b1,fft14-batch1,quick,fft-library,VkFFT,0,2,1,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,1,1,16384,1000,100,,0.008253440,,121161.596666420,13.895781198,1985111599.782624006,,-1,,,,,,,,,,,,,vkfft,10304,307.057470000,0.000000000,0.000000000
xor8_r4_b16384,xor8-batch16384,quick,butterfly,cuButterfly-radix4,0,2,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.763200,0.047780,2.593216,342906106.401127,351.135853,87783963238.688507,0.000000,-1,,,,,,,,,,,,,,,,,
fwht15_warp_b16,fwht15-batch16,quick,butterfly,cuButterfly-warp-register,0,2,16,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,256,0,0,8,8,0,0,0,0,0,0,15,32768,16,1,32768,1000,100,0.436768,0.017603,0.410688,908958.643125,223.385676,29784756817.919594,0.000000,-1,,,,,,,,,,,,,,,,,
fft18_vkfft_b1,fft18-batch1,quick,fft-library,VkFFT,0,3,1,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,1,1,262144,1000,100,,0.018483199,,54103.187998257,127.645435032,14182826114.615081787,,-1,,,,,,,,,,,,,vkfft,10304,354.687950000,0.000000000,0.000000000
fft18_cufft_b16,fft18-batch16,quick,fft-library,cuFFT,1,1,16,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,16,1,262144,1000,100,,0.211353600,,75702.519370827,178.604651142,19844961237.946090698,,-1,,,,,,,,,,,,,cufft,10900,1.953606000,0.000000000,0.000000000
xor20_online_b1,xor20-batch1,quick,butterfly,cuButterfly-online-radix4,0,2,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,1,0,0,20,1048576,1,1,1048576,1000,100,0.749536,0.104591,0.716320,9561.018990,100.254550,10025455048.689434,0.000000,-1,,,,,,,,,,,,,,,,,
fft8_vkfft_b64,fft8-batch64,quick,fft-library,VkFFT,0,3,64,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,8,256,64,1,256,1000,100,,0.002457600,,26041668.212713014,26.666668250,6666667062.454531670,,-1,,,,,,,,,,,,,vkfft,10304,182.973539000,0.000000000,0.000000000
ntt12_r4_b1024,ntt12-batch1024,quick,ntt,cuNTT-Hybrid2D-radix4,0,3,1024,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,1024,1,4096,1000,100,2.843840,0.139510,2.617760,,,,,-1,natural,32,1073692673,30,6,4,256,0,7339987.872265,182820.918390,30064590324.798645,shoup,,,,,
fft18_cub_b16,fft18-batch16,quick,butterfly,cuButterfly-cuFFTDx-online,0,3,16,1,0.000512,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,128,256,256,8,8,4,4,9,1,0,0,18,262144,16,1,262144,1000,100,5.466304,0.205261,5.100320,77949.614002,183.906213,20434023612.989471,0.000000,-1,,,,,,,,,,,,,,,,,
fwht8_shared_b16384,fwht8-batch16384,quick,butterfly,cuButterfly-shared-radix4,0,2,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.772640,0.048425,2.603872,338337920.702677,346.458031,86614507699.885284,0.000000,-1,,,,,,,,,,,,,,,,,
fft20_cufft_b1,fft20-batch1,quick,fft-library,cuFFT,1,3,1,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,20,1048576,1,1,1048576,1000,100,,0.063590400,,15725.644141934,164.895330318,16489533031.772968292,,-1,,,,,,,,,,,,,cufft,10900,1.940638000,0.000000000,0.000000000
fft20_cub_b1,fft20-batch1,quick,butterfly,cuButterfly-cuFFTDx-online,0,3,1,1,0.001242,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,128,512,512,8,8,4,4,10,1,0,0,20,1048576,1,1,1048576,1000,100,1.413568,0.071434,1.364032,13998.889624,146.788997,14678899686.102076,0.000000,-1,,,,,,,,,,,,,,,,,
fft8_cufft_b16384,fft8-batch16384,quick,fft-library,cuFFT,1,2,16384,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,8,256,16384,1,256,1000,100,,0.083834879,,195431784.190846741,200.122147011,50030536752.856765747,,-1,,,,,,,,,,,,,cufft,10900,2.201513000,0.000000000,0.000000000
fft8_cub_b16384,fft8-batch16384,quick,butterfly,cuButterfly-cuFFTDx,0,1,16384,1,0.000008,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,5.481792,0.084234,5.093888,194505232.706111,199.173358,49793339572.764534,0.000000,-1,,,,,,,,,,,,,,,,,
fwht15_online_b1,fwht15-batch1,quick,butterfly,cuButterfly-online-radix4,0,1,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,8,1,0,0,15,32768,1,1,32768,1000,100,0.044928,0.007690,0.048160,130034.950633,31.957389,4260985262.351007,0.000000,-1,,,,,,,,,,,,,,,,,
ntt20_compact_b4,ntt20-batch4,quick,ntt,cuNTT-compact-stage,0,2,4,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,compact-stage,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,20,1048576,4,1,1048576,1000,100,5.455328,0.341606,5.105952,,,,,-1,bit-reversed,64,1152921504577486849,60,0,0,256,0,11709.382208,366.875333,12278177157.640074,shoup,,,,,
fft18_cufft_b4,fft18-batch4,quick,fft-library,cuFFT,1,1,4,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,4,1,262144,1000,100,,0.068894722,,58059.600343596,136.979782852,15219975872.471759796,,-1,,,,,,,,,,,,,cufft,10900,2.242915000,0.000000000,0.000000000
