group,implementation,reference,runner,operator,precision,direction,normalization,placement,output_order,logN,N,batch,modulus,modulus_bits,warmup,repeat,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,relative_range,central_relative_range,stability_class,timing_quality,correct,throughput_vs_reference
ntt10_u64-batch512,v0.6-search-tile256,0,ntt,ntt,uint64,forward,none,out-of-place,natural,10,1024,512,1152921504606584833,60,30,500,3,0.052978,0.052965,0.061110,0.153743,0.153743,unstable,unstable,1,1.727264
ntt10_u64-batch512,v0.7-base-hybrid-dataflow-Ur1-Td4,0,ntt,ntt,uint64,forward,none,out-of-place,natural,10,1024,512,1152921504606584833,60,30,500,3,0.119906,0.115567,0.133569,0.150134,0.150134,unstable,unstable,1,0.763156
ntt10_u64-batch512,v0.7-search-hybrid-dataflow-static-table,0,ntt,ntt,uint64,forward,none,out-of-place,natural,10,1024,512,1152921504606584833,60,30,500,3,0.097669,0.085484,0.097944,0.127574,0.127574,unstable,unstable,1,0.936909
ntt10_u64-batch80,v0.6-fixed-baseline,1,ntt,ntt,uint64,forward,none,out-of-place,natural,10,1024,80,1152921504606584833,60,30,500,3,0.041165,0.035402,0.041181,0.140386,0.140386,unstable,unstable,1,1.000000
ntt10_u64-batch80,v0.6-search-tile256,0,ntt,ntt,uint64,forward,none,out-of-place,natural,10,1024,80,1152921504606584833,60,30,500,3,0.017228,0.017215,0.020036,0.163745,0.163745,unstable,below-timing-floor,1,2.389424
ntt10_u64-batch80,v0.7-base-hybrid-dataflow-Ur1-Td4,0,ntt,ntt,uint64,forward,none,out-of-place,natural,10,1024,80,1152921504606584833,60,30,500,3,0.042052,0.042050,0.049209,0.170242,0.170242,unstable,unstable,1,0.978907
ntt10_u64-batch80,v0.7-search-hybrid-dataflow-static-table,0,ntt,ntt,uint64,forward,none,out-of-place,natural,10,1024,80,1152921504606584833,60,30,500,3,0.031224,0.031224,0.036493,0.168748,0.168748,unstable,unstable,1,1.318377
ntt12_u32-batch1,v0.6-fixed-hybrid2d-radix2,1,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,1,1073479681,30,30,500,3,0.006869,0.006865,0.007963,0.159849,0.159849,unstable,below-timing-floor,1,1.000000
ntt12_u32-batch1,v0.6-search-hybrid2d-radix4,0,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,1,1073479681,30,30,500,3,0.005978,0.005974,0.005982,0.001338,0.001338,stable,below-timing-floor,1,1.149047
ntt12_u32-batch1,v0.7-base-hybrid-dataflow-Ur1-Td4,0,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,1,1073479681,30,30,500,3,0.065548,0.065524,0.065554,0.000458,0.000458,stable,stable,1,0.104793
ntt12_u32-batch1,v0.7-search-hybrid-dataflow-static-table,0,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,1,1073479681,30,30,500,3,0.068137,0.068121,0.068151,0.000440,0.000440,stable,stable,1,0.100812
ntt12_u32-batch16,v0.6-fixed-hybrid2d-radix2,1,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,16,1073479681,30,30,500,3,0.008491,0.008485,0.008493,0.000942,0.000942,stable,below-timing-floor,1,1.000000
ntt12_u32-batch16,v0.6-search-hybrid2d-radix4,0,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,16,1073479681,30,30,500,3,0.007643,0.007639,0.007653,0.001832,0.001832,stable,below-timing-floor,1,1.110951
ntt12_u32-batch16,v0.7-base-hybrid-dataflow-Ur1-Td4,0,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,16,1073479681,30,30,500,3,0.065925,0.065917,0.065927,0.000152,0.000152,stable,stable,1,0.128798
ntt12_u32-batch16,v0.7-search-hybrid-dataflow-static-table,0,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,16,1073479681,30,30,500,3,0.068178,0.068174,0.068415,0.003535,0.003535,stable,stable,1,0.124542
ntt12_u32-batch160,v0.6-fixed-hybrid2d-radix2,1,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,160,1073479681,30,30,500,3,0.030839,0.030833,0.030843,0.000324,0.000324,stable,stable,1,1.000000
ntt12_u32-batch160,v0.6-search-hybrid2d-radix4,0,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,160,1073479681,30,30,500,3,0.031238,0.027042,0.031246,0.134580,0.134580,unstable,unstable,1,0.987227
ntt12_u32-batch160,v0.7-base-hybrid-dataflow-Ur1-Td4,0,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,160,1073479681,30,30,500,3,0.077525,0.077521,0.077541,0.000258,0.000258,stable,stable,1,0.397794
ntt12_u32-batch160,v0.7-search-hybrid-dataflow-static-table,0,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,160,1073479681,30,30,500,3,0.076937,0.076923,0.076937,0.000182,0.000182,stable,stable,1,0.400834
ntt12_u32-batch256,v0.6-fixed-hybrid2d-radix2,1,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,256,1073479681,30,30,500,3,0.054782,0.048198,0.054802,0.120551,0.120551,unstable,unstable,1,1.000000
ntt12_u32-batch256,v0.6-search-hybrid2d-radix4,0,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,256,1073479681,30,30,500,3,0.043022,0.042998,0.043026,0.000651,0.000651,stable,stable,1,1.273349
ntt12_u32-batch256,v0.7-base-hybrid-dataflow-Ur1-Td4,0,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,256,1073479681,30,30,500,3,0.167471,0.167430,0.168886,0.008694,0.008694,stable,stable,1,0.327113
ntt12_u32-batch256,v0.7-search-hybrid-dataflow-static-table,0,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,256,1073479681,30,30,500,3,0.124766,0.124719,0.124815,0.000769,0.000769,stable,stable,1,0.439078
ntt12_u32-batch512,v0.6-fixed-hybrid2d-radix2,1,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,512,1073479681,30,30,500,3,0.085275,0.085246,0.085408,0.001900,0.001900,stable,stable,1,1.000000
ntt12_u32-batch512,v0.6-search-hybrid2d-radix4,0,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,512,1073479681,30,30,500,3,0.074883,0.074883,0.074904,0.000280,0.000280,stable,stable,1,1.138776
ntt12_u32-batch512,v0.7-base-hybrid-dataflow-Ur1-Td4,0,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,512,1073479681,30,30,500,3,0.269853,0.269476,0.269971,0.001834,0.001834,stable,stable,1,0.316005
ntt12_u32-batch512,v0.7-search-hybrid-dataflow-static-table,0,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,512,1073479681,30,30,500,3,0.224819,0.224621,0.224838,0.000965,0.000965,stable,stable,1,0.379305
ntt12_u32-batch80,v0.6-fixed-hybrid2d-radix2,1,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,80,1073479681,30,30,500,3,0.017928,0.017924,0.017936,0.000669,0.000669,stable,below-timing-floor,1,1.000000
ntt12_u32-batch80,v0.6-search-hybrid2d-radix4,0,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,80,1073479681,30,30,500,3,0.016089,0.016073,0.018788,0.168749,0.168749,unstable,below-timing-floor,1,1.114302
ntt12_u32-batch80,v0.7-base-hybrid-dataflow-Ur1-Td4,0,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,80,1073479681,30,30,500,3,0.066142,0.066118,0.066263,0.002192,0.002192,stable,stable,1,0.271053
ntt12_u32-batch80,v0.7-search-hybrid-dataflow-static-table,0,ntt,ntt,uint32,forward,none,out-of-place,natural,12,4096,80,1073479681,30,30,500,3,0.068350,0.068348,0.068848,0.007315,0.007315,stable,stable,1,0.262297
ntt12_u64-batch1,v0.6-fixed-hybrid2d-radix2,1,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,1,1152921504606584833,60,30,500,3,0.007678,0.007672,0.008997,0.172571,0.172571,unstable,below-timing-floor,1,1.000000
ntt12_u64-batch1,v0.6-search-hybrid2d-radix4,0,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,1,1152921504606584833,60,30,500,3,0.007776,0.007709,0.009048,0.172197,0.172197,unstable,below-timing-floor,1,0.987397
ntt12_u64-batch1,v0.7-base-hybrid-dataflow-Ur1-Td4,0,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,1,1152921504606584833,60,30,500,3,0.113754,0.113742,0.114276,0.004694,0.004694,stable,stable,1,0.067497
ntt12_u64-batch1,v0.7-search-hybrid-dataflow-static-table,0,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,1,1152921504606584833,60,30,500,3,0.096551,0.096498,0.097415,0.009498,0.009498,stable,stable,1,0.079523
ntt12_u64-batch16,v0.6-fixed-hybrid2d-radix2,1,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,16,1152921504606584833,60,30,500,3,0.009497,0.009484,0.009519,0.003685,0.003685,stable,below-timing-floor,1,1.000000
ntt12_u64-batch16,v0.6-search-hybrid2d-radix4,0,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,16,1152921504606584833,60,30,500,3,0.009099,0.009085,0.009105,0.002198,0.002198,stable,below-timing-floor,1,1.043741
ntt12_u64-batch16,v0.7-base-hybrid-dataflow-Ur1-Td4,0,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,16,1152921504606584833,60,30,500,3,0.113904,0.113904,0.113916,0.000105,0.000105,stable,stable,1,0.083377
ntt12_u64-batch16,v0.7-search-hybrid-dataflow-static-table,0,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,16,1152921504606584833,60,30,500,3,0.097059,0.097036,0.097090,0.000556,0.000556,stable,stable,1,0.097848
ntt12_u64-batch160,v0.6-fixed-hybrid2d-radix2,1,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,160,1152921504606584833,60,30,500,3,0.046920,0.046844,0.046944,0.002131,0.002131,stable,stable,1,1.000000
ntt12_u64-batch160,v0.6-search-hybrid2d-radix4,0,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,160,1152921504606584833,60,30,500,3,0.052124,0.046809,0.052152,0.102506,0.102506,unstable,unstable,1,0.900161
ntt12_u64-batch160,v0.7-base-hybrid-dataflow-Ur1-Td4,0,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,160,1152921504606584833,60,30,500,3,0.233841,0.233835,0.233871,0.000154,0.000154,stable,stable,1,0.200649
ntt12_u64-batch160,v0.7-search-hybrid-dataflow-static-table,0,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,160,1152921504606584833,60,30,500,3,0.136632,0.136624,0.141158,0.033184,0.033184,unstable,unstable,1,0.343404
ntt12_u64-batch256,v0.6-fixed-hybrid2d-radix2,1,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,256,1152921504606584833,60,30,500,3,0.069100,0.069079,0.069106,0.000391,0.000391,stable,stable,1,1.000000
ntt12_u64-batch256,v0.6-search-hybrid2d-radix4,0,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,256,1152921504606584833,60,30,500,3,0.068887,0.068874,0.076741,0.114202,0.114202,unstable,unstable,1,1.003092
ntt12_u64-batch256,v0.7-base-hybrid-dataflow-Ur1-Td4,0,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,256,1152921504606584833,60,30,500,3,0.456339,0.456233,0.460706,0.009802,0.009802,stable,stable,1,0.151423
ntt12_u64-batch256,v0.7-search-hybrid-dataflow-static-table,0,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,256,1152921504606584833,60,30,500,3,0.256881,0.256737,0.257315,0.002250,0.002250,stable,stable,1,0.268996
ntt12_u64-batch512,v0.6-fixed-hybrid2d-radix2,1,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,512,1152921504606584833,60,30,500,3,0.126587,0.126546,0.127087,0.004274,0.004274,stable,stable,1,1.000000
ntt12_u64-batch512,v0.6-search-hybrid2d-radix4,0,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,512,1152921504606584833,60,30,500,3,0.126212,0.125815,0.140808,0.118792,0.118792,unstable,unstable,1,1.002971
ntt12_u64-batch512,v0.7-base-hybrid-dataflow-Ur1-Td4,0,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,512,1152921504606584833,60,30,500,3,0.802269,0.802130,0.802884,0.000940,0.000940,stable,stable,1,0.157786
ntt12_u64-batch512,v0.7-search-hybrid-dataflow-static-table,0,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,512,1152921504606584833,60,30,500,3,0.512788,0.512668,0.512813,0.000283,0.000283,stable,stable,1,0.246860
ntt12_u64-batch80,v0.6-fixed-hybrid2d-radix2,1,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,80,1152921504606584833,60,30,500,3,0.025407,0.025301,0.025477,0.006927,0.006927,stable,stable,1,1.000000
ntt12_u64-batch80,v0.6-search-hybrid2d-radix4,0,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,80,1152921504606584833,60,30,500,3,0.024222,0.024197,0.024230,0.001362,0.001362,stable,stable,1,1.048922
ntt12_u64-batch80,v0.7-base-hybrid-dataflow-Ur1-Td4,0,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,80,1152921504606584833,60,30,500,3,0.114659,0.114639,0.115055,0.003628,0.003628,stable,stable,1,0.221587
ntt12_u64-batch80,v0.7-search-hybrid-dataflow-static-table,0,ntt,ntt,uint64,forward,none,out-of-place,natural,12,4096,80,1152921504606584833,60,30,500,3,0.101284,0.101237,0.101290,0.000523,0.000523,stable,stable,1,0.250849
