trial,device,compute_capability,operator,precision,direction,normalization,placement,auto_select,backend,compute_unit,complex_multiply,cross_twiddle,direct_boundary,decomposition_count,stages_per_decomposition,segment_threads,segment_ept,boundary_twiddles,boundary_layouts,boundary_residencies,execution_group_count,group_threads,group_ept,local_exchange,fft_core,stage_space,stage_handoff,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x128,8x4,table,direct-strided,global-scratch,2,256x128,8x4,shared,cufftdx-block,0,named-barrier,32,256,128,8,4,8,2,8,1,0,0,16,65536,64,1,65536,100,50,10.936064,0.435692,10.109056,146892.915720,77.014193,9626774124.605814,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x128,8x4,table,direct-strided,global-scratch,2,256x128,8x4,shared,cufftdx-block,0,named-barrier,32,256,128,8,4,8,2,8,1,0,0,16,65536,64,1,65536,100,50,10.958816,0.435671,10.202720,146899.828945,77.017818,9627227189.742668,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x128,8x4,table,direct-strided,global-scratch,2,256x128,8x4,shared,cufftdx-block,0,named-barrier,32,256,128,8,4,8,2,8,1,0,0,16,65536,64,1,65536,100,50,11.108064,0.504607,10.153216,126831.445130,66.496205,8312025588.037461,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x128,8x8,table,direct-strided,global-scratch,2,256x128,8x8,shared,cufftdx-block,0,named-barrier,32,256,128,8,8,8,4,8,1,0,0,16,65536,64,1,65536,100,50,11.044480,0.494715,10.342592,129367.443385,67.825798,8478224769.697269,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x128,8x8,table,direct-strided,global-scratch,2,256x128,8x8,shared,cufftdx-block,0,named-barrier,32,256,128,8,8,8,4,8,1,0,0,16,65536,64,1,65536,100,50,10.940576,0.416338,10.129792,153721.278544,80.594222,10074277710.669226,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x128,8x8,table,direct-strided,global-scratch,2,256x128,8x8,shared,cufftdx-block,0,named-barrier,32,256,128,8,8,8,4,8,1,0,0,16,65536,64,1,65536,100,50,10.958016,0.416276,10.152960,153743.971490,80.606119,10075764915.575338,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x256,8x4,table,direct-strided,global-scratch,2,256x256,8x4,shared,cufftdx-block,0,named-barrier,32,256,256,8,4,8,4,8,1,0,0,16,65536,64,1,65536,100,50,10.964608,0.417833,10.135424,153171.264752,80.305856,10038232006.791939,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x256,8x4,table,direct-strided,global-scratch,2,256x256,8x4,shared,cufftdx-block,0,named-barrier,32,256,256,8,4,8,4,8,1,0,0,16,65536,64,1,65536,100,50,10.966464,0.417772,10.155904,153193.784658,80.317663,10039707871.340496,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x256,8x4,table,direct-strided,global-scratch,2,256x256,8x4,shared,cufftdx-block,0,named-barrier,32,256,256,8,4,8,4,8,1,0,0,16,65536,64,1,65536,100,50,10.966240,0.417690,10.119584,153223.832434,80.333417,10041677082.422493,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x256,8x8,table,direct-strided,global-scratch,2,256x256,8x8,shared,cufftdx-block,0,named-barrier,32,256,256,8,8,8,8,8,1,0,0,16,65536,64,1,65536,100,50,10.948672,0.423588,10.114080,151090.271338,79.214816,9901852022.386156,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x256,8x8,table,direct-strided,global-scratch,2,256x256,8x8,shared,cufftdx-block,0,named-barrier,32,256,256,8,8,8,8,8,1,0,0,16,65536,64,1,65536,100,50,10.966592,0.422810,10.123840,151368.369768,79.360620,9920077481.129948,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x256,8x8,table,direct-strided,global-scratch,2,256x256,8x8,shared,cufftdx-block,0,named-barrier,32,256,256,8,8,8,8,8,1,0,0,16,65536,64,1,65536,100,50,10.953344,0.422298,10.150656,151551.892469,79.456839,9932104824.837000,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x512,8x4,table,direct-strided,global-scratch,2,256x512,8x4,shared,cufftdx-block,0,named-barrier,32,256,512,8,4,8,8,8,1,0,0,16,65536,64,1,65536,100,50,10.941632,0.420577,10.129312,152171.793094,79.781845,9972730632.215231,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x512,8x4,table,direct-strided,global-scratch,2,256x512,8x4,shared,cufftdx-block,0,named-barrier,32,256,512,8,4,8,8,8,1,0,0,16,65536,64,1,65536,100,50,10.935904,0.421294,10.144448,151912.882339,79.646101,9955762656.956242,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x512,8x4,table,direct-strided,global-scratch,2,256x512,8x4,shared,cufftdx-block,0,named-barrier,32,256,512,8,4,8,8,8,1,0,0,16,65536,64,1,65536,100,50,10.926944,0.420721,10.128640,152119.944674,79.754662,9969332694.152784,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x512,8x8,table,direct-strided,global-scratch,2,256x512,8x8,shared,cufftdx-block,0,named-barrier,32,256,512,8,8,8,16,8,1,0,0,16,65536,64,1,65536,100,50,10.935744,0.437924,10.126496,146144.130310,76.621614,9577701724.012177,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x512,8x8,table,direct-strided,global-scratch,2,256x512,8x8,shared,cufftdx-block,0,named-barrier,32,256,512,8,8,8,16,8,1,0,0,16,65536,64,1,65536,100,50,10.958144,0.436818,10.131456,146514.127617,76.815599,9601949867.520746,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,256x512,8x8,table,direct-strided,global-scratch,2,256x512,8x8,shared,cufftdx-block,0,named-barrier,32,256,512,8,8,8,16,8,1,0,0,16,65536,64,1,65536,100,50,10.937376,0.437330,10.126752,146342.616194,76.725678,9590709694.880512,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x128,4x4,table,direct-strided,global-scratch,2,512x128,4x4,shared,cufftdx-block,0,named-barrier,32,512,128,4,4,8,2,8,1,0,0,16,65536,64,1,65536,100,50,10.965216,0.436797,10.116992,146521.005234,76.819205,9602400599.006174,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x128,4x4,table,direct-strided,global-scratch,2,512x128,4x4,shared,cufftdx-block,0,named-barrier,32,512,128,4,4,8,2,8,1,0,0,16,65536,64,1,65536,100,50,11.146432,0.513761,10.105792,124571.473652,65.311329,8163916097.258722,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x128,4x4,table,direct-strided,global-scratch,2,512x128,4x4,shared,cufftdx-block,0,named-barrier,32,512,128,4,4,8,2,8,1,0,0,16,65536,64,1,65536,100,50,10.961472,0.432189,10.120768,148083.212711,77.638251,9704781428.225918,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x128,4x8,table,direct-strided,global-scratch,2,512x128,4x8,shared,cufftdx-block,0,named-barrier,32,512,128,4,8,8,4,8,1,0,0,16,65536,64,1,65536,100,50,10.951072,0.413757,10.108992,154679.996739,81.096866,10137108266.257622,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x128,4x8,table,direct-strided,global-scratch,2,512x128,4x8,shared,cufftdx-block,0,named-barrier,32,512,128,4,8,8,4,8,1,0,0,16,65536,64,1,65536,100,50,10.944544,0.414904,10.111936,154252.428713,80.872697,10109087168.142174,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x128,4x8,table,direct-strided,global-scratch,2,512x128,4x8,shared,cufftdx-block,0,named-barrier,32,512,128,4,8,8,4,8,1,0,0,16,65536,64,1,65536,100,50,10.945344,0.414126,10.110240,154542.300727,81.024674,10128084220.425705,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x256,4x4,table,direct-strided,global-scratch,2,512x256,4x4,shared,cufftdx-block,0,named-barrier,32,512,256,4,4,8,4,8,1,0,0,16,65536,64,1,65536,100,50,10.943680,0.414884,10.115232,154260.040951,80.876688,10109586043.733038,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x256,4x4,table,direct-strided,global-scratch,2,512x256,4x4,shared,cufftdx-block,0,named-barrier,32,512,256,4,4,8,4,8,1,0,0,16,65536,64,1,65536,100,50,10.918624,0.415437,10.113760,154054.729696,80.769046,10096130765.328060,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x256,4x4,table,direct-strided,global-scratch,2,512x256,4x4,shared,cufftdx-block,0,named-barrier,32,512,256,4,4,8,4,8,1,0,0,16,65536,64,1,65536,100,50,10.955008,0.415744,10.134976,153940.884243,80.709358,10088669789.760527,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x256,4x8,table,direct-strided,global-scratch,2,512x256,4x8,shared,cufftdx-block,0,named-barrier,32,512,256,4,8,8,8,8,1,0,0,16,65536,64,1,65536,100,50,10.911936,0.420639,10.128192,152149.561856,79.770189,9971273685.763384,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x256,4x8,table,direct-strided,global-scratch,2,512x256,4x8,shared,cufftdx-block,0,named-barrier,32,512,256,4,8,8,8,8,1,0,0,16,65536,64,1,65536,100,50,10.925280,0.420168,10.108288,152320.138727,79.859621,9982452611.608280,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x256,4x8,table,direct-strided,global-scratch,2,512x256,4x8,shared,cufftdx-block,0,named-barrier,32,512,256,4,8,8,8,8,1,0,0,16,65536,64,1,65536,100,50,10.958272,0.420741,10.134976,152112.542180,79.750781,9968847564.316330,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x512,4x4,table,direct-strided,global-scratch,2,512x512,4x4,shared,cufftdx-block,0,named-barrier,32,512,512,4,4,8,8,8,1,0,0,16,65536,64,1,65536,100,50,10.945824,0.419738,10.131328,152476.221907,79.941453,9992681678.866371,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x512,4x4,table,direct-strided,global-scratch,2,512x512,4x4,shared,cufftdx-block,0,named-barrier,32,512,512,4,4,8,8,8,1,0,0,16,65536,64,1,65536,100,50,10.934784,0.419205,10.126528,152669.887724,80.042990,10005373761.859324,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x512,4x4,table,direct-strided,global-scratch,2,512x512,4x4,shared,cufftdx-block,0,named-barrier,32,512,512,4,4,8,8,8,1,0,0,16,65536,64,1,65536,100,50,10.969728,0.419533,10.117440,152550.644749,79.980472,9997559054.266035,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x512,4x8,table,direct-strided,global-scratch,2,512x512,4x8,shared,cufftdx-block,0,named-barrier,32,512,512,4,8,8,16,8,1,0,0,16,65536,64,1,65536,100,50,10.947904,0.435466,10.122368,146968.916539,77.054039,9631754914.296656,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x512,4x8,table,direct-strided,global-scratch,2,512x512,4x8,shared,cufftdx-block,0,named-barrier,32,512,512,4,8,8,16,8,1,0,0,16,65536,64,1,65536,100,50,10.927520,0.435671,10.135424,146899.828945,77.017818,9627227189.742668,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x512,4x8,table,direct-strided,global-scratch,2,512x512,4x8,shared,cufftdx-block,0,named-barrier,32,512,512,4,8,8,16,8,1,0,0,16,65536,64,1,65536,100,50,10.924384,0.435036,10.120256,147114.210204,77.130215,9641276879.911486,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x128,8x4,table,direct-strided,global-scratch,2,512x128,8x4,shared,cufftdx-block,0,named-barrier,32,512,128,8,4,16,2,8,1,0,0,16,65536,64,1,65536,100,50,10.941056,0.512922,10.132544,124775.411149,65.418251,8177281345.061168,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x128,8x4,table,direct-strided,global-scratch,2,512x128,8x4,shared,cufftdx-block,0,named-barrier,32,512,128,8,4,16,2,8,1,0,0,16,65536,64,1,65536,100,50,10.912000,0.514662,10.134048,124353.366142,65.196978,8149622203.509089,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x128,8x4,table,direct-strided,global-scratch,2,512x128,8x4,shared,cufftdx-block,0,named-barrier,32,512,128,8,4,16,2,8,1,0,0,16,65536,64,1,65536,100,50,10.942944,0.514437,10.133312,124407.828594,65.225532,8153191454.726329,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x128,8x8,table,direct-strided,global-scratch,2,512x128,8x8,shared,cufftdx-block,0,named-barrier,32,512,128,8,8,16,4,8,1,0,0,16,65536,64,1,65536,100,50,10.946752,0.492831,10.138656,129862.033646,68.085106,8510638237.015164,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x128,8x8,table,direct-strided,global-scratch,2,512x128,8x8,shared,cufftdx-block,0,named-barrier,32,512,128,8,8,16,4,8,1,0,0,16,65536,64,1,65536,100,50,10.949216,0.492237,10.126560,130018.724534,68.167257,8520907131.069923,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x128,8x8,table,direct-strided,global-scratch,2,512x128,8x8,shared,cufftdx-block,0,named-barrier,32,512,128,8,8,16,4,8,1,0,0,16,65536,64,1,65536,100,50,10.958720,0.492564,10.133152,129932.230100,68.121909,8515238631.831212,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x256,8x4,table,direct-strided,global-scratch,2,512x256,8x4,shared,cufftdx-block,0,named-barrier,32,512,256,8,4,16,4,8,1,0,0,16,65536,64,1,65536,100,50,10.912288,0.493855,10.126016,129592.772536,67.943936,8492991940.947489,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x256,8x4,table,direct-strided,global-scratch,2,512x256,8x4,shared,cufftdx-block,0,named-barrier,32,512,256,8,4,16,4,8,1,0,0,16,65536,64,1,65536,100,50,10.914368,0.493978,10.125152,129560.536845,67.927035,8490879342.676203,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x256,8x4,table,direct-strided,global-scratch,2,512x256,8x4,shared,cufftdx-block,0,named-barrier,32,512,256,8,4,16,4,8,1,0,0,16,65536,64,1,65536,100,50,10.908288,0.494080,10.123296,129533.676901,67.912952,8489119049.402439,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x256,8x8,table,direct-strided,global-scratch,2,512x256,8x8,shared,cufftdx-block,0,named-barrier,32,512,256,8,8,16,8,8,1,0,0,16,65536,64,1,65536,100,50,10.927872,0.499323,10.124800,128173.574902,67.199867,8399983404.772546,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x256,8x8,table,direct-strided,global-scratch,2,512x256,8x8,shared,cufftdx-block,0,named-barrier,32,512,256,8,8,16,8,8,1,0,0,16,65536,64,1,65536,100,50,10.913952,0.498975,10.125728,128263.013390,67.246759,8405844845.506428,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x256,8x8,table,direct-strided,global-scratch,2,512x256,8x8,shared,cufftdx-block,0,named-barrier,32,512,256,8,8,16,8,8,1,0,0,16,65536,64,1,65536,100,50,10.949376,0.498995,10.133472,128257.742989,67.243996,8405499444.550336,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x512,8x4,table,direct-strided,global-scratch,2,512x512,8x4,shared,cufftdx-block,0,named-barrier,32,512,512,8,4,16,8,8,1,0,0,16,65536,64,1,65536,100,50,10.912544,0.498770,10.125376,128315.679889,67.274371,8409296397.216506,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x512,8x4,table,direct-strided,global-scratch,2,512x512,8x4,shared,cufftdx-block,0,named-barrier,32,512,512,8,4,16,8,8,1,0,0,16,65536,64,1,65536,100,50,10.905920,0.498258,10.138304,128447.535556,67.343502,8417937690.198934,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x512,8x4,table,direct-strided,global-scratch,2,512x512,8x4,shared,cufftdx-block,0,named-barrier,32,512,512,8,4,16,8,8,1,0,0,16,65536,64,1,65536,100,50,10.913440,0.497992,10.121984,128516.203039,67.379503,8422437882.384426,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x512,8x8,table,direct-strided,global-scratch,2,512x512,8x8,shared,cufftdx-block,0,named-barrier,32,512,512,8,8,16,16,8,1,0,0,16,65536,64,1,65536,100,50,10.924864,0.514335,10.127552,124432.582985,65.238510,8154813758.514238,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x512,8x8,table,direct-strided,global-scratch,2,512x512,8x8,shared,cufftdx-block,0,named-barrier,32,512,512,8,8,16,16,8,1,0,0,16,65536,64,1,65536,100,50,10.898368,0.513761,10.125344,124571.473652,65.311329,8163916097.258722,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp64,forward,none,out-of-place,0,online-reorder,auto,four-mul,table,direct-strided,2,8x8,512x512,8x8,table,direct-strided,global-scratch,2,512x512,8x8,shared,cufftdx-block,0,named-barrier,32,512,512,8,8,16,16,8,1,0,0,16,65536,64,1,65536,100,50,10.915360,0.514191,10.120736,124467.273001,65.256698,8157087203.410806,0.000000,-1
