trial,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,fft_core,stage_space,stage_handoff,tile_threads,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,0,0,11,2048,2048,1,2048,20,100,5.495776,0.086282,5.185280,23736053.468009,267.362906,48611437502.482559,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,0,0,11,2048,2048,1,2048,20,100,5.475872,0.086149,6.173824,23772732.995530,267.776064,48686557174.845169,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,0,0,11,2048,2048,1,2048,20,100,5.468608,0.086221,5.187584,23752968.879641,267.553441,48646080265.504356,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,0,0,11,2048,2048,1,2048,20,100,5.478272,0.086139,5.227744,23775560.301016,267.807911,48692347496.481560,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,0,0,11,2048,2048,1,2048,20,100,5.460512,0.086170,5.181760,23767084.511357,267.712440,48674989079.259010,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,256,0,0,0,0,11,2048,2048,1,2048,20,100,5.495712,0.085627,5.230432,23917723.634899,269.409239,48983498004.272469,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,256,0,0,0,0,11,2048,2048,1,2048,20,100,5.466432,0.085647,5.986368,23912001.888060,269.344789,48971779866.747681,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,256,0,0,0,0,11,2048,2048,1,2048,20,100,5.465696,0.085617,5.732224,23920585.535280,269.441475,48989359176.253975,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,256,0,0,0,0,11,2048,2048,1,2048,20,100,5.459360,0.085504,5.882464,23952097.091778,269.796422,49053894843.960938,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,256,0,0,0,0,11,2048,2048,1,2048,20,100,5.476224,0.085699,5.707360,23897717.801345,269.183893,48942526057.153610,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,512,0,0,0,0,11,2048,2048,1,2048,20,100,5.477472,0.088945,5.659168,23025559.331433,259.359900,47156345510.774338,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,512,0,0,0,0,11,2048,2048,1,2048,20,100,5.470240,0.089057,5.859680,22996435.135889,259.031845,47096699158.300636,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,512,0,0,0,0,11,2048,2048,1,2048,20,100,5.496448,0.089057,6.048960,22996435.135889,259.031845,47096699158.300636,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,512,0,0,0,0,11,2048,2048,1,2048,20,100,5.464864,0.088934,5.676448,23028209.767075,259.389755,47161773602.968956,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,512,0,0,0,0,11,2048,2048,1,2048,20,100,5.500608,0.089078,5.758208,22991149.489612,258.972308,47085874154.726059,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,0,0,11,2048,2048,1,2048,20,100,5.469696,0.108134,5.944416,18939393.269491,213.333326,38787877415.918388,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,0,0,11,2048,2048,1,2048,20,100,5.466592,0.108411,5.678688,18891092.855019,212.789270,38688958167.079407,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,0,0,11,2048,2048,1,2048,20,100,5.515072,0.108032,7.168800,18957346.744636,213.535554,38824646133.015411,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,0,0,11,2048,2048,1,2048,20,100,5.458336,0.108534,5.184608,18869704.272660,212.548349,38645154350.407608,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,0,0,11,2048,2048,1,2048,20,100,5.474912,0.108554,5.752320,18866145.295820,212.508261,38637865565.838837,0.000000,-1
