rank,operator,precision,direction,normalization,placement,stage_matrices,logN,N,batch,element_stride,batch_stride,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,shared_layout,fft_core,stage_space,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
1,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,10,1024,4096,1,1024,temporal-tile,radix2,four-mul,table,warp-register,linear,scalar,0,128,0,0,8,8,0,0,0,0,0,0,named-barrier,5,0.047903,0.047872,0.047944,437.793912,1.000000
1,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,temporal-tile,radix2,four-mul,table,warp-register,linear,scalar,0,256,0,0,8,8,0,0,0,0,0,0,named-barrier,5,0.051241,0.051159,0.051333,491.127115,1.000000
1,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,15,32768,128,1,32768,temporal-tile,radix2,four-mul,table,warp-register,linear,scalar,0,256,0,0,8,8,0,0,0,0,0,0,named-barrier,5,0.088003,0.087962,0.088023,357.458712,1.000000
1,structured-2x2,fp32,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,temporal-tile,radix2,four-mul,table,warp-register,linear,scalar,0,32,0,0,8,8,0,0,0,0,0,0,named-barrier,5,0.043858,0.043827,0.043889,382.535630,1.000000
1,structured-2x2,fp32,inverse,none,out-of-place,1:0.25:-0.5:1,10,1024,4096,1,1024,temporal-tile,radix2,four-mul,table,warp-register,linear,scalar,0,128,0,0,8,8,0,0,0,0,0,0,named-barrier,5,0.047923,0.047852,0.047954,437.606873,1.000000
1,structured-2x2,fp32,inverse,none,out-of-place,1:0.25:-0.5:1,12,4096,1024,1,4096,temporal-tile,radix2,four-mul,table,warp-register,linear,scalar,0,256,0,0,8,8,0,0,0,0,0,0,named-barrier,5,0.051200,0.051118,0.051302,491.520012,1.000000
1,structured-2x2,fp32,inverse,none,out-of-place,1:0.25:-0.5:1,15,32768,128,1,32768,temporal-tile,radix2,four-mul,table,warp-register,linear,scalar,0,256,0,0,8,8,0,0,0,0,0,0,named-barrier,5,0.088033,0.087951,0.088064,357.333979,1.000000
1,structured-2x2,fp32,inverse,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,temporal-tile,radix2,four-mul,table,warp-register,linear,scalar,0,32,0,0,8,8,0,0,0,0,0,0,named-barrier,5,0.043848,0.043817,0.043868,382.624941,1.000000
