label,kernels,time_us,dram_read_mib,dram_write_mib,warp_instructions,fp32_thread_instructions,shared_load_bank_conflicts,shared_store_bank_conflicts,dram_peak_pct,l2_hit_pct,l1_hit_pct,active_warps_pct,barrier_stall_pct,long_scoreboard_stall_pct,registers_per_thread,shared_mem_bytes,total_waves_per_sm,dram_total_mib,shared_bank_conflicts,profiled_gpoint_s
fwht12_hierarchical_r8,3,142.656000,48.000366,48.331879,16924672.000000,50331648.000000,626170.000000,535562.000000,78.874536,50.051629,0.000000,91.146209,5.980942,71.410319,23.000000,4096.000000,32.000000,96.332245,1161732.000000,29.401525
fwht12_warp_register,1,46.880000,16.000122,15.691650,3358720.000000,55836672.000000,6343.000000,4778.000000,78.950000,50.140000,0.000000,66.250000,7.890000,21.850000,32.000000,16384.000000,2.130000,31.691772,11121.000000,89.468942
fwht20_online_r8,2,374.720000,32.000244,33.251282,19628032.000000,85983232.000000,1360431.000000,1051802.000000,20.324940,88.905009,0.020017,91.420085,13.584155,13.484684,30.000000,4096.000000,12.800000,65.251526,2412233.000000,11.193168
fwht8_temporal_r4,1,49.408000,16.000122,16.177216,8945664.000000,33554432.000000,613191.000000,544164.000000,76.020000,50.060000,0.000000,91.480000,18.450000,48.530000,16.000000,1024.000000,12.800000,32.177338,1157355.000000,84.891192
structured12_hierarchical_r8,3,147.104000,48.001007,48.484619,19349504.000000,100663296.000000,598799.000000,537103.000000,76.568447,50.072508,28.413676,82.415547,7.318399,70.108527,39.000000,4096.000000,34.130000,96.485626,1135902.000000,28.512508
structured12_warp_register,1,55.648000,16.000366,15.998749,6963200.000000,100663296.000000,2282.000000,4252.000000,67.150000,50.330000,8.380000,56.120000,6.180000,26.200000,43.000000,16384.000000,2.560000,31.999115,6534.000000,75.372053
structured20_online_r8,2,380.416000,32.000549,33.090851,23543808.000000,169869312.000000,1325981.000000,1050402.000000,19.969172,88.910000,13.269931,69.770414,17.327793,14.508414,40.000000,4096.000000,17.060000,65.091400,2376383.000000,11.025572
structured8_temporal_r4,1,52.224000,16.000305,16.218475,10846208.000000,67108864.000000,592526.000000,547079.000000,72.050000,50.090000,49.980000,91.820000,23.950000,41.030000,28.000000,1024.000000,12.800000,32.218781,1139605.000000,80.313725
