status,device,compute_capability,sm_count,memory_gib,l2_mib,registers_per_sm,shared_kib_per_sm,max_shared_kib_per_cta,warp_size,register_allocation_unit_per_warp,shared_allocation_unit_per_cta,global_feedback_GB_s,butterfly_Gbutterfly_s,shared_exchange_GB_s,barrier_GCTA_s,best_fft_mapping,best_fwht_mapping,best_ntt_mapping,notes
measured,Tesla V100-SXM2-16GB,7.0,80,16,6,65536,96,96,32,256,256,796.597,291.465,11607.509,5.472,hierarchical:L10:r4:t256,hierarchical:L10:r4:t256,hardware-dependent,current reference machine
placeholder,NVIDIA A100-SXM-80GB,,,,,,,,,,,,,,,,,,capture allocation and capacity fields before search
placeholder,NVIDIA H100-SXM-80GB,,,,,,,,,,,,,,,,,,capture allocation and capacity fields before search
placeholder,NVIDIA GeForce RTX 4090,,,,,,,,,,,,,,,,,,capture allocation and capacity fields before search
